accepted_species,estimate
t113,0.9915283
t304,-0.1678705
t306,-0.031067034
t293,0.25114584
t453,0.21746324
t137,-0.408649
t96,0.15177299
t225,-0.5769895
t149,0.22609924
t144,0.19342376
t171,-0.1874453
t178,0.28842163
t222,0.27471644
t432,0.07652385
t464,-1.0821596
t252,0.076702826
t269,-1.5117244
t279,-0.17464028
t321,-0.49434033
t330,-0.91439754
t490,-0.2400801
t308,-0.75490135
t374,0.8450384
t345,0.5374983
t480,0.19260727
t173,0.45375976
t98,0.32358792
t91,-0.69046205
t62,-0.14237292
t73,-0.71829504
t39,-0.083391204
t28,0.46061036
t128,-0.631238
t79,0.89494854
t379,0.20166923
t444,0.30774757
t460,0.30774757
t477,0.37153056
t355,-0.5377131
t158,-0.24672933
t387,0.1043071
t436,-0.36487067
t481,0.20867978
t303,-0.12634486
t307,-0.17366333
t102,0.022495687
t109,0.022495687
t123,0.022495687
t147,0.39616287
