"accepted_species","Medicinal"
"Leichhardtia_belensis",0
"Scolosanthus_triacanthus",0
"Arachnothryx_thiemei",0
"Coffea_kapakata",0
"Psychotria_semperflorens",0
"Larryleachia_marlothii",1
"Desmidorchis_foetida",0
"Retiniphyllum_schomburgkii",0
"Ceropegia_omissa",NA
"Psychotria_montrouzieri",0
"Eumachia_lyciiflora",0
"Matelea_atrocoronata",NA
"Tarenna_canarica",0
"Palicourea_manausensis",0
"Gynochthodes_badia",0
"Oxypetalum_coeruleum",NA
"Gaertnera_sralensis",0
"Guettardella_buruana",0
"Dischidia_boholensis",NA
"Plocama_brevifolia",0
"Leichhardtia_egregia",0
"Gentianella_ernestii",0
"Atrostemma_hammelii",0
"Psychotria_saltiensis",0
"Hoffmannia_verticillata",0
"Palicourea_cuspidulata",0
"Psydrax_gilletii",0
"Coutaportla_guatemalensis",0
"Plumeria_filifolia",0
"Diadorimia_densifolia",0
"Robbrechtia_milleri",0
"Catesbaea_nana",0
"Schultesia_bahiensis",0
"Ditassa_auriflora",NA
"Ditassa_ayangannensis",0
"Rubia_trichocarpa",0
"Metastelma_bahamense",NA
"Asclepias_pygmaea",NA
"Gardenia_angkorensis",1
"Swertia_perennis",1
"Ceropegia_filicorona",NA
"Psychotria_yapasensis",0
"Psychotria_intermedia",0
"Psychotria_keyensis",0
"Phialanthus_oblongatus",0
"Psychotria_refracta",0
"Psychotria_trichantha",0
"Psychotria_declieuxioides",0
"Psychotria_barberi",0
"Psychotria_ghanensis",0
"Ixora_bauchiensis",0
"Ixora_pubifolia",0
"Ixora_yunckeri",0
"Ixora_pedalis",0
"Ixora_casei",1
"Hoya_obovata",NA
"Hoya_gracilis",NA
"Mussaenda_densiflora",0
"Mussaenda_polyneura",0
"Parsonsia_curvisepala",0
"Calycophyllum_tefense",0
"Faramea_campanularis",0
"Dolicholobium_peekelii",0
"Palicourea_heilbornii",0
"Hydnophytum_davisii",0
"Vangueria_domatiosa",0
"Secamone_laevis",0
"Palicourea_albert-smithii",0
"Macrocarpaea_subsessilis",0
"Fagraea_imperialis",1
"Pauridiantha_coalescens",0
"Spermacoce_breviflora",0
"Spermacoce_diversistyla",0
"Hoffmannia_tuerckheimii",0
"Hoffmannia_coronata",0
"Gonolobus_plowmanii",0
"Lasianthus_kailarsenii",0
"Cinchona_pubescens",1
"Phaeostemma_surinamensis",0
"Randia_pringlei",0
"Randia_tubericollis",0
"Amaracarpus_syzygifolius",0
"Brachytome_wardii",0
"Wendlandia_ligustrina",0
"Octotropis_travancorica",1
"Trichostachys_aurea",0
"Saprosma_longifolia",0
"Ophiorrhiza_rupestris",0
"Oldenlandia_debilis",0
"Ophiorrhiza_brevipes",0
"Oldenlandia_rigidula",0
"Machaonia_subinermis",0
"Ophiorrhiza_albida",0
"Oldenlandia_sedgwickii",0
"Tachia_blancoi",0
"Gentiana_zollingeri",0
"Gentiana_delavayi",0
"Argostemma_parishii",0
"Argostemma_bifolium",0
"Coffea_brevipes",0
