,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t6,4.8928857,4.585035,6.4453835,0.025905268,-2.0120664,1.2029387,6.4384093,5.408852,2.2275486,2.4025702,4.7405467,5.7258096,7.674793,7.763003,4.949985,4.475197,5.773293,4.569255,5.778693,5.399467,4.804699,6.24503,2.5699575,4.825807,7.4299555,5.5249743,3.202138,5.4211245,2.7299778,4.0037847,5.050756,6.369736,6.143588,5.799283,6.5737247,3.9088857,5.425748,4.3013077,4.1771073,6.182863,5.074385
t7,4.870791,4.6035614,6.4366846,0.039925724,-2.0012116,1.2056235,6.42748,5.392841,2.2291665,2.3868785,4.7464147,5.7288284,7.673547,7.7767544,4.9387054,4.4890995,5.7775664,4.546872,5.7763324,5.422581,4.794908,6.2513623,2.5592244,4.8465977,7.426954,5.5060854,3.1856437,5.413017,2.7597024,4.0270205,5.0567017,6.3794775,6.154256,5.8133,6.576283,3.9019547,5.409718,4.319259,4.208714,6.1609488,5.051491
t3,4.842794,4.597839,6.4555297,0.031862684,-1.9804536,1.2089326,6.4205,5.364859,2.2276711,2.3628018,4.747189,5.750232,7.668608,7.8047986,4.931579,4.513663,5.7833047,4.519188,5.757252,5.443717,4.7971582,6.2563734,2.535397,4.8747835,7.397414,5.4902105,3.1738212,5.4072294,2.7833893,4.0504003,5.041981,6.3794503,6.172954,5.81986,6.576719,3.8811026,5.385009,4.3441296,4.2469335,6.1330557,5.024516
t4,4.835723,4.6448646,6.414307,0.066234306,-1.9699113,1.2266444,6.3759017,5.388019,2.2532725,2.377777,4.7607093,5.714953,7.7019897,7.816069,4.905373,4.4886246,5.7614236,4.508299,5.7973585,5.479208,4.784366,6.2421813,2.5626533,4.8584323,7.4182653,5.457692,3.1795194,5.3743415,2.8418176,4.086296,5.082119,6.4238143,6.1471562,5.8514066,6.5642743,3.91127,5.397115,4.3390403,4.2558904,6.125168,5.024428
t10,4.8044133,4.598895,6.468438,0.027153758,-1.9458731,1.2236928,6.4045362,5.327643,2.2374625,2.3299937,4.748425,5.7697377,7.6702013,7.839915,4.909353,4.541899,5.7799144,4.4819927,5.7406774,5.478048,4.803027,6.2539897,2.5107427,4.914027,7.3690157,5.4562836,3.161274,5.3901434,2.8246057,4.087471,5.0323067,6.3867755,6.1894794,5.8338795,6.5687027,3.8623245,5.3515987,4.3726907,4.295649,6.094961,4.9907403
t11,4.801053,4.595994,6.465889,0.020849714,-1.9258167,1.2489202,6.3767405,5.331908,2.2680867,2.3356364,4.7475724,5.7539244,7.699979,7.860512,4.874996,4.531814,5.7516594,4.478897,5.760045,5.486207,4.821087,6.2271695,2.5233545,4.913338,7.362974,5.42117,3.1819673,5.3630733,2.8501782,4.122647,5.040042,6.4085593,6.1692853,5.839806,6.5433893,3.8795264,5.3566656,4.366685,4.3097477,6.0918374,4.992281
t21,4.687709,4.3707433,6.3453164,1.340855,6.046442,5.3686233,5.487902,1.1485448,1.9669756,3.3669415,2.0301666,5.0321293,7.2608986,8.373618,3.3481786,4.016146,4.2523737,5.0240526,6.689866,5.245191,5.6600685,7.598126,3.3993492,6.521927,5.383642,5.0234556,5.3126407,4.5169826,5.1477013,6.4496317,4.6589527,4.472609,6.6422734,6.5195637,6.861674,4.6680913,5.4849257,4.749898,5.8652177,6.006653,4.8703003
t22,4.7152367,4.345105,6.346539,1.2841313,6.0538073,5.3887324,5.4888563,1.1482226,1.9796487,3.3542516,2.0262592,5.0313025,7.2704964,8.373807,3.346158,4.0307703,4.242823,5.0290923,6.7004137,5.247412,5.657884,7.61645,3.3880098,6.5276117,5.389502,5.0201783,5.3329372,4.510283,5.1457205,6.443409,4.6639767,4.4698954,6.6433344,6.531862,6.8610716,4.6662207,5.4896517,4.751792,5.8822846,6.017085,4.8692
t31,4.4226213,4.618629,6.2662215,1.6429651,5.9265776,5.3678846,5.5243707,1.0783495,1.861859,3.4523563,2.0847049,5.002416,7.170351,8.40299,3.3424678,3.8887572,4.3219924,5.0306826,6.6338043,5.236241,5.7005725,7.528659,3.4565732,6.477777,5.4029765,4.976774,5.2604456,4.5476065,5.154152,6.517688,4.631997,4.5287867,6.6085553,6.4863973,6.8729444,4.629055,5.4333153,4.7074437,5.7859364,6.0076294,4.8589077
t32,4.775087,4.283858,6.347093,1.235441,6.115096,5.3786507,5.4554467,1.2177517,2.041851,3.323453,2.0257635,5.007301,7.2620025,8.3300705,3.3839958,4.071991,4.249095,5.016927,6.730064,5.245046,5.6703587,7.6565924,3.3986568,6.486264,5.410405,5.0532956,5.3596935,4.519266,5.166635,6.4241276,4.6523085,4.440681,6.6115484,6.515914,6.908853,4.711038,5.4638004,4.774466,5.90929,6.037574,4.8983445
t33,4.4515905,4.5949383,6.2773056,1.6010354,5.934969,5.3687043,5.5261927,1.0786544,1.8738878,3.448294,2.07721,5.0095096,7.1828885,8.4050455,3.3384233,3.9008012,4.3169985,5.0375156,6.6367154,5.229948,5.6964808,7.535285,3.4471667,6.490614,5.394078,4.976557,5.2636504,4.538846,5.1558332,6.5142894,4.6285324,4.5264373,6.616735,6.488347,6.863167,4.6336584,5.4403243,4.7120867,5.796931,6.004775,4.852365
t37,4.4610767,4.5704064,6.270626,1.6283152,5.9578156,5.308825,5.499591,1.1501834,1.946058,3.4387217,2.089562,4.9841914,7.145817,8.365309,3.3744092,3.9284666,4.3462386,5.033252,6.656454,5.226695,5.73713,7.5744257,3.4786499,6.4447227,5.4199815,4.983591,5.2395573,4.548301,5.186713,6.5127826,4.593038,4.50989,6.583548,6.4612775,6.907406,4.6641254,5.403127,4.7281394,5.798074,6.026516,4.873139
t38,4.602152,4.4346275,6.315336,1.477233,6.0358853,5.321132,5.4741263,1.174238,1.9634842,3.375164,2.0534806,5.0058103,7.205427,8.345011,3.3766992,3.9802768,4.2855754,5.0031676,6.682944,5.249537,5.688038,7.5959787,3.4442847,6.4671216,5.405194,5.0432386,5.2799854,4.545563,5.1643972,6.4601936,4.638454,4.4692097,6.6095834,6.490475,6.901758,4.6789184,5.448451,4.7458773,5.8319917,6.0114417,4.895393
t50,4.068266,4.704593,6.3353405,2.1588473,5.9470763,5.3022785,5.447301,1.1768262,1.8114116,3.5388746,2.0926626,5.02914,7.164191,8.443838,3.2813468,3.9006355,4.4044805,5.0834165,6.586039,5.112212,5.7168927,7.345694,3.4785304,6.5581555,5.3215976,4.9242744,5.1618176,4.5242004,5.217335,6.5307937,4.493806,4.5356407,6.644186,6.346028,6.781016,4.6742167,5.4156923,4.7207203,5.688539,5.9183154,4.8104663
t89,-2.6334207,-1.8710845,8.057156,6.627302,4.5603957,4.171287,3.2648213,4.4139023,2.9804122,2.6837249,2.603201,4.787356,6.009173,7.776323,3.4540198,4.9480405,4.3567467,4.5472417,6.1582184,4.523341,5.200769,6.703082,3.961854,5.599697,5.255046,5.1473947,4.49037,5.268142,5.390208,5.421964,4.4279017,3.7053313,5.3566337,5.4502206,6.3908815,5.015756,5.3531885,4.6877136,4.0610137,4.674539,4.462833
t102,-2.6565726,-1.9212784,8.068509,6.6510196,4.5253205,4.1471305,3.2520752,4.434572,3.0166545,2.7033346,2.5898993,4.784636,6.013622,7.7692842,3.4644308,4.963527,4.3653917,4.54261,6.137126,4.5317855,5.224869,6.707316,3.9553945,5.592878,5.2331448,5.145864,4.4978957,5.2648387,5.3772545,5.424389,4.457527,3.7004309,5.3508615,5.445235,6.3656,5.023253,5.323855,4.6949215,4.083909,4.679631,4.482547
t103,-2.7036364,-1.9102471,8.084254,6.695333,4.537968,4.100454,3.2224965,4.4896574,3.010534,2.7325728,2.5442672,4.790461,5.995595,7.782753,3.4704156,4.9918256,4.3702655,4.530488,6.1571026,4.543472,5.260799,6.689704,3.9793339,5.61317,5.222953,5.148334,4.4978876,5.2465286,5.3390903,5.408042,4.4919095,3.7127604,5.366735,5.460097,6.329382,5.0524406,5.3039165,4.6894526,4.1311874,4.668811,4.4859257
t106,-2.7265148,-1.9422265,8.122814,6.712934,4.496489,4.1042128,3.209998,4.5071883,3.0400326,2.7387383,2.5206416,4.7826037,6.022595,7.745449,3.5033138,4.977936,4.4044843,4.547797,6.10357,4.555536,5.277379,6.717979,3.9201226,5.576801,5.2334166,5.146384,4.5307603,5.253449,5.312349,5.4380226,4.5103784,3.693337,5.342447,5.438622,6.325902,5.044977,5.2885103,4.722989,4.151068,4.701185,4.4870367
t107,-2.6961055,-1.893965,8.125689,6.6955633,4.5482545,4.1397576,3.2275913,4.482955,2.9898589,2.7014446,2.53751,4.7460184,6.0576186,7.713687,3.5239947,4.953625,4.4245887,4.5707254,6.1526375,4.5710244,5.2439294,6.754845,3.960654,5.547092,5.2796645,5.108052,4.557776,5.2611,5.3240047,5.4796696,4.4720054,3.6592631,5.3100457,5.4083357,6.3641434,5.0186987,5.341918,4.751226,4.1291885,4.735711,4.441583
t99,-2.6817915,-1.9152155,8.092312,6.6756473,4.530604,4.1339083,3.2396655,4.4617195,3.011521,2.7111866,2.5631964,4.7685056,6.0299573,7.750476,3.486458,4.9668083,4.3870435,4.550127,6.1422377,4.546174,5.241535,6.724767,3.9585047,5.576412,5.244832,5.1298003,4.518765,5.261541,5.351386,5.441671,4.473779,3.6842983,5.3346095,5.429886,6.354586,5.0268135,5.3191934,4.714819,4.109353,4.6985135,4.4715943
t117,-2.7017941,-2.089914,8.047292,6.720423,4.348602,4.0916986,3.1472836,4.4647317,3.1773899,2.825692,2.5913796,4.8643465,5.9642715,7.813458,3.4691522,5.0305686,4.3316097,4.513566,5.9453607,4.5743737,5.357735,6.6527367,3.702488,5.6433945,5.132444,5.2385845,4.454667,5.257895,5.387449,5.354489,4.5811214,3.7616003,5.3931327,5.491973,6.262102,5.039164,5.183238,4.6595483,4.211639,4.6363425,4.6125703
t118,-2.722465,-2.1040072,8.052644,6.741757,4.3334155,4.0726156,3.1501563,4.4845104,3.1941032,2.8416297,2.5807335,4.8747277,5.9579935,7.818169,3.46759,5.0407944,4.3279953,4.506175,5.9218583,4.5726466,5.3744593,6.6540437,3.6938322,5.6469994,5.122001,5.2478266,4.45347,5.255753,5.3751464,5.3484864,4.606843,3.7715976,5.4048986,5.506181,6.239387,5.0437427,5.168645,4.6521773,4.224362,4.6282206,4.620345
t123,-2.7280564,-2.1416047,8.04571,6.758223,4.291783,4.0597014,3.142939,4.490646,3.2326396,2.872609,2.579805,4.896765,5.948366,7.835355,3.4671102,5.058884,4.3186216,4.4985924,5.8732452,4.578383,5.4065437,6.6467476,3.6317515,5.664155,5.097185,5.2720494,4.443402,5.254375,5.374311,5.32606,4.636651,3.7906415,5.416491,5.5195336,6.214132,5.0445037,5.1354537,4.6417494,4.2522044,4.6158104,4.6527424
