,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t1,-2.2917573,-1.2260679,7.172107,6.933058,4.6048617,4.6357737,6.195008,5.8273835,4.0039797,3.9352949,5.5017185,3.7264225,7.5076575,6.5092516,6.1420646,5.1640115,6.9064894,4.048092,3.494248,4.2706466,7.2072597,5.7966905,4.965323,5.289859,1.9974612,3.1200976,5.3808045,0.7828972,3.6908216,5.0199246
t2,-2.3068557,-1.2430309,7.1667547,6.934837,4.593131,4.634045,6.185112,5.8115263,3.9840376,3.943762,5.485506,3.7048993,7.52632,6.519902,6.1536827,5.1565647,6.893248,4.037699,3.500523,4.2519417,7.2076435,5.784649,4.9591436,5.2747703,2.0128996,3.1299777,5.382594,0.81062907,3.68472,5.0090675
t3,5.0523243,8.534591,8.79885,4.4569783,3.8095474,5.338948,6.0422235,5.939337,1.9536597,3.7033896,5.175403,4.221358,7.356484,6.957521,7.2707667,5.4277616,7.269418,4.022042,6.1611786,4.150596,5.667029,4.781074,6.6253953,4.9917684,2.9513235,4.2003136,5.1339107,4.139283,3.3926754,6.475299
t4,-2.3313062,-1.2718952,7.163049,6.960522,4.607859,4.6210995,6.1805325,5.806495,3.9413679,3.9613607,5.451502,3.6622977,7.515673,6.557946,6.156707,5.126859,6.9089274,4.0339284,3.51096,4.212223,7.232711,5.7533426,4.933279,5.237143,2.0125244,3.1174881,5.4116697,0.79910296,3.7058709,4.9751215
t5,5.0918117,8.556333,8.815248,4.449408,3.7769787,5.375058,6.0609946,5.9252996,1.9535018,3.7190092,5.1982036,4.2382245,7.356905,6.942845,7.2632017,5.4136934,7.236523,4.040017,6.1853456,4.169984,5.651304,4.766209,6.653774,4.9848156,2.9868402,4.233408,5.119598,4.1561875,3.3700304,6.4446306
t6,-2.3659232,-1.3076011,7.1946883,6.92621,4.542449,4.612784,6.127829,5.7636447,3.932496,3.9910972,5.43335,3.6552098,7.5154777,6.5628805,6.1349955,5.150882,6.844654,3.9835587,3.516961,4.202299,7.1857285,5.7257385,4.960489,5.2197104,2.06275,3.177023,5.3920045,0.83389425,3.6627848,4.959419
t7,-2.3379595,-1.2973338,7.219,6.8766165,4.530371,4.618443,6.1472993,5.757025,3.9591737,3.9679794,5.4722214,3.671957,7.5288777,6.5325117,6.1452727,5.186397,6.819161,4.001999,3.4999962,4.2396574,7.147088,5.7624736,4.9752073,5.2635484,2.0670543,3.1742601,5.3668146,0.8213558,3.6376984,5.012722
t8,-2.323898,-1.2639668,7.222124,6.95922,4.623921,4.588785,6.1440954,5.8630257,3.9826226,3.9867797,5.472315,3.710688,7.442101,6.542609,6.0755744,5.179161,6.9347534,4.022731,3.4946108,4.24369,7.2138276,5.7382765,4.9916077,5.2457757,1.9781013,3.1276276,5.4312654,0.73325,3.7249982,4.964044
t9,-2.373541,-1.3302727,7.177579,6.9058247,4.5016537,4.6296096,6.120224,5.725708,3.9241598,3.98256,5.4365826,3.631653,7.5785418,6.5384693,6.172591,5.1701055,6.7861767,3.9804177,3.5039842,4.202257,7.170521,5.7272983,4.9799004,5.229282,2.1009088,3.1999564,5.3535604,0.8858468,3.638023,4.9893036
t10,-2.3530188,-1.2940105,7.0903316,6.966031,4.5613866,4.6591325,6.1894116,5.7377644,3.907809,3.941973,5.4282436,3.6168368,7.6542497,6.5477586,6.2549477,5.099077,6.851928,4.0312185,3.5226653,4.180241,7.246758,5.7708664,4.905765,5.2320795,2.0694652,3.140332,5.3686814,0.9546675,3.6650612,4.982843
t11,5.174939,8.65927,8.922855,4.459704,3.6737127,5.4375415,6.096456,5.885675,1.8886834,3.8084488,5.254084,4.2465134,7.2777047,6.940107,7.335547,5.4811516,7.1725855,4.0788417,6.1530437,4.2015033,5.7076344,4.830384,6.7150083,4.9428673,3.1010838,4.347584,5.0954185,4.0852737,3.3378093,6.4354777
t12,5.109256,8.402221,8.697914,4.443422,3.83209,5.336914,6.0368752,5.9808073,2.027073,3.6425886,5.1679044,4.2718115,7.4566493,6.947444,7.163222,5.3051925,7.252099,4.004951,6.2980423,4.1786776,5.559985,4.6655655,6.610647,5.0472093,2.927682,4.162655,5.1406384,4.2673244,3.3815327,6.400287
t13,5.251971,8.870687,9.083456,4.4490833,3.5454597,5.6273603,6.1593738,5.7418957,1.8693388,3.8922858,5.3354564,4.2430587,7.1843014,6.8840556,7.3655725,5.5213666,7.0764575,4.179808,6.0589857,4.2447953,5.7199097,4.8601847,6.8168263,4.8517966,3.261711,4.4938326,5.049418,4.033239,3.2386577,6.3663597
t14,5.1869993,8.676365,8.898315,4.4405613,3.678731,5.4851947,6.116044,5.875584,1.923929,3.797422,5.263181,4.257358,7.3080225,6.8843937,7.290041,5.437697,7.1204967,4.12213,6.1749406,4.1958756,5.652833,4.7778764,6.739424,4.93735,3.087496,4.3351054,5.0465026,4.141465,3.3211715,6.3878403
t15,-2.3414679,-1.2820337,7.0913916,6.9666166,4.578898,4.6586523,6.2045093,5.750499,3.914318,3.9339275,5.435874,3.624747,7.657866,6.5483737,6.2652416,5.092465,6.8713493,4.042969,3.524036,4.187731,7.251547,5.7829137,4.8947463,5.24108,2.0540059,3.1240323,5.376544,0.9449848,3.6723096,4.9899287
t16,5.3913183,9.227237,9.382186,4.492233,3.3149388,5.858195,6.2552557,5.548879,1.7770633,4.0569186,5.4933777,4.2320623,6.979384,6.8544064,7.4697757,5.63153,6.951186,4.2989745,5.9032774,4.353773,5.8046637,4.977676,6.972351,4.723674,3.5452049,4.7508054,4.991664,3.87479,3.084578,6.2883234
t17,-2.4231536,-1.3648467,7.0517726,7.006966,4.5047827,4.676016,6.1440334,5.6767054,3.8512194,3.9574955,5.368023,3.5668921,7.6564565,6.556977,6.249039,5.0802517,6.792674,3.98625,3.5332317,4.1217504,7.26558,5.718426,4.9206896,5.170222,2.136058,3.1776533,5.3592267,1.0165958,3.662576,4.9229264
t18,-2.3270307,-1.2587382,7.0937023,6.982028,4.596721,4.666518,6.221007,5.7719626,3.9383247,3.9181638,5.452055,3.6555834,7.6330147,6.542388,6.259738,5.0905395,6.893645,4.0549088,3.5166326,4.2101893,7.263823,5.7902102,4.9007945,5.2465787,2.0336223,3.1032867,5.383464,0.90605205,3.6991267,4.9911976
t19,-2.6884885,-2.013247,7.7956157,6.3296523,3.9516156,4.4776635,5.7455697,5.271858,3.6035142,4.129763,5.2596283,3.3141057,7.490814,6.6343207,6.154769,5.39086,6.096702,3.579593,3.5323522,4.0848165,6.554097,5.4494047,5.154655,5.0562587,2.5916917,3.5362105,5.3477726,0.8484941,3.2997491,5.023962
t20,5.3141756,9.253695,9.369056,4.4386206,3.355497,5.935189,6.2708826,5.462573,1.8539047,4.0767756,5.4845095,4.178956,6.9835386,6.776224,7.409769,5.6466446,6.9152737,4.349719,5.8376126,4.298755,5.731407,4.918234,6.9879804,4.648197,3.4755292,4.7153897,4.9644513,3.9186943,3.0515528,6.256324
t21,5.257425,8.792009,9.0302925,4.4436235,3.570118,5.589761,6.153271,5.7771235,1.8790967,3.861293,5.3175235,4.2586308,7.2235594,6.9058776,7.3451805,5.490432,7.102467,4.1402144,6.1069336,4.2505784,5.7082906,4.840523,6.791232,4.8842206,3.231497,4.461706,5.072468,4.0606523,3.2518878,6.365913
t22,5.21105,8.442555,8.746255,4.4349885,3.7263002,5.427373,6.0858474,5.9611106,2.0004537,3.690407,5.2358294,4.3123355,7.439346,6.92989,7.1874905,5.3081937,7.1725864,4.027905,6.309371,4.2428894,5.573395,4.6762323,6.6648154,5.0467076,3.0416093,4.27326,5.122801,4.261668,3.3345025,6.342193
t23,5.185103,8.400688,8.715108,4.4368467,3.7645626,5.3825483,6.066452,5.9677653,2.0064418,3.672393,5.2066965,4.2926707,7.4454317,6.9449625,7.182732,5.310396,7.2097,4.003898,6.311149,4.2186947,5.576576,4.678444,6.6394773,5.042437,3.0001297,4.232282,5.1416526,4.262562,3.3586333,6.370052
t24,-2.7109165,-2.0387452,7.826963,6.3024545,3.9280188,4.4616423,5.7214875,5.2440977,3.5697236,4.141155,5.2411847,3.2889109,7.4949293,6.6489806,6.1483855,5.415164,6.0698504,3.5579698,3.532598,4.0574913,6.532636,5.4313226,5.1643176,5.0346336,2.6122162,3.5607839,5.3455787,0.84232557,3.2770367,5.021985
t25,5.1764007,8.357812,8.676153,4.4424925,3.7779727,5.38071,6.058891,6.0091615,2.036026,3.6395104,5.212802,4.324256,7.496399,6.9314003,7.14397,5.257142,7.196479,4.0075946,6.351257,4.2367444,5.5359545,4.631958,6.629206,5.0888352,2.982077,4.212906,5.129817,4.315495,3.3587666,6.3411384
t26,5.3107758,9.164622,9.312012,4.4376326,3.3904831,5.875026,6.238597,5.5276732,1.8496091,4.0357065,5.4444475,4.201107,7.031679,6.7995315,7.4125295,5.6231084,6.9484906,4.328019,5.8881855,4.2834015,5.7401667,4.911885,6.9563637,4.6987076,3.4548967,4.6770067,4.9818764,3.9452455,3.1076262,6.290566
t27,5.2112675,8.63676,8.908367,4.4283457,3.64454,5.521072,6.1429524,5.8392777,1.9222877,3.7978778,5.2876863,4.2739687,7.3125005,6.9210186,7.2850146,5.4250827,7.140706,4.074618,6.1778407,4.246121,5.6572585,4.777079,6.745753,4.9353204,3.146384,4.374104,5.1069546,4.1407213,3.2809243,6.3603854
t28,5.16306,8.411041,8.72267,4.456777,3.743172,5.4167128,6.0696874,6.0187597,2.0133069,3.6591358,5.247038,4.348525,7.4845586,6.9131184,7.1713533,5.264983,7.163875,4.047548,6.327413,4.260426,5.5537558,4.649345,6.6565437,5.1031632,3.0172398,4.2519608,5.093298,4.302304,3.3399193,6.3297586
t29,5.21887,8.341729,8.666496,4.4394736,3.754264,5.3980827,6.0706887,6.0163374,2.0389502,3.6419291,5.229903,4.3429866,7.5099325,6.92778,7.136861,5.241086,7.175321,4.0006604,6.373312,4.2600026,5.528012,4.6198444,6.636838,5.101051,3.0064142,4.23403,5.1327987,4.331407,3.34934,6.3158326
t30,-2.3708587,-1.335869,7.1289744,6.9137115,4.517373,4.6397495,6.15275,5.6990027,3.8752556,3.973779,5.413714,3.5705462,7.6528993,6.563712,6.241802,5.1209044,6.7861533,4.004071,3.5243454,4.157383,7.19933,5.748391,4.9118547,5.2224274,2.1104012,3.1879601,5.3547373,0.9629626,3.6195703,4.9954195
t31,5.133206,8.721848,8.923648,4.4372435,3.7021313,5.475015,6.104366,5.8479834,1.9156413,3.7883813,5.244428,4.2256722,7.287727,6.8996606,7.312607,5.467015,7.1700487,4.1104236,6.11378,4.173208,5.6806054,4.806629,6.725118,4.91776,3.072221,4.3216076,5.073444,4.1059046,3.3286037,6.4255013
t32,-2.7046335,-2.0589895,7.826788,6.297391,3.9149039,4.4659824,5.722728,5.243717,3.5811083,4.13976,5.249706,3.291777,7.4824653,6.6379232,6.1600227,5.407169,6.048128,3.550931,3.529655,4.079252,6.511827,5.428982,5.1697564,5.0439415,2.6236303,3.552478,5.3529735,0.85003984,3.275887,5.0262494
t33,-2.7739906,-2.1043882,7.8211527,6.288003,3.8895977,4.5295615,5.737116,5.246987,3.611566,4.157568,5.215719,3.2558675,7.4936447,6.6277328,6.0494676,5.4005265,5.994901,3.5217721,3.5642295,4.0360518,6.463651,5.437446,5.126945,5.063496,2.6860175,3.6797984,5.2608166,0.8385223,3.2492037,5.026163
t34,-2.7811804,-2.1231542,7.835502,6.2690287,3.8694139,4.5072727,5.732265,5.225746,3.5887556,4.1531696,5.219208,3.238842,7.491039,6.6349216,6.074933,5.416196,5.9793825,3.5035355,3.5475364,4.031088,6.4478426,5.424066,5.1493464,5.04613,2.699055,3.6689048,5.285612,0.8361405,3.2314262,5.019094
t35,5.2516565,8.441484,8.770732,4.4395776,3.7071226,5.4207573,6.0887246,5.9461637,1.9668026,3.7177505,5.239373,4.2988863,7.4084554,6.9484453,7.2267194,5.3433185,7.182138,4.0127306,6.2942505,4.2417307,5.614005,4.7158394,6.6734576,5.0228534,3.0667715,4.296868,5.141071,4.226138,3.336789,6.359226
t36,-2.8043923,-2.1546376,7.854821,6.2472873,3.8441248,4.502502,5.7269483,5.209703,3.5817907,4.1534324,5.21777,3.2183714,7.4892306,6.6414146,6.070017,5.425313,5.948737,3.482018,3.5410497,4.0237193,6.416751,5.41377,5.157426,5.0347624,2.729157,3.6936548,5.2843804,0.8262279,3.2097237,5.0141635
t37,5.205842,8.624729,8.875504,4.4392695,3.6859996,5.463781,6.103509,5.8862643,1.9274437,3.7706487,5.244108,4.269782,7.3266807,6.9301815,7.283738,5.423203,7.1700606,4.073471,6.1995783,4.2144055,5.662274,4.780045,6.706108,4.9644294,3.0871902,4.326511,5.09681,4.138251,3.3208215,6.39157
t38,5.3397737,9.19405,9.341683,4.463227,3.3645506,5.8578253,6.239118,5.548641,1.8220347,4.0390205,5.460793,4.21877,7.014204,6.8246174,7.4321537,5.6179748,6.9480653,4.3097725,5.9008985,4.309259,5.7607894,4.9346967,6.9526415,4.717568,3.482041,4.7025867,4.986725,3.9170725,3.1014163,6.2911334
t39,5.2338147,8.629447,8.916131,4.420616,3.6317954,5.5204473,6.143067,5.815149,1.9223756,3.7782934,5.26571,4.2944193,7.304462,6.972081,7.2813835,5.4205804,7.1904993,4.0466337,6.20565,4.2730813,5.681014,4.7960978,6.7225804,4.949612,3.1596138,4.3816023,5.137606,4.1096454,3.2563508,6.366325
t40,1.8568434,5.6454473,-0.2664193,6.257003,5.7873273,5.719611,7.3893266,8.219585,3.0581055,1.462603,6.7754774,4.822785,5.9452877,6.7062225,7.1599,2.370482,7.357303,1.563079,6.0525465,3.712945,4.881697,6.2940645,3.7678156,2.8603504,1.1219192,4.392974,8.757575,5.3380413,4.2362633,4.1062784
t41,1.9013261,5.620505,-0.26286072,6.214555,5.7935615,5.7110395,7.434657,8.240783,3.0669491,1.4108585,6.8023973,4.8019557,5.962425,6.6309223,7.1070576,2.4824066,7.3801694,1.5086275,6.0115314,3.6834629,4.849207,6.3078146,3.7601373,2.8223186,1.1696303,4.403036,8.790735,5.3476863,4.23068,4.0403757
t42,1.691187,5.620644,-0.31320363,6.4127936,5.814072,5.693198,7.4628544,8.271354,3.0127354,1.4549931,6.733348,4.861901,5.87578,6.7045197,7.18212,2.3422556,7.3793945,1.5328175,6.077468,3.6994722,4.8633804,6.246826,3.7101057,2.91792,1.1366397,4.353437,8.791899,5.3764095,4.1932673,4.0532894
t43,5.44123,9.169471,9.3856125,4.504444,3.3268404,5.7835693,6.2326035,5.631388,1.7657181,3.982035,5.453074,4.275274,7.0145307,6.8946204,7.4549527,5.5487843,6.9837356,4.218925,5.997797,4.3759875,5.808731,4.958945,6.9481573,4.8061466,3.5751143,4.736606,5.0139637,3.9061825,3.1447594,6.31802
