,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t1,-0.78824085,-0.28260198,2.2450838,-0.8182442,-0.14219184,4.935375,1.0788983,2.609129,0.29523757,-0.3357738,0.33488455,-0.038859013,-0.022049773,3.7981539,0.46772712,-0.0698204,2.0495715,-0.512907,0.11920291,2.3049803,-0.12573159,-0.22498943,8.929251,-0.39156967,4.0494757,-0.75432783,0.9151819,10.695883,-0.115741625,1.2267576
t2,-0.5718124,-0.20794144,2.2044785,-0.5104894,-0.12398689,4.1963763,1.192056,1.5453054,0.21943277,-0.29087952,-0.012613479,-0.030455947,0.012378528,3.1337085,0.0384356,-0.046164434,1.8081542,-0.41521797,0.214968,1.4497433,-0.14210004,-0.17348787,7.4223804,-0.24316473,3.0212402,-0.44565946,1.1096853,8.004035,-0.080595285,1.7461152
t3,-1.726051,-0.429712,3.2207239,-0.3538164,1.2521389,7.185546,3.641106,1.9199638,0.35939488,-0.56016415,4.4262595,-0.037855126,0.4459441,3.1070664,4.3964906,-0.044251148,-0.12700187,-0.87802404,-0.014854682,3.255773,-0.2179045,-0.5216008,16.370422,-0.63318485,1.7079129,-1.097427,4.6018767,9.557008,-0.2968819,0.54008645
t4,-0.8975835,-0.33022395,1.9444188,-1.1405078,-0.19022438,5.2190924,0.7543588,3.5176005,0.32843167,-0.40312746,-0.009906561,-0.041735414,-0.094227545,4.6702027,0.8083058,-0.083695225,3.0160258,-0.5336318,-0.008726697,2.7935486,-0.053677723,-0.27221966,9.781813,-0.14724998,5.8054075,-0.81006414,0.26099616,14.004231,-0.094067656,1.3885657
t5,-1.8656904,-0.4178123,3.3693678,-0.09718657,2.383937,7.6430616,4.183851,0.79219043,0.35439196,-0.61843944,5.1724935,-0.030683886,0.86464316,2.635667,4.7496834,-0.024667915,-0.21993642,-0.8988601,-0.009325329,3.2672808,-0.18741778,-0.5570551,17.48878,-0.72587883,0.39356166,-1.0416269,5.733677,7.726827,-0.30137467,0.8085903
t6,-0.71689284,-0.31065977,1.4975971,-1.1370583,-0.22640042,4.9977045,1.0458838,3.715026,0.3171115,-0.48403364,-0.095600046,-0.073247425,-0.04264242,4.9224195,0.1316075,-0.10809442,4.3452296,-0.5107922,-0.0052692783,1.8992836,-0.00092877826,-0.062428527,8.526163,-0.38397554,6.4008355,-0.62369305,-0.01842874,13.313072,-0.04952592,1.8116893
t7,-0.8922345,-0.32474923,1.7400458,-1.1608801,-0.20794973,5.6092687,1.2452787,3.675462,0.3294712,-0.50857025,-0.03819701,-0.057782013,-0.04153864,4.7191715,0.43218452,-0.10112946,3.993879,-0.5874731,-0.009706606,2.4828234,-0.059617203,-0.13100548,9.890456,-0.51752824,6.0039215,-0.7278682,-0.0021428296,13.571456,-0.06268174,1.2646562
t8,-0.9438985,-0.33347297,1.7017835,-1.1669397,-0.19989027,5.8110695,1.3628137,3.5909686,0.34082097,-0.53350145,-0.025790533,-0.059753526,-0.03852203,4.8004208,0.50296897,-0.102203496,4.005399,-0.6151087,-0.010184118,2.5854268,-0.058832906,-0.1406362,10.320584,-0.5818586,5.987677,-0.7548357,-0.00033648452,13.752639,-0.06897478,1.1955014
t9,1.8574891,-0.32081464,1.5941138,-0.9508692,-0.32030582,1.8700923,2.2905004,4.004176,0.31222674,-0.5390293,-0.26429227,-0.15010646,-0.040974054,6.3035293,0.13023256,-0.15759557,6.4292116,-0.18194099,1.1377436,-0.18545075,1.5650784,4.839723,2.5852497,0.92471135,7.172926,0.691516,-0.08263604,11.412374,1.1552092,4.5039964
t10,-0.083284564,-0.3291076,1.3652827,-1.2031459,-0.26052117,1.9117945,-0.2458823,3.3336103,0.3136953,-0.14409836,-0.2866033,-0.11322212,-0.1525953,7.1861014,0.061299466,-0.09767313,4.35015,-0.09310309,1.654689,-0.049324464,4.127697,0.54166204,3.3062809,5.6611276,8.088881,-0.37351838,-0.02888176,14.3691025,-0.12392141,5.848809
t11,-1.4008231,-0.27833492,2.8906896,1.9527028,1.700591,5.7436476,3.7220848,0.21853584,0.27119157,-0.4833996,3.8344383,-0.031097142,0.8625027,1.684649,3.361594,0.049588755,-0.20887794,-0.6901035,0.558546,1.753743,-0.0959923,-0.40758318,14.540308,-0.8030038,0.06501083,-0.6803539,4.949932,4.014385,-0.1965679,3.091428
t12,-2.0476618,-0.36366865,3.097065,2.9388187,3.7502203,7.2860513,5.5645146,-0.04403773,0.3215107,-0.70998514,5.8020644,-0.012726294,-0.046820704,0.6141701,5.4786987,0.18459441,-0.38263175,-0.7948016,-0.0038205038,4.013016,0.00079287775,-0.58867633,18.67084,-0.9076467,0.20218481,-0.64867496,6.5275917,4.527142,-0.2400985,0.48568028
