accepted_species,estimate
t45,-0.026178893
t42,-0.021774366
t52,-0.036968287
t254,-0.112160385
t255,-0.13346222
t180,-0.112160385
t181,-0.13908008
t120,-0.13092792
t316,-0.11949164
t178,-0.13908008
t162,-0.13908008
t121,-0.12668814
t211,-0.10194333
t90,-0.11822559
t239,-0.10194333
t198,-0.10194333
t72,-0.074953884
t70,-0.074953884
t125,-0.16299838
t334,-0.15484594
t339,-0.15484594
t340,-0.15484594
t134,-0.16299838
t66,-0.1100645
t319,-0.14885674
t282,-0.14885674
t85,-0.1100645
t259,-0.14885674
t260,-0.14885674
t249,-0.16900785
t250,-0.16900785
t159,-0.16299838
t93,-0.15484594
t65,-0.1061426
