"accepted_species","trait_ARD"
"t5","0"
"t97","1"
"t98","1"
"t65","1"
"t66","1"
"t18","1"
"t30","0"
"t31","0"
"t7","0"
"t52","0"
"t63","0"
"t64","0"
"t21","1"
"t46","1"
"t47","0"
"t95","1"
"t96","1"
"t99","0"
"t100","0"
"t88","1"
"t13",NA
"t50","1"
"t68","1"
"t69","1"
"t1","1"
"t70",NA
"t71","1"
"t43","1"
"t44","0"
"t57","1"
"t58","1"
"t35","1"
"t36","1"
"t34","0"
"t55","1"
"t49","1"
"t48","1"
"t4","0"
"t16","0"
"t53","1"
"t54","1"
"t17","0"
"t28","1"
"t41","1"
"t42","1"
"t38","0"
"t75","1"
"t76","1"
"t27","1"
"t83","1"
"t84","1"
"t37","1"
"t9","1"
"t12","0"
"t93","1"
"t94","1"
"t14","1"
"t29","1"
"t51","0"
"t81","0"
"t82","0"
"t45","1"
"t32","0"
"t33","0"
"t11","0"
"t2","1"
"t67","1"
"t74","1"
"t89","1"
"t90",NA
"t56","1"
"t8","0"
"t59","0"
"t60",NA
"t72",NA
"t73","1"
"t22",NA
"t79","0"
"t80","0"
"t25","0"
"t77","1"
"t78","1"
"t19","0"
"t23","0"
"t24","0"
"t85","1"
"t86","1"
"t40","1"
"t10","1"
"t6",NA
"t15","1"
"t3","0"
"t61","1"
"t62","0"
"t26",NA
"t39","1"
"t87",NA
"t91","0"
"t92","0"
"t20",NA
