"accepted_species","traits"
"t1",1
"t2",1
"t3",NA
"t4",NA
"t5",0
"t6",1
"t7",NA
"t8",0
"t9",0
"t10",1
"t11",0
"t12",1
"t13",1
"t14",1
"t15",0
"t16",0
"t17",0
"t18",0
"t19",0
"t20",0
"t21",NA
"t22",0
"t23",NA
"t24",0
"t25",1
"t26",0
"t27",1
"t28",1
"t29",NA
"t30",0
"t31",0
"t32",1
"t33",0
"t34",0
"t35",0
"t36",0
"t37",1
"t38",1
"t39",NA
"t40",0
"t41",1
"t42",1
"t43",0
"t44",0
"t45",1
"t46",1
"t47",1
"t48",1
"t49",1
"t50",1
"t51",1
"t52",0
"t53",NA
"t54",1
"t55",1
"t56",1
"t57",1
"t58",1
"t59",1
"t60",0
"t61",0
"t62",0
"t63",1
"t64",0
"t65",0
"t66",0
"t67",0
"t68",1
"t69",0
"t70",NA
"t71",1
"t72",1
"t73",0
"t74",1
"t75",1
"t76",1
"t77",1
"t78",1
"t79",1
"t80",0
"t81",1
"t82",0
"t83",0
"t84",NA
"t85",1
"t86",0
"t87",1
"t88",1
"t89",0
"t90",0
"t91",0
"t92",1
"t93",NA
"t94",0
"t95",1
"t96",1
"t97",1
"t98",0
"t99",NA
"t100",0
"t101",0
"t102",0
"t103",0
"t104",0
"t105",1
"t106",1
"t107",0
"t108",0
"t109",0
"t110",0
"t111",0
"t112",0
"t113",0
"t114",1
"t115",1
"t116",1
"t117",0
"t118",0
"t119",0
"t120",0
"t121",1
"t122",1
"t123",0
"t124",0
"t125",0
"t126",1
"t127",1
"t128",0
"t129",0
"t130",1
"t131",0
"t132",NA
"t133",NA
"t134",NA
"t135",0
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",0
"t144",0
"t145",1
"t146",1
