"accepted_species","trait_ARD"
"t71","1"
"t72","1"
"t47","0"
"t48","0"
"t81","1"
"t82","1"
"t2","1"
"t41","0"
"t79","0"
"t80","0"
"t29","1"
"t30","0"
"t52",NA
"t53",NA
"t16","0"
"t91","1"
"t92","1"
"t7","0"
"t27","0"
"t62","0"
"t63",NA
"t40","0"
"t14","1"
"t15","0"
"t13","1"
"t69","0"
"t70","0"
"t8","0"
"t1","1"
"t49","0"
"t50","0"
"t21","1"
"t37","1"
"t97","1"
"t98","1"
"t64","0"
"t65",NA
"t35","0"
"t4","1"
"t56","1"
"t57","0"
"t43","1"
"t24","0"
"t44","1"
"t45",NA
"t19","1"
"t10","0"
"t75","1"
"t76","0"
"t59",NA
"t46","1"
"t23","1"
"t5","1"
"t34","0"
"t42","0"
"t87","1"
"t88","1"
"t68","0"
"t77","0"
"t78","0"
"t95","0"
"t96","0"
"t73","1"
"t93","0"
"t94","0"
"t3","0"
"t6","0"
"t18","1"
"t26","1"
"t38","1"
"t39","1"
"t28","0"
"t99",NA
"t100","0"
"t17","0"
"t20","0"
"t89","1"
"t90","1"
"t86","0"
"t58","1"
"t36","1"
"t74","1"
"t12","0"
"t9","0"
"t33","1"
"t84",NA
"t85","1"
"t54","1"
"t55","1"
"t83","0"
"t31","0"
"t32","0"
"t25","0"
"t66","1"
"t67",NA
"t22","1"
"t60","1"
"t61","1"
"t11","0"
"t51",NA
