"accepted_species","traits"
"t1",1
"t2",1
"t3",1
"t4",1
"t5",1
"t6",0
"t7",1
"t8",0
"t9",1
"t10",1
"t11",1
"t12",0
"t13",1
"t14",1
"t15",0
"t16",1
"t17",1
"t18",1
"t19",1
"t20",0
"t21",0
"t22",0
"t23",1
"t24",0
"t25",0
"t26",0
"t27",0
"t28",NA
"t29",NA
"t30",0
"t31",1
"t32",1
"t33",1
"t34",0
"t35",NA
"t36",0
"t37",1
"t38",0
"t39",0
"t40",0
"t41",0
"t42",0
"t43",NA
"t44",0
"t45",0
"t46",0
"t47",0
"t48",NA
"t49",0
"t50",0
"t51",0
"t52",NA
"t53",1
"t54",0
"t55",0
"t56",0
"t57",0
"t58",0
"t59",1
"t60",0
"t61",0
"t62",1
"t63",0
"t64",0
"t65",NA
"t66",0
"t67",0
"t68",NA
"t69",0
"t70",0
"t71",0
"t72",0
"t73",0
"t74",0
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",0
"t81",NA
"t82",1
"t83",0
"t84",0
"t85",0
"t86",0
"t87",0
"t88",0
"t89",0
"t90",0
"t91",0
"t92",NA
"t93",0
"t94",0
"t95",0
"t96",0
"t97",0
"t98",0
"t99",1
"t100",1
"t101",0
"t102",0
"t103",0
"t104",0
"t105",0
"t106",0
"t107",0
"t108",0
"t109",0
"t110",0
"t111",NA
"t112",NA
"t113",0
"t114",0
"t115",0
"t116",0
"t117",0
"t118",0
"t119",0
"t120",0
"t121",0
"t122",0
"t123",0
"t124",0
"t125",0
"t126",NA
"t127",0
"t128",0
"t129",0
"t130",0
"t131",0
