accepted_species,estimate
t33,-1.5847036
t113,-0.1879832
t336,0.64041543
t339,0.78887165
t259,0.7518182
t227,0.5862452
t182,0.25823146
t289,0.9233671
t299,0.8628039
t337,0.84414464
t48,-0.8496972
t351,0.88463354
t171,0.17595294
t246,0.8165869
t284,0.8923969
t252,0.87151194
t115,-0.21317369
t76,0.0756743
t73,-1.0486063
t272,0.5749733
t163,0.26110622
t286,0.63734347
t341,0.68795514
t323,0.7012143
t193,0.65708715
t176,0.3763493
t344,0.5741756
t147,0.112316735
t167,0.2908738
t92,-0.74236476
t188,0.14079663
t67,-1.1737674
t37,-1.6262827
t56,-0.61722136
t128,0.13013627
t5,-1.7143023
