,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t1,8.066865,-0.115242854,12.47094,-0.07303819,-0.16280395,-0.8032023,-0.021199556,-0.96628314,-0.15883583,-0.05831678,0.18212183,4.589188,-0.0015698042,-0.0019486222,-0.0048562717,-0.7276031,5.347274,1.616037,-0.10412743,8.522251,2.0707035,-0.042342976,1.1333007,8.44102,-0.3453106,0.43810356,-0.5508193,-0.012730143,1.0772653,4.2383432
t2,6.6249166,-0.1041886,10.140338,0.12471941,-0.1451867,-0.6694188,-0.020152465,-0.83990383,-0.1276496,-0.060445406,0.17367461,3.787721,-0.002141082,-0.0022952126,0.08089519,-0.6158909,4.3794837,1.3440894,-0.06692515,7.1375885,1.4248831,-0.03678649,0.7703352,7.1109953,-0.25837865,0.39359775,-0.4904349,-0.009250326,1.4262354,3.7583885
t3,8.910456,-0.12707457,12.200948,0.37863407,-0.17301033,-0.8066835,-0.039428256,-1.0869966,-0.16961193,-0.115373954,0.22953452,4.677608,-0.029752245,-0.00332595,0.10839079,-0.7334067,4.8939676,2.0859432,-0.0905884,8.740147,1.561191,-0.046792854,1.229314,9.066822,-0.2978285,0.48558193,-0.5399286,0.23273396,1.8721882,4.5989995
t4,10.062556,-0.16199593,10.990844,1.451068,-0.17100614,-0.7549884,-0.083387546,-1.2420796,-0.1492168,-0.1620183,0.30674282,4.731901,0.15043838,-0.0063360264,-0.0014769398,-0.75680465,4.06734,2.7035515,-0.145244,8.809358,0.93263495,-0.05346251,1.4674375,10.087135,-0.12965685,0.5938154,-0.53257865,1.4431796,3.241168,5.392865
t5,8.554431,-0.15752725,8.61316,1.376791,-0.17469054,-0.58153033,-0.077954605,-1.124311,-0.105811395,-0.14323968,0.29214802,3.8705783,0.11261449,-0.0062364507,0.68412346,-0.6504656,3.4902408,1.9868082,-0.0673962,7.515632,0.30932733,-0.049677826,1.2519959,8.661379,-0.08805811,0.5518725,-0.5235822,0.9571278,3.8709276,4.1372213
t6,4.651667,-0.07817129,13.818753,-0.70071274,-0.23360929,-1.0232167,2.120677,-0.6161666,-0.084489696,2.1448739,0.04135089,4.421839,0.9759761,-0.00021487192,-0.049916614,-0.8393888,7.5372686,-0.0042877467,-0.13370125,8.734195,4.3531127,-0.030126894,0.41709813,5.461378,-0.3649692,0.27031773,-0.7391369,-0.07879169,-0.04832452,3.518424
t7,8.565263,-0.1615542,8.636429,1.4548204,-0.13101791,-0.594125,-0.08449145,-1.1458638,-0.09854032,-0.19105884,0.33059537,4.0908976,0.55114806,-0.006839838,-0.011078361,-0.65793455,3.160915,2.3139834,-0.15680914,8.041236,0.6477674,-0.05207782,0.95851076,8.906833,0.34653863,0.6041786,-0.5313625,1.5928409,3.9658816,5.640129
t8,9.171962,-0.16219036,9.332087,1.2366655,-0.18698141,-0.62569934,-0.084729604,-1.1957892,-0.10736453,-0.12897553,0.30450708,4.252186,0.11818436,-0.006429918,0.6870953,-0.67856306,3.893399,1.9952755,-0.06133838,8.073297,0.541831,-0.053493064,1.3276294,9.382862,-0.12494275,0.5752253,-0.5666156,0.7743406,4.046787,4.222922
t9,5.6421137,-0.10463912,7.5670652,0.3459156,-0.13853054,-0.523066,-0.023657748,-0.77086115,-0.079124734,-0.12702459,0.19946894,3.231173,-0.021220122,-0.0032824955,0.45000276,-0.5060635,3.4033365,1.2293004,-0.02624078,6.0661263,0.62538385,-0.03562497,0.56243026,6.175726,-0.10768007,0.3897265,-0.43811095,0.010848153,2.128286,3.5488362
t10,5.457507,-0.103657335,7.3265696,0.3545274,-0.13572401,-0.5082792,-0.023727344,-0.7568387,-0.077389,-0.12717967,0.19852367,3.1574328,-0.018001111,-0.003314786,0.44695297,-0.49478158,3.3195674,1.2150277,-0.022376666,5.920561,0.5581641,-0.03502813,0.52010405,6.0332146,-0.09874248,0.38524657,-0.43353873,-0.00061386736,2.170803,3.5042465
