,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t2,7.4920197,-0.16166349,-0.11887402,2.9383407,-0.0073735714,-0.053483542,5.184333,0.0026071547,-0.0017365558,-0.013110877,3.6806812,1.2948112,-0.40767103,5.542095,-0.028450364,6.1394105,-0.041329715,3.2996304,7.4799237,-0.06287724,1.268314,5.945496,-0.10621332,4.7368126,-0.13708086,4.893858,-0.07114952,0.00649225,1.1544917,-0.109127164,-0.17016122,0.034963436,-0.019024896,0.9969802,3.849597,9.355178,0.04371217,0.06564752,0.5162142,5.401585,4.011425
t3,6.828278,-0.18919718,-0.11744541,2.1154914,-0.0039396216,-0.06293315,6.1387157,0.0012728967,-0.0020368071,-0.06852733,3.6103876,0.9527331,-0.43335408,4.5249834,-0.04728356,5.6407304,-0.03391771,4.9177356,7.3754177,-0.05545337,0.4870168,5.65634,-0.059581697,3.8196204,-0.14278372,5.7771187,-0.075362444,0.006148027,0.9083887,-0.08903242,-0.1690059,0.03387874,-0.09270338,2.2439573,2.99322,8.3333025,0.047693294,0.0646172,-0.012183995,5.2239437,4.352197
t4,6.349895,-0.1931853,-0.10630346,1.3957385,0.1931636,-0.091781095,7.0675693,0.7785558,-0.002444882,-0.08408806,3.71671,0.48711085,-0.44699097,3.5638018,-0.071828276,5.1746187,-0.031989273,6.89808,7.0644035,-0.038547583,-0.054556377,5.1526823,-0.0076185847,2.3722365,-0.14099236,6.7297564,-0.069879845,0.006509757,0.6728837,-0.08493929,-0.15777268,0.027765065,-0.17162696,3.5017753,2.0076044,6.7212915,0.0492155,0.066109374,-0.16242185,5.2512045,4.6526065
t5,6.3328342,-0.19044925,-0.10512126,1.310746,0.23859926,-0.093292646,7.111359,0.83423835,-0.0024089564,-0.08246761,3.6474032,0.50687605,-0.447076,3.5095115,-0.07172531,5.1386127,-0.031221554,7.016569,7.0240593,-0.037984695,-0.058671393,5.102391,-0.003864483,2.2778177,-0.1397413,6.762576,-0.0734275,0.00655395,0.67769957,-0.08439924,-0.15696603,0.02727782,-0.17633754,3.5333323,2.015146,6.651563,0.049051303,0.06742659,-0.1716649,5.229722,4.6504846
t7,5.0905375,-0.2265871,-0.05933462,0.30823687,2.1783173,-0.13808414,8.718902,2.6922321,-0.0037231976,-0.047359023,3.7727478,0.4759548,-0.4982826,2.176759,-0.089526646,4.950792,-0.02989756,9.838167,6.421542,-0.009417216,-0.21156333,3.0616405,2.0510006,0.51592964,-0.15074685,8.076884,-0.102453455,0.011168029,0.6274531,-0.10005087,-0.11784431,0.01260168,-0.30884364,5.1495566,0.8316496,4.189235,0.04808326,0.09832463,-0.46725768,5.3820915,5.073279
t12,6.2890124,-0.1954716,-0.105656244,1.4848907,0.1143048,-0.08555333,6.843034,0.47704893,-0.002309988,-0.091508605,3.5763292,0.6246646,-0.42805356,3.6003885,-0.074546196,5.146395,-0.030915506,6.418767,7.040723,-0.044489503,-0.0405252,5.2525034,-0.0123742325,2.5247555,-0.1427429,6.4256225,-0.06836963,0.0051115374,0.8267615,-0.078798406,-0.1597952,0.029331978,-0.15895706,3.4284685,2.017808,6.9746933,0.048592906,0.06296399,-0.12210787,5.110701,4.5487175
t18,6.218791,-0.20102687,-0.10695074,1.3504692,0.28477314,-0.09271601,7.097989,0.7558084,-0.0024049468,-0.090640925,3.6237903,0.55252737,-0.43769357,3.457398,-0.0768157,5.148514,-0.031335533,6.802301,7.005308,-0.04217507,-0.058807265,5.1266828,-0.0013374737,2.2268586,-0.14202476,6.6344876,-0.069574706,0.005486122,0.8005131,-0.0813498,-0.1571002,0.027526516,-0.17615904,3.655827,1.8735375,6.673005,0.048929583,0.06598899,-0.16010456,5.189435,4.622172
t19,6.218597,-0.20067693,-0.10699205,1.3439183,0.28715697,-0.092782,7.1117706,0.7576517,-0.002408196,-0.090307064,3.6268923,0.55189204,-0.43823934,3.454628,-0.0768718,5.147018,-0.03123407,6.8109264,7.0113254,-0.04210206,-0.05940472,5.118688,-0.0009823748,2.2198699,-0.14198145,6.641967,-0.069884285,0.0054923827,0.79948175,-0.08128853,-0.15687531,0.027553167,-0.17659383,3.6617055,1.8725976,6.6766496,0.048992652,0.06611467,-0.16096127,5.190586,4.6251564
t16,6.3431873,-0.19344203,-0.10881771,1.7046814,-0.0009903456,-0.078581445,6.556182,0.16993609,-0.0022435312,-0.0897178,3.4994748,0.76045525,-0.42288622,3.8735447,-0.06940327,5.234196,-0.031319406,5.8191423,7.1582913,-0.050800532,-0.016890667,5.4402046,-0.024211302,2.9354749,-0.14213361,6.1888814,-0.06741415,0.0045029456,0.8965719,-0.075806685,-0.1623566,0.0317729,-0.1354047,3.0846314,2.2788439,7.4687395,0.04844371,0.06263062,-0.07510178,5.0504045,4.488825
t10,5.238544,-0.21939091,-0.0680284,0.44767752,1.8095516,-0.13033707,8.41915,2.3452084,-0.0034474235,-0.054446816,3.6858325,0.42832565,-0.48192966,2.3763435,-0.08621569,4.9425044,-0.029510101,9.242545,6.436401,-0.014825813,-0.18035243,3.3668203,1.6866509,0.7479452,-0.14709106,7.743486,-0.096669234,0.010215661,0.65658325,-0.095869854,-0.12473981,0.015441986,-0.28187913,4.888271,1.0015119,4.56131,0.047882795,0.09180207,-0.40762067,5.2489495,4.9671097
t8,4.5864024,-0.24170339,-0.04575004,0.01577346,2.8471704,-0.14485306,9.17747,3.2628589,-0.0041269986,-0.030490296,3.7577543,0.47060844,-0.51354855,1.8536417,-0.09547256,4.8948984,-0.031239673,10.5901375,6.1830826,-0.0010633005,-0.2590811,2.3728583,2.7781043,0.097837426,-0.1546669,8.497421,-0.111173786,0.01285782,0.54710126,-0.103704475,-0.105039984,0.0070119863,-0.34707633,5.643609,0.4392155,3.3625205,0.046778757,0.10922172,-0.5677806,5.348725,5.1323442
t9,4.6431866,-0.23266941,-0.048820417,0.09330924,2.6085608,-0.13913472,8.898142,3.0515413,-0.0039503737,-0.034799732,3.7035155,0.456347,-0.5016774,1.9306448,-0.09112749,4.8204603,-0.030216483,10.236881,6.147924,-0.0034625002,-0.2415914,2.5055625,2.548925,0.2511967,-0.15033446,8.294772,-0.10881347,0.012158694,0.5573169,-0.10072517,-0.10647566,0.00851837,-0.33077788,5.4443336,0.57439005,3.536884,0.046171214,0.1045062,-0.5329487,5.245274,5.056367
t11,3.1443357,-0.32183954,0.116453,-0.07308584,5.1395073,-0.17010318,10.599456,4.589396,-0.005513458,0.23387527,3.7435334,0.5004949,-0.5747561,0.6872838,-0.09568593,4.9846945,-0.036315262,12.95554,5.131359,0.9049304,-0.4035811,0.13793008,5.052145,-0.04433904,-0.15407354,9.618485,-0.15462288,0.01955209,0.93150896,-0.10469618,-0.061271176,0.9677152,-0.41720173,7.0805225,-0.07358643,0.96255827,0.03693707,0.1597349,-0.8172863,4.7451997,5.2593427
t13,3.0818408,-0.32841966,0.13893335,-0.077261746,5.2778187,-0.17227425,10.696508,4.6650896,-0.005609803,0.26309773,3.7578175,0.49179998,-0.5790139,0.6240521,-0.09574777,5.0092773,-0.03648084,13.103913,5.1017737,0.95338595,-0.41279316,0.02918452,5.1827435,-0.04756437,-0.15394223,9.690909,-0.15673375,0.019960068,0.9622589,-0.10520887,-0.059315886,1.0539448,-0.42210096,7.1807885,-0.08099674,0.84162974,0.036594003,0.16315314,-0.8303202,4.7287507,5.284702
t17,2.8094316,-0.3323007,0.28119507,-0.08688484,5.3903465,-0.17094445,10.507798,4.690383,-0.005592447,0.3750369,3.6412995,0.46759468,-0.5722689,0.46917585,-0.09241427,4.9041862,-0.03531893,13.09618,4.857475,1.0469426,-0.41934854,-0.0013997674,5.3209887,-0.049205,-0.1463749,9.606022,-0.15983759,0.020297723,0.9738699,-0.10259308,-0.051142745,1.21595,-0.41892084,7.121701,-0.08493675,0.5247383,0.034378868,0.16623637,-0.83555967,4.5374255,5.2279644
t20,2.7574294,-0.34545285,0.2905704,-0.097704284,5.640691,-0.17393711,10.702135,4.839417,-0.005737281,0.47022665,3.6642673,0.5011159,-0.5824243,0.3344384,-0.09322447,4.9840426,-0.036086153,13.445788,4.8558354,1.1245714,-0.43475157,-0.002459679,5.53488,-0.053211715,-0.14701617,9.807401,-0.16520566,0.021258488,1.0009662,-0.10527238,-0.049188193,1.3808596,-0.4296122,7.3026996,-0.09489599,0.33312142,0.03402166,0.17349486,-0.8618835,4.579903,5.311753
t34,3.0401847,-0.28112534,0.19600338,-0.04980315,4.31935,-0.15171649,9.586949,4.017119,-0.004856984,0.14940375,3.5672357,0.36694327,-0.5278351,0.9712835,-0.08835333,4.576759,-0.03339791,11.635437,4.8908086,0.72178155,-0.3456305,0.49692145,4.3237925,-0.029534506,-0.1409867,8.774772,-0.13611355,0.016829755,0.76639944,-0.095418446,-0.06069194,0.5755521,-0.37720513,6.301639,-0.036434747,1.2676648,0.03576646,0.13600416,-0.7226904,4.498709,4.9245224
t35,3.1392994,-0.26412395,0.14297938,-0.03966447,3.9811132,-0.14643836,9.295175,3.787432,-0.0046051294,0.08197676,3.5336065,0.36381745,-0.5142009,1.116194,-0.08723607,4.497692,-0.032308273,11.190311,4.933567,0.59999937,-0.32241872,0.7291844,3.9988596,-0.022273121,-0.14009616,8.527209,-0.12986138,0.015749035,0.6844498,-0.09329565,-0.063435085,0.35380843,-0.36530235,6.019516,-0.020348093,1.5297142,0.036169376,0.12700377,-0.68500346,4.517792,4.842904
t25,2.880316,-0.30490357,0.29089868,-0.067156784,4.7605257,-0.15915446,9.963493,4.334076,-0.0052574216,0.21053825,3.5820677,0.37454823,-0.5449771,0.76400256,-0.08890553,4.6669245,-0.0334023,12.266455,4.805353,0.883152,-0.37856978,0.15011472,4.806601,-0.03943245,-0.14375678,9.105819,-0.14463262,0.01820145,0.88340944,-0.09518585,-0.057509765,0.8638778,-0.39313656,6.695457,-0.061084054,0.8815729,0.0347185,0.14832105,-0.772109,4.39082,5.061033
t26,3.0927975,-0.27526733,0.17661165,-0.046272278,4.0810256,-0.15014221,9.374088,3.8859968,-0.0047504096,0.041021556,3.5081859,0.35323942,-0.51719236,1.0474858,-0.08478728,4.4943714,-0.031342756,11.425426,4.8532386,0.64670795,-0.3343301,0.63589907,4.1608453,-0.025354967,-0.14271177,8.595201,-0.13080317,0.01611108,0.7293492,-0.09100335,-0.0648936,0.45085174,-0.3691075,6.183734,-0.027852848,1.3260136,0.03506187,0.1302669,-0.6981642,4.397071,4.9001822
