,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t2,5.1256304,-1.8505193,10.12215,-0.85687464,3.036024,4.777831,7.424428,3.7612245,3.8010976,5.017395,6.74755,6.663931,6.4431887,6.2905455,5.774406,4.4239807,6.159713,5.8231707,5.0888767,4.3287926,4.4379644,3.0361304,3.891658,5.894486,6.784487,6.7319884,3.0761998,4.7694945,4.7304034,3.793419,5.6429334,6.4748664,4.360971,4.5617204,6.230161,4.0482173,2.900922,4.340753,4.978588,5.8226805,2.8263183
t3,5.1411285,-1.9000884,10.119628,-0.88934726,2.974748,4.7703023,7.431601,3.7726352,3.7956526,5.0057096,6.798261,6.6424212,6.5000625,6.24525,5.817125,4.3865423,6.119178,5.7912827,5.058857,4.3301206,4.4706063,3.0904267,3.918487,5.937424,6.7717524,6.740917,3.0997424,4.7286615,4.7057266,3.7913833,5.6111836,6.47439,4.3727264,4.590871,6.2273088,4.084106,2.9113898,4.287152,4.9218483,5.8182774,2.805899
t4,5.2411923,-1.9362609,10.068722,-0.8393964,2.9521177,4.7748647,7.33859,3.788596,3.718094,4.998423,6.782564,6.6312523,6.496181,6.228131,5.800097,4.371772,6.102403,5.7870164,5.123131,4.3673663,4.514502,3.077339,3.9524317,5.9497733,6.843431,6.686591,3.1329417,4.751319,4.6945286,3.7638474,5.5803676,6.547378,4.390594,4.58706,6.3160524,4.0738745,2.9817295,4.306505,4.908027,5.724363,2.7912912
t5,5.2294645,-1.9236625,10.082809,-0.85303867,2.963479,4.7701287,7.3593297,3.783348,3.7321448,5.0063844,6.794225,6.6312227,6.498685,6.229492,5.8114,4.377504,6.101574,5.784282,5.105196,4.351728,4.501611,3.0821345,3.9400523,5.9421906,6.8264947,6.703789,3.1202588,4.7404294,4.704308,3.7781827,5.592629,6.5300913,4.376586,4.5857906,6.3002963,4.080515,2.9719064,4.292342,4.9117236,5.7388997,2.7989933
t7,5.4649014,-2.0635612,10.015929,-0.8471344,2.829278,4.766316,7.235261,3.804545,3.5958207,4.9546638,6.840693,6.60407,6.5674133,6.148161,5.82919,4.3060064,6.0243793,5.74089,5.1493406,4.419769,4.615034,3.1322823,4.051958,6.0301523,6.9270782,6.593928,3.2314181,4.716028,4.6322536,3.7197733,5.476556,6.6432147,4.4461155,4.635262,6.444456,4.106709,3.0773518,4.2456517,4.812284,5.5456448,2.740283
t12,5.225701,-1.9122155,10.089665,-0.852058,2.981553,4.7765694,7.3457885,3.7894228,3.7353663,5.0233493,6.7818694,6.6314244,6.4874406,6.239995,5.8101025,4.387387,6.115731,5.7951164,5.101976,4.3427343,4.489945,3.0751867,3.919271,5.923854,6.8183722,6.7229095,3.0981193,4.7512054,4.7241406,3.7928507,5.6131525,6.525534,4.357404,4.5697303,6.3000984,4.0749397,2.9664512,4.303207,4.9266386,5.744753,2.8136516
t18,5.2215934,-1.8948511,10.105856,-0.8545233,2.9989514,4.7822404,7.3610587,3.780349,3.7413373,5.024725,6.7589426,6.6481476,6.464112,6.2648644,5.791565,4.4052315,6.1398673,5.813087,5.0999393,4.3403144,4.470616,3.0552747,3.9087036,5.906887,6.8086534,6.72459,3.0895991,4.764187,4.7302523,3.7936568,5.6245418,6.5108304,4.3567924,4.5611577,6.2907524,4.0601997,2.9445715,4.325877,4.949028,5.760761,2.820915
t19,5.233882,-1.916923,10.076036,-0.8420189,2.9708319,4.7743764,7.346799,3.7950652,3.723336,5.015523,6.78701,6.6255264,6.5001225,6.226525,5.8163934,4.3810415,6.1052766,5.790484,5.1202803,4.3612604,4.4974647,3.0874968,3.9345784,5.932289,6.8355823,6.7014914,3.113564,4.7512555,4.713665,3.7821846,5.599983,6.53573,4.367949,4.574324,6.3117948,4.074217,2.9750447,4.300617,4.918832,5.7319326,2.8049853
t16,5.202271,-1.8899554,10.101108,-0.84729844,3.0097864,4.793237,7.3450527,3.7943661,3.7503912,5.0384035,6.748994,6.6435094,6.46146,6.263778,5.791933,4.4093966,6.145214,5.823853,5.1042943,4.3368063,4.466721,3.0538085,3.8926752,5.89593,6.813708,6.7297606,3.077285,4.778386,4.745912,3.8025973,5.636712,6.523216,4.341169,4.54664,6.2889915,4.055523,2.9496386,4.336416,4.9562073,5.7647657,2.83052
t10,5.443276,-2.0491583,10.020451,-0.8436374,2.8402743,4.766255,7.2425833,3.8094451,3.6023543,4.9659934,6.836082,6.603261,6.569422,6.1503773,5.8334146,4.3091903,6.031054,5.744461,5.149921,4.417486,4.6008215,3.1342385,4.040261,6.020826,6.914982,6.604586,3.219823,4.720305,4.6413617,3.728071,5.4900026,6.629365,4.435184,4.6269546,6.435375,4.1047955,3.0643866,4.250779,4.821698,5.565142,2.747543
