"accepted_species","trait_BM_trend_scaled"
"t17",1
"t82",1
"t83",1
"t61",1
"t62",1
"t45",1
"t58",1
"t69",1
"t70",1
"t3",1
"t37",1
"t38",1
"t84",1
"t85",0
"t63",0
"t13",1
"t10",0
"t33",1
"t19",1
"t59",1
"t60",1
"t99",1
"t100",1
"t80",1
"t81",1
"t8",1
"t12",1
"t15",1
"t40",0
"t89",1
"t90",1
"t50",1
"t51",1
"t4",1
"t91",1
"t92",1
"t53",1
"t93",1
"t94",1
"t66",1
"t29",1
"t41",1
"t42",1
"t1",1
"t64",0
"t65",0
"t32",0
"t54",1
"t97",0
"t98",0
"t14",0
"t86",0
"t87",0
"t55",0
"t77",0
"t67",0
"t68",0
"t26",0
"t6",1
"t48",0
"t49",0
"t23",1
"t27",1
"t28",1
"t35",1
"t71",1
"t72",1
"t31",1
"t36",1
"t56",1
"t57",1
"t88",1
"t44",1
"t25",1
"t9",1
"t39",1
"t24",1
"t20",1
"t95",1
"t96",1
"t7",1
"t2",1
"t78",0
"t79",0
"t34",0
"t75",0
"t76",1
"t5",1
"t73",1
"t74",1
"t52",1
"t46",1
"t47",1
"t43",1
"t18",1
"t21",1
"t22",1
"t16",1
"t11",0
"t30",0
