accepted_species,estimate
t186,0.27122796
t183,0.12149352
t201,0.16040835
t229,0.27237323
t233,0.2894071
t303,-0.021324439
t304,-0.94505924
t199,0.24389383
t391,0.39066976
t392,1.1141293
t397,0.62558097
t362,1.2427596
t363,0.33720785
t412,0.1894307
t413,0.1894307
t373,0.18194823
t374,0.0536152
t294,0.44124666
t295,0.48757926
t182,0.16205189
t212,-0.10505599
t213,-0.13532132
t301,-0.38064706
t302,-0.7015811
t169,0.15404522
t322,-0.5830721
t328,-0.62987876
t341,-1.5362506
t404,-1.869356
t405,-1.7235175
t423,-1.6522396
t424,-1.6522396
t379,-1.5401292
t337,-1.2359684
t332,-1.1089811
t388,-0.96476406
t389,-1.3099611
t257,-0.3063723
t260,0.07225042
t261,-0.51908547
t223,-0.48658308
t164,0.0089453235
t101,0.13278726
t102,0.41509226
