"accepted_species","Medicinal"
"Lomatogonium_caeruleum",0
"Guettardella_ternata",0
"Ferdinandusa_speciosa",0
"Quaqua_bayeriana",0
"Bremeria_erectiloba",0
"Stapeliopsis_exasperata",0
"Alibertia_verticillata",0
"Ceropegia_megasepala",0
"Duvalia_caespitosa",0
"Matelea_lanceolata",0
"Rauvolfia_balansae",1
"Temnadenia_violacea",0
"Pectinaria_longipes",0
"Atractocarpus_decorus",0
"Coccocypselum_hispidulum",0
"Isertia_laevis",1
"Casasia_domingensis",0
"Psydrax_umbellatus",1
"Psychotria_avenis",1
"Matelea_araneosa",0
"Guettarda_humboldtensis",0
"Guettarda_multinervis",0
"Symbolanthus_stuebelii",0
"Coptosapelta_diffusa",1
"Rubia_laxiflora",0
"Schradera_grandiflora",0
"Asclepias_apocynifolia",0
"Geophila_afzelii",1
"Hippotis_vasqueziana",0
"Duroia_petiolaris",1
"Rondeletia_azulensis",0
"Lomatogonium_graciliflorum",0
"Cynanchum_absconditum",0
"Ceropegia_speciosa",0
"Ceropegia_attenuata",0
"Swertia_decora",0
"Ceropegia_luzhiensis",0
"Galium_semiamictum",0
"Psychotria_woytkowskii",0
"Psychotria_bernardii",0
"Psychotria_rosseliensis",0
"Psychotria_subtriflora",0
"Galium_wigginsii",0
"Psychotria_euneura",0
"Psychotria_muellerdomboisii",0
"Psychotria_desseinii",0
"Neonauclea_unicapitulifera",0
"Manettia_rivulorum",0
"Neonauclea_solomonensis",0
"Gaertnera_raphaelii",0
"Neonauclea_clemensiae",0
"Coprosma_tenuifolia",0
"Huernia_mccoyi",0
"Hillia_wurdackii",0
"Ixora_umbricola",0
"Ixora_chartacea",0
"Huernia_nigeriana",0
"Hoya_unica",0
"Hedyotis_patens",0
"Hoya_montana",0
"Hedyotis_obscura",0
"Hedyotis_camarinensis",0
"Leptactina_gloeocalyx",0
"Mussaenda_divaricata",1
"Aspidoglossum_nyasae",0
"Faramea_oraria",0
"Macrocarpaea_auriculata",0
"Palicourea_nubigena",0
"Vangueria_obtusifolia",0
"Macrocarpaea_sodiroana",0
"Fadogia_graminea",0
"Matelea_vaupesana",0
"Aidia_brisipensis",0
"Gonolobus_ustulatus",0
"Gonolobus_bifidus",0
"Dischidia_bengalensis",1
"Gynochthodes_honbaensis",0
"Pavetta_macraei",0
"Pavetta_lindina",0
"Pavetta_refractifolia",0
"Pavetta_sapoensis",0
"Pavetta_siamica",0
"Rudgea_minutifolia",0
"Rudgea_goyazensis",0
"Halenia_silenoides",0
"Globulostylis_minor",0
"Myrmecodia_angustifolia",0
"Kibatalia_villosa",0
"Oldenlandia_verrucitesta",0
"Ophiorrhiza_kwangsiensis",0
"Oldenlandia_comata",0
"Eustegia_fraterna",0
"Exacum_affine",0
"Argostemma_riparium",0
"Gentiana_maeulchanensis",0
"Argostemma_acuminatissimum",0
"Gentiana_apiata",1
"Gentiana_urnula",1
"Declieuxia_diantheroides",0
"Faramea_insignis",0
