"accepted_species","estimate"
"t16",-0.549434363742475
"t31",-0.982122053158959
"t126",-1.223065553597
"t127",-1.223065553597
"t90",-1.223065553597
"t107",-1.223065553597
"t108",-1.223065553597
"t59",-1.223065553597
"t109",-1.223065553597
"t110",-1.223065553597
"t129",-1.223065553597
"t132",-1.223065553597
"t133",-1.223065553597
"t98",-1.223065553597
"t53",-1.59273371098919
"t154",-2.91289878463929
"t219",-3.33922844040926
"t172",-3.05508991221628
"t173",-3.05508991221628
"t97",-2.39654635562665
"t62",-1.77089615589406
"t46",-1.41714404297941
"t50",-1.09274283882275
"t51",-1.09274283882275
"t42",-1.09274283882275
"t29",-0.947282620788303
