,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t3,3.817883,24.859467,-0.25108775,19.780706,0.18807259,-0.017609239,0.28507164,0.3387656,10.723018,-0.86091363,0.019542627,11.730568,19.272812,5.575697,15.681437,13.293347,20.833172,-0.08322771,-0.07690252,12.056459,-0.17372204,-0.008467751,-0.2890985,15.564344,13.906035,-0.03814828,-0.2834306,-0.68883216,9.451573,-0.3940588,0.058112286
t5,3.071933,25.678358,-0.29108205,22.836304,0.18781672,-0.019769205,0.30664787,0.29190737,12.015165,-0.94907856,0.019116685,13.999948,19.839994,6.9031076,19.104723,15.179843,21.230175,-0.045189753,-0.08678569,14.33756,-0.14514579,-0.008692696,-0.3453377,15.98334,16.733694,-0.033416215,-0.31157035,-0.82988447,10.416822,-0.43058127,0.06628833
t6,3.1551855,25.56719,-0.28603426,22.47438,0.1861755,-0.019483559,0.304724,0.29913148,11.824617,-0.93939316,0.019002838,13.6861925,19.765593,6.717689,18.675085,14.955596,21.177826,-0.0467117,-0.08500673,14.042821,-0.15005873,-0.008592487,-0.34071764,15.951667,16.347351,-0.03491571,-0.3070917,-0.8105757,10.309083,-0.42774764,0.065281905
t7,2.1067717,26.16595,-0.33403224,26.249956,0.18006381,-0.020461848,0.33543882,0.23693518,13.4941225,-1.0543803,0.016008345,16.679817,20.402489,7.831149,22.847569,17.155582,21.543293,-0.026938466,-0.09339816,17.000076,-0.13523191,-0.008663736,-0.41993457,16.472984,19.936928,-0.031099293,-0.32993546,-0.98401767,11.599953,-0.46108764,0.07546213
t8,3.2547255,25.220304,-0.275867,21.871418,0.1832369,-0.017768953,0.30360913,0.30246034,11.593265,-0.924893,0.01788558,13.406998,19.586802,6.1656346,18.003244,14.540486,20.984257,-0.075149015,-0.08092547,13.649667,-0.16397284,-0.008432583,-0.3343165,15.840251,15.883092,-0.036021065,-0.29653892,-0.7871615,10.11468,-0.4123384,0.06389539
t4,3.1267023,24.824133,-0.26543203,21.135723,0.17656893,-0.018795284,0.29019338,0.31763703,11.327633,-0.89434,0.018448858,12.859809,19.167036,6.1196737,17.451859,14.043374,20.64183,-0.060280938,-0.08055322,13.212588,-0.15108968,-0.008241298,-0.3189647,15.546696,15.280012,-0.03567536,-0.29153264,-0.7598978,9.914941,-0.40446615,0.06196865
t22,0.15403701,1.9630656,5.901182,-0.27055323,0.8300647,-0.0015127454,0.20479126,0.08524355,2.3268926,5.659124,0.033377487,-0.44083983,-0.93208367,1.6776636,-0.8915527,-1.190679,-0.120556146,-1.730096,4.469475,-0.26413637,-0.13764848,0.02411525,-0.28419366,-1.0807053,-1.1628761,-0.03962391,9.01696,7.227105,-0.11538918,4.098588,0.031645447
t23,0.22503267,1.2722892,7.1376195,-0.267644,0.82364315,0.2919223,0.23091643,0.026502896,2.3685799,6.5108447,0.041098446,-0.5071994,-1.297221,1.8978273,-0.92526984,-1.4367164,-0.20844929,-2.046113,5.616422,-0.32295492,-0.12859869,-0.0002946153,-0.36521628,-1.3585304,-1.3031747,-0.040905137,10.2900505,7.381573,-0.18248188,5.0640874,0.03446131
t24,0.29717526,0.2660635,8.615703,-0.10038365,0.51256573,1.536629,0.22625251,1.1407813,0.9505815,6.2314353,0.05885947,-0.5268244,-1.8104063,0.9983065,-0.44181952,-1.5808002,-0.22411868,-2.1610432,7.900484,-0.37276274,-0.06285996,-0.00018181316,-0.46127626,-1.600797,-1.3504424,-0.014241166,9.742387,5.018982,-0.41631502,6.077649,0.031493284
t54,0.21224171,0.80119777,7.562864,-0.03653935,0.0010323309,1.6391524,0.18220004,1.4739093,0.020043775,6.5725193,0.06758852,-0.5049725,-1.6393838,-0.018571176,0.18613723,-1.2811166,-0.18929847,-1.7161893,8.048621,-0.37119907,0.64929265,0.9116388,-0.42472062,-1.4879789,-1.237202,1.2621357,7.190366,3.2498307,-0.6038628,6.192092,0.024745392
t55,0.21741289,0.806934,7.7089777,-0.03740018,0.0006784449,1.6557223,0.18570155,1.4763913,0.020053377,6.638858,0.06831741,-0.5132939,-1.6665202,-0.017247282,0.1535821,-1.3074703,-0.19023775,-1.7479635,8.157128,-0.3772064,0.6295578,0.9099406,-0.4320296,-1.5128492,-1.2590041,1.2533184,7.3335814,3.3016622,-0.60995275,6.2844534,0.025247013
t51,0.21697818,0.80613303,7.742066,-0.03633972,0.0010861114,1.6373174,0.18547884,1.4807597,0.019208556,6.6430902,0.068223305,-0.51581335,-1.6676261,-0.018947944,0.15544704,-1.3070649,-0.18904975,-1.7519367,8.1847725,-0.37662235,0.61937207,0.8837426,-0.43292144,-1.5107194,-1.2603694,1.2450683,7.3413596,3.302638,-0.6105572,6.3078074,0.025250334
t135,0.9176964,2.9810889,1.8965625,0.61716664,0.043929867,-0.0017623707,0.08911181,0.02419536,0.054434557,6.139827,0.03616535,-0.22153041,-0.16743705,-0.061737895,1.6664006,0.70268995,-0.15551555,-0.33913007,3.7976644,-0.06568445,1.7261397,2.4117053,-0.1673304,-0.65072894,-0.40985373,4.2149763,-0.0014020534,1.3431714,-0.46682057,3.2168446,0.021152101
t136,0.8568346,3.894132,-0.008160518,4.480858,0.020221936,-0.013807157,0.10484707,0.022965632,0.1122189,1.6678241,0.010885111,1.6591022,2.7118464,1.5844109,4.8861723,4.6851635,-0.054632995,-0.06872564,0.73483574,3.2655804,1.7318376,1.6029156,-0.07679096,-0.23554958,2.2158613,4.330908,-0.13980742,-0.11327872,-0.24908707,1.2350243,0.03188972
