,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,1.65392,0.30394533,1.1435677,-4.655022,-0.23826629,-0.11066012,0.059945162,-2.968435,0.79887754,6.293523,-0.59424126,6.1457396,-2.6015115,0.10734868,-1.4954743,-5.0812383,1.5573074,1.8362625,-3.0979712,-0.014454524,0.97186637
t2,1.4109948,0.28458574,1.017166,-3.978941,-0.21466316,-0.07963414,0.022538923,-2.5364246,0.64186746,5.179693,-0.39681196,5.202272,-2.03516,-0.031004723,-1.2310097,-4.320087,1.324053,1.7090874,-2.5522099,-0.01868826,0.4988494
t3,1.4517717,0.2779508,1.0386721,-4.0969706,-0.23151194,-0.09082057,0.022235801,-2.5973728,0.6559381,5.286952,-0.4342494,5.357249,-2.1098838,-0.026361538,-1.2861578,-4.3954396,1.3399361,1.709357,-2.6199307,-0.019863151,0.4201803
t4,1.2759098,0.18994509,0.997605,-3.6074648,-0.17019065,0.27841935,0.026515726,-2.2748144,0.63516253,4.9892383,-0.59149283,5.3489923,-1.7871099,0.23475793,-1.154165,-3.6912,1.1492578,1.0888567,-2.3013403,-0.024721278,0.32877767
t5,0.9877479,0.69673014,0.8867891,-2.914616,-0.46650895,-0.45779455,3.8574264,-1.8464818,0.034988035,4.5826573,4.0126987,3.7034297,1.1473752,-0.4889301,-0.04644993,-3.6642447,0.82509786,0.5158461,-0.849795,0.66170186,-0.053745825
t6,1.5338447,0.1898574,1.1400002,-4.2514563,-0.19437788,0.7722066,0.07054237,-2.7810125,0.84211737,5.788917,-0.8097469,6.76976,-2.1261308,0.24274811,-1.4834417,-4.4790215,1.3931191,1.1210668,-2.7070162,-0.030578123,0.36036623
t7,1.6002752,0.09242345,1.0820906,-4.5319905,0.39239672,-0.16119406,0.049639374,-2.7444773,0.6116873,2.8773694,-1.1164027,5.8735805,-2.1808288,1.0501502,-1.5119904,-3.8303537,1.163896,1.658932,-2.5854297,-0.05725135,-0.028053103
t8,2.0344791,0.18657163,1.264794,-5.7039275,1.4757951,-0.20988002,0.06272225,-3.5267422,0.81540984,4.07509,-1.1061307,7.395587,-2.87157,1.020574,-1.8306305,-5.0143003,1.4822952,2.9576573,-3.3824074,-0.04487826,-0.005117321
t9,1.178424,0.31535387,0.974375,-3.472851,-0.36526045,-0.122310966,0.0066889944,-2.17981,0.68779016,6.811885,-0.32619962,4.329945,-2.1697288,-0.005600947,-0.96436083,-4.324023,1.3927518,1.3581283,-2.5849025,0.40221724,1.9288365
t10,0.30063722,0.4076619,0.46173197,-1.0899432,-0.38736805,-0.01782543,4.302153,-0.49892008,0.13426322,3.143469,4.096894,0.99389553,0.5560602,-0.46027282,0.5333695,-1.3099409,0.33122724,0.13261639,0.12017661,1.4809524,-0.036545057
t11,1.5933907,0.020286258,0.030999932,-0.3257428,-0.24843532,8.589803,11.354269,4.9719467,0.020025026,-0.043773443,19.305124,0.18802449,13.081073,-0.16921926,8.61376,17.016195,0.04035564,-0.1272436,9.781028,28.95912,-0.46297118
t12,0.63153285,0.46127015,0.6818706,-1.9431205,-0.4564555,-0.020498274,2.8007708,-1.1195989,0.26706386,3.8300405,2.6056771,2.5221982,-0.3773916,-0.45491782,-0.33079344,-2.448872,0.66708,0.47802216,-0.60220975,0.32123813,-0.02708393
t13,0.62238413,0.4608944,0.66637135,-1.9356675,-0.46136972,-0.032766018,2.8486898,-1.1119609,0.25943208,3.8096163,2.6444948,2.4419315,-0.39690003,-0.46290275,-0.33709192,-2.429545,0.66294515,0.4878431,-0.5989229,0.35919318,-0.026161706
t14,0.025653815,0.25581902,0.63704455,-0.35469806,-0.25622076,-0.23089418,3.4657774,1.4298201,0.09434553,5.944733,2.4357462,0.0062529147,-0.4252834,0.18481302,1.7530107,-0.6894486,0.36467263,0.88325953,-0.7865248,1.8435305,2.9904845
t15,0.090991825,0.2669959,0.43983057,-0.77183306,-0.3540221,-0.0978703,1.4473716,-0.34725615,0.3547782,5.592776,0.53022116,0.38923573,-0.9697384,0.046839956,1.0257922,-2.0197992,0.7074734,1.063111,-1.0242075,3.2488775,3.5740044
t16,0.73234797,0.26810956,0.7152743,-2.3415527,-0.4132262,-0.09522121,0.16603905,-1.5193745,0.6407319,6.688691,-0.17289399,2.9999955,-1.8389146,-0.037507534,-0.35568208,-3.7982063,1.2178702,1.2318827,-2.019359,2.0428119,3.2897177
t17,1.0413831,0.38923484,1.0028222,-3.2141738,-0.383805,-0.14672436,0.53178495,-1.9347544,0.6463962,7.8191543,-0.17205775,3.755041,-2.0575955,0.45241168,-0.9409666,-4.0515485,1.3416581,1.5809407,-2.5845256,-0.0072746202,1.9920352
t18,0.98919237,0.38192314,0.9890303,-3.0749817,-0.38146132,-0.14883097,0.6445728,-1.8344462,0.61921406,7.7552447,-0.1437244,3.5648887,-1.9808934,0.49539113,-0.88419217,-3.8961413,1.2957474,1.5402007,-2.5010765,-0.006516058,2.0466895
t19,1.560294,0.24289028,1.1972272,-4.4899583,-0.22754885,-0.6647953,0.049994927,-2.6796038,0.46069333,1.0066744,-1.4880744,5.7421308,-0.7623541,1.8433298,-1.6035522,-3.734898,1.2286605,0.15248089,-2.6891851,-0.034751456,-0.0875742
t20,0.37236965,0.66771525,0.6014245,-1.5359415,-0.52760136,-0.371694,7.573283,-0.92971945,2.3774095,3.892891,8.55102,0.40467176,6.8586903,-0.5678213,5.5446434,-1.6803195,0.28627878,-0.026953286,3.332477,3.0600152,-0.12064522
t21,1.1059669,3.4102476,0.761346,-3.3789809,-0.1392344,4.491627,0.006388428,-1.6711745,0.29732734,-0.022509344,-1.3710023,3.100161,-3.1314857,0.0029043723,-1.0628474,-2.1479924,0.5782863,-0.009539751,-0.93069535,-0.15867542,-0.058052767
