"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122"
"t1",0,2.31854837344195,3.26379239019901,2.95717803669906,3.01737162367624,5.65542876334592,4.03684184805622,3.48783481292218,4.10936997726337,3.8988735250854,5.65542876334592,5.05444123827552,5.65542876334592,4.42717471506494,4.63384478842651,5.65542876334592,4.93988054062114,5.65542876334592,5.65542876334592,5.43389533663344,4.40986915791553,5.65542876334592,5.65542876334592,5.65542876334592,4.76456552541632,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,4.86991370785972,5.43389533663344,5.43389533663344,5.65542876334592,5.65542876334592,5.46600414365197,5.65542876334592,5.43389533663344,5.43389533663344,5.65542876334592,4.70650140668832,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.04846163145084,5.65542876334592,5.65542876334592,5.43389533663344,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.35753446777109,5.65542876334592,5.38726424511678,5.65542876334592,5.43389533663344,5.37801098369535,5.43389533663344,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.43389533663344,5.43389533663344,5.43389533663344,5.43389533663344,5.43389533663344,5.43389533663344,5.43389533663344,5.65542876334592,5.65542876334592,5.43389533663344,5.43389533663344,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592,5.65542876334592
"t2",2.31854837344195,0,3.48248080401184,4.7176763473593,3.23606003748907,7.41592707400616,5.79734015871646,5.24833312358242,5.86986828792361,5.65937183574564,7.41592707400616,5.71601922439902,7.41592707400616,6.18767302572518,6.39434309908675,7.41592707400616,6.70037885128138,7.41592707400616,7.41592707400616,4.85480998576601,3.8307838070481,7.41592707400616,7.41592707400616,7.41592707400616,6.52506383607656,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,6.63041201851996,4.85480998576601,4.85480998576601,7.41592707400616,7.41592707400616,7.22650245431221,7.41592707400616,4.85480998576601,4.85480998576601,7.41592707400616,4.92518982050115,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,6.80895994211108,7.41592707400616,7.41592707400616,5.65258375044627,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.11803277843133,7.41592707400616,7.14776255577702,7.41592707400616,4.85480998576601,4.79892563282792,4.85480998576601,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,5.65258375044627,5.65258375044627,4.85480998576601,4.85480998576601,5.65258375044627,6.09547332275694,6.09547332275694,7.41592707400616,7.41592707400616,5.65258375044627,5.65258375044627,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616,7.41592707400616
"t3",3.26379239019901,3.48248080401184,0,5.66292036411636,1.78518208400618,8.36117109076323,6.74258417547353,6.19357714033948,6.81511230468067,6.60461585250271,8.36117109076323,6.66126324115609,8.36117109076323,7.13291704248224,7.33958711584381,8.36117109076323,7.64562286803844,8.36117109076323,8.36117109076323,6.59782776720334,5.57380158848542,8.36117109076323,8.36117109076323,8.36117109076323,7.47030785283363,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,7.57565603527703,6.59782776720334,6.59782776720334,8.36117109076323,8.36117109076323,8.17174647106927,8.36117109076323,6.59782776720334,6.59782776720334,8.36117109076323,3.47431186701827,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,7.75420395886814,8.36117109076323,8.36117109076323,4.20170579696339,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.0632767951884,8.36117109076323,8.09300657253408,8.36117109076323,6.59782776720334,6.54194341426525,6.59782776720334,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,4.20170579696339,4.20170579696339,6.59782776720334,6.59782776720334,4.20170579696339,7.04071733951401,7.04071733951401,8.36117109076323,8.36117109076323,4.20170579696339,4.20170579696339,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323,8.36117109076323
"t4",2.95717803669906,4.7176763473593,5.66292036411636,0,5.41649959759358,3.43952339301788,5.62295194849986,5.07394491336582,5.69548007770701,5.75050444905103,7.24153886378956,7.45356921219287,3.00487678433173,6.27880563903057,6.21995488887015,7.24153886378956,6.79151146458676,7.24153886378956,7.24153886378956,7.83302331055079,6.80899713183287,7.50705968731155,3.00487678433173,7.24153886378956,6.35067562585996,3.00487678433173,7.24153886378956,7.24153886378956,3.00487678433173,7.24153886378956,6.45602380830336,7.83302331055079,7.83302331055079,7.24153886378956,7.24153886378956,7.05211424409561,7.24153886378956,7.83302331055079,7.83302331055079,7.50705968731155,7.10562938060567,7.24153886378956,7.24153886378956,7.24153886378956,7.24153886378956,6.63457173189448,7.24153886378956,7.50705968731155,7.83302331055079,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.20916539173672,3.00487678433173,2.73671226610259,3.00487678433173,7.83302331055079,7.7771389576127,7.83302331055079,7.50705968731155,7.50705968731155,7.50705968731155,3.00487678433173,3.00487678433173,3.43952339301788,3.00487678433173,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.24153886378956,7.24153886378956,7.24153886378956,7.24153886378956,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,3.43952339301788,3.00487678433173,3.00487678433173,3.43952339301788,3.43952339301788,3.00487678433173,3.00487678433173,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.83302331055079,7.83302331055079,7.83302331055079,7.83302331055079,7.83302331055079,7.83302331055079,7.83302331055079,7.50705968731155,7.50705968731155,7.83302331055079,7.83302331055079,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155,7.50705968731155
"t5",3.01737162367624,3.23606003748907,1.78518208400618,5.41649959759358,0,8.11475032424045,6.49616340895075,5.94715637381671,6.5686915381579,6.35819508597993,8.11475032424045,6.41484247463331,8.11475032424045,6.88649627595947,7.09316634932104,8.11475032424045,7.39920210151566,8.11475032424045,8.11475032424045,6.35140700068056,5.32738082196265,8.11475032424045,8.11475032424045,8.11475032424045,7.22388708631085,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,7.32923526875425,6.35140700068056,6.35140700068056,8.11475032424045,8.11475032424045,7.9253257045465,8.11475032424045,6.35140700068056,6.35140700068056,8.11475032424045,2.29656780287014,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,7.50778319234536,8.11475032424045,8.11475032424045,3.02396173281526,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,7.81685602866562,8.11475032424045,7.84658580601131,8.11475032424045,6.35140700068056,6.29552264774247,6.35140700068056,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,3.02396173281526,3.02396173281526,6.35140700068056,6.35140700068056,3.02396173281526,6.79429657299123,6.79429657299123,8.11475032424045,8.11475032424045,3.02396173281526,3.02396173281526,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045,8.11475032424045
"t6",5.65542876334592,7.41592707400616,8.36117109076323,3.43952339301788,8.11475032424045,0,8.32120267514673,7.77219564001269,8.39373080435388,8.4487551756979,9.93978959043643,10.1518199388397,6.13777411966475,8.97705636567743,8.91820561551702,9.93978959043643,9.48976219123363,9.93978959043643,9.93978959043643,10.5312740371977,9.50724785847974,10.2053104139584,6.13777411966475,9.93978959043643,9.04892635250683,6.13777411966475,9.93978959043643,9.93978959043643,6.13777411966475,9.93978959043643,9.15427453495023,10.5312740371977,10.5312740371977,9.93978959043643,9.93978959043643,9.75036497074248,9.93978959043643,10.5312740371977,10.5312740371977,10.2053104139584,9.80388010725254,9.93978959043643,9.93978959043643,9.93978959043643,9.93978959043643,9.33282245854134,9.93978959043643,10.2053104139584,10.5312740371977,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,9.90741611838359,6.13777411966475,5.86960960143561,6.13777411966475,10.5312740371977,10.4753896842596,10.5312740371977,10.2053104139584,10.2053104139584,10.2053104139584,6.13777411966475,6.13777411966475,5.42675857950337,6.13777411966475,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,9.93978959043643,9.93978959043643,9.93978959043643,9.93978959043643,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,5.42675857950337,6.13777411966475,6.13777411966475,5.42675857950337,5.42675857950337,6.13777411966475,6.13777411966475,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.5312740371977,10.5312740371977,10.5312740371977,10.5312740371977,10.5312740371977,10.5312740371977,10.5312740371977,10.2053104139584,10.2053104139584,10.5312740371977,10.5312740371977,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584,10.2053104139584
"t7",4.03684184805622,5.79734015871646,6.74258417547353,5.62295194849986,6.49616340895075,8.32120267514673,0,5.95628990794448,5.15262205757286,6.8301682604082,6.69868084365541,8.53323302355003,8.32120267514673,7.35846945038773,7.10229988344881,8.12388385836822,7.87117527594393,2.9516119857673,2.9516119857673,8.91268712190796,7.88866094319004,8.58672349866872,8.32120267514673,8.12388385836822,7.23302062043862,8.32120267514673,4.34966907254791,6.69868084365541,8.32120267514673,4.34966907254791,3.56415401706171,8.91268712190796,8.91268712190796,4.34966907254791,4.34966907254791,4.16024445285395,4.34966907254791,8.91268712190796,8.91268712190796,8.58672349866872,8.18529319196283,4.34966907254791,3.83068298433947,3.83068298433947,4.34966907254791,3.74270194065282,6.69868084365541,8.58672349866872,8.91268712190796,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.28882920309389,8.32120267514673,8.05303815691759,8.32120267514673,8.91268712190796,8.85680276896986,8.91268712190796,8.58672349866872,8.58672349866872,8.58672349866872,8.32120267514673,8.32120267514673,8.32120267514673,8.32120267514673,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,6.69868084365541,6.69868084365541,6.69868084365541,6.69868084365541,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.32120267514673,8.32120267514673,8.32120267514673,8.32120267514673,8.32120267514673,8.32120267514673,8.32120267514673,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.91268712190796,8.91268712190796,8.91268712190796,8.91268712190796,8.91268712190796,8.91268712190796,8.91268712190796,8.58672349866872,8.58672349866872,8.91268712190796,8.91268712190796,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872,8.58672349866872
"t8",3.48783481292218,5.24833312358242,6.19357714033948,5.07394491336582,5.94715637381671,7.77219564001269,5.95628990794448,0,6.02881803715163,6.28116122527415,7.57487682323418,7.98422598841599,7.77219564001269,6.80946241525369,1.22626267103551,2.24784664595493,7.32216824080989,7.57487682323418,7.57487682323418,8.36368008677391,7.339653908056,8.03771646353467,7.77219564001269,2.24784664595493,1.35698340802533,7.77219564001268,7.57487682323418,7.57487682323418,7.77219564001269,7.57487682323418,6.78936176774798,8.36368008677391,8.36368008677391,7.57487682323418,7.57487682323418,7.38545220354023,7.57487682323418,8.36368008677391,8.36368008677391,8.03771646353467,7.63628615682879,7.57487682323418,7.57487682323418,7.57487682323418,7.57487682323418,6.96790969133909,7.57487682323418,8.03771646353467,8.36368008677391,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,7.73982216795985,7.77219564001268,7.50403112178354,7.77219564001269,8.36368008677391,8.30779573383582,8.36368008677391,8.03771646353467,8.03771646353467,8.03771646353467,7.77219564001269,7.77219564001269,7.77219564001269,7.77219564001268,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,7.57487682323418,7.57487682323418,7.57487682323418,7.57487682323418,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,7.77219564001269,7.77219564001269,7.77219564001269,7.77219564001269,7.77219564001269,7.77219564001269,7.77219564001269,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.36368008677391,8.36368008677391,8.36368008677391,8.36368008677391,8.36368008677391,8.36368008677391,8.36368008677391,8.03771646353467,8.03771646353467,8.36368008677391,8.36368008677391,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467,8.03771646353467
"t9",4.10936997726337,5.86986828792361,6.81511230468067,5.69548007770701,6.5686915381579,8.39373080435388,5.15262205757286,6.02881803715163,0,6.90269638961534,2.71518084387425,8.60576115275718,8.39373080435388,7.43099757959488,7.17482801265596,8.19641198757537,7.94370340515108,6.77120897286256,6.77120897286256,8.9852152511151,7.96118907239719,8.65925162787586,8.39373080435388,8.19641198757537,7.30554874964577,8.39373080435388,6.77120897286256,2.71518084387425,8.39373080435388,6.77120897286256,5.98569391737636,8.9852152511151,8.9852152511151,6.77120897286256,6.77120897286256,6.58178435316861,6.77120897286256,8.9852152511151,8.9852152511151,8.65925162787586,8.25782132116998,6.77120897286256,6.77120897286256,6.77120897286256,6.77120897286256,6.16424184096748,2.71518084387425,8.65925162787586,8.9852152511151,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.36135733230104,8.39373080435388,8.12556628612473,8.39373080435388,8.98521525111511,8.92933089817701,8.98521525111511,8.65925162787586,8.65925162787586,8.65925162787586,8.39373080435388,8.39373080435388,8.39373080435388,8.39373080435388,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,2.71518084387425,2.71518084387425,2.71518084387425,2.71518084387425,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.39373080435388,8.39373080435388,8.39373080435388,8.39373080435388,8.39373080435388,8.39373080435388,8.39373080435388,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.9852152511151,8.9852152511151,8.98521525111511,8.98521525111511,8.9852152511151,8.9852152511151,8.9852152511151,8.65925162787586,8.65925162787586,8.9852152511151,8.9852152511151,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586,8.65925162787586
"t10",3.8988735250854,5.65937183574564,6.60461585250271,5.75050444905103,6.35819508597993,8.4487551756979,6.8301682604082,6.28116122527415,6.90269638961534,0,8.44875517569789,8.39526470057921,8.4487551756979,1.52390768501686,7.42717120077848,8.4487551756979,1.73404976185708,8.4487551756979,8.4487551756979,8.77471879893714,7.75069262021922,4.4228338286606,8.4487551756979,8.4487551756979,7.5578919377683,8.4487551756979,8.44875517569789,8.4487551756979,8.4487551756979,8.4487551756979,7.66324012021169,8.77471879893714,8.77471879893714,8.4487551756979,8.4487551756979,8.25933055600394,8.44875517569789,8.77471879893714,8.77471879893714,2.75216173329784,8.04732486899201,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,7.84178804380281,8.44875517569789,4.4228338286606,8.77471879893714,2.59188588958246,2.75216173329784,4.4228338286606,2.75216173329784,2.75216173329784,4.12493953308577,8.4487551756979,8.18059065746875,8.4487551756979,8.77471879893714,8.71883444599904,8.77471879893714,2.75216173329784,2.59188588958246,2.59188588958246,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,4.4228338286606,4.4228338286606,2.44959798458186,4.4228338286606,2.59188588958246,2.59188588958246,8.44875517569789,8.44875517569789,8.4487551756979,8.4487551756979,2.44959798458186,2.44959798458186,2.75216173329784,2.75216173329784,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,8.4487551756979,4.4228338286606,2.44959798458187,2.44959798458187,4.4228338286606,4.4228338286606,2.59188588958246,2.75216173329784,2.75216173329784,8.77471879893714,8.77471879893714,8.77471879893714,8.77471879893714,8.77471879893714,8.77471879893714,8.77471879893714,4.4228338286606,4.4228338286606,8.77471879893714,8.77471879893714,2.59188588958246,2.59188588958246,2.44959798458187,2.44959798458187,4.4228338286606,4.4228338286606,2.75216173329784,2.75216173329784,2.75216173329784,2.75216173329784,4.4228338286606,4.4228338286606,2.44959798458187,2.44959798458187
