"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122"
"t81",-0.111778905797351,0.0118192877305486,-0.000415908054137769,0.0900807293242748,-0.00116819527792501,-0.00230857916503989,0.00439906290921989,0.000486691942254772,-0.00017838030608836,0.0504719134151921,-0.240477840071605,0.00235520602036312,-0.00119108133225095,-0.198527735344019,0.0923767366097078,0.249466707493996,0.00020635462038547,3.07207058533823e-05,0.00102596904057185,7.9092928235586e-06,-0.0125845202766018,0.000148990396061979,-0.000784114350363603,0.00256216077723568,-6.80385345117907e-05,-0.204772874444867,-6.31471746531488e-06,0.00591840252051531,0.00123250540175134,0.000250956671811655,0.000206611386281081,3.20082313682919e-05,-9.10664599226533e-05,-0.00012338790287776,-7.4098202906119e-05,-8.5348096854932e-06,7.62595697951575e-05,-1.35394955904001e-05,0.00169094189106871,-1.28362509930574e-05,-0.507061289302393,-0.0127437955835031,-9.4437697534747e-16,-0.00337400659197763,0.00318504333524837,0.00065548336078958,2.92594949531794e-05,0.000565068936727032,0.000489660345004284,-0.02312848180136,-8.72635392965425e-06,-1.77013729903966e-06,0.00496209233333944,-4.28248330155828e-05,0.000287064192488487,-7.77352053284975e-16,5.18455510093947e-16,0.00033498913221374,-0.000578066705924777,-6.95216998772022e-16,0.0010891434421709,0.00091005177278477,0.0177111964894724,0.000187182761279978,2.33336419496836e-07,0.000434686117310906,1.19603183373598e-16,-0.00376605992600907,-6.20545184084451e-05,-5.86740119459803e-06,-0.000285772971115578,1.15762751085485e-05,-0.000804323988795034,0.000245086901551209,-2.01634210699485e-05,0.0117544198138764,6.59377461503392e-05,1.60475703568283e-14,4.7022202276918e-06,-0.000568683742625729,-1.67975253574594e-06,5.91331939452949e-08,-4.68811459375634e-07,7.14843373844019e-08,5.23632786801655e-16,-3.41475823731137e-07,-3.50007562466076e-08,-6.89812232627122e-15,-2.77528398965041e-05,2.6603368188834e-07,-2.27680919702924e-05,1.50741714127085e-05,6.43247894576018e-06,2.10675597104012e-15,-5.0825158007527e-15,-2.56461136562919e-14,1.90398091522307e-16,-6.45647755084463e-08,-1.47918866204162e-12,0.707106781186556,-1.62854234368091e-06,1.09522430098251e-14,1.12922776612014e-14,1.33027383209726e-15,-7.37940927632841e-15,-2.47562531561103e-05,-1.43179432411773e-15,-6.03155719062769e-14,5.75664033271002e-10,4.79774515356421e-15,-3.48837181734977e-15,-8.75274014557239e-16,1.14435581612499e-14,-1.32777300577763e-14,7.24332845262025e-15,3.42516269673558e-15,6.74312997470889e-15,-6.44768754653895e-15,5.21838845954784e-15,1.07771882038977e-15,7.75052857205892e-15,-0.0905357460425304
"t82",-0.111778905797352,0.0118192877305484,-0.000415908054137978,0.0900807293242761,-0.00116819527792506,-0.00230857916503975,0.00439906290922008,0.000486691942254765,-0.000178380306088329,0.0504719134151936,-0.240477840071609,0.00235520602036352,-0.00119108133225051,-0.198527735344022,0.0923767366097094,0.249466707494001,0.000206354620385447,3.07207058528117e-05,0.00102596904057232,7.90929282345282e-06,-0.0125845202766033,0.000148990396060496,-0.000784114350365067,0.00256216077723618,-6.80385345130032e-05,-0.204772874444869,-6.31471746209262e-06,0.00591840252051424,0.0012325054017514,0.000250956671812586,0.000206611386280699,3.20082313699843e-05,-9.10664599228587e-05,-0.000123387902875526,-7.4098202907124e-05,-8.5348096865695e-06,7.62595697945201e-05,-1.35394955926868e-05,0.00169094189107215,-1.28362509926519e-05,-0.507061289302414,-0.0127437955835048,-2.29115290653322e-16,-0.00337400659198008,0.0031850433352508,0.000655483360793117,2.92594949567735e-05,0.000565068936727412,0.000489660345007215,-0.0231284818013616,-8.72635393134999e-06,-1.77013729971057e-06,0.00496209233333965,-4.28248330137127e-05,0.000287064192491036,-9.19453616244709e-16,3.43187883867421e-16,0.00033498913221692,-0.000578066705926176,4.21854971826261e-16,0.00108914344216896,0.000910051772784607,0.0177111964894781,0.000187182761280034,2.33336423746781e-07,0.000434686117311603,1.46900310592271e-16,-0.00376605992601894,-6.20545184049907e-05,-5.86740119695632e-06,-0.000285772971110354,1.15762751045484e-05,-0.000804323988791079,0.000245086901553005,-2.01634210715901e-05,0.0117544198138832,6.59377461545827e-05,-1.11039475876087e-14,4.7022202270462e-06,-0.000568683742605012,-1.67975254095888e-06,5.91331936560859e-08,-4.6881145523035e-07,7.14843177930768e-08,-8.1439380428341e-16,-3.41475805202602e-07,-3.50007612586703e-08,5.89143183716287e-15,-2.77528398880178e-05,2.66033707170862e-07,-2.27680920197378e-05,1.50741713362434e-05,6.43247897382804e-06,-1.07497628355916e-15,3.58563423762812e-15,2.49682788349519e-14,9.33190287147457e-16,-6.45648023063739e-08,1.47806394538491e-12,-0.707106781186539,-1.62854228211057e-06,-1.20468164552172e-14,-1.17649846685592e-14,-1.26183204742902e-15,8.00557668453083e-15,-2.47562531439089e-05,1.28974996414944e-15,6.82712193917829e-14,5.75677171501347e-10,-4.33016373251384e-15,3.88483228082602e-15,1.22792329771049e-15,-1.07637329447396e-14,1.45577439324684e-14,-1.01408064853121e-14,5.13244789694417e-16,-9.03545371138988e-15,-4.35214533398969e-15,-1.20692499627334e-14,3.1126241061623e-16,2.90177007746889e-15,-0.0905357460425063
"t96",-0.111906182703336,0.0118441441196954,-0.00041692495556769,0.0904031126697215,-0.00117363393713505,-0.00232035552579811,0.00442953896658112,0.000491191353042582,-0.000180241642546522,0.0510725300710862,-0.243575960080912,0.00239869225534682,-0.00121544185906372,-0.203637158858181,0.0947975396024654,0.256126226891447,0.000213889417210066,3.19543659712352e-05,0.001071380217641,8.26125892126554e-06,-0.0131559448867153,0.00015703399271933,-0.000829489475015189,0.00273134664245404,-7.32548784316588e-05,-0.222331087613848,-6.89453244546197e-06,0.00653341317172428,0.00136578405751,0.000281237954371895,0.00023347551540813,3.65094328042069e-05,-0.000112789062395996,-0.000156667763217104,-9.80676803364642e-05,-1.15102207358664e-05,0.000105476795775273,-1.9726684468114e-05,0.00261341892596276,0.000122256986289945,0.492428598304608,0.0111192697284574,1.35943453731773e-15,-0.00122400547607488,0.001856964894497,0.00039489109485926,1.99810775795617e-05,0.000389892239628838,0.000349122739178369,-0.0168682453276357,-6.69856059039048e-06,-1.38576504753987e-06,0.00396514693063786,-3.44717981257673e-05,0.000235156374468822,8.46770650812024e-16,-4.18858320990219e-16,0.000282118137576303,-0.000487418795989818,-2.45571912571578e-16,0.000934950227252138,0.000784202969960391,0.0152742936838312,0.000161511495401561,2.0353822644126e-07,0.000380688468149195,-1.09301060466042e-15,-0.00331353702317853,-5.4703161001818e-05,-5.17387883411784e-06,-0.000252737751125365,1.02654484079535e-05,-0.000717228126996105,0.000219314217507436,-1.81088246451702e-05,0.0106152467084204,5.95818977113749e-05,4.93819648980369e-15,4.25709877618283e-06,-0.000516287866442046,-1.52869448073149e-06,5.39394307203241e-08,-4.28792276660593e-07,6.54508792760802e-08,-1.29976212526625e-16,-3.12794947797843e-07,-3.20663004025664e-08,-3.8660889734744e-16,-2.54435958706111e-05,2.442881830027e-07,-2.09258213371892e-05,1.38821405415906e-05,5.92700427200873e-06,3.90900616532914e-15,-1.36889971640063e-14,5.91027727220425e-16,1.00214678863564e-15,-5.96586511016128e-08,4.77659627459184e-15,-7.08877401223162e-14,-1.50740910869746e-06,-3.06917257525486e-15,-9.57824335595458e-15,2.39552275265539e-15,-5.65247832017241e-14,-2.29975308019615e-05,8.59135045435413e-14,-0.707106781186551,5.35306987578516e-10,-4.67327400914924e-14,-4.69696928716282e-14,-8.37487346666202e-15,3.01591032033411e-14,-2.60703906421443e-15,2.07344149408722e-15,-6.07454362234826e-15,-1.47556635745248e-14,2.93711649375414e-15,-2.94052515349494e-14,1.38820577809457e-14,-8.85331928366022e-15,-0.0905357460425118
"t97",-0.111906182703336,0.0118441441196953,-0.000416924955567777,0.0904031126697225,-0.00117363393713505,-0.00232035552579794,0.00442953896658089,0.000491191353042742,-0.000180241642546375,0.0510725300710861,-0.243575960080913,0.00239869225534695,-0.00121544185906336,-0.203637158858179,0.0947975396024642,0.256126226891446,0.000213889417209524,3.1954365971735e-05,0.00107138021764067,8.26125892160357e-06,-0.0131559448867159,0.000157033992720107,-0.000829489475014943,0.00273134664245358,-7.32548784314298e-05,-0.222331087613848,-6.89453244534327e-06,0.0065334131717235,0.00136578405751038,0.000281237954370733,0.000233475515409141,3.65094328031489e-05,-0.000112789062396288,-0.000156667763217854,-9.80676803340048e-05,-1.15102207358921e-05,0.000105476795775886,-1.97266844686863e-05,0.00261341892595989,0.000122256986289519,0.492428598304619,0.0111192697284567,1.47228293044807e-15,-0.00122400547607383,0.00185696489449773,0.000394891094859724,1.99810775806367e-05,0.000389892239628359,0.000349122739177036,-0.0168682453276301,-6.69856059130134e-06,-1.38576504745637e-06,0.00396514693063198,-3.44717981265162e-05,0.000235156374467087,9.37974967965871e-16,1.34294982711769e-16,0.000282118137572642,-0.000487418795988197,-8.43465994566409e-16,0.000934950227250771,0.000784202969961927,0.0152742936838283,0.00016151149540391,2.03538227497598e-07,0.000380688468151656,6.56787334515877e-18,-0.00331353702317914,-5.47031610021978e-05,-5.17387883278586e-06,-0.000252737751119668,1.02654484155953e-05,-0.000717228127000243,0.000219314217510494,-1.81088246465624e-05,0.0106152467084204,5.95818977057336e-05,-1.47921126439097e-14,4.25709877548469e-06,-0.000516287866477491,-1.52869448147668e-06,5.3939428804124e-08,-4.28792276414744e-07,6.54508826086833e-08,5.96385178079481e-16,-3.127949437142e-07,-3.20662873645509e-08,7.51517383400213e-16,-2.54435958754797e-05,2.44288177153339e-07,-2.09258213211838e-05,1.38821405135104e-05,5.92700427757176e-06,-4.40968480131053e-15,1.45457613179003e-14,6.55662557763336e-16,-1.06246357405953e-15,-5.96586568017674e-08,-3.67521389398301e-15,5.7814864007355e-14,-1.50740906875562e-06,2.41023162333824e-15,1.0294977268437e-14,-2.45483169227521e-15,5.50857898305796e-14,-2.29975309164902e-05,-8.57145113224223e-14,0.707106781186543,5.35319451109548e-10,4.83411445952867e-14,4.62287168080678e-14,8.53926228718895e-15,-2.91443716486788e-14,1.05366278068716e-15,-4.08258141586884e-15,7.71734198444407e-15,1.45740775503359e-14,-1.54099583056275e-14,2.3236856476379e-14,-1.22081768481296e-14,1.91844026116867e-14,-0.0905357460425224
"t53",-0.109924560130986,0.01145406080065,-0.000400921008778432,0.0852813580899644,-0.00108644451249667,-0.00213085203886731,0.00393142762259497,0.00041615960293309,-0.000148875729511221,0.0408186327680039,-0.190214734381913,0.00161004489719755,-0.000765171730587213,-0.104131376596484,0.0474272368756275,0.125160246521006,4.92047968160924e-05,3.83223808435641e-06,-1.63518755047369e-05,-1.94296810880076e-07,0.000727776165377322,-6.18802153798129e-05,0.000476175772024783,-0.00280185433928647,0.000134060476729102,0.631615976028645,2.62494208762618e-05,-0.0473540331842465,-0.0129670953929981,-0.00964631846784001,0.0170870166385322,0.000695443372340289,-0.000515245668200899,-0.000642187411669755,-0.000355296118567928,-3.99833598258756e-05,0.000349309846537468,-6.04748244886953e-05,0.0074970169590405,0.000161254643065706,0.00944370656701592,-0.00154354511103061,1.48013950535318e-15,-0.00587112833858509,0.00614736688324352,0.00127252746793986,5.76962621922485e-05,0.00111488781815789,0.000966818891294444,-0.04563748007696,-1.71143212959661e-05,-3.45567175864037e-06,0.00962334704743559,-8.2815776416736e-05,0.000550620187773355,1.3932528736545e-15,9.68966825476785e-17,0.000631434634788093,-0.00108862828833611,8.45018962290796e-16,0.00201986994648079,0.0016814081092788,0.0326963658888498,0.000345372837438708,4.25401975659525e-07,0.000788666214718371,-3.60463799826169e-15,-0.00679238357141541,-0.000111632091479834,-1.05507287989583e-05,-0.000511774597327597,2.06514170964695e-05,-0.00142271252650603,0.000431055812017377,-3.52434698955958e-05,0.0203392907038783,0.000113969962650377,-0.707106781186551,8.09748825979653e-06,-0.000973851406234984,-2.86202234996947e-06,1.0025483871819e-07,-7.9003819135059e-07,1.20174559845178e-07,7.2460704924031e-16,-5.73466440549445e-07,-5.87568547124147e-08,4.92027054999202e-15,-4.65140091444128e-05,4.44172082821541e-07,-3.7930665361084e-05,2.49882798582488e-05,1.06484652519118e-05,3.33256685336058e-15,7.33147284310216e-15,-1.48495469379508e-15,1.09508932982343e-15,-1.06101278104959e-07,1.18959372815467e-15,1.21708199074533e-14,-2.66370266009012e-06,-2.06431821159049e-15,9.70121197142053e-16,9.97508770997125e-17,-1.71672742843616e-15,-4.00832427600119e-05,-1.43537921045273e-15,-1.02397933797493e-14,9.29329142336884e-10,1.02362073960922e-15,6.64842320912887e-16,1.03967802955809e-15,8.86647101030319e-16,1.55443921540764e-15,3.62439480097823e-17,2.89018188286001e-15,-2.2858305614293e-16,-5.09049246618003e-15,7.73753337992793e-17,2.20567466017984e-15,5.17548177714816e-15,-0.0905357460425255
"t54",-0.109924560130986,0.0114540608006481,-0.000400921008778316,0.0852813580899648,-0.00108644451249694,-0.00213085203886742,0.00393142762259478,0.000416159602932747,-0.000148875729511405,0.0408186327680047,-0.190214734381913,0.00161004489719728,-0.000765171730587986,-0.104131376596484,0.0474272368756271,0.125160246521007,4.92047968149565e-05,3.83223808464089e-06,-1.63518755037068e-05,-1.94296810515071e-07,0.000727776165377519,-6.18802153800885e-05,0.000476175772024156,-0.00280185433928782,0.00013406047672966,0.631615976028647,2.62494208753326e-05,-0.0473540331842475,-0.0129670953929975,-0.0096463184678391,0.017087016638531,0.000695443372341896,-0.000515245668201158,-0.00064218741166849,-0.000355296118568461,-3.99833598272773e-05,0.000349309846536871,-6.04748244871204e-05,0.00749701695903968,0.00016125464306264,0.0094437065670271,-0.00154354511103005,9.47951969727666e-16,-0.00587112833858548,0.00614736688324374,0.00127252746794318,5.76962621886592e-05,0.00111488781815591,0.000966818891292674,-0.0456374800769563,-1.71143212923322e-05,-3.45567175965684e-06,0.00962334704744647,-8.28157764175093e-05,0.000550620187773887,-1.64552966138788e-15,7.14540400965983e-16,0.000631434634786722,-0.00108862828833488,-7.73374398028451e-16,0.00201986994648004,0.00168140810927103,0.0326963658888383,0.000345372837438509,4.2540197640932e-07,0.000788666214723339,3.13730131543943e-15,-0.00679238357145369,-0.000111632091481953,-1.05507288043262e-05,-0.000511774597304547,2.06514170784644e-05,-0.00142271252653383,0.000431055812015411,-3.5243469978537e-05,0.0203392907041161,0.00011396996264665,0.707106781186544,8.09748805027602e-06,-0.00097385140627102,-2.86202234145868e-06,1.00254842607607e-07,-7.90038214361384e-07,1.20174562250313e-07,-2.32024206478738e-16,-5.73466445421096e-07,-5.8756831058178e-08,-4.73082847120553e-15,-4.65140091449002e-05,4.44172112591464e-07,-3.79306653635329e-05,2.49882798737517e-05,1.06484652635572e-05,-3.35438227589553e-15,-7.24279492582619e-15,1.40349417852836e-15,-1.48645419090369e-16,-1.06101278303827e-07,-1.59514418213986e-15,-1.50157664080552e-14,-2.66370265615246e-06,1.54341585780293e-15,-1.07003719666176e-15,2.20571367802888e-16,1.43829280607271e-15,-4.00832427621587e-05,2.11411336549316e-15,9.78585442692691e-15,9.29332607154077e-10,-3.20258861963916e-16,-1.0412067392435e-15,-1.05259534912816e-15,8.07699477174474e-16,-1.42379352098585e-15,-2.41542287835337e-15,-1.21467169695629e-15,-9.60265193476322e-16,-2.50774614022159e-15,-6.03770192126847e-15,-5.67460668452367e-16,5.67448599542077e-15,-0.0905357460425186
"t51",-0.111371365792866,0.0117434236100121,-0.000412860941686651,0.0891775337067034,-0.00115405601088048,-0.00227901121293164,0.00433488170399981,0.000480069639061993,-0.000176381377805494,0.0501774535842713,-0.240406388248659,0.00258186155673428,-0.00143833797645858,0.336214834045689,-0.0686141984201752,-0.077615485940406,0.000112883374356046,1.72606793827824e-05,0.00057472897177444,4.42691726385937e-06,-0.00701750589979019,7.76042047029175e-05,-0.000389364642995433,0.00110625593198796,-2.13664495442582e-05,-0.0342660330622538,-1.80867345343365e-07,-0.0027148718745808,-0.000954490652074436,-0.00106398803073625,0.00221912943329544,0.000102048584534927,-0.000104420595530232,-0.000133232148290446,-7.52061964634735e-05,-8.50244398408889e-06,7.45453072334592e-05,-1.29261860179645e-05,0.00159775114508253,3.093058705807e-05,0.000520465891092545,-0.000311702871044855,1.94320608889917e-16,-0.000883021992467294,0.000673836913002586,0.000130487757288495,3.26729438415696e-06,5.63295478724762e-05,2.59719082517826e-05,-0.000241267348527497,1.23264073543071e-06,4.18012989077827e-07,-0.00187275136252988,1.89992268558191e-05,-0.000188905664502008,1.55279955667674e-15,-1.34901112319369e-15,-0.000451390219106441,0.000808070143976066,2.99644318318612e-15,-0.00296442720289405,-0.00299880748266745,-0.0609994225766233,-0.000663695631233574,-1.96352884933573e-06,-0.00675010700808062,3.71122877831641e-14,0.848031440201975,-0.00319360877834136,-0.000253579946782416,-0.00489021992459323,0.000129680735664333,-0.00537659919501131,0.00132933463001052,-9.30152834436208e-05,0.0470918799327835,0.000263542573596813,8.64835807046575e-15,1.95577510975518e-05,-0.246406946543451,-2.9623455874176e-06,1.25293708379568e-07,-1.01084671182972e-06,1.53186053545018e-07,-3.60922994353911e-15,-7.29087513685318e-07,-7.46214128558606e-08,3.4897424442437e-15,-5.87745232164877e-05,5.53321081082711e-07,-4.68304929936569e-05,3.02060470013554e-05,1.27968202661842e-05,5.83986595546834e-16,1.97392036491455e-15,-2.95285176104141e-15,-1.18746212598962e-15,-1.23652329682699e-07,-5.59650621092511e-15,-1.09356967925578e-14,-3.04690763761743e-06,4.08812771783185e-17,2.20386675339156e-15,-6.40694617608878e-16,1.10438366831721e-15,-4.41801266470363e-05,8.20402394948898e-17,-7.41287059478433e-15,1.01420489000836e-09,-2.26579074533932e-15,5.33581871590012e-16,1.00761300608589e-15,2.06827212476619e-16,1.16252362082889e-15,-1.8615331619662e-15,3.09555838736192e-15,-1.58785456369447e-15,-2.0674981284099e-14,-2.76372657947666e-15,7.47569748622842e-17,3.02139979517746e-15,-0.0905357460425243
"t62",-0.111830740387606,0.0118326278520564,-0.00041650329874055,0.0903251884668708,-0.00117331396812842,-0.00232062497285292,0.00444178968724302,0.00049575912396359,-0.000182864401807528,0.0522715059317137,-0.251236076334608,0.00274577965195016,-0.00153889051447726,0.365329714970733,-0.0746558144848134,-0.0845671752775174,0.000126318399871029,1.94961197597801e-05,0.000655801634649862,5.0543234502196e-06,-0.00802968107537904,9.05908425725822e-05,-0.000458446750565088,0.00132519162697755,-2.61356822492766e-05,-0.0426153732511592,-2.27313495364262e-07,-0.00347970304794217,-0.00123134363180171,-0.0013978167259126,0.00295258014730537,0.000137622615201428,-0.000154588448759536,-0.000201511112390683,-0.000117311750028952,-1.34271610618029e-05,0.000119522244105117,-2.12936778941395e-05,0.00269954878345018,6.38504995455495e-05,0.00114656711195987,-0.000689856233605117,1.95483154940311e-15,-0.0024761117574766,0.00265290236191612,0.000550764402256041,2.53299187048839e-05,0.000490160632148225,0.00042710859812225,-0.0202324796998552,-7.64991044972476e-06,-1.54911942892554e-06,0.00432431356191452,-3.72352659713035e-05,0.000247664006455396,-1.29048926631034e-15,-2.45313262535121e-16,0.000282751420809005,-0.000487285587935582,1.17058646153954e-15,0.000898022233074729,0.000747329387709949,0.014534812236433,0.000153556848864244,1.96508305697585e-07,0.000399406926605082,-1.65886079575463e-15,-0.0145840005438896,5.72495293137862e-06,-1.30232600745481e-07,-0.000102851787588653,4.69099554787426e-06,-0.000282457720443673,6.07610015830236e-05,-1.01903210924259e-06,-0.00951743160982622,-6.71525721206201e-05,2.39023808458379e-14,-1.09391487075396e-05,0.869507856469703,-7.76542642336969e-06,1.66316130883699e-07,-9.9409387801477e-07,1.40884946546988e-07,1.17935580870448e-14,-6.54816699300858e-07,-6.64809154342083e-08,-3.92677707913879e-15,-5.07834383339521e-05,4.52563950717489e-07,-3.74226422176821e-05,2.3241489388892e-05,9.77130060401865e-06,1.67440236475649e-15,-6.32614676370975e-15,7.50139104216839e-16,-1.02878019778144e-15,-9.18702269383465e-08,6.21422245046249e-15,1.1143863609675e-14,-2.24329059531529e-06,-1.00662376384314e-15,-1.30888543882041e-15,-4.43558076894991e-16,4.16325591267671e-15,-3.2310907181788e-05,1.14879844497086e-16,2.03025718923096e-14,7.41915508412289e-10,4.08590253232787e-15,6.11723775093527e-15,-9.70590737439103e-16,-4.22969833058822e-17,-3.35135334591013e-15,-2.03299894980859e-15,4.5030640563798e-15,6.54196255129255e-16,8.28960317133292e-15,-5.61910641292333e-15,1.32349579383445e-15,6.45652451148196e-15,-0.0905357460425173
"t115",-0.112238210833484,0.0119116191678091,-0.000419726735770444,0.0913388859557366,-0.00119029359241805,-0.00235728876744115,0.00453570552111151,0.000509492892611171,-0.000188529285032378,0.0540974156173209,-0.260665902964727,0.00288745306011223,-0.00162558303409302,0.390277242978581,-0.0798299700625602,-0.0905175291286193,0.000137704374231794,2.13843443503448e-05,0.000724040713489304,5.58230808744574e-06,-0.00888082539737719,0.000101439281266618,-0.000515996357689474,0.00150660615052837,-3.00631732713284e-05,-0.0494588509222147,-2.65272939101976e-07,-0.00410152794416299,-0.00145605470695648,-0.0016675346920952,0.00354334795614028,0.000166184709080241,-0.000194075347067968,-0.000255034504306372,-0.000150133756024318,-1.72578188840842e-05,0.000154417045344876,-2.77567537144841e-05,0.0035472098446084,8.85229891267357e-05,0.00161259339449352,-0.000971196440079047,-2.13711401843993e-17,-0.00363773470676224,0.00406776568974772,0.000850293003705635,4.07632156918538e-05,0.000792934263575926,0.000704651192751254,-0.0339606067532598,-1.36015797075395e-05,-2.84883020556995e-06,0.008340414499983,-7.33701883848662e-05,0.000521148727927704,-1.29590290298081e-15,2.02032662242056e-15,0.000713641927798823,-0.00124454428316352,-2.59813576606516e-15,0.00298152186826739,0.00271878803194746,0.0540589546177859,0.000579588217252399,1.21156085014451e-06,0.00357833484258708,-1.55276018791675e-14,-0.367125362158704,0.00125699626597652,9.82497508346543e-05,0.00160523372630309,-3.5695418062839e-05,0.000889119966811964,-0.000125566984399479,1.40567840488089e-06,0.00699312874377793,4.59432600621425e-05,-1.66148752720914e-14,5.82735218931488e-06,-0.302165660566456,1.65247765599404e-06,-1.71100352176447e-08,-8.50491207678114e-09,6.69614064334313e-09,-4.31543005861092e-15,-4.1615493711623e-08,-4.6092758966248e-09,2.30587431456938e-15,-4.72401964741714e-06,6.55457870439354e-08,-6.4430054716981e-06,5.31975799837711e-06,2.37743912771136e-06,-2.15517492738356e-17,6.15941816441947e-15,2.07576756035879e-15,2.30932283464042e-15,-2.87723841200626e-08,4.17484423602916e-15,-4.413136522885e-15,-7.90351241951312e-07,-3.67497198593983e-15,-5.04992986337021e-15,2.56027397272479e-15,-1.06285814182491e-14,-1.37371538088871e-05,-2.9915291518199e-15,-1.82202540733974e-14,3.29254205665927e-10,8.85208087340731e-16,5.51476640148389e-15,-1.16866064975735e-14,-1.21398198078521e-14,1.30911243790371e-14,1.26910087953291e-14,4.17807195507746e-14,-2.59632358390518e-15,-0.707106781186553,-1.47293199413288e-13,4.75087932736612e-15,9.89028324606922e-15,-0.0905357460424745
"t116",-0.112238210833484,0.0119116191678091,-0.000419726735770307,0.0913388859557366,-0.00119029359241815,-0.00235728876744113,0.0045357055211116,0.000509492892610931,-0.00018852928503246,0.054097415617321,-0.260665902964727,0.00288745306011236,-0.00162558303409281,0.39027724297858,-0.0798299700625604,-0.0905175291286202,0.000137704374231117,2.13843443511606e-05,0.000724040713489178,5.58230808716561e-06,-0.00888082539737668,0.000101439281266861,-0.0005159963576897,0.00150660615052792,-3.0063173272531e-05,-0.0494588509222183,-2.6527293897525e-07,-0.00410152794416157,-0.00145605470695603,-0.00166753469209569,0.0035433479561409,0.000166184709079416,-0.000194075347068353,-0.000255034504306483,-0.000150133756024828,-1.72578188833446e-05,0.000154417045344659,-2.77567537142758e-05,0.00354720984460776,8.85229891284099e-05,0.00161259339449444,-0.000971196440080034,3.67314862654739e-16,-0.00363773470676455,0.00406776568974704,0.00085029300370383,4.07632156927183e-05,0.000792934263574695,0.000704651192748283,-0.033960606753258,-1.36015797057235e-05,-2.84883020513873e-06,0.00834041449997893,-7.33701883849649e-05,0.000521148727930428,8.27149402596842e-16,2.38612616744278e-16,0.000713641927798159,-0.00124454428316319,-1.71620255203084e-15,0.00298152186826811,0.00271878803194825,0.054058954617785,0.000579588217250343,1.21156085323722e-06,0.00357833484258564,-1.56397796645901e-14,-0.367125362158685,0.00125699626597415,9.82497508340912e-05,0.00160523372630688,-3.56954180602575e-05,0.000889119966811816,-0.000125566984398047,1.40567840088882e-06,0.00699312874377249,4.59432600548845e-05,-1.92516549555761e-14,5.82735218499501e-06,-0.302165660566478,1.65247764618945e-06,-1.71100409913491e-08,-8.50491162830341e-09,6.69613672707189e-09,-3.35938111383829e-15,-4.1615491251515e-08,-4.60927793623917e-09,-1.19901202617615e-15,-4.72401964862711e-06,6.55457873758857e-08,-6.44300547380739e-06,5.31975799579606e-06,2.37743913478826e-06,-1.40278271310442e-15,-3.13543200262176e-15,3.76505249230139e-16,9.25623040708106e-16,-2.87723942674931e-08,-5.16688766834651e-15,-2.31759056390501e-15,-7.90351239737889e-07,3.35977396532027e-15,4.62176877128861e-15,-1.59829098092467e-15,5.37807041067122e-15,-1.37371538106059e-05,3.08496525384689e-15,9.84258329177191e-17,3.29257652302352e-10,-7.97182146960259e-16,-1.24343099324567e-14,1.21001126761625e-14,1.47002574778744e-14,-1.19503769712038e-14,-1.25438737706277e-14,-4.27751441099094e-14,1.08595097444212e-15,0.707106781186543,1.43782059104927e-13,-3.29303529840114e-15,1.50917858370291e-15,-0.0905357460425611
