"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127"
"t1",0.0088139435871564,-0.0514537494333444,0.000178408698270834,-0.00185856187220509,0.0539772309013852,-0.143614198712012,0.0803169878392127,-0.00633572802218456,8.36966065204742e-06,-0.000762420516416672,0.0238091152291027,-0.000745353356781665,0.00448813104998533,-0.00669461927617316,0.00244751355878787,-0.00610077729007382,0.027333724471593,-0.0544043460172533,0.0106531434480142,0.0570530722177808,-0.108277292416067,0.0438772021751475,0.000391851422643094,0.000555777366056769,0.0281826836471408,-0.00578892271706609,-4.75362136039969e-17,-0.181475909127557,0.0153201665313307,-0.000267506770883006,3.97521750950391e-07,-0.00631306198819748,0.000543746624620894,-0.00109726927012183,0.000724945537073693,-0.000356561563712135,0.00294520529281757,-1.45219038487053e-15,1.23197582064539e-16,6.26328141156075e-17,1.20069522961751e-16,-4.62267231683626e-16,-0.609032035791386,0.00446436979973026,-0.0744915671981959,0.0136917220409929,-0.130918302534241,0.0209900613359125,-0.00505459703199875,0.0080002435479407,0.00128859654640047,0.0209271355090607,0.0358702575290299,-0.17375639624858,0.051842033218047,0.0246709180894801,-0.0515643520911062,0.155108376298507,0.000869482416590588,-0.0068627107456742,-0.00220795791605294,0.00473005140916891,-9.51102222589805e-05,-4.56724146148659e-07,-0.000185984750391583,-0.000543793032783843,0.00125875892953195,0.000502833196346425,0.000156151346624385,-0.000808923896623152,0.00401966929994279,8.20092890989704e-05,6.69524055954263e-05,3.77605240599132e-15,-0.64278930903654,-0.00223248457680399,0.00035421420340097,0.000193733297603447,0.000300779462503159,0.000133761761976176,6.51831229482169e-05,0.00311617967974324,-0.185517026745845,0.000119197576816432,2.32127685129146e-16,2.67120310246116e-16,-1.77375475418629e-16,8.4106983530563e-16,-3.44555091740396e-15,-2.22207235250904e-16,9.7507044756126e-17,4.81385764583564e-17,-9.75510904693833e-17,1.13082286590238e-16,-2.5207700510288e-17,-7.73036148982165e-17,-6.83047368665868e-17,9.85268724246202e-17,-4.91414634679055e-17,3.8218126580114e-17,-1.72523670696756e-17,9.7496880360759e-17,-1.40268656065312e-18,7.45931094670027e-17,-1.49619899803e-17,-5.72458747072346e-17,1.03609070108146e-16,1.3517290585463e-16,1.2414114874959e-17,-5.98479599211998e-17,-1.50162000889242e-17,-6.78236221525463e-17,-1.56538464916173e-16,-1.00153175683348e-17,-1.66560558748086e-17,-3.9693657974231e-17,-6.20570218476391e-17,5.82758667710959e-17,7.14692519575288e-17,1.47858071272711e-17,1.1431556656144e-17,4.67833237427495e-17,4.82469966756049e-18,1.06251812903579e-16,-1.08149166705429e-16,9.25908655302621e-17,2.63271392533793e-16
"t23",0.00928980194523318,-0.0551025420594433,0.000195429824872276,-0.00223943511508764,0.0700946203837791,-0.196142915745112,0.118274031679195,-0.0137685795641183,0.000554029866798588,0.00112592551055749,-0.00759920089971513,0.000101501683424554,0.000489028314317378,-0.00155651395144058,0.000752884595248063,-0.00277851035981401,0.0152694946971881,-0.0317640919078182,0.00662367790397374,0.0372554568039372,-0.0760049366538218,0.0315454390353629,0.000323654384059351,0.000476352999956161,0.0257682589430615,-0.00586988387229978,-8.42570504300711e-18,-0.239605912366298,0.056579718084977,0.00443929027557243,-7.10760226713633e-07,0.00519506006545522,0.000134898230336715,-0.00037012233498443,0.000251408578064435,-0.000123726593982369,0.00104418621566609,-8.23800623366158e-16,1.32755573911941e-16,7.45693690021546e-17,2.7772670462237e-16,-1.56216265782123e-16,-0.491144842719726,0.00391619614536541,-0.0786650311407505,0.0176482361407607,-0.189883758731454,0.0371706396050088,-0.0112049745714723,0.0187516517128701,-0.00638349519622372,-0.0268292452152792,-0.0405273473519765,-0.0401814506009963,0.0244850737645324,0.019807109183678,-0.0497658507580921,0.191078772361393,0.00162273030301289,-0.0147132940487983,-0.00613756222992778,0.0353874063279212,-0.00105442231876653,-8.48758584069871e-06,0.0262265096189905,0.0687296700501329,-0.00826097902050518,-0.00187551628939519,-0.000540073549546536,0.00227455279850579,-0.0101668851275988,-0.000164098318837216,-0.000131741923061603,-5.66597842924965e-15,0.669380370162627,0.00103851388511862,-0.00016018201521295,-4.48111677401633e-05,-6.05276868816298e-05,-2.64180478021904e-05,0.000164116510035055,-0.00722212407842475,0.275218494927626,-7.41363698279248e-05,4.51063714789187e-17,-4.38153346124501e-16,6.2732992353517e-16,-3.82136307717026e-16,2.30343054118559e-15,9.43011637360426e-16,2.9192993703619e-17,-3.20243313337677e-16,2.23038082891218e-16,-1.8098882816873e-16,4.02045238883122e-17,4.11402606410223e-17,2.5864512857178e-16,-3.09150964731242e-16,1.30023800252417e-17,-2.40639022713297e-16,-3.15440024757511e-16,1.37340185293529e-16,-2.42700171709379e-16,-1.95406826171196e-16,6.16388910879773e-16,3.47530228055277e-16,-3.17704386089621e-16,-4.50782552978469e-16,2.28793688035495e-16,-2.26735191196913e-16,-4.64354348603212e-16,4.26571243966508e-17,4.9010736727423e-16,-8.04423844459912e-17,-9.95860943318822e-18,3.20770644426586e-17,-2.06781448793645e-16,-9.92636693853054e-18,-2.48183219719036e-17,1.37531044530984e-16,1.08473159490599e-16,-7.19493061548207e-16,1.98479157326538e-16,-1.24049742614334e-15,-1.27700722894583e-16,-5.90895954433578e-16,1.59592938078644e-15
"t103",0.00983644816395446,-0.059299760054741,0.000215043786460682,-0.00268092340584372,0.0888400363076079,-0.25734821800622,0.162599315568704,-0.0225034098510471,0.00119903428011899,0.00336522849255008,-0.0449291941235315,0.00110852255953058,-0.00426706396624933,0.00454761362900797,-0.00125652546693165,0.00111014802688917,0.00162134182364944,-0.0065706659040593,0.00229900222044119,0.0169412758980976,-0.0465510657027103,0.0209677651132984,0.000313375510093576,0.000499682292907678,0.0306333411772928,-0.00825719005539005,1.16639970919551e-15,-0.457448705508696,0.174170905473787,0.0173590291333389,-3.68766844213873e-06,0.0357878611808999,-0.000959550397348157,0.0016129583389026,-0.00104367444145552,0.000513096938162662,-0.00416773162543839,6.24142663276198e-16,-2.5898500882237e-15,1.3307735770793e-15,2.57330665181928e-15,7.69906121330453e-17,0.331266467438273,-0.0023152369483186,0.0384017748366243,-0.0079900164855452,0.0862025190735543,-0.0177683394793649,0.0058301287318667,-0.00996718647920813,0.00600126665306157,0.0369516689802696,0.0590999355594779,-0.108387779259848,0.0237488887836685,0.00623146804319934,-0.00854197078294509,0.00758628808099802,-0.000101108642507305,0.00110928580053397,0.000539675285564619,-0.00340554765327829,0.000101544739523109,8.1610983075325e-07,-0.00250680630219146,-0.00656870227192106,0.000770374552366641,0.000170672819856553,4.89228945439266e-05,-0.000203109257777157,0.000900334325750568,1.42405349702478e-05,1.14155107544258e-05,-1.02384019970302e-15,-0.0574164340624286,-0.000257443125666274,4.16200641100816e-05,3.05043405295921e-05,4.90678094478401e-05,2.19160107100405e-05,4.58313763882401e-05,-0.000840498639018041,0.0194421559447758,2.62323378670814e-06,-0.0868078039492466,-0.114391273517091,-0.0138097413876154,-0.494552439327059,-0.408257892026093,0.098494445529448,-0.0620043283640912,0.0324223827381433,0.0104690116280101,-0.0257099005268181,-6.4073171871453e-05,-0.00117983803678708,0.0191249246976824,-0.00624744116921937,-0.00746775948817927,0.00749953848876846,-0.00292425382595492,0.000552440034970138,0.00496240281009031,0.0303429985305538,-0.0431479432798807,-0.0058006869441908,0.000582308277523825,0.00896992104107302,0.0102028583185987,-0.0189994966709596,-0.0599806527312602,0.000200889980454802,0.00812408612958915,0.0117899855709417,0.0209049668802194,0.0138445923682634,-0.000605286667063325,0.0130141504384573,0.00752239366624455,0.0307512088328714,-0.00904856802349371,-0.0113652568543596,-0.0368617568221454,-0.132371224033219,0.0128900511079172,-0.0787578707218494,-0.13261317943216
"t104",0.00983644816395457,-0.059299760054741,0.000215043786460776,-0.00268092340584369,0.0888400363076079,-0.25734821800622,0.162599315568704,-0.0225034098510473,0.00119903428011916,0.0033652284925501,-0.0449291941235314,0.00110852255953042,-0.00426706396624934,0.00454761362900807,-0.00125652546693134,0.00111014802688888,0.00162134182364952,-0.00657066590405957,0.00229900222044096,0.0169412758980978,-0.0465510657027105,0.0209677651132985,0.000313375510093624,0.000499682292907935,0.0306333411772923,-0.00825719005539118,1.38132983981482e-16,-0.457448705508698,0.174170905473787,0.017359029133339,-3.68766844194172e-06,0.0357878611809009,-0.000959550397348045,0.00161295833890245,-0.00104367444145493,0.000513096938163042,-0.00416773162543851,7.47501440713429e-16,2.50080180635768e-15,-8.03041121455704e-16,-1.73247138241546e-15,3.55494856711864e-16,0.331266467438274,-0.00231523694831812,0.0384017748366237,-0.00799001648554509,0.0862025190735524,-0.0177683394793652,0.00583012873186493,-0.00996718647920878,0.006001266653061,0.0369516689802694,0.0590999355594766,-0.10838777925985,0.0237488887836644,0.00623146804319672,-0.00854197078294586,0.00758628808099374,-0.000101108642508122,0.00110928580053235,0.000539675285564789,-0.00340554765327762,0.000101544739519646,8.1610983101123e-07,-0.00250680630219425,-0.0065687022719261,0.000770374552359002,0.000170672819856461,4.89228945426768e-05,-0.00020310925777989,0.000900334325750069,1.42405349656739e-05,1.14155107516973e-05,7.17449673976008e-16,-0.0574164340624382,-0.000257443125664861,4.16200641153988e-05,3.05043405314332e-05,4.90678094431182e-05,2.19160107102842e-05,4.58313763878483e-05,-0.000840498639017022,0.0194421559447966,2.62323379204558e-06,0.0868078039492467,0.114391273517091,0.0138097413876152,0.494552439327057,0.408257892026091,-0.0984944455294473,0.0620043283640907,-0.0324223827381431,-0.01046901162801,0.0257099005268185,6.40731718714966e-05,0.00117983803678693,-0.019124924697682,0.00624744116921942,0.00746775948817963,-0.00749953848876834,0.00292425382595536,-0.000552440034969845,-0.00496240281009012,-0.0303429985305537,0.0431479432798806,0.00580068694419105,-0.00058230827752405,-0.00896992104107307,-0.0102028583185984,0.0189994966709597,0.05998065273126,-0.000200889980455048,-0.00812408612958899,-0.0117899855709417,-0.0209049668802192,-0.0138445923682633,0.000605286667063226,-0.0130141504384572,-0.00752239366624401,-0.0307512088328711,0.00904856802349376,0.0113652568543598,0.0368617568221452,0.132371224033218,-0.012890051107917,0.0787578707218485,0.132613179432159
"t39",0.00998072813450049,-0.0604239348470281,0.000220401077008211,-0.00281014480220375,0.0945646974937693,-0.276496466653223,0.176899996985384,-0.0256107218424691,0.00145646403888387,0.00434014352341573,-0.0628530014864534,0.00161199213235451,-0.00687526737854843,0.00817716213944358,-0.00253928836154081,0.00424409222089109,-0.0133079889558623,0.0240277718455718,-0.00403593457937002,-0.0189403968272645,0.0289466645591749,-0.010848989406613,-5.61973754394056e-05,-6.60099809437245e-05,-0.00219265098779645,9.00254157090406e-05,-5.87625863503487e-17,-0.0261459743207654,0.0183595408189313,0.00202754663067792,-4.60845172949483e-07,0.00464582977271468,-0.000132280557701725,0.000216038757253127,-0.000139059612506459,6.83571807735992e-05,-0.000552707135891787,-3.50788959712944e-16,-8.63476702309192e-17,-2.51148632965167e-17,-2.52111468286631e-16,-8.40859182684466e-17,-0.0601024651601776,0.000690676556938749,-0.0242143437571111,0.00856171216384436,-0.116041812399986,0.0315745994308706,-0.0126054785569332,0.0223293899385113,-0.0208937517757342,-0.144758343646173,-0.234515715876961,0.566486999692062,-0.141821594079817,-0.0516956638225259,0.0945088539683701,-0.232694711988188,-0.00100151061287028,0.0076262270574871,0.002457883101517,-0.00856939244822618,0.000232652367481715,1.73215259450537e-06,-0.00468967588630365,-0.0122677137966991,0.00105350211128257,0.000173031047295271,4.65271896275541e-05,-0.000152725542431262,0.000568312179993276,4.26189377501266e-06,3.09446372723522e-06,2.72245219071476e-15,0.111488432651099,0.00298785590215023,-0.000491306883019546,-0.000437032458539897,-0.000715117604359152,-0.000320052080336442,-0.000896876740334755,0.0207579715772091,-0.589999534840091,2.58308190746884e-05,1.08799142981375e-15,2.39368733847969e-15,-1.07368302591639e-15,5.65017519512643e-15,4.90563564716421e-15,-2.58433392558772e-15,3.60422514392774e-16,-5.03775951085412e-16,-2.29127670052157e-16,-3.90416174452017e-17,-1.21145303783794e-16,-4.50863236171044e-16,-1.12211203489722e-15,2.24575459301972e-16,-3.22722969044355e-16,3.69200288598316e-17,-2.70163084154958e-16,-3.60581281711465e-16,-1.36021061884166e-16,-3.24932504635261e-16,6.57360826071776e-17,-4.83407810513985e-16,-8.25266371633225e-17,1.37551994275915e-16,-4.15800989578382e-16,8.50125317775002e-17,1.32669766540132e-15,-1.18285899849631e-16,-9.34240157479814e-16,6.97420331638276e-17,-1.42129520263726e-16,-3.2754440722092e-16,3.41885023941808e-16,-1.1591882669355e-16,-5.43559804143311e-16,-7.53549121923923e-16,-2.93660407312534e-16,2.24691149394469e-16,3.78511960564956e-16,2.03669221794678e-15,-4.06736456468033e-16,1.40290822960912e-15,9.45931880501555e-16
"t94",0.0101910855022203,-0.0620505739739288,0.00022807528437456,-0.00298890211966921,0.102319646223261,-0.302132674791995,0.195764665979035,-0.0295264438799612,0.00176462101664695,0.00546474049252463,-0.0827208735232289,0.00216126970691777,-0.00962263939897489,0.0118899713411875,-0.00381952241066682,0.0071487295036424,-0.0260576070473123,0.0495303424800289,-0.009112610169281,-0.0467321552556838,0.0843245633141158,-0.033754488476785,-0.000295266939955106,-0.000422393057914587,-0.0220053143069504,0.00483956117810644,-4.67296854128728e-16,0.194958684228538,-0.051120915566144,-0.00443682245682403,8.27280216371595e-07,-0.0072536168899239,9.85701227356487e-05,-0.000129666636647731,8.11707081970137e-05,-3.98766358516614e-05,0.000315101938711913,-2.59455427065737e-16,2.2958134604804e-17,-2.99919572309052e-16,-6.17943570595154e-16,-6.67964632026036e-17,-0.0101748095145928,0.0001581969342624,-0.00805289454830827,0.00351532584920443,-0.0515248797219555,0.0152718164691134,-0.00643548565861818,0.0115054558439712,-0.0119030446102153,-0.0843527299268112,-0.136977775499076,0.346384483109173,-0.0883900709596356,-0.0335163434825742,0.0629412207893821,-0.163733228417675,-0.000816994314740057,0.0065824946982359,0.0023500339441409,-0.0108394311861599,0.000314031824477017,2.47701685291886e-06,-0.00744436630624613,-0.0195025416209176,0.00225881027490381,0.000511321071147637,0.000147523489287331,-0.000628201525995452,0.00283679237971193,4.76625040797347e-05,3.84225629347193e-05,-1.31115416036056e-15,-0.308045564247113,-0.00406481471221715,0.000666202322161969,0.000572612771140997,0.000934381057044104,0.000418048254294844,0.00112408596565636,-0.0253514421878326,0.707192547638296,-2.09981521231403e-05,-9.21243897628351e-16,-3.03599277777037e-16,-6.87027396205327e-16,-5.51255258962175e-15,-1.28813716855896e-14,4.36449454875174e-16,3.4443531592898e-16,7.22955507745082e-17,9.20014480389226e-16,2.70809763030398e-15,-1.27405178948723e-15,-1.74839291249614e-15,-1.21479040078038e-15,2.61681227742052e-16,3.43286509548223e-16,-2.90171994637278e-16,-1.99111089090597e-16,1.0627275907677e-16,-5.30151961771526e-16,3.63293233055922e-16,-1.86988799574744e-15,-6.8076436375472e-16,1.22671115600576e-15,1.55415518443186e-15,-2.61425776200223e-16,-1.87794058038552e-15,-1.78174856848007e-15,3.88292456299083e-16,-5.87855512739943e-16,4.10833644284761e-16,-4.05648404477027e-16,-5.42037240338131e-16,-1.13662572831615e-15,2.38264312992968e-16,3.09882803780707e-16,-4.75993529796805e-16,-1.33950316589642e-16,8.24134159531575e-17,6.41872824570411e-16,2.2167401556639e-15,2.81585150365283e-16,-1.49301392873291e-15,-5.97441398393044e-15
"t125",0.0103319640504515,-0.063141280368506,0.000233229389242195,-0.00310963619655241,0.107575198146067,-0.319539559642172,0.208604549183878,-0.0322115331360535,0.00197771226911717,0.0062471342476923,-0.0966338325853279,0.00254691955189516,-0.0115627287768203,0.0145244613545879,-0.00473161892309298,0.00924337756491256,-0.0353754554419421,0.0682423258084558,-0.0128612657361114,-0.0673668135830696,0.125801497357622,-0.0509614442717292,-0.00047791450172872,-0.000695790531062345,-0.0373054437504417,0.008540508298066,2.59021181702131e-16,0.369953780557251,-0.107226971348763,-0.00969772895048079,1.88345126072559e-06,-0.0170676226185254,0.000296519278717378,-0.000430085340617542,0.000272887821926523,-0.000134101044689416,0.00107168397619566,8.2852814373456e-17,-1.59102042320796e-15,1.50249235530281e-15,1.65324669557771e-15,-1.97902174183276e-17,0.0459663650432863,-0.000479478538434667,0.0143885059121359,-0.00462474477393428,0.0606432650383599,-0.0159692814892919,0.00626012785103897,-0.0110571663290117,0.0100723929452613,0.069453400472664,0.112465413358294,-0.269506450343841,0.0672898522095251,0.024420858060937,-0.0445547018670028,0.109503981038668,0.000476466630398822,-0.00366450410334803,-0.00121170734498964,0.00473006975197445,-0.000132826285295249,-1.02108489369798e-06,0.00294191657481662,0.00770282829224208,-0.000810984442036844,-0.000170912458595429,-4.86969987260586e-05,0.000199498121861569,-0.000880889223273394,-1.39854130971909e-05,-1.12242401232811e-05,-4.70435971386635e-16,0.0733436446894918,0.000832962828988298,-0.000136393508615928,-0.000116102290544202,-0.000189304098205146,-8.46880337622709e-05,-0.000224994510090606,0.00503519506821926,-0.139663436213937,3.61735563028172e-06,-0.0462893498541562,-0.194806167253568,0.100723586499485,-0.115586214307172,0.308891380795414,0.0745969926113644,-0.08352465385875,0.0460617980190908,-0.0403429533223163,-0.185271578825019,0.0958087346576864,0.149155417732102,0.135361266423333,-0.0379709885695865,-0.011635966135775,0.0245107472388235,0.0611880750182275,0.0283730174273673,0.0283649610256771,0.0368600076899336,0.0968346000210766,0.0476280390368301,-0.0824549691475883,-0.11705106390697,0.0716339834981161,0.137502952964092,-0.00600677594150343,-0.0144636877075853,0.0687784590628265,-0.0162231707577823,0.0268224594769665,0.0440602678857535,0.0417101344517272,-0.027188282100411,0.0207215647923557,0.082927996009117,0.0145443147047033,-0.0645440793687442,-0.0832306208575683,-0.314703229295962,0.00877967294218647,-0.0799848281769973,0.202600212581901
"t126",0.0103319640504514,-0.063141280368506,0.000233229389242307,-0.00310963619655245,0.107575198146067,-0.319539559642172,0.208604549183879,-0.0322115331360532,0.00197771226911726,0.00624713424769206,-0.0966338325853285,0.00254691955189511,-0.0115627287768204,0.0145244613545879,-0.00473161892309294,0.00924337756491263,-0.0353754554419424,0.0682423258084561,-0.0128612657361116,-0.0673668135830698,0.125801497357623,-0.0509614442717296,-0.000477914501728075,-0.00069579053106217,-0.0373054437504414,0.0085405082980671,1.05305908072648e-16,0.369953780557253,-0.107226971348764,-0.00969772895048075,1.88345126061243e-06,-0.0170676226185251,0.00029651927871728,-0.00043008534061761,0.00027288782192703,-0.000134101044689276,0.00107168397619592,3.82818933649515e-16,1.72328734618371e-15,-1.51255464454265e-15,-1.2699956719945e-15,2.9029212229675e-16,0.0459663650432862,-0.000479478538434904,0.0143885059121372,-0.00462474477393422,0.0606432650383619,-0.0159692814892932,0.00626012785103885,-0.0110571663290125,0.0100723929452606,0.0694534004726652,0.112465413358297,-0.26950645034385,0.067289852209532,0.0244208580609384,-0.0445547018670039,0.109503981038673,0.00047646663039719,-0.00366450410334741,-0.00121170734499093,0.00473006975197179,-0.000132826285294805,-1.02108489240443e-06,0.00294191657481708,0.00770282829224365,-0.000810984442033853,-0.000170912458596638,-4.86969987266513e-05,0.00019949812186255,-0.00088088922327457,-1.39854130947221e-05,-1.12242401234085e-05,7.32241460064973e-17,0.0733436446895017,0.00083296282898574,-0.000136393508616491,-0.000116102290546478,-0.000189304098210759,-8.46880337640042e-05,-0.000224994510093563,0.00503519506822185,-0.139663436213947,3.61735563008935e-06,0.0462893498541566,0.194806167253567,-0.100723586499484,0.115586214307175,-0.308891380795405,-0.0745969926113632,0.0835246538587498,-0.0460617980190905,0.0403429533223156,0.185271578825016,-0.095808734657685,-0.1491554177321,-0.135361266423332,0.0379709885695863,0.0116359661357748,-0.0245107472388231,-0.0611880750182269,-0.0283730174273671,-0.0283649610256767,-0.0368600076899335,-0.0968346000210746,-0.0476280390368293,0.082454969147587,0.117051063906969,-0.0716339834981158,-0.13750295296409,0.00600677594150399,0.0144636877075849,-0.0687784590628255,0.0162231707577818,-0.026822459476966,-0.044060267885753,-0.0417101344517266,0.0271882821004107,-0.0207215647923555,-0.0829279960091161,-0.0145443147047032,0.0645440793687439,0.0832306208575677,0.314703229295959,-0.00877967294218646,0.079984828176997,-0.202600212581896
"t21",0.104823382292904,0.03815350595342,-0.00383643245972914,-0.000157418980883617,0.102793094050079,0.0392479119835291,-0.00219661359718593,-5.47205302382781e-06,-0.00151572402311291,-0.000672506312215604,0.00767278458225362,-0.00362172604609668,0.00442715472838529,-0.00620908936405509,0.00228415004680515,-0.0220770721411284,0.0437876261379525,-0.131447632272445,-0.00759491208541526,0.100726177233463,0.0140187608333402,0.00436174055575222,-0.115087058221615,0.00463479876183496,-0.0348369821488358,0.0375531061107185,1.86844918446152e-15,0.0638308432388214,0.133208267804194,0.0264090247478416,-0.000550085650273971,-0.0651004790960799,-6.49937593344835e-05,0.000252437954414034,-0.0259788462086297,-0.00201483671898545,4.46452117332458e-06,-6.86735612214076e-17,-2.25899656525816e-16,-2.8552446967526e-16,-2.12452588703425e-17,1.17866922092771e-16,-0.0106123092468983,-0.0146637195027573,0.0137840046756922,-0.011122140723773,0.0308035139402902,-0.564364817608007,0.0171893189126114,-0.287230395601215,-0.0169609854293195,-0.0348805445309296,-0.0351407782832637,0.0579758615660879,0.0160935079934118,0.0213310545187682,-0.0494250802322611,0.0192384847757701,0.00407459017651161,-0.0359498692227314,-0.0167210118727462,0.63381223040158,0.00442557063518616,4.78186668073932e-05,-0.0195210812280127,-0.0196420325948743,-0.268514340293874,0.00193732628771438,0.000483629212510381,0.0719021716452815,0.00609132626198469,0.00227637787185543,4.60390729937157e-05,1.53573757877348e-15,-0.00910713242511391,0.000254904892382468,-0.00559167622191569,-2.52513002525085e-05,-4.37006990242322e-06,-1.79767279261429e-05,-2.86981844468257e-05,0.000317223666897257,-0.00146973855144661,-0.00233238472795591,-1.22773537108949e-15,-5.54628273689539e-16,-9.56593038708734e-16,-2.04535529061949e-15,-4.0091349866689e-16,-1.37685552885796e-15,-1.28685577224449e-16,8.63234059887938e-16,-3.10630692067136e-16,-1.30011997014171e-15,-1.89215583924979e-15,-1.23212936398367e-15,-1.42522964262391e-15,6.26481483603962e-16,-7.46471546194224e-16,4.25749099425114e-16,3.36188640174206e-15,-3.85590949959136e-17,-1.47164534322843e-16,4.55316252332969e-16,-1.67380402319909e-15,-5.07761554845716e-16,-4.21213674603573e-16,5.9350968653575e-17,-6.02911307305289e-16,2.24992627275407e-15,-1.55571183732552e-15,2.2005693536588e-17,7.2760249144735e-16,-1.48982802425761e-16,9.95981754000798e-16,9.30445608080939e-16,-5.82587902263095e-17,-1.05403700151486e-15,-1.8234990711146e-16,-1.05876872202035e-15,4.79122333064341e-16,2.84791878837e-15,1.09453387087575e-15,2.85153830578335e-15,2.84512377441152e-15,-1.01764500657818e-15,-9.41803626987146e-16
"t82",0.12267487754613,0.0468257456927979,-0.00503747343372469,-0.000275616176844129,0.227474185295031,0.102446591377737,-0.00746474102380587,-0.00397872445517203,0.00404695938157161,0.000968805605635717,-0.00688144558023263,0.00274957337440411,-0.00235457902168761,0.00241841178201753,-0.000658487577205543,0.000500475420798216,0.0144951481349247,-0.0642629618950321,-0.00671756244749389,0.160874257632953,0.199721662824248,-0.0550361654010992,0.160941049743253,-0.00556451486849024,0.0348561746642892,-0.03170373180671,-1.41467794796606e-15,-0.0457718211020468,-0.0932970835383735,-0.0195671622243081,0.000452719396009494,0.0612943207859488,-4.74997821436499e-05,0.000148182060086914,-0.022790265648391,-0.00179639371895989,4.30171846280271e-05,-5.74211324931095e-18,-2.22472948337506e-16,2.75089194030449e-16,9.63300247980221e-17,2.27657567565954e-16,-9.32929808751815e-05,-0.000228919303719578,0.000428674820737102,-0.00050350028112127,0.00159832694279949,-0.0339325991522957,0.00113343000304021,-0.019239051306251,-0.00134696673940043,-0.00287798711236299,-0.0029110290771359,0.00518961757231123,0.00148794177467906,0.00210884529984481,-0.0051149353863206,0.00218776593434615,0.000600873026447764,-0.00587713598945296,-0.00332243419228595,0.237195964974598,0.00199282513939891,2.59446017873479e-05,-0.0161564480679798,-0.016373227336028,0.64703993134045,-0.000593646875343921,-6.82756165114485e-05,-0.564431145459837,-0.0054063943336448,-0.000924589023013504,-1.80673974137789e-05,-2.82712593973049e-15,0.0014696755201038,-2.82561548417355e-05,0.000618598192461998,2.7354389703461e-06,4.72598184801611e-07,1.94369242805492e-06,3.02439350509947e-06,-3.28919796806638e-05,0.000150599685783445,0.000184087429831095,-1.31701665984607e-15,-1.26166551954826e-15,-1.15029629006212e-15,2.4007464116155e-15,-3.17911139764605e-16,-6.39052851867816e-15,-3.35359180378578e-15,1.83548963771951e-15,-5.58787343739403e-16,-1.24441243014402e-15,-5.18376492739898e-16,1.05610241275329e-15,8.05881394375877e-16,2.34367616250993e-16,-3.87038630449454e-16,-2.63755996408745e-16,9.72175632290831e-16,6.82287658733581e-16,-2.78586722046289e-16,-4.44243775338098e-16,-7.45163257297404e-16,-1.04779337082926e-16,-1.51773156979314e-15,-9.42330496497091e-16,1.98888700024123e-15,3.6369924926952e-15,1.46069244537073e-15,-1.18049868276507e-16,-2.56224490420377e-16,2.53376485310981e-16,5.42308973308066e-16,2.0684201546201e-16,2.98495790346685e-16,8.36285138554122e-17,-1.029102346409e-16,-2.79063176972294e-16,3.52877605771901e-16,8.6503126144616e-18,-1.72734667137151e-15,2.20044239495135e-15,1.12090519428059e-15,-2.80102578504068e-16,-5.65505418227068e-16
