"accepted_species","traits"
"t1",0
"t2",0
"t3",1
"t4",1
"t5",0
"t6",0
"t7",0
"t8",0
"t9",1
"t10",0
"t11",0
"t12",0
"t13",0
"t14",1
"t15",0
"t16",0
"t17",0
"t18",1
"t19",1
"t20",0
"t21",0
"t22",1
"t23",0
"t24",0
"t25",0
"t26",0
"t27",0
"t28",1
"t29",1
"t30",0
"t31",0
"t32",1
"t33",0
"t34",1
"t35",1
"t36",0
"t37",1
"t38",1
"t39",1
"t40",0
"t41",1
"t42",0
"t43",1
"t44",1
"t45",1
"t46",0
"t47",1
"t48",1
"t49",0
"t50",0
"t51",0
"t52",1
"t53",1
"t54",1
"t55",0
"t56",1
"t57",0
"t58",1
"t59",0
"t60",1
"t61",1
"t62",1
"t63",0
"t64",0
"t65",0
"t66",0
"t67",0
"t68",1
"t69",1
"t70",1
"t71",0
"t72",0
"t73",0
"t74",1
"t75",0
"t76",1
"t77",1
"t78",0
"t79",0
"t80",0
"t81",1
"t82",0
"t83",0
"t84",0
"t85",1
"t86",0
"t87",1
"t88",0
"t89",0
"t90",1
"t91",1
"t92",1
"t93",0
"t94",1
"t95",1
"t96",0
"t97",0
"t98",0
"t99",1
"t100",1
"t101",0
"t102",0
"t103",1
"t104",1
"t105",1
"t106",1
"t107",0
"t108",1
"t109",0
"t110",0
"t111",0
"t112",1
"t113",0
"t114",1
"t115",0
"t116",1
"t117",1
"t118",1
"t119",1
"t120",0
"t121",0
"t122",1
"t123",1
"t124",0
"t125",1
"t126",1
"t127",0
"t128",1
"t129",0
"t130",0
"t131",0
"t132",1
"t133",1
"t134",1
"t135",1
"t136",0
"t137",0
"t138",1
"t139",0
"t140",0
"t141",0
"t142",0
"t143",1
"t144",1
"t145",1
"t146",1
"t147",1
"t148",1
"t149",0
"t150",0
"t151",0
"t152",1
"t153",0
"t154",0
"t155",0
"t156",1
"t157",1
"t158",1
"t159",1
"t160",0
"t161",0
"t162",0
"t163",0
"t164",0
"t165",0
"t166",1
"t167",1
"t168",0
"t169",0
"t170",0
"t171",0
"t172",0
"t173",0
"t174",0
"t175",0
"t176",1
"t177",1
