"accepted_species","trait_ARD"
"t13","0"
"t14","0"
"t28","1"
"t75","1"
"t76","1"
"t26","1"
"t32","0"
"t10","0"
"t31","0"
"t36","0"
"t53","0"
"t62","1"
"t63","1"
"t3","0"
"t18","1"
"t42","1"
"t51","1"
"t52","1"
"t68","1"
"t94","1"
"t95","1"
"t46","1"
"t47","1"
"t22","1"
"t23","1"
"t2","0"
"t84","0"
"t85","0"
"t35","0"
"t59","0"
"t69","1"
"t70","0"
"t27","0"
"t97","0"
"t98","0"
"t96","0"
"t1","0"
"t56","0"
"t57","0"
"t92","1"
"t93","1"
"t43","1"
"t30","1"
"t78","1"
"t79","1"
"t38","1"
"t90","1"
"t91","1"
"t54","1"
"t55","1"
"t40","0"
"t41","0"
"t99","1"
"t100","1"
"t49","1"
"t82","1"
"t83","1"
"t7","1"
"t33","0"
"t34","0"
"t44","1"
"t71","1"
"t72","1"
"t86","1"
"t87","1"
"t37","1"
"t39","0"
"t60","0"
"t64","0"
"t65","0"
"t58","0"
"t66","0"
"t67","0"
"t24","1"
"t25","1"
"t29","1"
"t21","1"
"t73","1"
"t74","0"
"t5","0"
"t19","0"
"t45","0"
"t20","0"
"t50","1"
"t88",NA
"t89",NA
"t77","0"
"t11",NA
"t8",NA
"t9",NA
"t6",NA
"t4",NA
"t16","1"
"t80",NA
"t81","0"
"t61",NA
"t12","1"
"t17",NA
"t15","0"
"t48","1"
