,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,5.049294,5.505811,2.0378463,7.925474,1.98009,11.5299425,1.8479104,1.0786994,-0.2655317,3.0757406,3.8092706,4.851441,3.8801773,2.4387152,10.401024,-0.028248057,5.072034,0.035902806,0.59984684,-0.2820728,-0.62972206
t2,4.862141,5.252824,1.9125559,7.8037386,1.9556909,11.158804,1.6784556,1.0113289,-0.2951103,3.0934386,3.7530549,4.731021,3.7072985,2.4867554,9.936307,-0.02475253,4.9145975,0.035086494,0.75024456,-0.27219588,-0.5992719
t16,3.5214312,1.232023,1.1366843,6.6846576,2.5652556,7.395854,0.096083134,0.088489495,-1.0800962,1.527417,4.874004,1.6287262,0.2841004,4.0071917,2.3817437,1.3083062,3.9494712,0.02295474,1.5289654,-0.09664139,-0.0091771465
t17,2.8331068,1.0488967,1.3063735,6.5126085,3.1354246,6.5123982,0.11333541,0.13381317,-1.0936314,0.9058908,5.6529584,1.0921742,-0.091463715,4.3196077,1.2979002,1.2953129,3.6354568,0.024623197,1.6234379,-0.07588697,1.2391707
t4,4.1829243,2.8119652,1.2483215,7.6404676,1.7610074,9.360169,0.018257646,0.08540007,-0.6676188,2.7128136,3.8112488,2.9783938,1.8115335,3.2261314,5.510279,0.72877896,4.806726,0.02825695,1.1159271,-0.16460903,-0.40873787
t207,-0.30052727,5.287379,10.553931,19.394518,12.424972,-0.030563248,0.4362887,0.52866,2.1347997,0.5749677,23.144793,2.812634,-0.8238824,13.526375,-0.65282613,0.382983,5.4072695,0.04621957,0.0015459094,-0.21062739,18.571411
t208,-0.30049622,5.2896614,10.551004,19.391203,12.4215555,-0.03075459,0.4363686,0.5287675,2.1368706,0.5750808,23.139729,2.8118722,-0.8239403,13.524472,-0.6528221,0.38329798,5.406967,0.046202306,0.0015599593,-0.21041545,18.568653
t114,-0.29956302,5.187704,10.465812,19.209421,12.525627,-0.029911535,0.4399934,0.53029346,2.0141733,0.57397336,23.096035,2.8081517,-0.8208168,13.439412,-0.64853245,0.32933453,5.367475,0.045717698,0.0011313481,-0.20796965,18.661127
t124,-0.30282316,5.30536,10.56819,19.427927,12.515182,-0.033879746,0.43678176,0.52175754,2.1112666,0.5699471,23.171968,2.870732,-0.8225785,13.482964,-0.64708483,0.41677025,5.3302846,0.04618129,0.0012189352,-0.20977527,18.710451
t199,-0.30281562,5.3291073,10.603755,19.469353,12.545999,-0.033696685,0.43652347,0.51953226,2.102626,0.5793531,23.20628,2.8411846,-0.83070457,13.513019,-0.6492236,0.42234322,5.368501,0.044499822,0.0016313456,-0.2092301,18.721071
