,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,3.7620337,8.834498,2.1666708,2.7211607,4.1788015,5.6857,5.9009743,4.933131,5.3954387,4.127675,6.664,4.0793123,4.872067,4.6911955,3.7058325,4.2613225,5.2127976,1.9493454,4.50724,6.7426786,5.7152486
t2,3.7345362,8.781831,2.1434956,2.7624073,4.21606,5.685999,5.8837223,4.930758,5.4145746,4.1270027,6.6965237,4.0583644,4.889277,4.7152257,3.748883,4.270259,5.2308064,1.9291784,4.488974,6.799304,5.761065
t16,3.8055885,8.86279,2.1308799,2.9168136,4.426259,5.7475204,5.748081,4.876716,5.497973,4.0133,6.739605,3.8298185,4.7465353,4.64257,3.827393,4.1221213,5.415272,1.6479446,4.308744,6.845071,5.819754
t17,3.7345746,8.834895,2.1125257,2.9631014,4.452893,5.710043,5.7504506,4.9230404,5.517424,4.055931,6.7404885,3.8487806,4.7912006,4.6792445,3.873055,4.099529,5.40477,1.6242474,4.268717,6.855075,5.794837
t4,3.774748,8.828497,2.1418402,2.8221233,4.3021116,5.706269,5.832387,4.904641,5.4455323,4.0639544,6.7149587,3.9653947,4.8274527,4.6781206,3.765787,4.198497,5.3222356,1.8072,4.406116,6.8029733,5.781123
t207,5.4611807,8.02751,1.1623234,4.0011063,3.0658803,7.6194353,4.3288093,6.68727,5.117228,4.6178436,6.7502832,4.5739226,4.9632792,5.447524,4.916881,3.5731444,4.6206927,0.33943656,2.1367667,7.9744387,5.1895814
t208,5.4792213,7.987835,1.0956414,4.0506167,3.0969648,7.592734,4.35169,6.6792073,5.074216,4.586211,6.704805,4.599358,5.038253,5.4366612,4.9787393,3.5863862,4.709098,0.3448407,2.1768744,7.958437,5.2786956
t114,5.453477,7.9608674,1.1152443,4.041932,3.1352558,7.5937734,4.347988,6.702706,5.1323466,4.5547886,6.7721386,4.663111,4.931965,5.3279305,4.9330306,3.5929294,4.6309037,0.3551389,2.216368,7.958474,5.1989317
t124,5.4613347,7.9974995,1.1062031,4.010566,3.1228147,7.597846,4.3679085,6.694623,5.140645,4.6073456,6.779286,4.641324,4.943747,5.366537,4.908794,3.5494895,4.6493382,0.31404707,2.1696994,7.9406753,5.216427
t199,5.5435348,7.9327936,1.1479027,4.08605,3.1142793,7.612045,4.2649484,6.786224,5.0554795,4.591827,6.7636185,4.569489,4.98116,5.4312572,4.98909,3.5651934,4.645623,0.27671644,2.192381,7.9990172,5.214923
t200,5.498132,7.9693522,1.1268114,4.041817,3.1118207,7.614028,4.3192105,6.731407,5.10239,4.6157584,6.7791405,4.599237,4.9533887,5.385454,4.940754,3.5436418,4.6425133,0.2929553,2.1652238,7.96774,5.210136
t185,5.4202375,8.054129,1.123305,3.9697917,3.1013505,7.5719714,4.434186,6.619615,5.1658416,4.5894327,6.757212,4.656075,4.9489303,5.405668,4.886076,3.580252,4.654461,0.3554814,2.17062,7.9297285,5.2233577
t186,5.4395757,8.039038,1.0709878,3.9797328,3.1348157,7.557612,4.417882,6.6449614,5.1457314,4.62029,6.7490616,4.636066,4.994549,5.42011,4.894257,3.5366213,4.705512,0.30775973,2.162966,7.903234,5.272088
