"accepted_species","trait_ARD"
"t5","1"
"t6","1"
"t16","0"
"t17","0"
"t28","0"
"t44","1"
"t62","1"
"t66","0"
"t275","1"
"t276","1"
"t139","1"
"t250","1"
"t265","0"
"t266","0"
"t204","1"
"t159","1"
"t182","1"
"t183","1"
"t160","1"
"t177","0"
"t211","0"
"t214","1"
"t215","1"
"t125","1"
"t153","0"
"t154","1"
"t157","1"
"t195","1"
"t196","1"
"t171","0"
"t206","1"
"t207","1"
"t202","1"
"t203","0"
"t97","0"
"t172","1"
"t178","1"
"t179","1"
"t168","0"
"t226","1"
"t248","1"
"t249","1"
"t190","0"
"t191","1"
"t107","0"
"t118","0"
"t131","1"
"t132","0"
"t269","0"
"t270","0"
"t150","0"
"t208","0"
"t237","0"
"t238","0"
"t141","1"
"t205","1"
"t251","1"
"t252","1"
"t143","1"
"t111","1"
"t112","1"
"t85","1"
"t83","1"
"t59","0"
"t43","1"
"t24","0"
"t54","1"
"t55","1"
"t53","0"
"t89","1"
"t117","1"
"t122","1"
"t137","1"
"t138","0"
"t82","1"
"t78","1"
"t73","1"
"t91","1"
"t92","1"
"t76","1"
"t57","0"
"t38","0"
"t58","1"
"t60","0"
"t61","0"
"t56","0"
"t50","0"
"t27","0"
"t34","1"
"t41","1"
"t42","1"
"t64","0"
"t68","0"
"t69","0"
"t63","0"
"t65","1"
"t87","1"
"t88","1"
"t109","1"
"t110","1"
"t273","0"
"t274","0"
"t197","0"
"t198","1"
"t133","1"
"t166","0"
"t285","0"
"t286","0"
"t240","0"
"t271","1"
"t272","1"
"t188","0"
"t213","1"
"t229","1"
"t263","1"
"t264","1"
"t236","1"
"t283","1"
"t284","1"
"t267","1"
"t268","1"
"t192","1"
"t224","0"
"t255","1"
"t256","1"
"t146","1"
"t93","1"
"t94","1"
"t77","1"
"t36","1"
"t37","1"
"t39","1"
"t40","1"
"t35","1"
"t49","1"
"t149","0"
"t242","1"
"t243","0"
"t230","0"
"t231","0"
"t158","1"
"t147","0"
"t185","0"
"t186","0"
"t184","1"
"t105","0"
"t108","0"
"t142","0"
"t148","1"
"t239","1"
"t259","1"
"t260","1"
"t210","1"
"t86","0"
"t103","0"
"t104","1"
"t90","0"
"t277","1"
"t278","1"
"t234","0"
"t235","0"
"t161","0"
"t126","0"
"t120","0"
"t95","1"
"t101","1"
"t162","0"
"t163","1"
"t98","0"
"t99","0"
"t102","0"
"t253","0"
"t254","0"
"t134","0"
"t135","0"
"t151","0"
"t152","0"
"t72","1"
"t84","1"
"t129","1"
"t217","0"
"t261","1"
"t262","1"
"t216","1"
"t199","1"
"t219","1"
"t220","1"
"t212","1"
"t241","1"
"t257","1"
"t258","1"
"t181","1"
"t128","1"
"t173","1"
"t174","1"
"t222","0"
"t223","0"
"t170","0"
"t127","1"
"t169","1"
"t281","1"
"t282","1"
"t209","1"
"t232","0"
"t233","0"
"t225","1"
"t218","1"
"t187","1"
"t167","1"
"t96","0"
"t246","0"
"t247","1"
"t123","0"
"t124","1"
"t100","1"
"t115","0"
"t116","0"
"t33","0"
"t29","1"
"t30","1"
"t21","0"
"t7","1"
"t9","1"
"t10","1"
"t18","1"
"t45","1"
"t46","1"
"t47","1"
"t31","1"
"t23","1"
"t32","1"
"t51","0"
"t52","1"
"t70","1"
"t71","0"
"t79","1"
"t80","1"
"t67","1"
"t81","0"
"t193","1"
"t194","0"
"t130","1"
"t144","1"
"t145","1"
"t140","1"
"t279","0"
"t280","0"
"t175","1"
"t176","1"
"t136","0"
"t200","0"
"t201","1"
"t164","1"
"t165","1"
"t155","1"
"t156","1"
"t121","1"
"t106","1"
"t113","1"
"t114","0"
"t74","0"
"t75","0"
"t227","0"
"t228","0"
"t180","0"
"t244","0"
"t245","0"
"t221","0"
"t189","0"
"t119","1"
"t48","1"
"t14","0"
"t13","1"
"t3","0"
"t4","0"
"t12","0"
"t15","0"
"t25","1"
"t26","0"
"t22","1"
"t19","1"
"t20","0"
"t11","0"
"t8","0"
"t2","0"
"t1","0"
