,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,2.9204743,0.026377784,-0.102228574,9.917186,9.480111,3.3343337,6.4229026,6.6983247,6.6975093,0.04756249,5.3248973,9.295269,-1.8594791,-0.047028687,-2.2250943,-0.008079842,14.773924,-0.44582736,10.85393,-1.8805324,-1.0103588
t2,3.3709826,0.030140786,-0.114719845,10.676957,10.233081,3.654948,7.0798125,7.2654266,7.385797,0.04889464,5.816846,10.196498,-2.0065165,-0.051009584,-2.4541507,-0.0032505523,16.035187,-0.48600873,11.809256,-2.0752516,-1.0984893
t3,3.3719845,0.17715994,-0.1446415,9.642649,9.412447,3.5874832,6.90015,7.5113583,6.902258,0.058246687,5.2566695,9.124651,-1.8047138,-0.047593784,-2.248749,0.073737785,15.315678,-0.4565413,10.829389,-1.8426639,-0.9780185
t4,1.8768548,0.0052203625,-0.08286643,9.8754635,7.098639,3.0832872,4.7802725,6.3199406,5.2988048,0.037761774,5.801017,7.819395,-1.7678893,-0.036862437,-2.1947522,-0.042288538,11.97346,-0.44227237,10.7675295,-1.4315139,-0.7773889
t5,4.3960624,0.059761085,-0.1349679,7.515966,9.489154,2.786804,7.691506,6.036296,7.760297,0.04541825,4.976967,9.34354,-1.524924,-0.0483651,-2.2931936,1.8157258,14.783165,-0.48591483,9.413053,-2.0856895,-1.0580113
t6,2.8693993,3.2331896,-0.2908221,5.9096413,5.1329923,2.490036,5.3726974,8.551473,3.8933043,0.051490642,3.1059625,4.2171783,-0.99352723,-0.031777766,-1.373064,-0.093922555,13.178499,-0.36207914,7.1059732,-0.68743145,-0.4979561
t7,5.07631,0.06158243,-0.13985877,7.256754,8.639302,2.2564847,8.567293,5.2144065,7.798107,0.0315175,4.7041793,9.5161295,-1.4474324,-0.045725305,-2.311227,1.1913655,14.0602455,-0.4540896,9.3497305,-2.067428,-0.97236645
t8,-0.015645467,0.7443944,-0.117089115,8.888898,4.821019,1.3530589,0.97754025,2.7945678,2.5325086,0.040597767,5.314848,6.595987,-1.7306235,-0.033496432,-1.1516486,-0.10711472,13.238589,-0.3171489,6.9878187,-1.182782,-0.7255517
t9,2.2871428,1.0414094,-0.14717443,6.670737,6.836355,3.3512418,5.4882255,6.537914,4.662557,0.08577044,4.2149577,7.1389976,-1.2665703,-0.037107576,-1.4786223,1.4490272,11.050467,-0.2879594,7.599589,-1.1414856,-0.6080796
t10,1.4252197,0.085760154,-0.03918473,9.824246,8.948134,2.5895271,4.9742928,4.8684034,4.8391094,0.038393565,3.1325881,7.1977763,-1.4898889,-0.03431775,-1.2399075,-0.110256575,9.405833,-0.38678518,8.656331,-1.2707838,-0.8622478
t11,1.5578139,0.08719869,-0.04320169,10.075319,9.194595,2.6512926,5.20842,5.050247,5.0433636,0.038762957,3.2940688,7.4735203,-1.5362221,-0.03567217,-1.3066467,-0.110254385,9.817588,-0.3986411,8.959367,-1.3345896,-0.89023864
t12,-0.45845124,2.0792534,0.5714211,-0.045612775,3.1138759,0.1258143,3.4734793,1.0849789,0.04321776,0.15886953,0.002200854,-0.164741,4.386088,2.6249568,9.837067,1.3990369,-0.015134815,-0.061009303,3.878078,5.494204,2.5209677
t13,0.53741723,0.084788434,-0.017988367,8.532492,8.003815,2.2127438,3.6750665,3.7922816,3.5093634,0.039857708,1.8355306,5.5482144,-1.1245728,-0.025892342,-0.6603462,-0.11796155,6.3548174,-0.32397094,6.649262,-0.8499835,-0.7176668
t14,3.2830029,3.3421373,-0.3043611,6.1887994,5.2297373,2.7297916,5.635997,8.709306,4.0059996,0.046551034,3.258985,4.623734,-1.0422344,-0.032623656,-1.447641,-0.10137753,13.581839,-0.37886372,7.690491,-0.78651273,-0.52987415
t15,4.4289174,0.046636615,-0.12470689,5.6415677,6.941915,1.7366416,7.4379983,3.9627554,6.5028405,0.030745074,3.7241414,7.8995748,-1.1315297,-0.037751954,-1.864694,1.2867604,11.39239,-0.36184552,7.468798,-1.6958683,-0.7695679
t16,-0.2908574,1.1961524,-0.120942324,7.881635,2.7146964,0.29069987,-0.100534834,0.6834654,0.24906984,0.041337024,4.6132035,4.5735383,-1.5296181,-0.026305446,-0.4842043,-0.15261103,11.567004,-0.24098639,4.6860776,-0.78226054,-0.5456544
t17,-0.29344046,1.1775435,-0.117022194,7.981929,2.8127253,0.34023523,-0.09529254,0.7184873,0.24498546,0.04367175,4.6417522,4.685127,-1.5462536,-0.026780983,-0.4963319,-0.15319441,11.59377,-0.24359636,4.7613845,-0.78662837,-0.55113477
t18,-0.5912421,1.2750802,-0.13182953,5.249748,1.2729216,0.11047154,-0.21497725,-0.021942394,0.014899167,0.06696454,4.1641994,2.0047095,-1.1678568,-0.017682672,2.5797207,-0.16571717,9.020998,-0.16358003,2.4431126,-0.21585827,-0.16839445
t19,-0.38253492,0.0066995346,-0.10476241,6.402195,1.5566101,0.06771865,-0.30154094,6.0562005,0.010097709,0.090895124,9.018497,0.26280773,-0.6171098,-0.008024286,-1.12851,-0.15937214,1.6724225,-0.28365925,12.282345,5.4021726,-0.03021104
t20,8.294808,0.018921733,-0.17282714,3.568687,5.629502,1.0946063,12.290502,3.0065205,7.781563,0.044534452,2.4204435,10.322528,-0.74177915,-0.041615743,-2.4042206,1.7165742,13.874474,-0.43179694,7.252069,-1.8945712,-0.7523743
t21,1.7605305,0.06814773,5.111695,0.5558625,7.4486637,6.7369847,-0.13482636,0.12782513,5.4765415,0.041593015,0.009881952,-0.05307519,-0.019010585,-0.0077097677,-1.0604912,4.63318,1.9527906,2.0433605,0.5926548,-0.8722972,-0.44225976
t22,-0.4259467,1.1988714,-0.12300293,7.131659,1.9798777,0.03071091,-0.15194775,-0.0021334002,0.005419465,0.046975195,4.4606395,3.588915,-1.427507,-0.022901017,-0.13637309,-0.17478174,10.683819,-0.22917137,3.8908951,-0.5940607,-0.42718676
t23,-0.5785692,1.1256735,-0.12515667,5.4133363,1.3657556,0.09988149,-0.21319725,-0.02215178,0.012583097,0.05858435,4.0088944,2.1056964,-1.193497,-0.017138295,2.1838355,-0.16635057,9.072564,-0.17736831,2.4860137,-0.28319502,-0.20746882
t24,7.523342,0.019407935,-0.15296659,3.5244353,5.522112,1.0697391,11.111528,2.7933676,7.20919,0.04362917,2.4023275,9.474927,-0.7187939,-0.03864703,-2.2185643,1.7198381,12.888348,-0.4005906,6.850405,-1.8037549,-0.71464133
t25,7.326269,0.014904663,-0.14582872,2.9249272,4.91031,0.85413206,10.707957,2.3423576,6.736392,0.04248432,2.0233436,8.905043,-0.5960636,-0.03567914,-2.0656087,1.7302023,12.001532,-0.3702456,6.152923,-1.6760881,-0.646261
t26,2.860328,0.030117596,-0.16465084,1.3192087,5.238628,1.2552228,3.9450636,3.0788043,4.09719,0.05167859,2.4206157,4.263162,-0.2678326,-0.028274732,-0.9196593,3.9589953,7.6071625,-0.31752214,2.251478,-0.87890667,-0.54312545
t27,0.022066806,0.054447256,-0.01294014,7.311988,6.9245753,1.7588699,2.8378818,2.8177207,2.755733,0.046168976,1.2433827,4.2962427,-0.8667523,-0.017809125,-0.27671778,-0.13383108,4.409383,-0.28128737,5.2210755,-0.5412209,-0.57128656
t28,2.4607685,0.1430656,-0.15933467,0.54812247,4.617145,1.0461528,3.294122,2.6160583,3.48924,0.052596435,2.1772637,3.4298007,-0.08299014,-0.024602205,-0.7011841,4.1847916,6.2776375,-0.2849592,1.247366,-0.6500326,-0.45133927
t29,2.541065,0.20968983,-0.17163374,0.6060761,4.7438855,1.0909989,3.2899036,2.6321168,3.569995,0.053913984,2.338057,3.624386,-0.09321318,-0.025417985,-0.6774043,4.3547626,6.383555,-0.27690437,1.2830694,-0.68409675,-0.46446782
t30,3.6684337,0.5601032,-0.31895018,-0.086852185,2.966014,0.042996753,1.4097779,1.5420172,1.7412705,0.049832873,3.2248619,0.4194729,4.569036,-0.014487166,2.8358464,7.779456,2.9818738,-0.11039335,-0.35640264,2.8997152,-0.088284455
t31,-0.034783673,0.04410754,-0.011027075,6.7295637,6.3805757,1.565782,2.6543455,2.432017,2.4842286,0.04630599,1.0529855,3.7264524,-0.76561975,-0.015020782,-0.16470586,-0.13137794,3.7098556,-0.26107726,4.719906,-0.4326746,-0.49811926
