"accepted_species","trait_ARD"
"t40","1"
"t41","1"
"t99","0"
"t100","0"
"t68","1"
"t7","1"
"t91","0"
"t92","0"
"t49","0"
"t50","0"
"t10","0"
"t47","0"
"t6","1"
"t78","1"
"t79","1"
"t31","1"
"t39","1"
"t60","0"
"t61","0"
"t30","1"
"t64","0"
"t65","0"
"t26","0"
"t37","1"
"t38","0"
"t34","1"
"t14","1"
"t95","1"
"t96","0"
"t18","1"
"t75","1"
"t27","0"
"t21","1"
"t90","1"
"t97","1"
"t98","1"
"t48","1"
"t42","1"
"t43","1"
"t22","1"
"t23","1"
"t4","0"
"t35","0"
"t36","0"
"t24","0"
"t25","0"
"t32","1"
"t33","0"
"t2","1"
"t3","0"
"t28","0"
"t29","0"
"t58","0"
"t59","0"
"t45","0"
"t1","1"
"t88","0"
"t89","0"
"t46","0"
"t16","1"
"t17","0"
"t69","0"
"t70","0"
"t86","0"
"t87","0"
"t55","0"
"t93","1"
"t94","1"
"t76","1"
"t77","0"
"t51","0"
"t15","0"
"t5","0"
"t8","1"
"t9","1"
"t11","0"
"t12","1"
"t54","1"
"t66","1"
"t67","1"
"t53","1"
"t62",NA
"t63","1"
"t52","0"
"t44",NA
"t84",NA
"t85",NA
"t56",NA
"t57",NA
"t73",NA
"t74","1"
"t71",NA
"t80",NA
"t81",NA
"t19","1"
"t20","1"
"t72","1"
"t82","1"
"t83","1"
"t13","1"
