"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118"
"t1",-0.0361252875307589,0.0129967309613316,-0.030656147081319,0.00672972875559765,0.00784871739359185,-0.0556011664773479,0.00697341856890111,-0.131229080364676,0.0226619325891574,-0.013029244976974,0.000260485868125441,-0.000434361969185462,0.00115043253202491,-5.54878725579276e-05,3.87271163673953e-05,-0.0336334387123354,0.163989680465097,-0.249930143001898,0.330539484528134,-0.112853746367442,0.000302568305690279,0.46173766788672,-0.0520259348341909,-0.228474217401201,-0.000231721246387452,0.0433312507567265,-0.000305221468821586,0.0173188675499604,-0.244443669020172,0.00850952125472332,-0.0444973412194553,1.03135269994126e-05,-0.0279644833500031,0.164139507981014,-0.0277409210879724,0.0178273977935862,-1.44661105905611e-05,0.018152032801405,-0.043131163110846,0.0216168207557404,0.00367705707541508,-0.0844774432061972,0.00176932445059079,0.0689138729079636,-0.0378983653482464,0.0559053651746724,-0.0479732069637779,-0.0118333918605592,0.0809380578996599,-0.0203916349325522,-0.0164879590045816,-0.00159649665658514,-0.00810913257097525,-0.0222356380419533,0.0331417573885216,0.0201990759141536,0.000957461159756298,0.00309710291602571,-0.0332263847284007,-0.0136030203080735,-0.092134827927043,0.13495745289862,0.000502628845158524,0.00250889449958007,0.00844040540096611,0.0015414578546066,-0.578161405000889,0.00329372293274934,0.000205901708980091,0.000335888457354334,0.0308157972949634,-0.0204917083540011,-0.000182581452536083,-0.000379119689307777,-0.000120102089755905,-4.28624740586453e-05,-0.00345448018031117,-0.00013708453574615,0.00107303515034662,3.93597088632113e-05,0.0053925754385079,-3.08949217098443e-05,-2.46525703743269e-07,-8.51806333790008e-08,-1.10775713674536e-06,-2.4620199775666e-06,-1.61531103118296e-06,5.41973992866762e-06,-1.01831455487796e-16,-3.01864596093803e-17,-4.54890116677673e-06,-1.23644719201615e-16,5.07354590428886e-17,9.64921080273275e-11,6.88660162822103e-17,3.1325544154882e-16,3.3886565568772e-16,1.10851320896023e-09,1.17868021520065e-17,1.55370137682819e-10,1.10334529757148e-16,1.48064613526826e-17,1.31610428331327e-16,-2.68762600949758e-07,-6.86743653544883e-17,8.65208287157391e-18,-5.38816126626962e-16,-1.95897245333471e-16,-1.65384917980364e-16,-1.7385661115051e-16,-1.7635733572102e-16,-7.98708363827123e-17,-3.75787104287773e-17,-3.54456506380182e-16,3.50514988366791e-05,8.05216280411661e-17,4.37130121622107e-17,-9.21432095421275e-18
"t2",-0.0359054464403624,0.0129000747442941,-0.0301432256817366,0.00661165966874347,0.00760566609302783,-0.0537362223818367,0.00671742868789448,-0.125527877989654,0.0216289852808432,-0.0123849029401585,0.000246831917955357,-0.000409003701330614,0.00107547942592131,-5.0932499591481e-05,3.5304913048462e-05,-0.030211182959764,0.141539869730567,-0.213912953818123,0.27621810261409,-0.0931727436555164,0.000242353197770245,0.364701924487924,-0.0404571527039502,-0.177383110340639,-0.000177878313816036,0.0313799774038043,-0.000220353699115048,0.0114844228372014,-0.155361458167511,0.00532654452050438,-0.0241480295334427,5.38825310471062e-06,-0.013627817249143,0.0776302570149672,-0.0124266310680971,0.00767099440100916,-5.70263605702519e-06,0.00654456562219894,-0.0122315496633305,0.00579849683676291,0.000520274051968385,-0.00879077094013586,8.68982077017205e-05,-0.000457678873558576,0.00159515529820521,-0.00417975255210884,0.00821642529068526,0.00241966553083124,-0.0264761336024216,0.00773295653914357,0.0072747405962793,0.000708239600899487,0.00393594386787372,0.0123269230930102,-0.0196307334982375,-0.0126862412772881,-0.000626208731296708,-0.00229775047975387,0.0265221424813978,0.0135303562517252,0.0949664093467732,-0.143471623618817,-0.000556007248354436,-0.00308120431503762,-0.010472196628403,-0.00195949415583872,0.762448966346076,-0.00510714650408439,-0.000345382276627076,-0.000600333586243555,-0.0616071960818849,0.041725487381217,0.000372699105312199,0.000808525671693649,0.000266134844736939,9.49830761912467e-05,0.00765681903897871,0.000307414252036855,-0.00264280664723703,-9.71621020643173e-05,-0.0153029000699255,0.00010863857269647,1.51003480746696e-06,5.52200377837092e-07,7.26148337392647e-06,1.95896748043716e-05,1.32415750205488e-05,-4.92475643645039e-05,3.22282313108391e-16,8.71765170150665e-17,-0.00042575013612152,3.32871494339327e-16,-3.33818266646526e-17,1.4550866203438e-09,-3.94234942417947e-17,-4.47036645213745e-16,-4.01329153286876e-16,1.09426345804153e-08,-4.58442936720955e-17,1.41716363137187e-09,-9.30525209600595e-17,1.547959414718e-17,-2.19414927212271e-16,-2.15281103658139e-06,1.52068850124162e-16,5.56101625773076e-17,3.74569451601936e-17,2.38972738710687e-16,2.13390403099646e-16,2.162215168982e-16,1.98555021641847e-16,1.21388407429605e-16,2.21945837950476e-17,3.99931638484532e-16,0.00015917043178887,2.2519267265876e-17,-8.05040861668641e-17,-2.81868342636078e-17
"t26",-0.0617489573005316,0.0405165937468976,-0.0203359905450323,0.00468086165080317,0.0125764448874477,-0.0674461933348762,0.00960770876072236,-0.261123063749952,0.0533078223798104,-0.0475846423081032,0.00177442365353799,0.00298128936477199,-0.00206679343093812,0.000153725916964121,-1.15705469604536e-05,0.00408735315369611,0.011537818762829,-0.0272625462357527,0.0233549762151107,-0.0104110790548542,3.45355098324988e-05,0.0546453765867576,-0.00626890453598033,-0.0275522839852201,-2.79682149909785e-05,0.00471056677002449,-3.28340228226479e-05,0.000889067418774874,0.156058592553169,0.00104433069405762,0.0073199559675507,-2.97266822791538e-06,0.0247936232180037,-0.331457712167735,0.0641318256130651,0.0202833244405663,-6.74392944339784e-06,0.0037777390204639,0.46032053223063,0.0481095672921706,0.0179311526881478,-0.0308016862860593,0.000541930388359165,0.0181765005676421,-0.00924533495134495,0.0129791565291533,-0.0365925002079996,0.00123150261323589,-0.000863160902423599,0.000706832883750937,0.00142477152456866,0.00295752908677251,0.00077780310704422,0.00326755544082415,-0.00593524096687022,-0.0043091992465892,-0.000231366190377002,-0.00120608293846444,0.0794081283629502,0.0164038102045688,0.179689126930041,-0.587812660634437,0.00314716145608537,-0.0469780914946462,0.00507164141526695,0.000718425524087445,-0.187014344209299,-1.28995050955586e-05,-2.30714320564474e-05,-7.06983663873011e-05,-0.110513758728171,0.0735163141802881,-0.00196591289448569,-3.8147504304288e-05,9.8582706795117e-05,3.97680217089911e-05,0.0117522848639317,3.98145445494435e-06,-9.59749738051168e-05,-3.4507096555652e-06,0.325531649689298,0.00044297004712364,4.62554523683321e-06,1.56250376168237e-07,2.05687965856586e-06,5.80578637897326e-05,3.8254162404961e-06,-1.43404350491597e-05,-3.0437851673029e-16,-3.97894644258986e-16,-0.000134071528161133,6.71563221269336e-18,-7.21768610441647e-16,4.73543199236392e-10,3.44114983924756e-16,2.97087654944554e-16,-1.13366954928131e-16,3.63126822631886e-09,9.65795629178967e-17,4.7240486271548e-10,4.79127220343984e-16,-2.03071225919649e-16,1.43383347643216e-15,-7.23466176761317e-07,1.19532992554611e-16,-2.93197335361416e-16,1.02860745495958e-15,-7.59305405978411e-16,-1.07100683244018e-16,-1.89775472762901e-16,-2.15352919340472e-16,3.50064484229814e-16,-1.29738394153891e-16,6.59123628734708e-16,5.60779700099426e-05,-1.6183053393938e-16,-9.38050803527171e-17,2.62630669855983e-17
"t51",-0.0635065211270049,0.0419416059960652,-0.0220793820293782,0.00510475988161174,0.0148692064669467,-0.0811369632666923,0.0118185688057274,-0.338134795902463,0.0702509896272847,-0.064847953320427,0.00248519161969899,0.00443391529552914,-0.00332329066767632,0.000322046581049852,-2.78354144152186e-05,0.0154468077937551,-0.0334910299693294,0.0508011100343961,-0.0173869130309414,0.00515394603509237,-5.05885503014218e-06,-0.00267242965214362,-0.000220920079387402,-0.0011805190022474,-2.56326507299808e-06,0.00123397059674558,-8.81999370987751e-06,0.000361132859418691,0.0710770985000962,0.000492244549509495,0.00434444473342781,-1.84634841566216e-06,0.0165792420438399,-0.228132245552836,0.0463521067963993,0.0151642649049985,-5.39666166342166e-06,0.00321945749783075,0.454114141287205,0.0489124430111647,0.0239352309585383,-0.0450894863803626,0.00092208807727682,0.0369354422085997,-0.0214173228822129,0.0345134201138392,-0.173106879367875,0.00798217923163985,0.0142463918240892,-0.00457237380223597,-0.00529033063479299,-0.010800161271144,-0.00220122450916668,-0.0066769434305443,0.0104664161560406,0.00670775820600172,0.00033115716410028,0.00134023931883177,-0.0763768549360131,-0.010070822017251,-0.101966816442683,0.310772052771057,-0.0015126579843482,0.0169817259298322,-0.00177622125370441,-0.000232518856285101,0.0530533186244166,1.31261895439485e-06,1.11691011338088e-09,-6.89732132934693e-06,-0.0381626383925518,0.0296412708553977,-0.000809215928316428,-2.25687584540925e-05,8.13277355169283e-05,3.28196776340051e-05,0.00971860720486649,3.67048637293502e-06,-0.00031605591547111,-1.19788457036661e-05,-0.65382557256141,-0.000313590124760946,-1.29106665057353e-06,-4.09039606287103e-08,-5.31917005146833e-07,-1.23135098978925e-05,-7.88694832635171e-07,2.69170390586781e-06,2.99765582149439e-16,1.16500277162258e-15,5.22033117799803e-06,-3.18513820890664e-16,1.15902480565341e-15,7.38423833221915e-12,-1.31585237892557e-16,-3.39525795624875e-16,-3.65761160156948e-16,1.71494355954452e-10,1.81795156840329e-18,2.57535078274e-11,1.17034978891062e-16,5.17991126436152e-16,-1.44310753391647e-16,-4.89042764040483e-08,-4.63899308577103e-16,2.19047493439911e-16,3.3305439611345e-17,1.04550773367896e-15,1.25671629515075e-16,2.21452257589396e-16,4.24651527400513e-16,-2.70050751764813e-17,5.33262039615076e-17,1.65982042324277e-16,8.10168831750739e-06,-8.72285438897654e-17,3.31294388797937e-17,-2.13545629667813e-16
"t65",-0.0647272532465028,0.0429329329525351,-0.0233056039362828,0.00540319957703739,0.0165097055144929,-0.090963669971257,0.0134116060161923,-0.394088669770073,0.0825939722760516,-0.077485082164532,0.00300742765472934,0.00550930125475474,-0.00426155369768644,0.000450536943629143,-4.03550734875445e-05,0.0243496715179109,-0.0705677678574614,0.115758114862502,-0.0523298029860781,0.0187116155968716,-4.09253481396238e-05,-0.0555569224451461,0.00547568495814828,0.0237125140981838,2.17833108073751e-05,-0.00237479292055451,1.62154314052275e-05,-0.00026142631025499,-0.035846518585977,-0.000219196762368399,-0.000541432654331497,1.39870860691742e-07,-8.60975695907516e-05,-0.00448635679265029,0.00271643258358662,0.00126421782232005,-6.92862726069886e-07,0.000531514552987557,0.107093172504676,0.0121468484143549,0.00812336953701049,-0.0163922806944935,0.000366807008749104,0.0159442773577475,-0.00970251483236997,0.016314100316142,-0.0920252705071506,0.00440970944050418,0.00902781639002522,-0.00306803690588332,-0.00379975640076413,-0.00777774209158707,-0.00166007725364074,-0.00544043328383946,0.00890594794619762,0.005949496638545,0.000302858733899297,0.0013644810082773,-0.0835893857022031,-0.0146381769598208,-0.157265194807391,0.506751108825163,-0.00266759518986224,0.0386366463128018,-0.00416389301010663,-0.000587967125456661,0.152724678913144,1.09268720458896e-05,2.06242805732008e-05,6.76766240703676e-05,0.129852422268047,-0.0906878275062761,0.00244220757389177,5.47777790179126e-05,-0.000167775113499044,-6.7694340890361e-05,-0.02002802254252,-7.22764264563356e-06,0.000453726379341835,1.70796603658066e-05,0.648521246141355,0.000202635972904205,3.78804098587878e-07,1.12306388243679e-08,1.44188773212306e-07,2.69896276745497e-06,1.67584304759468e-07,-5.15308612315031e-07,-2.3969616005234e-16,-1.036238195107e-15,-1.07792583482589e-07,6.25035973600019e-16,-7.48805801799255e-16,2.95847503910337e-13,-3.34648103992275e-17,2.48989539815116e-16,6.5021043971125e-16,1.27391987349742e-11,2.97120887475342e-16,2.1136755163382e-12,-6.45460255111743e-16,-7.60356289499464e-16,-9.29617966913373e-16,-4.69254188422357e-09,4.90425794801454e-16,-2.17374981653558e-16,-1.9252781236527e-15,-1.64053438286402e-16,7.344551786212e-17,6.76788533986063e-17,-1.03871883102382e-16,-2.35442279581322e-16,-1.11713713254108e-17,-7.13374508678809e-16,1.41809640049484e-06,-2.42731656933253e-16,1.32961444406501e-16,-4.01437443005578e-17
"t100",-0.0655294869814229,0.0435849454360878,-0.0241167153630828,0.00560070767352303,0.0176044155992886,-0.0975315271573315,0.0144784360323802,-0.431717381557262,0.0909056352302634,-0.0860154362405424,0.00336060367597069,0.00623928644174752,-0.00490118046290152,0.000539076903370565,-4.90167068838466e-05,0.0305622127611901,-0.0970395177532802,0.162356707931317,-0.077736574885988,0.028636056257996,-6.76224320128845e-05,-0.0952232820639758,0.00978467497829339,0.0425583273090734,4.03279507151346e-05,-0.00520945363162145,3.59123000189655e-05,-0.000772833113007871,-0.125527052540316,-0.000820317770319313,-0.00495101137579675,1.96256549839138e-06,-0.0158376051153828,0.209516457241125,-0.0399568359260318,-0.0125436950015153,4.13513574645043e-06,-0.00231554325499387,-0.289326920014411,-0.0305187615847924,-0.0129792956038466,0.0236743964545239,-0.000464632220050756,-0.0179715845194065,0.0102244729511095,-0.0162230860548066,0.0785530361085924,-0.00359070509187523,-0.00629159699880084,0.00201612371038176,0.00233931802830127,0.00477670940261075,0.000978337877980359,0.0030068543491738,-0.00476053951334301,-0.00308525886459044,-0.000153732428552086,-0.000646669379782314,0.0380142627924802,0.00584617368424003,0.0614539502026927,-0.194280187681629,0.00099771741535029,-0.0135255066650706,0.00144814330462078,0.00020132166357091,-0.0510660219210692,-3.28425597960523e-06,-5.88083509250629e-06,-1.84872563674365e-05,-0.0328626263425987,0.0226641858577611,-0.000609303606049589,-1.32613673415578e-05,3.9559741322878e-05,1.59612161443426e-05,0.00472155465372097,1.69023399372071e-06,-9.9450079592967e-05,-3.73768516454742e-06,-0.128863828777719,-3.47295134688567e-05,-4.49289734205273e-08,-1.28540032600252e-09,-1.63891881312343e-08,-2.72717635089706e-07,-1.66390329937955e-08,4.8213709071561e-08,2.05715555980381e-16,7.47138622939036e-16,3.44067246616626e-09,1.21155323435452e-16,2.5182304973792e-15,-7.93425843021442e-16,2.25208359871608e-15,-6.95771939020974e-15,-1.00975474389756e-14,2.47883682354081e-13,-9.80454384237554e-15,4.64355727361139e-14,6.11510821114398e-15,-1.13858047548276e-14,-4.05823648890797e-15,-1.56844938786689e-10,-4.82985900955683e-15,6.33160806207636e-14,-0.707106781186547,1.50073549817712e-13,-3.32409433282016e-15,-6.44971251755437e-16,-1.56901403524616e-16,2.04536113890474e-16,-2.09050876680961e-15,-1.79758821055784e-15,1.33610231615893e-07,-2.32413656135428e-15,1.37618809377306e-15,1.08145625955723e-16
"t101",-0.065529486981423,0.0435849454360878,-0.0241167153630829,0.005600707673523,0.0176044155992885,-0.0975315271573314,0.0144784360323802,-0.431717381557262,0.0909056352302633,-0.0860154362405422,0.00336060367597055,0.00623928644174752,-0.00490118046290181,0.000539076903370425,-4.90167068839517e-05,0.0305622127611899,-0.0970395177532801,0.162356707931317,-0.0777365748859877,0.0286360562579958,-6.76224320128632e-05,-0.0952232820639755,0.00978467497829349,0.0425583273090737,4.03279507152858e-05,-0.00520945363162117,3.59123000188364e-05,-0.000772833113008118,-0.125527052540316,-0.000820317770319326,-0.0049510113757967,1.96256549811885e-06,-0.0158376051153828,0.209516457241125,-0.0399568359260317,-0.012543695001515,4.13513574642774e-06,-0.00231554325499372,-0.289326920014412,-0.0305187615847925,-0.0129792956038468,0.023674396454524,-0.000464632220051089,-0.0179715845194059,0.0102244729511088,-0.0162230860548058,0.078553036108592,-0.00359070509187577,-0.00629159699880056,0.00201612371038252,0.00233931802830105,0.00477670940261024,0.000978337877979873,0.00300685434917367,-0.00476053951334375,-0.00308525886459049,-0.000153732428552874,-0.000646669379782365,0.0380142627924786,0.00584617368423971,0.0614539502026924,-0.194280187681625,0.000997717415351328,-0.0135255066650713,0.00144814330462006,0.000201321663571635,-0.0510660219210688,-3.28425597873787e-06,-5.8808350927266e-06,-1.84872563667181e-05,-0.0328626263426018,0.0226641858577621,-0.000609303606050065,-1.32613673426606e-05,3.95597413255033e-05,1.59612161446468e-05,0.00472155465372344,1.69023399393637e-06,-9.94500795922517e-05,-3.73768516616995e-06,-0.128863828777717,-3.47295134690648e-05,-4.49289736376505e-08,-1.28540129062418e-09,-1.63891894160266e-08,-2.72717635912597e-07,-1.66390315465042e-08,4.82137107981687e-08,-1.90149435590331e-16,-3.18153179214756e-16,3.44067357859157e-09,-4.3141103830464e-16,-2.27389758286109e-15,-2.25111276317445e-16,-2.1878319187839e-15,6.82008240550777e-15,9.74585928589368e-15,2.44732641251357e-13,9.53014925586455e-15,5.57403848276797e-14,-5.58434236658838e-15,1.1825005441044e-14,4.46958450794438e-15,-1.56851151440976e-10,4.72101463258093e-15,-6.32436115686e-14,0.707106781186549,-1.50159509099314e-13,3.22351191626371e-15,5.13024561116614e-16,9.38337858598072e-17,-9.64001433892768e-17,1.99908763816306e-15,2.19503631312947e-15,1.33610233056212e-07,2.92061624431054e-15,-1.50644154414262e-15,-9.67064551462527e-17
"t5",-0.0793864110266525,0.0608541818049149,-0.00559209899135477,0.00150614323510934,0.00910184103908116,-0.03291811769499,0.00461041357174661,-0.116106759321385,0.0228920226483091,-0.0188954325077519,0.000653087803759267,0.000885836695109883,-0.000396799591804825,-0.000240995225386755,6.67883240269225e-06,-0.00819371798093282,0.0713852131394944,-0.156939291309351,0.00814850694780041,-0.0139793057812111,5.6045841036777e-05,0.0892568817834307,-0.010248037365397,-0.0450406959008731,-4.57271715214847e-05,0.00786000602878442,-5.4916081940592e-05,0.00172372615488027,0.369918747602846,0.00281819359599151,0.00244621289188565,-1.82624019024292e-06,0.0218290917583918,-0.319841792557114,0.0498790690277801,0.0241616173571328,-1.06828913327065e-05,0.010878138690601,-0.214482269315094,-0.0115605529484008,-0.0316021049202189,0.00099144485102506,-0.000162430522124668,-0.0148021166945448,0.0127917946080308,-0.0289151382252423,0.436265308994994,-0.0362937150248536,0.0481833103699973,-0.00902581656187396,-0.00223004609581325,0.0323480140145335,-0.00237342984757742,-0.00467231596185599,0.00567372248745208,0.00271404076843106,0.00010105862343655,-0.000200914737355985,0.144751729941989,-0.00136154591580954,-0.00736403732750077,0.00896893623623225,1.92174324217105e-05,0.039576464996213,1.05895519640718e-06,-6.10024668180431e-06,0.00642627594132517,4.26982087593244e-06,1.573260397175e-05,8.60267017018353e-05,0.519737640933742,-0.363253882965213,0.0106403932350511,0.000775553075103097,-0.000484601297252861,-0.00020491381029319,-0.0761164848526443,0.000212462952733771,-0.00123091370338924,-4.50855745491744e-05,-0.093560346918285,-0.00227741892016127,-5.05686645611895e-05,1.82184626703284e-07,2.39706330691655e-06,-0.000803252619661426,4.41712520795264e-06,-1.64988236997784e-05,1.26727740193505e-16,1.70351041815944e-16,-0.000149601461798773,-2.46651324354566e-17,1.73600982299628e-16,5.23005145155922e-10,2.62598068975926e-18,1.92837209935709e-16,-1.93720203169805e-16,3.98881904526932e-09,-1.47835411369562e-17,5.18301332136227e-10,2.73301332040416e-16,3.11603129773289e-16,-1.43183377263136e-15,-7.92099310855589e-07,-3.45855278417049e-16,3.77878056817687e-16,1.88015884258893e-15,2.89863732544403e-16,-3.74516372738254e-17,1.78909908852406e-16,-3.29102211116892e-16,-2.99381955280712e-16,-2.81292332971586e-17,5.1963641153321e-17,6.07338295518948e-05,-4.20103758411658e-16,1.2778164743275e-18,-9.63563014456753e-17
"t7",-0.0974299616694924,0.0809978419266659,0.0059504481404706,-0.000925688489826937,0.00840522836791729,-0.01653443681862,0.00249429180188277,-0.0690524919991817,0.0139086529251525,-0.0118617600859561,0.000418753388800477,0.000588747530640323,-0.000272798315912049,-0.00039838239594529,5.04568190179194e-06,-0.00653307258067207,0.0722354060407759,-0.178022569218748,-0.0450236997671849,-0.000795340054607513,3.15495271146114e-05,0.0560961724085476,-0.00695395127637866,-0.0307609280648282,-3.25163583086545e-05,0.00645850822484501,-4.54160999131717e-05,0.00170319856362348,0.408670320129748,0.00327203283774891,-0.00258005816415936,-2.91894769319429e-07,0.0134246925084242,-0.226550091739099,0.0297434247370752,0.0214785748229004,-1.10081972508995e-05,0.0126582792340336,-0.338699859541183,-0.019679478550133,-0.0283163849974781,-0.0147063450523422,0.000277077396887988,0.00788664752473974,-0.00246292913081995,-0.000727955350584092,0.196521299916426,-0.0204918313713111,0.0465836536964586,-0.0105042792520521,-0.00725024108403182,0.00544661438007943,-0.00376331387615803,-0.00995720478097619,0.0147065835653426,0.00894326693991982,0.00042512661240914,0.0014706121449109,-0.0504450995729282,-0.00847424550144085,-0.0773610637676302,0.210805839202125,-0.000844687610795695,-0.00418941369326645,-3.43323414715548e-05,3.64882252740673e-05,-0.0266558434548483,-8.7044130755551e-06,-2.56854654871482e-05,-0.00012036274636899,-0.563035687024926,0.40596831093951,-0.0116809762938059,-0.00076037955473689,0.000670407553426828,0.000279523972109873,0.0976040388266283,-0.000199794185002467,0.000964398508914767,3.51962365474969e-05,0.0595141611850544,0.00519292955494082,0.000207680041435496,-4.67180253190189e-08,-6.08587913702986e-07,0.00418903654777834,-9.27281289314214e-07,3.18955704610741e-06,-4.18581027850985e-16,-2.78369731544913e-16,6.73453111037677e-06,-3.11579993313816e-16,-1.64686412116198e-16,7.3699499441785e-12,-2.77545745315278e-16,-1.88175626760365e-16,1.95874359042162e-16,1.9518703864312e-10,-1.95277123157698e-16,2.95391706680362e-11,-7.88187474566463e-16,-2.18980121936509e-16,8.7266500930662e-16,-5.66169815240706e-08,3.77235440572979e-16,-1.78646571883089e-16,-2.46750361950907e-15,3.10990634249613e-16,-6.13129439799941e-17,-1.60419409609755e-16,-2.27261469702046e-16,3.59148076162731e-17,2.23109261850297e-18,-7.66721924121268e-16,9.50559048870968e-06,3.04942584785285e-16,-3.30268293408063e-17,1.65258181137582e-16
"t14",-0.12019921936673,0.106460779180999,0.0206469150309881,-0.00402172843604454,0.0774194447637535,0.00904425123062523,-0.000588686969577645,-0.00191253547888454,0.00108918779468564,-0.00179578825760363,8.21968532587394e-05,0.000158132342930464,-9.08523804595482e-05,-0.000370350164273978,2.53268616917364e-06,-0.0039072323982377,0.0752595899282844,-0.221544684508536,-0.154426293359235,0.0271990200359402,-2.5993875688515e-05,-0.0262090229115839,0.00179489243217906,0.00744806429030002,4.8197924924805e-06,0.000657497564707413,-5.00107660618329e-06,0.000476243235682051,0.143655846308867,0.00124025627061815,-0.00355100373602758,7.29389391846993e-07,0.000107336154206918,-0.0306029495941558,-0.044542734475838,0.0051038260632163,-3.88187823196499e-06,0.00541381956992033,-0.200626190557142,-0.0123742723217147,-0.00455492271664345,-0.018743930787394,0.000520852651288444,0.0275808790191787,-0.0191680198606256,0.0369954084267473,-0.396042195798767,0.0298891437631484,-0.0260095764319169,0.00292264602351561,-0.0466237812679711,-0.481278817278009,0.00227187337162833,0.00205784182355919,-0.000878324992517309,0.000819739006569752,9.59727261169927e-05,0.001878965145937,-0.584990381086035,0.00788109605293083,0.0638154151297218,-0.159385930423849,0.000583309590661978,0.101419368621296,4.78897326127402e-06,-1.37400203340372e-05,0.0106877686011848,2.90257292830478e-06,7.70694198480914e-06,3.31779268138876e-05,0.138464670663758,-0.0781346500904225,0.00233291060753716,0.00013916235799731,-0.000885196060936558,-0.000360255600591789,-0.111735092708073,6.57900769819079e-05,-0.000200544068929209,-7.29184278117743e-06,-0.0103012988368204,0.00262738477339125,-0.00207805539369924,3.66462118584338e-09,4.72909781388428e-08,0.00305148803634053,5.93599255477385e-08,-1.89298072847701e-07,1.08214103367717e-16,1.54943510881102e-16,-6.69140780550311e-08,-1.22409751987167e-16,-3.47413024941052e-16,8.87547313848786e-14,1.08730384903359e-16,7.27296184542056e-17,-2.16455219572831e-16,5.04914886845646e-12,9.27236592651907e-17,8.602989201351e-13,-2.25243657471015e-16,-2.79295592131246e-16,1.50811359193746e-16,-1.98434757983554e-09,-7.84531375489838e-18,1.4366545250139e-16,-1.38901383544409e-16,-2.48223416561567e-17,-6.11419169059312e-16,-2.43611896753231e-16,4.30930891810076e-16,-8.00406339318185e-17,1.71406622014907e-16,-7.60787914971656e-16,6.84622660345941e-07,4.88343969115063e-16,1.35064051286461e-16,-3.57228365123344e-16
