"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118"
"t1",0.0245429877180751,-0.0429035728623625,0.0361236130005341,-0.000455358298147432,-0.0125470488129084,0.0326014362813497,-0.00255388575095001,0.0293002078275705,-0.0992605849833272,0.0727969619978865,-0.0015208398866024,0.000194658490090732,-0.00366251913556482,0.013021972072508,-0.00332648086892664,0.0102330365477266,-0.378274187300236,0.111647617313681,0.189550951787076,-0.307874148621321,0.0809997246859676,0.125569634248966,0.0910276602250038,-0.415188681484714,0.0162734227545266,0.184720123954805,-0.0598204270500683,0.00133780388517945,-9.60530668403421e-05,0.00153819403647502,-0.00225901280276424,0.000928380418084244,-0.0451099832188755,0.0205651328757607,-0.0711588886807441,0.000370689126585163,0.0206314946382141,-0.00439111557800565,0.00533158094659347,-0.0308031435326686,0.102111364203651,-0.0498832297792661,-0.00160619557154321,0.0224884840577228,0.0945522848227781,-0.0176241992190748,-0.00261051470549593,-0.00354796062074914,-0.00610800274957829,-0.00384486650055201,-0.000427591861160285,-0.00479906899788328,0.0723394562611034,-0.000127095721641327,-0.0233570541173529,0.636491403592968,0.00624081723921812,-0.000902346586403369,-0.00726499490051372,-0.00167825305927152,0.0113787489158186,0.0064516397565021,-7.0434197462812e-17,0.0061237395397046,0.00225704336927189,-0.0119717017651947,-0.000499154424407365,-0.000247904304402881,-1.0194961619139e-05,-2.33967191272196e-05,0.000698449321708634,-1.24878754698089e-07,-8.64503535119544e-05,-7.60513230225233e-06,-5.08511482091628e-06,-9.78305078733129e-17,-1.62195651404589e-16,-2.06857077333058e-16,-3.02400829403155e-05,1.64336641464689e-08,1.22967394356832e-16,3.71834811537962e-17,9.00930815117734e-07,0.000534954644352616,-1.28246790367168e-16,-3.01833900793551e-07,-2.22443572744112e-15,-5.6849788325236e-16,-4.1549321503203e-17,-3.34834243944055e-17,-1.11275294035576e-16,-0.000258184478950096,1.31314723945051e-05,2.26206364089783e-05,-2.37834013700667e-06,-3.92410747030687e-17,-1.13298964763626e-06,-2.7059961327383e-06,1.57080844882863e-17,2.11190982237883e-05,-1.55355640322013e-05,1.61104074654409e-17,1.22571310961419e-16,-3.12477762011068e-18,-7.17176298346232e-17,-6.84177865225634e-18,4.26622483829211e-06,-5.65693530139117e-05,3.66277511559438e-17,6.40084419632683e-18,-2.69993041607334e-17,-2.32661034329427e-17,-1.6652420428654e-18,0.000136506494268902,-2.03899784483088e-17,3.59816780396453e-17,5.8352974633745e-18,3.68121709231251e-17
"t2",0.0244113375351994,-0.0426446449896843,0.0355642168894345,-0.000446216214252634,-0.0121915397151092,0.0314810739072176,-0.00246454158094467,0.0281520047034552,-0.0952252303255584,0.0698226116452041,-0.00145096666559573,0.000185636733969966,-0.00343483418421696,0.0120636566672161,-0.00303136739112542,0.00931050428151641,-0.332709696105028,0.0978664208530301,0.165520290693821,-0.267417057748549,0.0695916462315006,0.106681732805917,0.0769514232678763,-0.350136774955415,0.0130809235794084,0.141555247163313,-0.0456033573937854,0.000960591303316291,-6.29388614535312e-05,0.00100743418441825,-0.00140826258457694,0.000572861754354483,-0.0244849117622626,0.0105399194616562,-0.0324158746061103,0.000167534289727241,0.00798119591563767,-0.00147834425765606,0.00170836321103838,-0.00769830798247884,0.0219827316895816,-0.00494597032890628,-7.60767139448094e-05,-0.00357770120752429,-0.0181569696910079,0.00382426441578972,0.00066746517800184,0.00102023340853944,0.00219994645154354,0.00171393912203885,0.000213110622006527,0.00246286881438282,-0.0426051438695275,9.4891086607792e-05,0.0226707797658939,-0.752052908445135,-0.010654897386105,0.00193018487844076,0.0175786205403998,0.00433593536867999,-0.03996340143293,-0.0228285905381266,3.81282085481596e-16,-0.0434197086591052,-0.0162253970722769,0.0983183869250497,0.00453451246653601,0.00984401540704624,0.0004091012363367,0.016317477421359,0.0107412367261155,-1.6740349320489e-06,-0.00101809460346702,-6.88358930744205e-05,-4.52046398520432e-05,1.51448261664695e-16,2.65966937367919e-16,1.69574767323497e-16,-0.000163186061859876,6.34790501440127e-08,-2.95801632822887e-16,-1.99176184339473e-16,3.1271241065037e-06,0.00151883622861286,1.30892639655251e-16,-8.14947096304791e-07,3.72093985374396e-15,-4.64368555249023e-16,3.62968962449714e-17,1.09513328079855e-16,1.12093180008896e-16,-0.00062460807003832,3.10340084863036e-05,5.34339219461624e-05,-5.55673939046513e-06,4.5879514787591e-17,-2.36711841629261e-06,-5.61343946518871e-06,-7.84806362650664e-18,4.36314973901029e-05,-3.20207608497025e-05,1.58885062420356e-17,-9.34166570352243e-17,7.90180584411484e-17,3.3182460170839e-17,9.6969921156994e-18,7.89458642128521e-06,-0.000102330960715289,-8.44473825439102e-17,1.66352437125926e-17,1.00136171024548e-16,8.93816764063537e-18,8.68196425140371e-18,0.000231354805952555,-1.51291448660751e-17,1.11411279297592e-17,1.55289291184194e-16,-3.19987563820245e-17
"t26",0.0472468443201366,-0.103233320218704,0.0125638496779736,-0.000273317590210396,-0.0126144076285187,0.0809141296402722,-0.00230470615365891,0.0660387522105157,-0.276923411252288,0.20994823509156,-0.0280367945598754,0.00636134978242075,0.00356411000336037,-0.00642519717714659,0.000868339710279935,-0.00253283210752359,0.035375166182527,-0.00993702330820617,-0.0188175518541366,0.0116075804932922,-0.00293539017773762,-0.00303707577999842,-0.00176627765358096,0.00715439659148351,0.000170337979792374,-0.0209772872547417,0.0015695738355976,-1.85151034139109e-06,2.40058026869893e-06,-3.86911214123939e-05,9.99707187968496e-05,-4.52163798856704e-05,0.00558092099526976,-0.00369822291002288,0.101877613915861,-0.00234708401816781,-0.00336605838792573,0.00148298830981403,-0.00217347720066025,0.0332827760731185,-0.294698338280438,-0.0294935243781309,-0.000470576269555229,-0.0236571663161887,-0.276608725253967,-0.532815799016363,0.190203219176848,0.369728448707726,-0.00496492645919681,-0.00203198923448102,-0.000187300461223894,-0.00200467026968789,0.0242361342373851,-2.84270999148274e-05,-0.00286157473217648,0.033620878531537,-0.000466343073574508,0.00185043684722379,0.00139652552464942,0.0003575610197247,-0.0105915864210425,-0.0107662072037111,4.79946594614173e-15,0.26795299510972,0.331782380614341,0.130071304256425,0.00399434651158076,0.00659488643431165,-0.00412609215261187,0.0973935066925935,0.00223594388847887,-3.65314941657503e-07,-0.000230342972843938,-0.000275468774421969,-1.08373142949142e-05,-5.40898848258128e-16,6.40318283072718e-16,4.51769238894566e-16,-4.1672007778654e-05,2.00925325731816e-07,-4.85906489785285e-16,9.9574206173077e-16,8.29590527690091e-07,0.00040938079241378,6.1592814676607e-16,-2.20524978173227e-07,4.52219706488995e-16,-2.18519794436784e-15,1.42365092647665e-17,-1.5141857291797e-16,-3.65372998596588e-16,-0.000170484206492967,8.48629848556236e-06,1.46121566651678e-05,-1.52088354693315e-06,1.25663556746595e-16,-6.53784820205592e-07,-1.5513238261883e-06,-1.29181876636685e-16,1.20620948771299e-05,-8.85401233445837e-06,-5.40108577034634e-17,1.48231789451517e-16,-4.88028078730404e-17,5.89826869688816e-17,1.8974567593301e-17,1.8608021246583e-05,-2.86322555162018e-05,-1.60569023427136e-16,3.3505676674489e-18,-2.6831839379212e-16,-1.50406284523975e-16,-9.42438812117113e-17,6.51912075796592e-05,4.53411400205041e-16,7.41773598217342e-17,-1.31863415837087e-16,1.30799533284252e-16
"t51",0.0484849431637534,-0.106288506909859,0.0135718665353575,-0.000302552534610058,-0.0146210631715695,0.0971657462533722,-0.0027779251507514,0.0816775612949014,-0.345667669800495,0.26240421314412,-0.0362107997566624,0.00823784062854915,0.00516321554358052,-0.0102054132661727,0.00158722555316857,-0.00469816071321857,0.0969440251983778,-0.0286293729875382,-0.0575513017147572,0.038845977886887,-0.0122094414055945,-0.0169057593679145,-0.011591924747722,0.0514531681576424,-0.00126358937194919,0.0488500040456896,-0.00338900639713693,2.11184622255097e-06,-1.47126982955955e-06,2.36503587145781e-05,-4.69253695873697e-05,2.01618529489727e-05,-0.00137131061388302,0.000700921891464984,-0.0108008206912823,0.000238203106848091,0.000100897957426636,2.19594328042109e-05,-6.06345787943874e-05,0.00262020568563803,-0.0297312146492606,-0.00490017796803469,-9.03870073576012e-05,-0.00674105850276577,-0.0826621373818757,-0.164786324495957,0.0618778442103793,0.125138571980902,-0.00182826171264791,-0.000819542272540413,-7.96067321287479e-05,-0.00086432422193251,0.0112173897229242,-1.50917271291054e-05,-0.00181710463124132,0.0250268798727233,-0.000509883552872555,0.00281414052564949,0.00268667269902432,0.000799035178201142,-0.0881106898841326,-0.0956818335772156,-7.00048636122594e-15,-0.506520195150218,-0.614379292549991,-0.202362610668821,-0.00557829866173935,-0.00478237441121404,0.00298665758420967,-0.0600797906040562,-0.000886394180896286,1.35755870327035e-07,7.97711662913732e-05,7.96800037680532e-05,3.08942480995612e-06,3.04208718112452e-16,-4.97770026646952e-16,8.70343138648708e-17,6.51531899555748e-06,-1.15411581213909e-08,4.83583852873079e-16,-1.6865298285383e-15,-1.96816834108408e-08,1.75536387554904e-05,-4.70151069337524e-17,-1.33109088922544e-08,5.72902678460171e-16,2.99318320305973e-15,7.49065308983314e-16,2.87740201279586e-17,3.11813785676823e-16,-1.70565838829184e-05,9.23438129862448e-07,1.59272200394325e-06,-1.72104668243116e-07,-4.82648262683322e-17,-1.02938217244077e-07,-2.48841996341714e-07,4.47901108836237e-16,1.95543292143524e-06,-1.44406250644292e-06,-2.36145423033647e-16,-5.18892370010283e-16,1.87161411573724e-16,2.05584355272992e-16,-7.34684256569952e-17,3.92265966950174e-06,-6.345497970083e-06,2.12255987973109e-16,-2.62639441004747e-16,3.51893488659861e-17,1.81084193394369e-16,-4.69640488855011e-17,1.65977965691105e-05,1.72723683296876e-16,-7.43567396179699e-17,1.73095912311008e-16,3.61197974049368e-16
"t65",0.048960408778174,-0.107462444736308,0.0139622613387875,-0.000313918428439028,-0.0154066024126107,0.103559817548574,-0.00296420551572783,0.0878553309218453,-0.3728568276299,0.283154696447886,-0.0394580081648496,0.00898354649417635,0.00580712572093572,-0.0117421480283812,0.0018831710990598,-0.0055906332111998,0.12296853674186,-0.0365500499056812,-0.0740099877106179,0.0504647410166888,-0.0161965184585129,-0.022915816979258,-0.0158648768114152,0.0707504599879008,-0.00190908374379687,0.0812788812050545,-0.0056994941046578,4.02796326294324e-06,-3.44376693759403e-06,5.54180405825228e-05,-0.00012378067704834,5.45495076920327e-05,-0.00526338340643841,0.0032274092347849,-0.0787163625848851,0.00180121943558578,0.00231696131628956,-0.000953236876454926,0.00136964378890717,-0.0194569488869898,0.166978366739497,0.0153690279945004,0.000238246134131646,0.0110844481730602,0.128577416487387,0.246347993553936,-0.087306192607382,-0.168856508608043,0.00224794689601681,0.000914831024319217,8.42174140527451e-05,0.000901302547205002,-0.010911627246461,1.29472702348955e-05,0.00134782022645869,-0.0166011460049451,0.000274189724433666,-0.00133452101700162,-0.00119164895464753,-0.00034224607311594,0.032292943750483,0.0349413140346835,1.84100937451282e-15,0.138021575182552,0.166597989561578,0.0524490438085609,0.00140031865022102,0.000907621720643147,-0.000566238756781952,0.0103332847231808,0.000106878184113579,-1.53357646900932e-08,-8.35236841686679e-06,-6.68973879396938e-06,-2.54293351609834e-07,9.96172997466559e-16,-1.90911772923026e-16,1.42475916839297e-15,-1.36364612255469e-07,-5.15039603706053e-10,-1.00527820384413e-15,7.50091347878394e-18,-1.411500938263e-09,2.34170233361452e-06,8.32551254473581e-15,-2.01608697350261e-09,0.707106781186547,-3.24101797255878e-13,-1.29904982938335e-14,-3.66517625123162e-15,-2.79634279208639e-15,-3.33094138512169e-06,1.89744749152654e-07,3.27611482695356e-07,-3.62437097643953e-08,-2.43839407903297e-15,-2.72711091785926e-08,-6.68594413157446e-08,-6.07712022856729e-16,5.29644078408761e-07,-3.92946957356437e-07,5.93697439609297e-17,1.36813615153394e-16,6.53715103926974e-17,-2.56568420782249e-16,7.58579735325058e-16,1.31203979639175e-06,-2.21399041255985e-06,4.34494447469876e-16,2.75494830713534e-16,-2.52549118897025e-17,-3.54946271533718e-16,-4.9221975592586e-16,6.52550887316601e-06,-5.5013988870031e-16,-1.3616259936846e-16,-3.76054881518036e-16,-4.68890288516474e-16
"t100",0.0489604087781741,-0.107462444736308,0.0139622613387882,-0.000313918428439071,-0.0154066024126105,0.103559817548574,-0.0029642055157279,0.0878553309218451,-0.372856827629899,0.283154696447885,-0.0394580081648498,0.00898354649417628,0.00580712572093583,-0.0117421480283811,0.00188317109905969,-0.00559063321119952,0.122968536741859,-0.0365500499056811,-0.0740099877106178,0.0504647410166881,-0.0161965184585129,-0.0229158169792579,-0.0158648768114151,0.0707504599879005,-0.0019090837437968,0.081278881205054,-0.00569949410465772,4.02796326289217e-06,-3.44376693730623e-06,5.54180405835309e-05,-0.000123780677048641,5.45495076918539e-05,-0.00526338340643816,0.00322740923478475,-0.0787163625848834,0.00180121943558562,0.00231696131628925,-0.000953236876454753,0.00136964378890739,-0.0194569488869897,0.166978366739497,0.0153690279945003,0.000238246134131009,0.0110844481730598,0.128577416487386,0.246347993553935,-0.0873061926073818,-0.168856508608041,0.00224794689601691,0.000914831024318349,8.42174140526705e-05,0.000901302547205181,-0.0109116272464619,1.29472702340661e-05,0.00134782022645851,-0.0166011460049502,0.000274189724435918,-0.00133452101699689,-0.00119164895464695,-0.000342246073117117,0.0322929437504813,0.0349413140346816,1.78069421658035e-15,0.138021575182551,0.166597989561578,0.0524490438085595,0.00140031865022029,0.00090762172064283,-0.000566238756783282,0.010333284723178,0.000106878184112199,-1.53357675253367e-08,-8.35236841799418e-06,-6.68973879353784e-06,-2.54293351998119e-07,-9.19445929546938e-16,2.95160628108856e-16,-1.82864785339105e-15,-1.36364611842681e-07,-5.1503678672883e-10,8.44791710081263e-16,4.44510614347618e-16,-1.4115009248541e-09,2.34170229440427e-06,-8.6468239155886e-15,-2.01606817580824e-09,-0.707106781186549,3.21418292881622e-13,1.23194440003258e-14,3.8872735422299e-15,2.77601498554458e-15,-3.33094138315091e-06,1.89744752735478e-07,3.27611478288392e-07,-3.62437119796868e-08,2.44392037882781e-15,-2.72711089997457e-08,-6.68594424572163e-08,1.97526017242492e-16,5.2964407786588e-07,-3.92946955515408e-07,1.51345330610783e-16,4.38951371721907e-16,-9.66644129177986e-17,9.35888887727777e-17,-7.24419355393166e-16,1.31203979259745e-06,-2.21399041482119e-06,-4.00620766673384e-16,-1.25819120967335e-17,2.26623192083049e-16,3.02127305503139e-16,6.06437329740191e-16,6.52550887228336e-06,3.31295635992435e-17,1.97277490925593e-16,3.47845048700098e-16,-1.84716910156837e-17
"t5",0.0566091812938861,-0.129075555896187,-0.00694495760989478,-2.76336716758113e-05,-0.00358411210487197,0.0356665523477465,-3.40687793486984e-05,0.0166356164037931,-0.0684679633969872,0.0517265815298211,-0.00601363168299649,0.00134432259034085,0.000125638323082548,0.000985811211146811,-0.000442070321952624,0.00139630470647445,-0.0808333001999069,0.0274223878945079,0.0744234309868564,-0.000915023968061146,0.0107604748054286,0.0190551931793023,0.0142259053460907,-0.0656534440320642,0.00317378738589343,-0.300074365632701,0.0245387650924865,6.75842544929682e-06,2.45577820394479e-06,-3.97769801234615e-05,0.000139606046119832,-6.54057157027687e-05,0.0104014780858481,-0.00762214868295501,0.319320552153314,-0.00780596897513164,0.00038726097577164,0.00138760478556827,-0.00231474156952267,0.0471077656699541,-0.458769316279148,-0.0682888203347191,-0.00155306449729812,0.0158454398421471,0.0987974212991541,0.097041625482953,-0.0695149485414915,-0.178679154836622,-0.000599025672297986,-0.000472481511903554,-5.05698449296245e-05,-0.000557134359436392,0.00740144339969656,-8.98087303361962e-06,-0.000768993073572243,0.00607275842883787,9.78934890877169e-05,-0.0118916496754116,-0.002046575717008,-0.000730330270859534,0.254966642217114,0.291918997112245,-6.06748515993542e-15,-0.0195131036354818,-0.0182757707772851,0.00244442518689761,4.14742092903777e-06,-0.0150998322856044,0.0227380008587655,-0.571361941502975,0.0102855431717989,-1.46929417397363e-06,-0.00082627007882657,0.00306368899283058,-3.13904514635091e-05,2.28903355469977e-15,-4.78706452252071e-16,-7.42486805053007e-17,-8.9907572807438e-05,-8.4045670581149e-06,9.57912056001977e-16,5.21465609145896e-16,1.4769773878886e-06,0.000678391453620649,-3.87412890064135e-16,-3.59381415913669e-07,7.80802220341146e-16,-9.70003653957816e-14,-3.15257128661849e-17,2.77269734262152e-16,-1.71174028251768e-16,-0.000268267069101456,1.32574362411658e-05,2.28239186704704e-05,-2.36759493137342e-06,-1.4141220398492e-16,-9.8406243847121e-07,-2.33008682402476e-06,8.89283692948785e-18,1.8095271380493e-05,-1.32733311944711e-05,2.57879431597539e-16,5.27805502919701e-16,-1.47981374474572e-16,-1.6214922092133e-16,-2.01866540666315e-16,0.000228957396527099,-4.129030519227e-05,1.56501310303105e-16,-2.64027381028036e-16,1.76150313335915e-17,6.41547513860186e-17,5.4731730192157e-17,9.21484304078683e-05,-2.34501002683737e-16,1.27282510643718e-16,-6.201851498592e-17,-1.37957399072541e-16
"t7",0.0643474661443783,-0.14994041969474,-0.0181770381522687,9.13115061701164e-05,-0.000477575787558693,0.0282959584849646,0.000778283669918001,0.00598877126124771,-0.0272619803472987,0.0208254709412745,-0.0028918097454114,0.000652620882024095,7.535736300774e-05,0.00064023870781571,-0.000311075058386616,0.000989524283822679,-0.0707487033966757,0.0254864074728342,0.0791081859468569,0.0251723946740967,0.00705639325365179,0.0143453340390726,0.0110560507070532,-0.0517044150137007,0.0030260203628948,-0.354278140860737,0.0298371953015522,1.48614374839333e-05,-1.52463390165099e-06,2.4218614753694e-05,6.52948264625967e-06,-7.39314219499673e-06,0.00541879347459509,-0.00478708777911091,0.280181523065216,-0.00703141285223069,0.00408443149648947,0.000235772632045439,-0.00073241911795561,0.0276718036991949,-0.302349198419106,-0.0571115655293622,-0.00140723436483478,0.0198367219149486,0.136101956834421,0.156379008185812,-0.0779548605262496,-0.174462458618567,-0.000781294638903775,-0.000708254997311049,-8.16273555461907e-05,-0.000917827181409489,0.0135323815224078,-2.06451919351372e-05,-0.00263264630156407,0.0364731962720943,-0.000702195045203263,-0.000219649647529587,0.00321276189582688,0.000916876296842703,-0.068755264662459,-0.0729324430024805,4.07963356199287e-16,-0.0703191076068867,-0.0708248619565476,0.0248356112390904,0.00176819805260328,0.023623905193128,-0.024380330505103,0.737022826317956,-0.00754969485223836,1.00185606527605e-06,0.000520679558599766,-0.00914607101557129,1.60707335045789e-05,-2.40490654879621e-15,3.51100223262857e-16,1.31886225767502e-16,2.49405348318409e-05,-0.000323979212298983,-4.79833545538019e-16,-6.35649569218079e-16,-8.31418462233822e-08,3.23436832385625e-05,1.965549704136e-16,-2.65937468082278e-08,-1.0649204950932e-15,-4.25976441195556e-13,-1.43799560393142e-16,-2.62902406359741e-16,-2.64904790249413e-16,-3.54033750474496e-05,1.91450037263029e-06,3.30193486446334e-06,-3.56375925448301e-07,4.03637353374668e-16,-2.07313587383954e-07,-4.99894865591707e-07,-1.43901775359838e-16,3.92241150872291e-06,-2.89415167090099e-06,6.5957730176671e-17,-5.71113648864822e-16,9.31551908017133e-17,2.1558389221816e-16,2.71703747405744e-16,0.000539544278749592,-1.1978192127194e-05,-2.19726498080417e-17,3.71158201205625e-16,-6.55785931841346e-17,-1.87664027124195e-16,1.96441556174086e-16,3.01396083016907e-05,-1.78722928168879e-16,-3.76666663645475e-17,8.30491845519244e-17,6.46644194325601e-17
"t14",0.0711446159049256,-0.168262054240155,-0.0278683349429408,0.000191148155153198,0.0016132073641143,0.101575426694843,0.00539260309209019,-0.00958065854612396,0.0288423858972417,-0.0209343986565785,0.000925301740304092,-0.000189760845489487,1.64468411941107e-05,0.000226402428755504,-0.000144623741785001,0.000468622685614496,-0.046044759939883,0.0173399243116634,0.0580319128002842,0.0269538241587223,0.00403823378491429,0.00948303223415002,0.00757750543635383,-0.0359934986210971,0.00267549391627725,-0.393988923097929,0.0340884086407247,2.44389126465312e-05,-7.58230039380226e-06,0.000121723060269977,-0.000222437461962069,9.50189888703585e-05,-0.00742840226848043,0.00455273411221583,-0.158966825869128,0.00388285904253189,-0.00168154005179952,6.39978208860506e-05,-2.66397885387935e-05,8.28144824112365e-05,-0.0084221686542698,-0.00640718580972624,-0.000206621620108986,0.00616120375736629,0.0503979579489035,0.0723320102430013,-0.0615196048317891,0.0333091852421046,-0.000146354127372056,-0.000190637270578519,-2.45768841759298e-05,-0.00028369342375196,0.00468750161647694,-8.57042603301448e-06,-0.00134087723923728,0.0219997002414883,-0.000627293171300835,0.00793592256714058,0.00506691672266646,0.00168547393054351,-0.518849109651712,-0.594243225411928,1.36248355790953e-14,0.0973900547246939,0.0960835645278262,-0.0282621356735423,-0.00180244556141989,-0.0126156091386799,0.0173809157396312,-0.314852651074247,0.00193001151353133,-2.36485304895134e-07,-0.000112418401264862,0.0335884281054472,-2.90181630208778e-06,-5.656783818104e-16,-2.07246891190564e-16,-1.19450376612469e-15,-1.66116721660251e-06,-0.000136298608161017,-2.74224325216607e-16,9.08606508079162e-17,-3.347436388369e-09,3.04773619510862e-06,1.72537470259596e-16,-2.88270350689204e-09,1.90080144690872e-15,-2.1463851169383e-13,3.63438720243951e-16,-7.06754939768544e-17,5.77501050799429e-16,-4.97453087766958e-06,2.82554300366525e-07,4.87812511802706e-07,-5.38451303462572e-08,-3.34334109334293e-16,-3.86930107550471e-08,-9.44801142602828e-08,3.10392803675206e-16,7.4667873776581e-07,-5.53205734505034e-07,-2.45267768981842e-16,-8.2985521643603e-17,3.89505208873164e-17,-5.93353355486265e-17,-1.52430427986013e-16,0.00307694773863931,-2.84185867134201e-06,-7.5296463748782e-17,2.68347405600544e-16,7.06664103880012e-17,1.04442063573439e-16,-2.96065127003719e-16,7.92011842693618e-06,7.84815921324114e-17,-3.18283345513604e-17,-1.08570787221117e-16,3.29483537178193e-19
"t124",0.0733648061507731,-0.174236598854403,-0.03091441051631,0.000221362781082535,0.00207543210922784,0.147065677786029,0.00792897726791558,-0.0160644627944738,0.0514079903645188,-0.037663993029591,0.00236052166661824,-0.000505463114001338,-4.16313405438018e-06,8.55606755467697e-05,-8.97564883019161e-05,0.000297416335260869,-0.0377344686671475,0.0144263510001414,0.0490572922217349,0.0232617189721821,0.00362070276681833,0.00880357936088489,0.00713653357932158,-0.0341301133421445,0.00285386085297109,-0.464775479652864,0.0406371750933216,3.27438629827352e-05,-1.20779774159176e-05,0.000194064905364057,-0.00038934195048814,0.000169583494099361,-0.0170337502202946,0.0117474279294376,-0.532211584096415,0.0132435532587284,-0.00862785893250057,0.000530573505198009,-0.000275389888269984,-0.0120440601865965,0.14441102410138,0.0264865671477783,0.000612686638991547,-0.00285521498960127,0.00484345389408348,0.0531069255275856,-0.177696354866841,0.423613300477449,0.000735053300788626,0.000518873986639395,5.55661708190786e-05,0.000615131715669073,-0.00855623212211153,1.23247345201815e-05,0.00154869504676051,-0.021949498530753,0.000489779726382813,-0.00541805042812931,-0.00323048404137926,-0.00103764360870735,0.274728673513029,0.313583422756056,-7.33102125512904e-15,-0.0395705731580218,-0.038878641999026,0.0110093431463857,0.000683750284039607,0.00384181715094181,-0.00528893047180901,0.0892238075472925,-0.00043277273147169,5.10733236963607e-08,2.33229701487883e-05,0.0137571493811809,4.01217378579601e-07,-6.66003540629859e-16,-1.78210168412088e-16,4.89535039742274e-16,1.80943000212864e-07,5.25600729879611e-06,2.46538219192081e-16,-1.40529950615593e-16,3.32826200796027e-11,1.64961323472629e-07,-1.79549298069264e-16,-2.09286023159393e-10,-6.3660319306373e-16,-1.8364780381109e-14,-1.07176349265593e-16,1.6433074630622e-16,-2.56062745293643e-16,-5.81736082874815e-07,3.59280676392001e-08,6.21332034604353e-08,-7.12196273093792e-09,6.81335620822773e-17,-7.19946003619357e-09,-1.79277254929977e-08,-2.1515275396852e-16,1.43275872807198e-07,-1.06831536126795e-07,-9.62278475881462e-17,1.145661617345e-16,-1.21284479763317e-16,-9.6715561589473e-17,-1.27709333692041e-16,0.00311495800121435,-7.59605437526689e-07,2.35886873502664e-17,-2.00780791044914e-16,9.27868093929948e-17,-2.01514248301463e-16,2.95726457372754e-17,2.45214757140649e-06,1.30211452627732e-16,5.89423156395044e-17,7.62933061036436e-17,-4.75537525186905e-17
