"accepted_species","trait_ARD"
"t49","1"
"t72","0"
"t73","0"
"t42","0"
"t14","1"
"t15","0"
"t12","0"
"t83","1"
"t84","1"
"t24","1"
"t25","1"
"t22","1"
"t1","1"
"t52","0"
"t53","0"
"t95","1"
"t96","1"
"t45","0"
"t56","1"
"t81","1"
"t82","1"
"t30","1"
"t68","0"
"t69","0"
"t21","1"
"t28","0"
"t29","0"
"t32","1"
"t33","0"
"t27","0"
"t26","1"
"t3","0"
"t6","1"
"t61","0"
"t74","0"
"t75","0"
"t34","0"
"t18","1"
"t70","0"
"t71","0"
"t37","0"
"t99","1"
"t100","1"
"t93","1"
"t94","1"
"t80","1"
"t97","0"
"t98","0"
"t7","1"
"t50","1"
"t51","1"
"t35","1"
"t36","1"
"t40","1"
"t55","0"
"t57","0"
"t58","0"
"t90","0"
"t91","0"
"t38","0"
"t39","0"
"t54","1"
"t59","1"
"t60","1"
"t5","1"
"t64","0"
"t65","0"
"t87","0"
"t88","0"
"t89","0"
"t13","0"
"t43","1"
"t44","0"
"t19","0"
"t20","0"
"t85","0"
"t86","0"
"t16","1"
"t10",NA
"t23","1"
"t11","1"
"t4",NA
"t2","0"
"t66",NA
"t67","0"
"t92","1"
"t76","0"
"t77",NA
"t31",NA
"t17","0"
"t62","1"
"t63",NA
"t78","1"
"t79",NA
"t46",NA
"t8","0"
"t9","1"
"t41",NA
"t47",NA
"t48","0"
