,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,18.513195,1.3291587,2.4376075,1.6497434,3.3867679,2.8251011,5.504076,8.216136,1.7494255,4.224094,5.914624,9.87718,8.78199,4.8000426,2.3202248,8.922137,6.7863774,6.1797047,5.7343903,6.558748
t2,18.444136,1.2307386,2.3830633,1.752668,3.3572414,2.8815942,5.5575104,8.116055,1.8509547,4.3259687,5.968813,9.976841,8.680592,4.9010224,2.2647436,8.865619,6.7292886,6.2148895,5.677657,6.61213
t3,18.442364,1.2048641,2.4345598,1.7618424,3.3329186,2.830159,5.505958,8.100181,1.8632332,4.337706,5.917296,9.997976,8.667708,4.9147935,2.316217,8.917067,6.780713,6.162851,5.7290816,6.5605674
t4,18.4465,1.2234087,2.4451787,1.7490915,3.33943,2.819397,5.4954276,8.115018,1.8495309,4.3241544,5.90671,9.981099,8.681617,4.900613,2.326878,8.927814,6.7915154,6.1531353,5.7398577,6.55005
t5,18.526377,1.2899886,2.4718957,1.6769255,3.4151342,2.7920089,5.469115,8.186047,1.7778668,4.2524633,5.8801203,9.912527,8.753106,4.829245,2.353895,8.955165,6.819098,6.1323824,5.767331,6.523773
t6,18.456144,1.2070363,2.3849597,1.7664574,3.3853292,2.8812296,5.5546346,8.098193,1.866635,4.341323,5.966624,9.997769,8.664545,4.91761,2.2655385,8.865848,6.729369,6.189632,5.677903,6.6092854
t7,18.569548,1.3826908,2.4317079,1.6003458,3.4592984,2.8285186,5.511484,8.266521,1.6995753,4.1743193,5.9210777,9.825182,8.831938,4.749965,2.3152826,8.918513,6.783672,6.205501,5.7311997,6.5663004
t8,18.53169,1.331423,2.4546273,1.6438086,3.4100695,2.808027,5.4871182,8.22113,1.7439002,4.2185445,5.897633,9.873768,8.787367,4.7947655,2.337243,8.939156,6.803434,6.162611,5.751447,6.54181
t9,18.47836,1.2540479,2.438936,1.7169988,3.367891,2.8253,5.501861,8.146483,1.817727,4.292313,5.9130225,9.950077,8.713353,4.8689566,2.3207676,8.921875,6.7857056,6.1621056,5.733979,6.5565114
t10,3.149522,9.118229,-0.14148563,2.8770816,5.933664,4.747405,5.440936,7.6581364,3.5499074,4.8368125,4.9012017,5.886237,7.4406323,5.9168916,3.5612924,6.861233,4.8164034,4.210852,5.07706,4.3002963
t11,3.1901357,9.134512,-0.18166956,2.9371083,5.9658,4.7923527,5.4754806,7.6395407,3.4975426,4.868167,4.8739257,5.825714,7.413058,5.8813453,3.5290163,6.9218173,4.7765646,4.173387,5.017508,4.275963
t12,3.1266396,9.178373,-0.16151214,2.9299212,6.009766,4.780528,5.4989614,7.7013526,3.5551283,4.915976,4.890954,5.835961,7.473823,5.945319,3.493177,6.917436,4.749091,4.2375603,5.067037,4.2612934
t13,3.1153047,9.282725,-0.2000994,2.9773653,5.980799,4.7485795,5.5413356,7.736113,3.537094,4.915526,4.8345957,5.7728167,7.509271,5.973607,3.513755,6.958732,4.737856,4.2629466,5.087734,4.2701125
t14,3.0340457,9.286873,-0.18778169,2.9517565,5.9842105,4.6958723,5.5501776,7.8063464,3.6104949,4.927707,4.84466,5.7952876,7.5821743,6.0578556,3.5277445,6.9170556,4.753022,4.3485484,5.1652074,4.2805157
t15,3.1179674,9.173853,-0.25161973,2.9948199,5.94487,4.78407,5.5502825,7.723368,3.537233,4.9856796,4.7915363,5.7621555,7.5006685,5.963106,3.5519178,6.9874496,4.748463,4.2490005,5.0709815,4.265329
t16,3.1361537,9.218019,-0.25621125,3.001354,5.922997,4.7708573,5.55177,7.721205,3.5120862,4.960152,4.7789984,5.745008,7.500238,5.9556847,3.5635047,6.9892263,4.7543626,4.2385197,5.0691543,4.272184
t17,3.1704981,9.098256,-0.2948909,2.9727137,5.8569093,4.7898083,5.506361,7.6695147,3.4682336,4.986733,4.726633,5.7656426,7.4592137,5.9078536,3.6305628,6.9976125,4.812451,4.192675,5.05015,4.281203
t18,3.0988758,9.527847,-0.23054445,3.0577173,5.9788775,4.7074733,5.609941,7.787107,3.5032856,4.9040484,4.7602305,5.668629,7.5651493,6.0043583,3.4955118,7.0347033,4.689532,4.2881393,5.1043806,4.2683682
t19,3.2010846,9.137682,-0.23210245,2.9631681,5.9216604,4.7917776,5.496272,7.64223,3.4566107,4.918409,4.8009615,5.786759,7.42572,5.876961,3.5602818,6.963775,4.779635,4.1633463,5.0256567,4.2721176
t20,3.1885078,9.100427,-0.25425443,2.9397285,5.8562956,4.741596,5.482472,7.6491237,3.458985,4.8897934,4.763252,5.7927547,7.445771,5.8977456,3.6248338,6.936068,4.827422,4.1835237,5.0764165,4.2974496
t21,3.0394094,9.535158,-0.22111578,3.0326188,5.9590635,4.6806045,5.61045,7.8287477,3.5599966,4.9354863,4.7715344,5.7014127,7.612888,6.0591226,3.5255923,6.99786,4.7124825,4.3416443,5.153312,4.279756
t22,3.0791478,9.860557,-0.27162784,3.109977,5.987243,4.669925,5.6813617,7.888339,3.4896202,4.9376206,4.6912885,5.582321,7.6370826,6.057875,3.496408,7.0889354,4.666382,4.3416085,5.138564,4.273664
t23,-0.27803597,1.9128196,1.2061317,2.8432837,4.765059,5.581469,3.4288025,4.1767764,4.2401667,4.775388,5.0072627,6.848138,8.152734,6.5065365,3.0420299,7.535108,4.5100827,4.2392716,4.4094167,3.4925008
t24,-0.30203083,1.6921756,1.2048166,2.8537078,4.7703934,5.63285,3.4134884,4.1479397,4.2060223,4.818157,4.9933023,6.903651,8.179809,6.496003,3.0129008,7.5559154,4.514105,4.3656197,4.425103,3.4701717
t25,3.1095188,10.303508,-0.3360289,3.1949077,6.012594,4.6525383,5.7712584,7.9976273,3.422085,4.986665,4.589286,5.448524,7.6934805,6.0753036,3.4844394,7.184777,4.625798,4.363921,5.129566,4.2704806
t26,-0.29324168,1.6823937,1.2099521,2.849411,4.769583,5.620289,3.4186807,4.1578236,4.2134748,4.806722,4.997987,6.889292,8.171307,6.4965997,3.0191088,7.5499196,4.512564,4.358187,4.420745,3.4766266
t27,3.1499288,10.593995,-0.41933018,3.2711163,6.0471563,4.6486015,5.8820925,8.099786,3.3481042,5.049353,4.485975,5.312723,7.7450905,6.09335,3.4503174,7.2934318,4.5728765,4.3776574,5.1119237,4.2565165
t28,3.1271327,10.48391,-0.36453506,3.2266562,6.014875,4.654811,5.816106,8.041982,3.4014425,5.002935,4.545299,5.3774433,7.7165833,6.0890613,3.499391,7.23306,4.6074095,4.377017,5.122902,4.261244
t29,-0.27867776,2.1443064,1.2141474,2.8306677,4.760926,5.5359535,3.4352255,4.1910906,4.2822003,4.7326837,5.0163097,6.799931,8.1488905,6.5067816,3.0716376,7.5302715,4.5203915,4.0919456,4.383273,3.4951496
t30,-0.28818935,2.1523118,1.2460537,2.8157816,4.7629557,5.5245433,3.45587,4.220795,4.310074,4.7045903,5.0324426,6.7845564,8.17782,6.4758162,3.094903,7.5479617,4.54622,4.0627666,4.357233,3.465635
t31,-0.33019868,1.5728327,1.1894561,2.8688524,4.7796783,5.6844554,3.3935559,4.1096587,4.1658063,4.870219,4.972522,6.9599814,8.209322,6.4866996,2.9795294,7.5792375,4.520646,4.442729,4.443494,3.4451976
t32,-0.3927001,1.0194088,1.1643746,2.892339,4.8077025,5.7388053,3.3804686,4.067536,4.1425996,4.937129,4.9327245,7.0367785,8.276074,6.462927,2.9712768,7.6160746,4.5725102,4.684008,4.43399,3.3712182
t33,-0.59482825,3.479073,13.746667,1.7215334,6.878179,6.032019,3.8773196,4.7479095,5.3387384,4.1833544,4.7503524,4.472834,5.959496,5.8376517,-0.29174498,7.693267,4.2290406,4.876833,3.4099357,3.921249
