"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90"
"t18",-0.0963790362616246,-0.000452936037676943,0.0439102008982035,0.0021855541087145,-0.340836980475083,0.103405554646835,-0.082032639142395,0.00655714796164314,-0.00604588580599983,0.130047166103655,-0.0442711576967711,0.0032193921545733,-0.00169278577887648,0.00221967142765122,0.00193173340232047,0.00659483902073325,-0.0529053196308284,0.0233512874850868,-0.000106288260349389,0.245783177434046,-0.000146192575868502,1.19142114723e-07,-0.000405688712273539,8.00465210345859e-06,-0.507435460817006,0.000487666266364935,-5.25211316913805e-07,-0.00685060142153785,0.0100095451188815,-0.00119577785385168,0.000215088409585166,-0.00415566629078228,0.0348440027006974,-0.0505283151039107,-1.24864387855203e-06,-1.62805552619974e-05,0.00133760124792051,-0.00029792281468968,-1.22598669135687e-16,-0.00035752436357554,1.94935631709356e-07,1.31456541227474e-05,2.29225522536724e-07,2.9776767192906e-05,-3.4923256939421e-05,-9.51167800270492e-17,8.28440963469349e-07,1.6252074447862e-05,6.15760930513561e-06,5.31116600999573e-05,-9.42676252890872e-05,1.33658178934889e-06,1.18772774913978e-14,2.00994776430281e-05,-0.000177285348828731,-4.07174426011247e-06,0.707106781186548,8.80900868535797e-07,2.35049360493617e-16,1.43442972107415e-14,5.82500206674402e-16,-6.66215261123933e-06,2.32583865740197e-17,-4.33087239002122e-16,-3.53348462811715e-17,1.23643780484506e-05,9.18474781427386e-17,-8.11596105210855e-07,-7.41066637692425e-17,9.56685513449385e-17,-5.16281044184655e-17,-1.88109077256939e-16,-1.42729742457843e-16,-4.82648377738541e-17,-2.05654864809387e-16,2.15608402670631e-06,3.86023402715924e-18,-1.95450881035205e-18,2.24974961933945e-16,7.72227624011222e-17,7.04748485899753e-17,1.95965729975181e-16,-9.67295131935408e-18,4.55188998265323e-17,1.93033850694261e-16,1.99377527045789e-17,2.20600532300161e-17,1.63906913923282e-16,-2.51574832461919e-17,8.46461986317776e-17
"t19",-0.0963790362616243,-0.000452936037677135,0.0439102008982036,0.0021855541087145,-0.340836980475083,0.103405554646835,-0.0820326391423951,0.00655714796164314,-0.00604588580599979,0.130047166103655,-0.0442711576967707,0.00321939215457299,-0.00169278577887671,0.00221967142765112,0.0019317334023205,0.00659483902073334,-0.0529053196308281,0.0233512874850871,-0.000106288260349827,0.245783177434048,-0.000146192575868707,1.1914211496364e-07,-0.000405688712272553,8.00465210333431e-06,-0.507435460817005,0.000487666266364915,-5.2521131614716e-07,-0.00685060142153786,0.0100095451188807,-0.0011957778538511,0.000215088409585019,-0.00415566629078246,0.0348440027006988,-0.0505283151039125,-1.24864387933972e-06,-1.62805552618435e-05,0.00133760124792005,-0.000297922814688331,9.28166411939163e-17,-0.000357524363575303,1.94935630361457e-07,1.31456541250256e-05,2.29225523878977e-07,2.97767671949886e-05,-3.49232569414547e-05,4.66954543058633e-18,8.28440961282468e-07,1.625207444971e-05,6.15760930533284e-06,5.31116600974167e-05,-9.4267625286752e-05,1.33658178607903e-06,-1.19029004771898e-14,2.00994776573124e-05,-0.000177285348871205,-4.07174430718805e-06,-0.707106781186547,8.80900854889126e-07,-3.39832570276633e-16,-1.2505533501934e-14,-6.14201078688278e-16,-6.66215260936965e-06,-3.49901407097326e-17,-4.99124645958864e-18,4.44914186098583e-17,1.23643780444552e-05,-5.17228025756694e-17,-8.11596105270465e-07,2.69056136345771e-16,-2.08174030951566e-18,5.51491149581632e-17,2.30266136003701e-16,2.31711615491994e-16,-4.9964824311079e-17,1.22724979192159e-16,2.15608402744643e-06,-1.05375646920799e-16,-4.78353371392036e-18,-2.71393418606581e-16,-2.77908924939924e-17,-2.08816302625403e-17,-1.74799779856214e-16,2.40421783225191e-17,2.11156379164048e-17,-4.56590593395795e-17,2.8397624856705e-17,1.51717077577673e-17,-2.01458485711667e-16,-1.01540539632198e-16,-6.70031419778313e-17
"t24",-0.0964662573003829,-0.000454137490617483,0.0440560197735862,0.00219481636058211,-0.34331858996062,0.104419087813273,-0.0828512502432395,0.00663818241028615,-0.00614739277045481,0.132325598153498,-0.0453111851404488,0.00330450604488891,-0.00174429545994639,0.00229373017002897,0.00201364258356931,0.00690703927337447,-0.0554784888223909,0.0245153063750006,-0.000112594665185948,0.271009859118929,-0.000172211908770221,1.6767795632477e-07,-0.00141716225819353,-3.34601455138028e-05,0.492202114605528,-0.000234131860753407,2.41341366784035e-07,-0.00491391083086035,0.00735909114852423,-0.00101708922327512,0.000186374020746882,-0.00363059575004617,0.0306940361544461,-0.0445122845971446,-1.10978494617159e-06,-1.47903179146187e-05,0.00121544970130722,-0.000271263392045911,-6.3600178123308e-17,-0.000328464460076056,1.79280695547246e-07,1.21233142188683e-05,2.12006232267396e-07,2.75504883648867e-05,-3.23681706706565e-05,1.01332686423147e-16,7.71687166988328e-07,1.51472620789842e-05,5.75797762032631e-06,4.96984555967147e-05,-8.82811838608173e-05,1.25296220027079e-06,-1.99036420632135e-15,1.88878014003524e-05,-0.000166694075984113,-3.83018003953503e-06,-1.29340982368831e-14,8.2960164868682e-07,2.77051892945098e-15,0.707106781186546,-3.44011923925876e-15,-6.30707760272046e-06,-1.0341866873461e-15,-2.66616428023581e-16,1.57293971614242e-15,1.17338810375074e-05,-3.44266892976231e-16,-7.70574361685032e-07,-1.07405642289119e-15,7.4443751236903e-16,-2.47241579745356e-16,1.18352294107435e-15,1.3892002825834e-16,-3.39890656602817e-16,1.42813383590715e-15,2.05401213085054e-06,6.85249488133906e-16,-1.39252604514139e-16,-4.0623800081866e-16,3.65093994031632e-16,6.33947736667197e-17,-1.43150220991766e-17,1.08762809498099e-16,-4.70653598200969e-17,-2.15879392937231e-16,9.06407774898592e-17,-1.97757677180405e-16,-3.38470991975837e-16,1.17097025643143e-17,1.7554978491077e-17
"t25",-0.0964662573003829,-0.000454137490617443,0.0440560197735863,0.00219481636058216,-0.34331858996062,0.104419087813273,-0.0828512502432395,0.00663818241028599,-0.0061473927704548,0.132325598153499,-0.0453111851404487,0.00330450604488872,-0.00174429545994627,0.00229373017002891,0.00201364258356925,0.00690703927337457,-0.0554784888223909,0.0245153063750004,-0.000112594665186082,0.271009859118929,-0.000172211908770257,1.67677956255825e-07,-0.00141716225819337,-3.34601455137992e-05,0.492202114605526,-0.0002341318607533,2.41341366194639e-07,-0.00491391083086027,0.00735909114852429,-0.00101708922327509,0.000186374020746793,-0.00363059575004567,0.0306940361544457,-0.0445122845971435,-1.10978494625088e-06,-1.4790317914518e-05,0.0012154497013062,-0.000271263392046751,4.91875886775077e-16,-0.000328464460074863,1.79280694717364e-07,1.21233142198593e-05,2.12006232100535e-07,2.75504883646753e-05,-3.23681706678592e-05,-1.26627251363783e-16,7.71687167573298e-07,1.51472620805069e-05,5.75797761878341e-06,4.96984555974003e-05,-8.82811838629537e-05,1.2529622004638e-06,2.61110150893761e-15,1.88878014056327e-05,-0.000166694075985176,-3.83018004100732e-06,1.38777878078145e-14,8.29601649192495e-07,-2.84354781505681e-15,-0.707106781186549,3.08155199138551e-15,-6.30707759666735e-06,1.08090697095741e-15,1.69578294419592e-16,-1.38291807095449e-15,1.17338810389813e-05,4.61626743645222e-16,-7.70574365110859e-07,1.07817068704156e-15,-7.06229610729152e-16,2.9609615545365e-16,-1.14002119799977e-15,-1.01907804191562e-16,3.29521023899268e-16,-1.44441964624612e-15,2.05401213196533e-06,-7.39239271053027e-16,1.47894900840316e-16,3.83810892201075e-16,-3.58113562734673e-16,-8.26121386894733e-17,-1.05423126551496e-16,-2.41280604667396e-17,9.12661799698732e-17,4.26910226976658e-16,-2.57755775324774e-16,2.94835310679533e-16,2.19759530655141e-16,-1.20364654494928e-16,5.73498568955608e-17
"t12",-0.0942996166390059,-0.000424147137741249,0.0404093461454636,0.00196259041167384,-0.280566554348443,0.0786075649039158,-0.0619933346743272,0.00455951045681956,-0.00351049992624254,0.0730138288871978,-0.0177674795661298,0.00103099673748682,-0.000352231761907617,0.000274873782933173,-0.000280272858203829,-0.00196809917187665,0.0179607807429289,-0.00882950667175059,7.34409959472408e-05,-0.58719841131555,0.00101328912372372,-2.51326723050693e-05,-0.0125961314648101,-0.000139993096087279,0.0153949771108596,0.00109506898230868,-1.2261168946112e-06,-0.0301962714125746,0.0431794744111244,-0.00408340754565434,0.000696931201453178,-0.0131188661181141,0.106937689958903,-0.15504930635582,-3.70779813520702e-06,-4.39922723853117e-05,0.00361028962950429,-0.000796232111601136,4.57357635242111e-16,-0.000912107090951853,4.94437832417742e-07,3.28317631668563e-05,5.63059984631771e-07,7.29774075975326e-05,-8.47092056926851e-05,5.90077878986778e-16,1.94767438082944e-06,3.80697128939496e-05,1.41128944920511e-05,0.000121169449990524,-0.000213871538769839,3.01134696224128e-06,-0.707106781186549,4.45125943966004e-05,-0.000390984614194429,-8.9510727869223e-06,1.16018306073329e-14,1.92006614403348e-06,1.55574764908982e-15,-2.60585956360621e-15,4.05286404001195e-16,-1.39492577669993e-05,-5.0684917032763e-16,-4.11416773773646e-16,-3.77272088921866e-16,2.53832685211762e-05,-1.30901122048842e-16,-1.65964919657549e-06,-9.09167700080729e-16,-8.00612088232337e-16,-5.5123074650194e-16,9.74119164542901e-16,9.7194809023037e-17,-9.80217789359972e-17,2.04188913291847e-16,4.28434478326196e-06,1.21344071769945e-16,2.01048857182941e-16,2.42757870167558e-16,-1.5973359870365e-16,-8.17002539654963e-17,3.02774017693242e-17,5.22605852171213e-17,1.46379818211916e-16,3.70739467696737e-17,4.68682818223278e-17,1.73201234787104e-16,2.80124245403987e-17,-3.30539476657134e-17,3.58576116160012e-17
"t13",-0.094299616639006,-0.00042414713774136,0.0404093461454635,0.00196259041167388,-0.280566554348443,0.078607564903916,-0.0619933346743274,0.00455951045681935,-0.00351049992624247,0.0730138288871974,-0.0177674795661297,0.00103099673748685,-0.000352231761907759,0.000274873782933381,-0.000280272858203795,-0.00196809917187688,0.0179607807429287,-0.00882950667175048,7.34409959465862e-05,-0.587198411315551,0.00101328912372366,-2.51326723050464e-05,-0.0125961314648111,-0.000139993096087674,0.0153949771108599,0.00109506898230874,-1.22611689499234e-06,-0.0301962714125751,0.0431794744111242,-0.00408340754565436,0.000696931201454373,-0.0131188661181137,0.106937689958902,-0.15504930635582,-3.70779813456328e-06,-4.39922723847102e-05,0.00361028962950427,-0.000796232111599968,-5.12079352314084e-17,-0.000912107090951634,4.9443783264001e-07,3.28317631676857e-05,5.63059983072409e-07,7.29774075956456e-05,-8.47092056986969e-05,-5.79024042356732e-16,1.94767437953054e-06,3.80697128978477e-05,1.41128944991448e-05,0.000121169450007838,-0.000213871538773454,3.0113469549392e-06,0.707106781186548,4.45125943805016e-05,-0.00039098461420414,-8.95107278546918e-06,-1.23234755733392e-14,1.92006614250955e-06,-1.6392072618196e-15,1.99422895677391e-15,-6.04905809698006e-16,-1.39492577650225e-05,5.8278238055719e-16,2.23980009093339e-17,3.28709739046499e-16,2.53832685196883e-05,2.1099116880088e-16,-1.65964919360875e-06,1.07765527896857e-15,9.60542266926444e-16,5.52588781661168e-16,-8.97225562313651e-16,-5.09771088641381e-17,9.53162902157832e-17,5.57474386825566e-16,4.28434478272014e-06,-2.28521380786103e-16,-2.37954621564655e-16,-2.98528150505009e-16,1.61734593297154e-16,-6.04082338335156e-17,4.14461749958193e-17,-8.42294145240302e-17,-7.81043575359536e-17,8.34693227786539e-17,-8.65996248987339e-17,-1.21039743851415e-16,7.4770374380817e-17,-8.56423450900385e-17,-4.50633491433481e-17
"t4",-0.0909884421968185,-0.000380659076461232,0.0352271528293352,0.00164163981945656,-0.201579602922679,0.0485859705532059,-0.0378694262286673,0.00233189009117194,-0.00107143291596929,0.0195077172493423,0.00227661670144082,-0.000444788199380588,0.000412717180471372,-0.000695851016571802,-0.000946882941099376,-0.00372819562524826,0.0308330343871225,-0.0139710593705507,7.38068157904927e-05,-0.166997087261113,-0.000112568272569603,1.23307940730541e-05,0.0101889266451952,0.000128094659533836,-0.00356345524885665,-0.00111812733834619,1.25383977053284e-06,0.0530925857043184,-0.0794494250153362,0.0135210795063365,-0.00277170151471216,0.0578972655997988,-0.535161272075003,0.776505691418513,2.19794954421577e-05,0.000547429800478068,-0.0455237260175605,0.011355016207919,-1.90245546231755e-15,0.0339839579920707,-2.30571927759939e-05,-0.00463588722434912,6.72422677316434e-05,0.0069680795052702,-0.00421532304741473,6.15434992990763e-17,3.96378473509566e-05,0.000724714667039305,0.000193789483012875,0.00157122073835506,-0.00259881177018023,3.39152065721443e-05,-4.28259540405565e-17,0.000424594984413184,-0.00359589383411646,-8.01163141651186e-05,-1.49880108324396e-15,1.6040406167867e-05,1.48884449785761e-16,6.84729298476481e-16,3.54261687609762e-17,-8.86416396926114e-05,9.1486986183518e-18,1.53861036598971e-16,-1.44338174499323e-17,0.000144293443926835,-2.38586231229787e-17,-9.24074386663308e-06,-3.03985831275319e-17,-1.07129591331437e-17,-1.33253699731548e-17,-1.39318446311481e-16,-1.41582595390206e-17,-3.91943073717831e-17,3.18718664872678e-16,2.07263682483011e-05,-3.50652166793031e-17,4.98812385373556e-17,1.68005955821455e-16,1.41833127936762e-17,3.57537735329899e-18,3.00655854774101e-17,1.32334620312745e-17,6.23450064126917e-17,1.53488526295549e-16,1.67179434052483e-16,-1.70935494705293e-16,4.2292683583424e-16,1.91330273397037e-17,4.81287899001802e-17
"t38",-0.108537209116695,-0.00707925500540985,-0.0325847399318277,5.24438443462727e-05,-0.0829237745844124,-0.0503920035146138,0.00341129252889677,-0.00106277957484526,0.0124581767399521,-0.440322734919748,-0.103094289012826,0.00545807453115009,-0.059556744079912,0.00258179204914013,0.00177365922250428,0.00544504550335402,-0.0425269457552938,0.0183110460530341,-6.86300014796128e-05,0.0230838685837821,0.000170565432484689,-6.71128446712982e-06,-0.0136594257164408,-2.7617123657332e-05,-3.21852362086261e-05,-0.501075497838233,-9.09267852950931e-06,-0.0378074508074323,0.0528120655251426,-0.000488141858245808,7.99672753266743e-05,-0.00133515437838416,0.00836245520064433,-0.0120995270679658,-1.25105983456335e-07,1.57873251820346e-05,-0.00133659626151487,0.0028346939969927,-5.39376523086837e-16,0.00177710092731434,-1.26729891538495e-06,-0.00176638519291556,4.95366201787321e-06,0.00287792922175591,-0.000309330650508068,1.72782322876915e-16,3.53690444528989e-06,6.59795293781605e-05,1.97694382606864e-05,0.000164000996463313,-0.00027874152863758,3.762240661608e-06,-4.5355819044495e-16,5.16437049138112e-05,-0.00220208658516074,-9.64639272966636e-06,-1.11022302462516e-16,2.03792406140799e-06,-6.92642707366859e-16,3.92114681402017e-16,1.8260799862191e-15,-6.30454857224067e-05,1.32894245520799e-14,0.707106781186548,1.17407677248859e-14,0.000108040167314852,-2.2486176236397e-16,-1.50668509454564e-06,-4.84126801702698e-15,-1.35941639844253e-15,3.57440486860091e-16,8.73039257915359e-16,-1.3181310398367e-15,-6.2768938141681e-16,-7.07800031992239e-16,1.68006682112343e-05,-5.93496144885133e-16,2.64005496803253e-17,-2.80310985504713e-17,-7.61722517934606e-17,-3.72960595175058e-16,2.11167642639369e-16,7.83402986829682e-16,9.54206781417995e-17,1.68423023863627e-16,-2.36747084585158e-16,-2.34327812158929e-16,1.13876295210132e-16,-2.85359097309658e-16,-1.09435369056531e-17
"t39",-0.108537209116695,-0.0070792550054099,-0.0325847399318277,5.24438443467723e-05,-0.0829237745844123,-0.0503920035146135,0.00341129252889666,-0.00106277957484542,0.0124581767399522,-0.440322734919749,-0.103094289012826,0.00545807453115011,-0.059556744079912,0.00258179204914031,0.00177365922250435,0.00544504550335359,-0.0425269457552937,0.0183110460530342,-6.86300014797637e-05,0.0230838685837821,0.000170565432484646,-6.71128446711629e-06,-0.0136594257164411,-2.76171236576018e-05,-3.21852362088204e-05,-0.501075497838233,-9.09267852984778e-06,-0.0378074508074324,0.0528120655251427,-0.00048814185824558,7.99672753261029e-05,-0.00133515437838445,0.00836245520064364,-0.012099527067966,-1.25105983712126e-07,1.57873251827273e-05,-0.00133659626151521,0.00283469399699133,2.60417930677846e-16,0.00177710092731415,-1.26729891599568e-06,-0.00176638519291629,4.95366201801537e-06,0.00287792922175619,-0.000309330650508816,-2.63751381794846e-16,3.53690444543448e-06,6.59795293785703e-05,1.97694382599537e-05,0.000164000996463128,-0.000278741528636893,3.76224066265861e-06,2.10369992615657e-16,5.16437049138788e-05,-0.00220208658516136,-9.64639272859322e-06,-1.11022302462516e-16,2.03792406069844e-06,4.87955038488707e-16,-1.20986604760548e-16,-2.14886495675697e-15,-6.30454857334994e-05,-1.32964099176709e-14,-0.707106781186548,-1.17713426046518e-14,0.000108040167321228,2.79167920576027e-16,-1.50668508973004e-06,4.72993377570655e-15,1.5998876464641e-15,-2.67502698234983e-16,-8.30792329799308e-16,1.35370723357279e-15,3.84651922155363e-16,6.98607488135988e-16,1.68006682125562e-05,5.16264132946227e-16,-1.28538490004225e-17,1.96335356749075e-18,5.35823474540538e-16,5.13368892853113e-16,4.59613766004023e-18,-8.02655079804111e-16,2.28659523608708e-16,1.56138820820276e-16,-4.20422895193122e-17,3.31791232406016e-16,8.30194369520209e-17,-1.12389865268822e-16,1.20749198467921e-17
"t59",-0.108573627557988,-0.00708621149414899,-0.0326248130644413,5.25261151149148e-05,-0.0831469346048535,-0.0505743395174368,0.00342385829678907,-0.00106762212078439,0.0125351306001261,-0.443159949708543,-0.103982440025664,0.00551091605634635,-0.0602190976805687,0.00261323086412016,0.00180098834451478,0.00553849412909532,-0.043276332456486,0.0186415553250663,-7.00978018157058e-05,0.0239206523985194,0.000180923112594894,-7.55674643589897e-06,-0.0193470370857226,-6.21434498051467e-05,0.000635980400799485,0.49887412121533,8.16749300186935e-06,-0.0332056558751428,0.0468519056228715,-0.000458947703427101,7.573028744118e-05,-0.00126845117004481,0.0079701282593018,-0.0115320705013346,-1.19648005654545e-07,1.52261347269943e-05,-0.00128920039043821,0.00273629010048263,-1.21361974799448e-16,0.00172130034069652,-1.22800169271805e-06,-0.00171341156803987,4.8103594087885e-06,0.00279508171720073,-0.000300623874244954,7.9627891156146e-17,3.44390628964952e-06,6.42584906562237e-05,1.92778892456844e-05,0.000159964505416294,-0.000271964706892801,3.67217268239827e-06,5.43892164770449e-16,5.04537487427006e-05,-0.00215181731800215,-9.42775799828164e-06,-2.77555756156289e-17,1.99260983463225e-06,-3.27886016551459e-16,1.34549187054555e-15,-3.95608052742442e-16,-6.17656838851275e-05,1.14335480144782e-15,-5.94001238881792e-16,-9.24117896462768e-16,0.000105944239881834,-1.61848306102438e-17,-1.4777197246841e-06,-9.15443580403097e-16,2.7812578332353e-16,4.18801665555267e-16,-6.42642150300342e-16,-1.98227588116084e-15,-1.02522854344479e-13,-0.707106781186548,1.64986372765692e-05,9.28690354271625e-16,-1.70148541776426e-15,-8.59727267776211e-16,6.72138090828498e-16,-1.73807823214093e-15,9.32496239880388e-16,1.6924938239976e-16,-9.49553652163218e-17,5.28166403568467e-15,-1.38858964178066e-15,-1.46139677697158e-16,-1.4331165549529e-15,-9.69246126856753e-17,-3.00738706132846e-16
