"accepted_species","traits"
"t16",NA
"t46",0
"t73",1
"t76",1
"t79",0
"t81",0
"t89",NA
"t90",1
"t91",1
"t96",1
"t98",1
"t100",0
"t103",0
"t105",1
"t106",0
"t108",0
"t109",1
"t110",0
"t111",1
"t112",0
"t114",1
"t115",0
"t119",0
"t120",1
"t121",0
"t122",NA
"t123",1
"t124",0
"t125",0
"t127",0
"t129",0
"t130",1
"t132",1
"t134",0
"t135",1
"t136",1
"t138",1
"t141",1
"t142",0
"t143",0
"t144",0
"t146",0
"t147",1
"t148",1
"t149",NA
"t150",0
"t151",0
"t152",1
"t153",NA
"t154",NA
"t156",0
"t157",0
"t158",0
"t159",0
"t160",0
"t161",0
"t162",1
"t163",1
"t164",0
"t165",0
"t166",0
"t168",0
"t169",0
"t170",0
"t171",0
"t172",0
"t173",0
"t174",1
"t175",1
"t176",0
"t177",0
"t178",0
"t179",1
"t180",1
"t181",0
"t182",0
"t183",NA
"t184",0
"t185",0
"t186",0
"t187",0
"t188",0
"t189",0
"t190",1
"t191",NA
"t194",0
"t195",0
"t196",0
"t197",0
"t198",0
"t199",0
"t200",NA
"t201",0
"t202",0
"t203",1
"t204",1
"t205",0
"t206",NA
"t207",0
"t208",0
