"accepted_species","traits"
"t13",1
"t15",1
"t26",0
"t33",1
"t36",1
"t40",1
"t43",1
"t48",1
"t51",0
"t52",1
"t57",1
"t59",1
"t61",0
"t69",0
"t71",1
"t74",1
"t75",1
"t77",1
"t78",1
"t79",NA
"t81",0
"t82",1
"t83",1
"t85",1
"t86",1
"t88",1
"t89",0
"t90",1
"t91",1
"t93",1
"t96",1
"t97",1
"t98",1
"t99",0
"t100",1
"t101",0
"t102",1
"t103",1
"t104",1
"t106",1
"t108",NA
"t109",NA
"t110",1
"t111",1
"t112",1
"t113",0
"t115",0
"t116",NA
"t117",0
"t118",0
"t119",1
"t120",1
"t122",0
"t123",0
"t124",0
"t125",NA
"t126",1
"t127",0
"t128",1
"t129",0
"t130",1
"t131",NA
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",1
"t138",1
"t139",1
"t140",NA
"t141",NA
"t142",1
"t143",1
"t144",1
"t145",0
"t146",0
"t147",1
"t148",1
"t149",1
"t150",1
"t151",0
"t152",0
"t153",0
"t154",1
"t155",1
"t156",1
"t157",1
"t158",NA
"t159",NA
"t160",1
"t161",1
"t162",0
"t163",0
"t164",0
"t165",0
"t166",0
"t167",0
"t168",1
"t169",1
