,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,2.4556127,1.7868325,-0.1420608,7.079265,-0.07463356,0.11498307,0.26564854,-0.036723908,-0.023586966,0.15551588,2.2207909,-0.81611735,-2.0614107,12.952187,4.977629,0.3813312,-0.013008185
t2,2.2748337,1.7677944,0.33867174,5.704042,-0.06784766,0.663155,0.30813795,0.24273843,-0.063793965,0.18224828,1.0554715,-0.52286536,-1.5825115,11.329401,4.241141,0.33945996,-0.011870874
t3,1.8318563,1.1096028,2.0242763,3.5822878,-0.05616699,1.9006671,0.40968952,0.9632571,-0.18452695,0.23891877,-0.016466442,-0.07173882,-1.0134234,9.047375,2.4459467,0.26529497,-0.009251209
t4,2.024312,1.265993,1.495471,4.459656,-0.06229639,1.4722242,0.38707379,0.48743367,-0.16358545,0.21896216,0.36241716,-0.26721734,-1.2890223,10.079586,3.0774453,0.28896588,-0.010986039
t5,2.650023,2.0634015,-0.3673776,8.489459,-0.09146557,-0.101955906,0.23601985,-0.055206764,0.40760693,0.1216292,3.138124,-1.0867193,-2.4781723,14.296488,5.78017,0.4366379,-0.012295982
t6,2.6528337,2.2273958,-0.4369217,8.6259365,-0.08974557,-0.1410039,0.22317697,-0.016731083,0.7443688,0.121623985,3.209604,-1.1235961,-2.5223522,14.45532,5.873342,0.45976606,-0.011345879
t7,2.4379,2.1163454,-0.45428437,7.9769354,-0.08628952,-0.18598925,0.1983828,0.07641059,1.0458522,0.10471713,3.0198019,-1.0807747,-2.2849019,13.448231,5.523718,0.44489563,-0.010115214
t8,6.09148,9.956856,0.13922757,5.0464406,-0.18301797,0.59288126,0.013458471,0.57686186,3.2265487,0.26192582,0.26096043,-0.20528056,-1.5497398,11.891474,7.258227,0.6650177,1.18899
t9,-0.29406583,-0.58666223,-1.1662079,12.735127,1.6420127,-0.9184346,0.24727498,2.2488801,1.515087,0.03984488,7.650709,-1.9668286,-3.4638622,14.100587,1.9916179,0.39834362,-0.01454007
t10,6.89026,12.237302,4.0536923,2.2654667,-0.23911604,2.2044313,0.13026166,1.1959931,2.0270555,0.443635,-0.24099842,3.7436075,-0.25617084,7.510319,6.1756997,0.5658637,1.3883524
t11,6.7229953,12.177171,-0.04998228,4.4961615,-0.15705372,1.3098154,0.6372225,1.82693,4.4397073,0.25757384,-0.081225045,-0.028244132,-1.383209,11.810201,6.969726,0.8043262,2.8653083
t12,-0.48487768,-1.0347131,-1.5464277,13.309822,1.0457985,-0.8467677,0.0446385,1.067578,0.2540426,1.4154416,12.357415,-2.0368316,-3.906056,8.746573,-0.004397576,0.13928151,-0.008373783
t13,-0.54400575,-0.6770066,-0.5362514,7.2690597,4.8669734,-0.9340021,0.21874197,4.1031365,0.82061315,0.29637703,5.060637,-1.2045,-1.957737,9.189603,-0.015650328,0.3340909,-0.015805107
t14,-0.5014852,-1.158971,-1.9173242,15.866074,0.7662207,-0.9540007,0.054661807,0.96492714,0.1989561,2.0725658,14.388485,-2.465633,-4.5693984,10.266853,0.3910479,0.17875767,-0.007076825
t15,-0.5352497,-0.7286629,-0.90291846,10.756541,4.1816645,-1.0534587,0.2864905,3.9063995,1.2287499,0.24125397,7.0806727,-1.6564869,-2.467247,11.937104,0.14306945,0.40343288,-0.021803223
t16,-0.5697533,-0.71052366,-0.68157876,8.665724,5.1138005,-1.0411187,0.313373,4.3934197,0.76394886,0.27377033,5.325947,-1.5010688,-2.2865407,11.031612,-0.007363732,0.39121154,-0.014685924
t17,-0.73851615,-0.7246861,1.0366247,1.3358068,7.754732,-0.87038165,0.13539666,4.6979566,0.1450968,0.5638308,2.026819,-0.6741376,-0.6515193,4.7428646,-0.05355538,0.29037204,-0.013740241
t18,-0.47822344,-0.99671304,-1.3223562,11.699708,1.1950339,-0.84974164,0.05200962,0.90470356,0.41899323,1.3242278,10.931761,-1.8764224,-3.6691651,8.43883,-0.008144185,0.11079897,-0.010887279
t19,-0.57113487,-0.9678802,-0.8117886,6.9514904,2.427403,-0.85479474,0.3819756,0.8991098,0.25979933,0.10711072,9.113557,-1.3634244,-2.577729,3.2223783,-0.032467075,0.059385117,-0.0030894815
t20,-0.56583035,-1.3476528,-1.9207914,15.224264,-0.038586333,-0.758816,1.3618362,-0.021810347,-0.053268112,2.284654,15.966563,-2.2298827,-4.723619,7.0173354,-0.004397093,0.091423534,-0.007054877
t21,-0.7694572,-0.61831367,2.4438672,-0.13450436,8.890227,-0.73499995,0.5760948,5.514011,0.6334282,0.67953956,2.287697,-0.17390527,0.67458254,2.8078253,-0.06190101,0.3869332,-0.0072271666
