accepted_species,estimate
t61,-0.080108464
t62,-0.080108464
t63,0.30735508
t105,1.1066223
t106,1.1066223
t82,0.3551236
t54,-0.4899426
t55,-0.50077367
t125,-0.048253898
t121,-0.20482528
t122,-0.20482528
t194,-0.14242908
t195,-0.14242908
t94,-0.3678275
t74,-0.68855226
t107,-1.2000028
t135,-1.275743
t142,-1.275743
t143,-1.275743
t120,-1.275743
t92,-1.0021062
t95,-0.6529722
t244,-0.32850218
t127,-0.6847517
t265,0.14923224
t288,0.029066954
t293,-0.017047305
t217,0.06828375
t71,-0.73210055
t76,-0.392806
t83,-0.7825988
t67,-0.61215204
