accepted_species,estimate
t5,3.6892526
t7,3.1542053
t57,0.45110846
t114,-0.114241526
t98,0.29320124
t137,0.47486117
t212,-0.9092331
t246,-1.1373435
t323,-1.0672395
t204,-0.4294761
t51,0.062197506
t227,-0.2019311
t228,-0.2019311
t207,-0.2019311
t196,-0.2019311
t223,0.11030799
t301,-0.2723139
t322,-0.36098456
t25,-0.6115784
t107,0.7837043
t91,0.69071573
t88,0.4186036
t134,-0.18539986
t307,0.6908818
t159,0.396231
t174,0.20423028
t37,0.5905745
t106,0.74335843
t132,0.3675322
t96,-0.1655572
t282,-0.3829525
t185,-0.3860133
t54,-0.14652877
