,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,7.704396,-0.28696966,1.8839586,3.160408,5.332623,6.242891,6.4583015,6.988045,5.002031,5.2788496,1.8788714,4.559034,7.7157955,4.324931,5.296799,5.460937,4.529483,6.260569,6.5706034,5.202756,6.391974,7.4437103,6.0357184,4.507119,6.667918
t39,-4.798544,4.952364,1.3374666,0.52800316,3.2377312,4.587494,6.4416122,6.5494123,1.7362758,7.1294484,1.6080629,2.8158636,6.051089,5.0817423,7.4474645,5.5790105,6.876414,4.522919,5.3473983,6.128509,8.9020815,7.0113206,8.209985,2.6973777,7.285356
t98,-4.7358847,4.6150794,1.5648675,0.17365015,3.1616507,3.8575792,6.872423,6.8356566,1.8835864,7.029752,1.5137017,2.7525475,6.3171864,4.7426443,7.014293,5.211331,6.387012,4.702629,5.2254496,6.0111165,8.799461,6.664395,8.225702,2.7560596,6.8252306
t152,-4.7145195,4.721325,1.5706545,0.18993938,3.1577642,3.9873483,6.854938,6.971139,1.9668994,6.9799004,1.5555745,2.7765052,6.2111816,4.647345,7.060054,5.2371325,6.4094906,4.699589,5.2416043,6.0010285,8.95273,6.695754,8.215279,2.7396252,6.9819694
t227,-4.750706,4.638841,1.5385067,0.21970804,3.17258,3.926264,6.865257,6.865519,1.8976054,7.041448,1.5090972,2.7821906,6.2966743,4.7042375,7.073675,5.2387185,6.4052906,4.7019606,5.2397685,6.0169888,8.841917,6.6990275,8.242859,2.736813,6.8743377
t228,-4.752868,4.6446066,1.5277121,0.23160516,3.1719584,3.9447753,6.8635607,6.8832145,1.9110682,7.0418205,1.5038682,2.7924743,6.2901564,4.6768126,7.090373,5.2476993,6.406087,4.7031126,5.233636,6.015954,8.862321,6.702682,8.247657,2.7308977,6.8897986
t222,-4.757525,4.625927,1.5182935,0.23201326,3.1649158,3.9665954,6.8818474,6.8938565,1.9253017,7.042882,1.4897456,2.7976887,6.308285,4.675532,7.0952926,5.242387,6.391001,4.7105684,5.2174964,6.005867,8.850605,6.697126,8.261901,2.7366762,6.86665
t146,-4.74957,4.653817,1.533609,0.216373,3.1573343,3.9406226,6.872386,6.8865747,1.9160666,7.03103,1.5195322,2.7719631,6.2801456,4.6800666,7.0749655,5.2288413,6.4005475,4.7129674,5.2357163,6.00251,8.862305,6.692098,8.24039,2.749462,6.8952503
t138,-4.744218,4.7393255,1.5234282,0.20393212,3.102873,4.043718,6.866577,6.9523478,1.9771421,6.985607,1.5721816,2.7263658,6.197986,4.628786,7.0825596,5.2059393,6.4114604,4.751247,5.2292123,5.9506593,8.951581,6.681256,8.232328,2.7979925,7.0090775
t139,-4.7333746,4.6483407,1.55637,0.17816123,3.1322231,3.9580011,6.9008,6.931969,1.946249,6.9993515,1.5099678,2.756871,6.2844357,4.617961,7.04097,5.1862803,6.3630495,4.747783,5.214283,5.9632316,8.871189,6.6580973,8.254842,2.7743373,6.897844
t76,-4.748219,4.741882,1.528801,0.2357571,3.1474717,4.0425673,6.835327,6.913265,1.9357686,7.009856,1.5692569,2.758843,6.199118,4.666551,7.110705,5.244343,6.447569,4.713747,5.2665687,5.9950695,8.937889,6.7268343,8.228954,2.7607207,7.003942
t177,-5.040399,4.99299,1.3872916,0.39715043,3.0150793,3.536945,7.3631315,6.847627,1.8050822,7.165916,1.9851493,2.4505806,5.93255,4.065287,7.304087,4.671696,6.369194,5.0665407,5.852654,5.768011,9.009081,6.8606086,8.249803,3.042127,7.2949533
