,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,4.5368,-0.03433362,0.24900986,-0.31207427,13.10088,3.5528843,-1.1477216,8.771801,-0.81343466,0.4874339,7.9322176,3.5159483,3.4765196,-0.03455298,-0.03197026,-0.20818403,-0.024594394,-0.031678747,-0.44996393,35.062828,12.096587,9.220566,0.035700634,-1.3430728,4.1453657
t39,1.1238797,-0.312908,5.9511666,-0.13973682,0.36633968,9.771486,-0.6922816,9.553585,-0.06174208,11.828877,-0.06581163,1.1180555,0.093408175,-0.15074353,-0.062129192,-0.05655215,5.534585,2.6198442,-0.05047434,14.40097,2.0754535,8.019271,0.0363939,7.025629,0.35645396
t98,0.010701036,-0.2085114,5.23534,-0.1461122,0.7064496,8.032429,-0.057781186,8.991938,5.689773,10.197443,-0.18635419,0.09944986,0.13126676,-0.18978684,-0.07074426,-0.08424596,7.0608473,6.9603896,4.0079722,4.268807,-0.24068742,3.0578544,0.0142734945,12.332434,0.28430587
t152,0.24573393,-0.25231352,5.983616,-0.112599194,0.68671995,8.751706,-0.25206023,9.233609,3.9062023,11.045371,-0.14695404,0.32976642,0.11701516,-0.18272223,-0.07255925,-0.068724364,6.835008,5.585805,2.7601707,6.820389,-0.12890393,4.4162397,0.023224695,11.220169,0.20170207
t227,0.0045571537,-0.20924488,5.303189,-0.12981138,0.7342046,8.083537,-0.07444904,9.173088,5.720757,10.447526,-0.18749452,0.11398053,0.13428973,-0.19101651,-0.073175505,-0.0847485,7.0757756,6.987826,4.015439,4.3865585,-0.23546019,3.0448873,0.016325548,12.337004,0.2791616
t228,0.0028639624,-0.20921624,5.2975397,-0.13012588,0.7339777,8.08079,-0.07375693,9.171354,5.72543,10.436352,-0.18753524,0.11309572,0.1341907,-0.19068958,-0.07320568,-0.08494246,7.0715384,6.9817524,4.014279,4.381747,-0.2355727,3.0426116,0.01631673,12.33776,0.2800126
t222,0.0053208326,-0.21052447,5.324792,-0.12990627,0.73364913,8.090476,-0.07556235,9.175738,5.7134604,10.47754,-0.18705358,0.115110144,0.1345309,-0.19060807,-0.07300431,-0.08398138,7.0739536,6.9879208,4.002161,4.4000936,-0.23494606,3.071267,0.016326144,12.335897,0.2785189
t146,0.012021949,-0.20518064,5.3049455,-0.13414988,0.725431,8.070678,-0.06328381,9.113036,5.6937447,10.367732,-0.18590118,0.11614832,0.12954913,-0.19034803,-0.073515534,-0.08616732,7.075757,7.0554338,4.090582,4.392677,-0.23196596,3.080127,0.015907,12.343288,0.276165
t138,0.32712588,-0.2704018,6.067344,-0.105107665,0.6694074,8.916101,-0.3038621,9.135489,3.324547,11.111355,-0.13250679,0.38855192,0.11482377,-0.17971297,-0.07298934,-0.064113475,6.7216535,5.0795937,2.373736,7.6267867,-0.09782754,4.8170247,0.025039447,10.790968,0.17514235
t139,0.24023865,-0.25566852,5.7984896,-0.11484208,0.68544275,8.646076,-0.23480496,9.089788,4.02003,10.859142,-0.14679128,0.30585343,0.12035217,-0.18304187,-0.07318097,-0.07100132,6.8081837,5.625386,2.885216,6.7128453,-0.1389563,4.3164296,0.022123236,11.205803,0.20556708
