,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t58,0.2713825,7.6974196,-0.66033345,9.175176,-0.739681,28.484251,0.16290094,17.360954,1.4729139,-0.9510947,10.192294,11.947218,4.982124,-0.29637045,5.18502,-0.4463367,11.532758,11.243299,-0.57325983,-0.57711047,21.364605,-0.07349146,-0.15355437,-0.16800699,8.264882,-0.0016402395
t64,0.29369655,7.839526,-0.6845744,9.150151,-0.8503093,24.996305,0.11494676,18.541136,2.5827637,-0.90858614,10.254293,10.119086,5.373151,-0.27326372,3.4565923,-0.44119602,9.13646,11.723046,-0.6585512,-0.54642665,18.154531,-0.09201109,-0.12556568,-0.20354086,6.214597,-0.00170801
t65,0.29566163,7.845622,-0.68693316,9.153701,-0.85995656,24.70622,0.11073651,18.642126,2.6800432,-0.9054408,10.266156,9.962613,5.403172,-0.27130145,3.3102448,-0.44073665,8.929806,11.761436,-0.66536134,-0.54362696,17.892466,-0.09382574,-0.123208016,-0.20609641,6.043628,-0.0017158568
t66,0.28296962,7.8125176,-0.67114276,9.1330595,-0.7965694,26.672445,0.13727519,17.9916,2.033373,-0.92354417,10.164412,10.979715,5.2120156,-0.28512332,4.236039,-0.4460158,10.307155,11.510106,-0.62399405,-0.5611885,19.653828,-0.08159743,-0.13882022,-0.18600543,7.1793704,-0.001689715
t173,0.19314449,8.009148,-0.6131532,9.899525,-0.430535,41.672035,0.33884153,14.393946,-0.20927137,-1.1064621,10.248169,18.14152,3.503295,-0.39796835,10.816991,-0.48282722,19.909836,9.787398,-0.3182734,-0.6856097,32.708084,-0.002577467,-0.2545895,-0.0166485,15.004207,-0.001619239
t186,0.2134781,8.034582,-0.62489504,9.843884,-0.49734634,39.423122,0.30152014,15.326339,-0.13834967,-1.0739298,10.144002,16.811064,3.856912,-0.38396412,9.62729,-0.4845913,18.318762,9.980447,-0.37501326,-0.67091465,30.636913,-0.01704447,-0.23652525,-0.049825016,13.587646,-0.0016837585
t187,0.21389408,8.028213,-0.62495685,9.850877,-0.49628353,39.490955,0.30241102,15.305716,-0.13980575,-1.0748186,10.152359,16.849382,3.86124,-0.38429815,9.659888,-0.48488528,18.36992,9.976306,-0.37275594,-0.67189014,30.68971,-0.016809406,-0.23700593,-0.0483388,13.63756,-0.0016802476
t184,0.19595525,8.0192175,-0.61069113,9.898281,-0.4292587,41.652378,0.33957657,14.3942795,-0.21581088,-1.1020907,10.17512,18.132515,3.5714767,-0.39875883,10.848958,-0.48626816,19.876781,9.757288,-0.3194837,-0.68507034,32.69608,-0.004568892,-0.25430354,-0.020880256,14.974237,-0.0016403736
t185,0.1937764,8.025273,-0.61100614,9.879439,-0.42620558,41.662876,0.33727846,14.400703,-0.215107,-1.1029887,10.141772,18.12744,3.5505223,-0.3999735,10.772449,-0.4851967,19.935257,9.718478,-0.31455794,-0.6860699,32.68743,-0.0026304564,-0.25427392,-0.01664558,14.952791,-0.0016278386
t247,0.21989372,7.7749763,-0.5862371,9.562077,-0.45094487,40.683773,0.33899775,13.519806,-0.23959106,-1.1130879,10.056617,18.126852,3.4911094,-0.37747175,11.19897,-0.45400208,19.625504,9.7615,-0.30233905,-0.6646041,32.12693,-0.008161166,-0.25309888,-0.057465993,15.001887,-0.0015023679
t248,0.2197566,7.7760706,-0.5861774,9.561347,-0.45076597,40.680897,0.33897588,13.517623,-0.2396827,-1.1128479,10.053982,18.12568,3.4921055,-0.37731212,11.198281,-0.45395106,19.625143,9.760659,-0.30253246,-0.6646094,32.120605,-0.008307503,-0.25309962,-0.057266176,14.999356,-0.0015031833
t82,0.27211863,7.6720123,-0.6445209,9.150158,-0.67386293,30.854197,0.20149797,16.587875,0.75808495,-0.9815147,10.07177,13.191527,4.658147,-0.3137239,6.459073,-0.4442489,13.16639,10.779261,-0.5112731,-0.5939697,23.474533,-0.058830317,-0.17394783,-0.15204878,9.674615,-0.001549489
t54,0.30347106,7.8482976,-0.69165903,9.106657,-0.8928483,23.478195,0.097658016,18.828417,3.0287344,-0.89266926,10.286635,9.444092,5.4976,-0.262716,2.8572285,-0.43306184,8.152806,11.872298,-0.6853289,-0.53092843,16.833612,-0.09919507,-0.113932066,-0.21200442,5.417699,-0.0017213165
t38,0.27153677,7.81123,-0.6641553,8.603716,-0.9021445,19.577045,0.073526785,18.233383,4.057352,-0.84053034,10.102761,8.324588,5.464336,-0.22861473,1.850877,-0.41368487,5.8803735,12.219275,-0.6972371,-0.48408195,13.704334,-0.10799947,-0.08349529,-0.21286705,3.9256237,-0.0017703125
t31,0.269768,7.5372577,-0.66356933,8.407454,-0.8632419,19.684246,0.092343904,17.047785,3.74238,-0.8326591,10.047318,8.852444,5.353616,-0.22928849,2.6299593,-0.39496636,6.5443788,11.974684,-0.66142386,-0.48567382,14.194195,-0.09938794,-0.089369245,-0.19928393,4.3389077,-0.0016498492
t61,0.2667204,7.219275,-0.6440974,8.686127,-0.7146522,26.211033,0.17619868,15.966185,1.53954,-0.9087188,9.988626,11.702233,4.9377575,-0.27491203,5.4847336,-0.42393264,10.727942,11.15076,-0.5512301,-0.55547345,20.004591,-0.07399068,-0.14297183,-0.13997911,7.815568,-0.0015133667
