,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t58,11.8857155,10.763818,1.3844336,5.516531,3.4038622,7.7467265,3.4772027,5.99967,3.5345936,4.419088,4.6689816,4.8819265,3.1560695,5.909395,3.0815487,5.4773507,6.2193184,9.472649,7.611345,4.9860806,4.5220003,5.1772914,5.3341656,6.4425387,4.88066,7.1228147
t64,11.850784,10.824694,1.3997658,5.5589414,3.4177785,7.8333197,3.41966,5.962745,3.5258844,4.3627315,4.6851344,4.883629,3.1158109,5.910749,3.1159427,5.5180364,6.2376685,9.46154,7.608953,5.033397,4.51179,5.1694326,5.324673,6.403867,4.8652763,7.151391
t65,11.829348,10.810337,1.447169,5.5562854,3.4152076,7.7918706,3.444275,5.9417024,3.4600961,4.3943014,4.7309647,4.846203,3.162618,5.926953,3.1065853,5.4527035,6.172787,9.417654,7.549053,5.061838,4.4636745,5.2419333,5.3386517,6.362337,4.878046,7.1401777
t66,11.785694,10.850345,1.3971442,5.5362062,3.4212248,7.7492795,3.4194803,5.962028,3.413929,4.356888,4.701247,4.909003,3.2054229,5.9901595,3.1601744,5.5016117,6.122637,9.471626,7.586835,5.0271616,4.4066205,5.1830063,5.388712,6.3975015,4.807305,7.1489983
t173,12.166643,10.345177,1.5071388,5.5762587,3.3077605,7.592331,3.7885861,6.2873297,3.6648505,4.698972,4.6664796,4.6345563,3.0795574,5.966179,2.7215588,5.218346,6.350567,9.343919,7.5540786,5.012448,4.7029977,5.319433,5.4868903,6.4775305,5.031724,7.0530105
t186,12.128815,10.384517,1.4880528,5.547151,3.3208659,7.5886135,3.7526083,6.257955,3.634477,4.6597815,4.6619096,4.672715,3.1120095,5.9561872,2.7607675,5.2577543,6.316188,9.360926,7.5626025,4.9881635,4.6759534,5.2869754,5.472167,6.4844832,5.022765,7.068951
t187,12.113598,10.402731,1.4654263,5.538243,3.3121321,7.5972476,3.734272,6.239548,3.6197803,4.644132,4.6469116,4.6840506,3.1237328,5.970018,2.7763267,5.273351,6.3024244,9.384974,7.57966,4.982029,4.653836,5.2704253,5.474466,6.48706,4.998967,7.065924
t184,12.169675,10.339267,1.5074474,5.572985,3.3114898,7.5870695,3.792745,6.2907305,3.6655374,4.702098,4.6659546,4.635585,3.081931,5.962585,2.7176874,5.215999,6.350432,9.342799,7.5538454,5.0088964,4.7069674,5.3183365,5.4864817,6.479338,5.0379443,7.056919
t185,12.187619,10.3086815,1.5172591,5.56159,3.3241959,7.5641603,3.8152554,6.308234,3.670497,4.720794,4.668446,4.6311426,3.0892982,5.948593,2.6947858,5.200371,6.35335,9.32901,7.5474834,4.995902,4.727029,5.3195195,5.4863605,6.4874215,5.066741,7.0693707
t247,12.173699,10.346693,1.5129818,5.597569,3.299341,7.6105957,3.79218,6.289853,3.6800947,4.7053046,4.6707344,4.620484,3.0581334,5.971114,2.717883,5.2101927,6.3672285,9.340188,7.5512466,5.0316415,4.707919,5.3339977,5.4856806,6.469983,5.02059,7.0418444
t248,12.144669,10.41858,1.4983394,5.6624393,3.2511823,7.687384,3.7439034,6.253924,3.6883366,4.6762757,4.669119,4.603483,3.0047889,6.0247498,2.7644174,5.2275367,6.387238,9.371122,7.5644903,5.098545,4.6648207,5.361361,5.4964304,6.431025,4.9437146,6.9893894
t82,11.958056,10.636799,1.4014482,5.4836473,3.320149,7.6649847,3.553523,6.100381,3.5497084,4.4670496,4.651158,4.793493,3.1871912,5.9321594,2.9631379,5.452647,6.2153354,9.442074,7.604484,4.9340863,4.535683,5.159015,5.371844,6.510344,4.8785987,7.0708923
t54,11.810952,10.819824,1.4116609,5.5390406,3.4171283,7.782798,3.4293346,5.944732,3.4497366,4.3763976,4.708173,4.874395,3.1746016,5.936908,3.1211033,5.4794593,6.1638937,9.454012,7.5708685,5.038368,4.446637,5.2122746,5.34335,6.3859496,4.8495054,7.1397977
t38,11.782237,10.820668,1.4949207,5.575999,3.419402,7.806967,3.4155407,5.9035754,3.3951685,4.3682017,4.780639,4.8217793,3.1769829,5.948432,3.1092148,5.443644,6.1287575,9.376146,7.504952,5.106628,4.4122267,5.276763,5.344847,6.3109426,4.8600674,7.1490116
t31,11.779133,10.83766,1.4985067,5.599561,3.4292958,7.8328214,3.4076993,5.901254,3.403368,4.3606973,4.7838783,4.8295703,3.1568203,5.9601703,3.1237223,5.4485736,6.1408467,9.37588,7.509426,5.128502,4.419059,5.278764,5.356712,6.2926745,4.8627295,7.1644154
