"accepted_species","Medicinal"
"Cynanchum_leptolepis",0
"Pyrostria_tulearensis",0
"Coprosma_kauensis",0
"Minaria_semirii",0
"Aidia_vitiensis",1
"Orbea_carnosa",NA
"Tweedia_andina",0
"Gynochthodes_jasminoides",0
"Benkara_sinensis",1
"Mitracarpus_portoricensis",0
"Geniostoma_hymenopodum",0
"Vincetoxicum_crassifolium",0
"Tromlyca_locellata",NA
"Spermacoce_huillensis",0
"Timonius_ternifolius",0
"Metagentiana_serra",0
"Asclepias_engelmanniana",1
"Centaurium_portense",NA
"Exaculum_pusillum",0
"Mandevilla_benthamii",0
"Joosia_sericea",0
"Arachnothryx_secunda",NA
"Cynanchum_carautanum",0
"Calochone_redingii",0
"Atractocarpus_pancherianus",0
"Aidia_densiflora",1
"Kuepferia_chateri",0
"Guettarda_sageretioides",0
"Guettarda_ramuliflora",0
"Pleioceras_gilletii",0
"Senaea_coerulea",0
"Mycetia_siamensis",0
"Coptosapelta_montana",0
"Deppea_microphylla",0
"Apocynum_venetum",1
"Mandevilla_guanabarica",0
"Cynanchum_staubii",0
"Pentasacme_pulcherrima",0
"Rondeletia_pycnophylla",0
"Rondeletia_saxicola",0
"Coptophyllum_bracteatum",NA
"Ceropegia_denticulata",0
"Swertia_lihengiana",NA
"Spigelia_colimensis",0
"Psychotria_sopkinii",0
"Psychotria_calceata",0
"Psychotria_patentinervia",0
"Galium_magellense",0
"Psychotria_wieringae",NA
"Psychotria_durilancifolia",0
"Psychotria_taviunensis",0
"Psychotria_hirtinervia",0
"Psychotria_conjugens",0
"Coprosma_×_buchananii",0
"Crawfurdia_delavayi",0
"Manettia_skutchii",0
"Kohautia_dolichostyla",0
"Ixora_francavillana",0
"Landolphia_kirkii",1
"Hoya_eitapensis",0
"Hedyotis_rajasekaranii",0
"Leptodermis_tomentella",0
"Deppea_schultzei",0
"Xysmalobium_involucratum",NA
"Parsonsia_terminaliifolia",0
"Aspidosperma_olivaceum",0
"Chimarrhis_microcarpa",0
"Mitracarpus_hasslerianus",0
"Dolicholobium_glabrum",0
"Palicourea_jelskii",0
"Pseudolithos_gigas",0
"Pauridiantha_halleana",0
"Matelea_vargasii",0
"Spermacoce_fabiformis",0
"Spermacoce_dibrachiata",0
"Hoffmannia_ecuatoriana",0
"Sebaea_minutissima",0
"Gonolobus_bakeri",NA
"Lerchea_corymbosa",0
"Isidorea_brachyantha",0
"Gymnema_rotundatum",0
"Alstonia_spatulata",1
"Halenia_weddelliana",0
"Faroa_amara",0
"Elaeagia_asperula",0
"Sarcolobus_rubescens",0
"Gentianella_rugicalyx",0
"Tricalysia_longipaniculata",0
"Myrmecodia_lamii",0
"Saprosma_consimilis",1
"Gonzalagunia_dodsonii",0
"Glossostelma_nyikense",0
"Oldenlandia_subtilior",0
"Ophiorrhiza_uniflora",0
"Argostemma_subfalcifolium",0
"Declieuxia_muscosa",NA
"Gentiana_langbianensis",0
"Gentiana_catesbaei",0
"Exacum_atropurpureum",0
"Cryptostegia_grandiflora",1
