accepted_species,estimate
t214,-1.1036128
t926,0.8812701
t672,0.85964906
t275,0.8695561
t785,0.46704876
t243,0.784994
t2,0.6113673
t413,1.4740064
t957,0.48461
t614,1.1722647
t685,1.1821072
t289,0.7977066
t696,0.7807729
t404,0.1251365
t665,0.18752006
t240,0.46513405
t244,0.4981626
t173,0.7113287
t495,0.91588306
t923,0.9131354
t118,0.6714372
t648,0.3014546
t573,0.5452643
t117,1.0830029
t749,1.3482594
t860,1.3767776
t16,0.87738013
t20,0.7398269
t622,1.0019048
t6,0.62554854
t219,-1.1146218
t73,-1.2130064
t584,0.21406451
t216,-0.456132
t246,-0.6765232
t421,-0.46637732
t645,-1.0256972
t196,-1.1765383
t197,-1.1765383
t105,-1.1739501
t296,-1.1591984
t363,-0.659902
t626,-0.4134981
t360,-0.6483069
t890,-0.5654261
t924,0.44568247
t48,-1.0141098
t722,-0.5976679
t996,-0.6634331
t252,0.29429543
t392,0.04619273
t670,-0.5753361
t673,-0.49526134
t305,-0.26044077
t428,-0.8173514
t934,-1.313839
t661,-0.80486757
t516,-0.71618587
t382,-1.0587871
t344,0.6197538
t532,0.9357948
t859,0.023743194
t687,-0.122348934
t824,0.2889919
t184,0.12800016
t8,0.34163755
t40,0.12112534
t55,0.16827698
t574,0.73520005
t992,-0.23031183
t999,0.48283598
t66,0.43469146
t980,-0.13544358
t42,0.7964596
t654,0.6675107
t653,0.39467967
t657,0.20145549
t459,0.48803592
t856,0.69965076
t901,0.35074034
t278,0.666708
t544,1.1652325
t499,-0.8529479
t741,-1.6815646
t849,-1.510872
t850,-1.510872
t778,-1.510872
t272,-1.5223691
t273,-1.5223691
t548,-1.0974754
t880,-1.5070937
t881,-1.5070937
t535,-1.5520898
t352,-2.1969442
t632,-0.9835939
t784,-0.98383254
t607,-0.9590913
t662,-1.6126429
t870,-1.6020603
t871,-1.6020603
