"accepted_species","traits"
"t1",0
"t2",1
"t3",0
"t4",1
"t5",1
"t6",1
"t7",0
"t8",1
"t9",NA
"t10",1
"t11",1
"t12",0
"t13",1
"t14",0
"t15",0
"t16",0
"t17",0
"t18",1
"t19",0
"t20",1
"t21",0
"t22",1
"t23",1
"t24",1
"t25",NA
"t26",0
"t27",1
"t28",0
"t29",0
"t30",1
"t31",1
"t32",0
"t33",1
"t34",1
"t35",1
"t36",1
"t37",1
"t38",1
"t39",0
"t40",1
"t41",1
"t42",1
"t43",1
"t44",1
"t45",0
"t46",0
"t47",1
"t48",NA
"t49",1
"t50",0
"t51",1
"t52",0
"t53",1
"t54",NA
"t55",0
"t56",0
"t57",0
"t58",1
"t59",1
"t60",0
"t61",NA
"t62",1
"t63",1
"t64",1
"t65",1
"t66",1
"t67",1
"t68",0
"t69",1
"t70",1
"t71",1
"t72",0
"t73",NA
"t74",1
"t75",NA
"t76",NA
"t77",0
"t78",0
"t79",1
"t80",1
"t81",0
"t82",1
"t83",1
"t84",1
"t85",1
"t86",1
"t87",1
"t88",0
"t89",0
"t90",1
"t91",0
"t92",0
"t93",1
"t94",NA
"t95",1
"t96",1
"t97",0
"t98",0
"t99",NA
"t100",0
"t101",0
"t102",1
"t103",1
"t104",1
"t105",1
"t106",1
"t107",0
"t108",NA
"t109",NA
"t110",1
"t111",1
"t112",NA
"t113",0
"t114",0
"t115",0
"t116",0
"t117",0
"t118",NA
"t119",0
"t120",0
"t121",1
"t122",1
"t123",1
"t124",1
"t125",1
"t126",1
"t127",1
"t128",1
"t129",0
"t130",0
"t131",0
"t132",0
"t133",1
"t134",1
"t135",0
"t136",0
"t137",1
"t138",1
"t139",0
"t140",0
"t141",1
"t142",NA
"t143",1
"t144",1
"t145",1
"t146",1
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",1
"t154",1
"t155",1
"t156",0
"t157",0
