"accepted_species","traits"
"t6",1
"t13",1
"t18",1
"t21",0
"t23",0
"t26",0
"t30",0
"t33",0
"t34",1
"t36",0
"t37",0
"t40",1
"t41",1
"t42",NA
"t43",1
"t45",0
"t46",0
"t47",0
"t48",0
"t49",1
"t53",0
"t55",1
"t56",1
"t57",1
"t59",1
"t60",NA
"t61",1
"t63",1
"t66",1
"t67",1
"t68",1
"t69",1
"t70",0
"t71",1
"t72",1
"t74",0
"t75",0
"t76",0
"t77",0
"t78",1
"t79",1
"t80",1
"t82",1
"t83",0
"t85",0
"t86",NA
"t87",1
"t88",NA
"t89",0
"t92",NA
"t94",NA
"t98",1
"t99",1
"t100",1
"t101",0
"t102",0
"t103",1
"t104",0
"t105",1
"t106",1
"t107",0
"t108",1
"t109",0
"t110",1
"t112",0
"t115",1
"t116",1
"t117",1
"t118",1
"t120",1
"t121",0
"t122",0
"t123",0
"t124",1
"t126",1
"t127",1
"t128",0
"t129",1
"t130",0
"t131",1
"t132",1
"t133",0
"t134",NA
"t135",1
"t136",1
"t137",1
"t138",0
"t139",1
"t140",NA
"t141",0
"t142",0
"t143",1
"t144",0
"t145",1
"t146",0
"t147",0
"t149",1
"t151",1
"t152",0
"t153",1
"t155",1
"t156",0
"t157",1
"t158",0
"t159",1
"t160",NA
"t163",1
"t164",1
"t165",0
"t166",1
"t168",1
"t169",1
"t171",0
"t173",0
"t175",0
"t177",0
"t178",NA
"t179",NA
"t180",0
"t181",1
"t182",1
"t183",0
"t184",1
"t185",1
"t186",1
"t187",1
"t188",0
"t189",1
"t191",1
"t192",1
"t193",0
"t194",NA
"t195",1
"t196",1
"t197",1
"t198",0
"t200",1
"t201",0
"t202",1
"t203",1
"t204",1
"t205",1
"t206",NA
"t207",1
"t208",1
"t209",1
"t210",NA
"t211",1
"t212",0
"t213",1
"t214",0
"t215",0
"t216",0
"t218",0
"t219",0
"t220",0
"t221",0
"t222",0
"t223",0
"t224",0
"t225",1
"t226",0
"t227",1
"t228",0
"t229",1
"t231",0
"t232",1
"t233",NA
"t234",0
"t235",0
"t236",NA
"t237",0
"t238",1
"t239",1
"t240",1
"t241",1
"t242",0
"t243",1
"t244",1
"t245",0
"t246",1
"t247",1
"t248",0
"t249",1
"t250",0
"t251",0
"t252",1
"t253",0
"t254",NA
"t255",0
"t256",1
"t257",NA
"t258",1
"t259",1
"t260",0
"t261",1
"t262",1
"t263",0
"t264",0
"t265",1
"t266",0
"t267",1
"t268",0
"t269",1
"t270",0
"t271",0
"t272",0
"t273",1
"t274",0
"t275",0
"t276",1
"t277",1
"t278",1
"t279",1
"t280",0
"t281",1
"t282",1
"t283",1
"t284",0
"t285",1
"t286",1
"t287",0
"t288",1
"t289",1
"t290",1
"t291",NA
"t292",1
"t293",1
"t294",0
"t295",0
"t296",1
"t297",1
"t298",1
"t299",0
"t300",1
"t301",0
"t302",1
"t303",0
"t304",1
"t305",1
"t306",0
"t307",1
"t308",0
"t309",0
"t310",1
"t311",1
"t312",1
"t313",1
"t314",1
"t315",1
"t316",1
"t317",0
"t318",0
"t319",1
"t320",1
"t321",0
"t322",0
"t323",0
"t324",1
"t325",1
"t326",0
"t327",1
"t328",1
"t329",1
"t330",1
"t331",1
"t332",1
"t333",1
"t334",1
"t335",1
"t336",1
"t337",1
"t338",0
"t339",NA
"t340",1
"t341",1
"t343",NA
"t344",NA
"t345",0
"t346",1
"t347",0
"t348",1
"t349",NA
"t350",1
"t352",1
"t353",1
"t354",0
"t355",0
"t356",0
"t357",1
"t358",1
"t359",1
"t360",0
"t361",0
"t362",NA
"t363",NA
"t364",1
"t365",1
"t366",0
"t367",1
"t368",0
"t369",1
"t370",1
"t371",0
"t372",0
"t373",1
"t374",1
"t375",1
"t377",1
"t378",0
"t379",1
"t380",NA
"t381",0
"t382",0
"t383",0
"t384",1
"t385",1
"t386",0
"t387",1
"t388",0
"t389",1
"t390",0
"t391",0
"t392",0
"t393",1
"t394",0
"t395",1
"t396",0
"t397",0
"t398",1
"t399",0
"t400",NA
"t401",NA
"t402",0
"t404",1
"t405",0
"t406",1
"t407",0
"t408",0
"t409",1
"t410",1
"t411",NA
"t412",0
"t413",0
"t414",0
"t415",1
"t416",1
"t417",1
"t418",0
"t419",1
"t420",0
"t421",0
"t422",0
"t423",0
"t424",1
"t425",0
"t426",1
"t427",0
"t428",0
"t429",1
"t430",0
"t431",NA
"t432",NA
"t433",NA
"t434",1
"t435",0
"t436",0
"t437",0
"t438",0
"t439",0
"t441",1
"t442",NA
"t443",1
"t444",1
"t445",1
"t446",NA
"t447",1
"t448",0
"t449",0
"t450",0
"t451",1
"t452",NA
"t453",1
"t454",NA
"t455",0
"t456",0
"t457",1
"t458",1
"t459",1
"t460",0
"t461",1
"t462",1
"t463",1
"t464",1
"t465",NA
"t466",0
"t467",0
"t468",1
"t469",NA
"t470",0
"t471",1
"t472",NA
"t473",NA
"t474",1
"t475",1
"t476",1
"t477",0
"t478",1
"t479",1
"t480",1
"t481",NA
"t482",NA
"t483",1
"t484",1
"t485",0
"t486",0
"t487",1
"t488",1
"t489",0
"t490",0
"t491",0
"t492",NA
"t493",1
"t494",1
"t495",1
"t496",0
"t497",1
"t498",1
"t499",1
"t500",1
"t501",0
"t503",0
"t504",1
"t505",0
"t506",0
"t507",1
"t508",1
"t509",0
"t510",NA
"t511",NA
"t512",NA
"t513",0
"t514",1
"t515",0
"t516",0
"t517",0
"t518",0
"t519",1
"t520",1
"t521",1
"t522",1
"t523",0
"t524",0
"t525",1
"t526",1
"t527",1
"t528",NA
"t529",1
"t530",1
"t531",0
"t532",0
"t533",1
"t534",1
"t535",1
"t536",0
"t537",1
"t538",1
"t539",0
"t540",0
"t541",0
"t542",NA
"t543",NA
"t544",1
"t545",1
"t546",1
"t547",0
"t548",0
"t550",1
"t551",1
"t552",0
"t553",0
"t554",1
"t555",0
"t556",0
"t557",0
"t558",0
"t559",1
"t560",1
"t561",1
"t562",1
"t563",1
"t564",0
"t565",1
"t566",NA
"t567",NA
"t568",1
"t569",0
"t570",0
"t571",1
"t572",0
"t573",1
"t575",0
"t576",1
"t577",NA
"t578",NA
"t579",0
"t580",1
"t581",0
"t582",0
"t583",1
"t584",0
"t585",1
"t586",1
"t587",NA
"t588",NA
"t589",0
"t590",0
"t591",0
"t592",0
"t593",1
"t594",1
"t595",1
"t596",1
"t597",0
"t599",1
"t600",0
"t601",1
"t602",NA
"t603",0
"t604",0
"t605",0
"t606",1
"t607",0
"t608",1
"t609",1
"t610",0
"t611",0
"t612",1
"t613",0
"t614",1
"t615",1
"t616",0
"t617",0
"t618",0
"t619",1
"t620",0
"t621",0
"t622",0
"t623",1
"t624",0
"t625",0
"t626",1
"t627",1
"t628",1
"t629",1
"t630",1
"t631",1
"t632",0
"t633",1
"t634",0
"t635",1
"t636",1
"t637",1
"t639",NA
"t640",1
"t642",1
"t643",0
"t645",1
"t646",0
"t647",NA
"t648",NA
"t649",1
"t650",1
"t651",0
"t652",1
"t653",NA
"t654",NA
"t655",1
"t656",1
"t657",1
"t658",0
"t659",1
"t660",1
"t661",1
"t662",0
"t663",0
"t664",1
"t665",1
"t666",NA
"t667",0
"t668",1
"t669",1
"t670",1
"t671",1
"t672",0
"t673",0
"t674",0
"t675",1
"t676",1
"t677",0
"t678",0
"t679",0
"t680",0
"t681",NA
"t682",NA
"t683",1
"t684",0
"t685",0
"t686",1
"t687",1
"t688",1
"t689",1
"t690",1
"t691",1
"t692",0
"t693",1
"t694",0
"t695",1
"t696",0
"t697",1
"t698",0
"t699",1
"t700",1
"t701",1
"t702",0
"t703",0
"t704",1
"t705",NA
"t706",0
"t707",0
"t708",0
"t709",1
"t710",NA
"t711",1
"t712",1
"t713",1
"t714",1
"t715",1
"t716",1
"t717",NA
"t718",NA
"t719",0
"t720",1
"t721",1
"t722",1
"t723",1
"t724",0
"t725",1
"t726",0
"t727",0
"t728",0
"t729",0
"t730",1
"t731",1
"t732",1
"t733",1
"t734",1
"t735",1
"t736",1
"t737",1
"t738",0
"t739",0
"t740",1
"t741",1
"t742",NA
"t743",NA
"t744",0
"t745",1
"t746",0
"t747",0
"t748",0
"t749",0
"t750",0
"t751",0
"t752",0
"t753",0
"t754",1
"t755",1
"t756",1
"t757",1
"t758",0
"t759",1
"t760",1
"t761",1
