"accepted_species","trait_ARD"
"t69",NA
"t87","1"
"t88",NA
"t64","1"
"t65","1"
"t29","1"
"t31",NA
"t71","1"
"t72",NA
"t56","1"
"t97","1"
"t98",NA
"t40",NA
"t30",NA
"t34",NA
"t60",NA
"t89",NA
"t90","0"
"t3","1"
"t6","1"
"t10","0"
"t57","1"
"t58","1"
"t9","1"
"t47","0"
"t48","1"
"t51","0"
"t61","1"
"t67","1"
"t68","1"
"t93","0"
"t94","0"
"t12","1"
"t13","1"
"t49","1"
"t44","1"
"t73","1"
"t78","1"
"t81","1"
"t82","1"
"t5","0"
"t25","1"
"t26","1"
"t18","1"
"t37","1"
"t85","0"
"t86","0"
"t23","0"
"t50","0"
"t41","0"
"t54","0"
"t55","0"
"t27","0"
"t42","0"
"t43","0"
"t99","0"
"t100","0"
"t70","0"
"t66","0"
"t28","0"
"t11","1"
"t79","1"
"t80","1"
"t33","1"
"t76","0"
"t77","0"
"t52","0"
"t53","0"
"t35","1"
"t22","1"
"t16","1"
"t17","0"
"t7","1"
"t8","1"
"t4","1"
"t14","1"
"t19","1"
"t95","1"
"t96","1"
"t62","1"
"t63","1"
"t74","1"
"t75","1"
"t59","1"
"t38","0"
"t39","0"
"t24","0"
"t15","0"
"t21","0"
"t32","1"
"t45","0"
"t46","0"
"t36","1"
"t20","1"
"t2","0"
"t83","0"
"t84","0"
"t91","1"
"t92","1"
"t1","1"
