"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123"
"t1",-0.0342025184945853,0.0223975847738893,0.0565936133719091,0.00621834476402281,-0.00947626826806677,-0.00877813626406663,0.011378516056982,0.0133909489168342,0.00215072697943374,-0.00331830188979124,-0.00221637700145077,0.00075008451464307,0.0377388763840704,0.0213837957179636,0.0221967187535223,-0.000108094864941937,-0.0909794660678949,0.105081455174325,-0.00259558746206589,0.00543025773978535,0.226285355504389,-0.00185415752643727,0.644211989570488,0.444421951786802,-0.00861995511370908,-0.000878248610201178,0.0174064835709999,0.00207047107874162,-6.41917977329927e-05,0.534652267540675,-0.0113713690185706,-0.000654972537132185,-0.00154261144742705,-0.00109201236461391,0.00974898746052015,0.0225872334139692,0.00218994891433677,0.00106001828207786,-0.00162598913745001,0.0609594251891264,0.00140483882477787,0.0111009001519039,-0.0148476225918442,0.0110928062522675,-0.000101670887742332,0.005115353443529,-1.14041879325366e-15,-0.0049326751362641,0.000206837343996744,-2.62834975422942e-15,-0.00183922476377528,0.078446363476534,-1.19732942124049e-14,0.0325263812225177,-0.000176109055712278,0.00492436201356671,-0.0445825710141309,8.70558625486966e-06,2.26475698647044e-05,-0.000356683430085876,7.98599763451677e-05,1.49639242561184e-15,4.19035522806127e-06,-1.60844221799139e-15,1.27668079289997e-15,-5.0437988372553e-06,0.000909543896884684,2.98157076592712e-16,-0.000274505355792144,-4.85660456524191e-05,-0.0024300019300736,0.00143633076634431,3.67857162154272e-16,0.00669668108276623,0.000399581042613536,6.49224378457846e-05,2.37358747365983e-06,-0.00012121265953394,-1.14055199804303e-05,-4.66910001191684e-05,-4.90686567505413e-17,-0.00062640780857703,-0.000929433111407642,4.96013758594637e-16,1.43917094975209e-06,5.00206893411979e-06,-2.42077113278729e-17,-1.67375776068762e-06,-1.0891758914312e-15,8.36135176106867e-16,-0.00023578643074728,-0.000183304305927784,2.73913451958662e-05,0.0223951839413773,5.19998302889822e-07,1.1883340192211e-15,-1.41929209138895e-16,4.34779099583236e-05,1.43143183362192e-16,0.000370201164185372,-9.76695760778467e-16,-8.0646440587336e-16,-5.316138470331e-07,-1.06671495431275e-05,2.77680183600128e-16,3.02401759947838e-07,-5.1568367244488e-16,1.16481071488856e-05,2.50725772998109e-16,3.34741289442875e-16,-3.56650645961688e-16,9.79485831574637e-16,3.66943970365082e-15,-6.99658341712632e-05,5.77349057983252e-16,5.05353763763743e-16,-2.30280142959505e-15,2.11615269853685e-16,-1.54276821264102e-15,-4.38831819111672e-15,1.04847253957816e-14,-1.7835065019773e-14,0.0901669634667459
"t8",-0.0860115593813303,-0.00928405626441384,-0.024488989490191,0.00204644918192072,-0.00810101681130259,-0.000171146266305058,0.0320562150758427,-0.000617782410779245,-0.0109413682230807,-0.000114189209948796,-0.0055439160479118,0.000399449517365562,0.00252312508186671,0.00176293325455914,0.0020221755680768,-1.17569214195188e-05,-0.0925200559506664,-0.00881957705387353,-9.12768467103827e-05,0.00358724564415086,0.00987416153437418,-0.000536692686018854,0.0404797422279183,0.0182307837440056,-0.000515311005150269,-7.15266347169009e-05,-0.00489262963568607,-0.000179211365631743,4.46327825781363e-06,-0.0128302144827415,0.0192342355175982,-1.16974012545555e-07,-1.04364728139779e-05,-1.19580122318415e-05,-0.00785542193887345,-0.0672994147060481,-2.39376990966227e-05,-0.00321631619352722,0.00152588242964046,-0.0183860945838418,-6.64828484327954e-05,-0.0389576053402784,0.000445896696824861,-0.0595192646908905,9.45708427653363e-06,-0.000543815040439631,4.92348367038511e-15,0.0281277059907575,-5.45556953594192e-05,1.39731467540033e-14,0.00421856206933069,-0.346605028531481,-2.74634246543101e-14,-0.136403994662419,0.00707944202674537,0.0111232835279018,-0.190667254976891,-4.49247407271568e-06,0.103804334023843,9.93375639405862e-06,-0.0459538440810825,-6.02526079389528e-15,-0.000364078713375055,4.80634127366699e-15,-2.40614732624136e-15,-3.56912675249799e-07,-0.0236586717240657,5.67127320619445e-15,-1.38925891599899e-05,-7.37320425492082e-07,0.0508439632929837,-0.0300096188669212,1.89283622492712e-16,1.05211777299023e-06,-0.000436795510584806,-3.15098627880329e-06,-5.42655101471412e-05,2.09129574896383e-05,0.000286675229865334,0.00125962364973094,2.13905232617472e-14,0.0113688893404609,0.000328477283588095,-1.16617927202136e-14,-6.35554549071967e-07,-7.02613946495296e-05,-6.84101084574332e-15,1.14401150630634e-06,3.63575165788472e-14,-3.69292547468489e-14,0.00817004095711262,0.00667232469697835,-0.000374471332514048,-0.876127295713196,7.03536946603567e-06,-2.48936532431241e-14,9.11694683697667e-15,0.00524272475582088,3.05046669255306e-15,0.0189023771195345,2.84841000746531e-14,1.2368448624683e-14,-3.10035336173169e-07,-5.55999312890003e-06,3.01542706621998e-15,1.31212890918313e-07,2.73962761377828e-15,2.50756776020528e-05,1.21454235455462e-14,6.48565132098176e-15,-4.69059765074226e-15,-2.89051657766735e-15,-3.05509010187989e-14,-0.00253491644969936,-1.89108010376946e-14,-5.07200852275313e-15,-1.12254896364567e-14,6.58154704298133e-15,-1.82987753146955e-14,7.61623205338053e-16,1.10703648454549e-14,-2.24627653208457e-14,0.0901669634667021
"t23",-0.0929071514619873,-0.0146610850238755,-0.0561838169514237,0.00668571670092509,-0.0323307038114399,-0.000203322255308168,0.122033970945272,-0.0054147130561985,-0.235549254889942,0.000230844010471134,0.00837742944456603,-0.000266041017160207,-0.00158027584006135,-0.000775341077432898,-0.000781961891704063,3.87995218522113e-06,0.0233418332223708,0.00228163706005552,3.47720937059928e-06,-0.000289600512313962,-0.000209871733718275,-1.20209479893476e-05,0.00164834034029228,0.000605014366695412,-3.20022199147877e-05,-7.71950981000841e-06,-0.000597490844026933,-3.00412499794449e-05,7.60067462377591e-07,-0.00238266678086999,0.00426447255037931,-2.65409592356595e-08,-2.58384047538082e-06,-3.49768195835582e-06,-0.00257510518388483,-0.301654612653533,1.76508238189994e-05,0.00211594349389868,-0.000542097525126312,0.00581201574659686,8.68443271519564e-06,0.00423541938798372,-4.30463328715833e-05,0.000624690343758988,2.57447839628428e-07,-2.17422336810069e-05,-5.6503006380797e-15,0.0596544503488695,-2.51145744234259e-06,2.8916285791668e-15,0.0006933429236892,-0.0755126908156814,9.58026773746793e-15,-0.0372605059327873,0.00215767622209794,0.00435873674252433,-0.0775437461141189,-2.11166540198585e-06,0.0612953500167616,6.1019573946062e-06,-0.0282750999788276,6.17081263275769e-15,-0.000228425504768425,3.76857797482492e-15,-1.63155903853736e-14,-4.4901112946342e-07,0.106141814608276,-1.91759404524901e-14,-3.59094000010341e-05,-1.64192960020656e-05,-0.649973043412736,0.285120949122276,3.29219474394926e-14,-0.000351073175712067,-0.000682584224709613,-3.33107103046959e-07,1.96058819244095e-05,-2.85063237411114e-06,-6.77646620175295e-05,-0.000235187431392802,4.60725009050028e-15,-0.00135559211820387,-3.89327377713884e-05,-1.08940039214701e-14,7.18902585237445e-08,7.56827865157239e-06,-3.30267770052948e-14,-1.19676925215301e-07,-2.43086117511452e-14,-5.6776445988041e-14,-0.526512678772907,-0.000447764222702262,2.42723548589395e-05,0.0563399237117095,-4.4455811336212e-07,-5.8996062916586e-15,-4.20702956084646e-15,-0.000235290223290322,9.66211238540122e-15,-0.000709603876020778,-1.68801855985845e-14,-2.31565445753111e-15,8.99706057158924e-09,1.32539099747128e-07,-1.23747538471705e-15,-1.79249437619279e-09,-1.9821531162206e-15,-3.01222631875143e-07,-9.29381629979932e-16,-2.76256469524567e-15,6.85430944815574e-15,9.27479299594399e-16,5.78158464259401e-15,-2.51842737396317e-06,-1.21643956637105e-14,5.07867052869879e-15,-1.8823000783294e-15,-3.44273890740687e-15,-4.04781109726348e-15,-4.23228063077416e-15,1.22052348048275e-14,-1.89552706888503e-14,0.0901669634667636
"t25",-0.0934424493039482,-0.0150626968386247,-0.0584213564680697,0.00699397984086711,-0.0338897947241421,-0.000216746429238934,0.131641219588215,-0.00588519383780189,-0.257038819571092,0.000261372653521066,0.00984067458514039,-0.000323418778020962,-0.00193409602107661,-0.000995466731724771,-0.00102671432290079,5.26563697909708e-06,0.0347930326749292,0.00358937658019749,7.47109245451298e-06,-0.00063417582792297,-0.00070188455512866,2.51306326435088e-05,-0.000136227650947429,-8.18821588427152e-07,-1.4332952421535e-05,-6.6205270647269e-06,-0.000558273910484198,-3.36337043108575e-05,8.57763796368308e-07,-0.0028055167992473,0.00544265779909956,-3.42123694073262e-08,-3.45433949139862e-06,-4.98989259873796e-06,-0.00382699973625004,-0.648703204002502,4.76421726179027e-05,0.00623317619806484,-0.00178881114829157,0.0200760501261001,4.92764708523251e-05,0.027523327221201,-0.0003069617652935,0.0413766671025771,-5.29053227602235e-06,0.000309190844097228,6.89168769383869e-14,-0.538850185527304,-1.13019031179449e-05,3.21428052392875e-15,-0.00121389278773767,0.116708211266581,1.3208764266447e-14,0.0506497913625877,-0.00275546341591963,-0.00486435077538659,0.0849481350123164,2.16054547507865e-06,-0.0570667328717027,-5.59836207457332e-06,0.0259257297757444,4.38584218585408e-15,0.000201192635329461,-2.04547552122192e-15,1.23707549926121e-14,3.45977788767566e-07,-0.0868084487237514,1.54171478672886e-14,2.24401229820451e-05,9.19885062021969e-06,0.343480937350699,-0.14960729057078,-1.56720888080236e-14,0.000149153348335322,0.000266404376422405,1.11771210397704e-07,-5.15334555139803e-06,5.75903104811563e-07,1.23739223725354e-05,3.22294668152332e-05,1.48190298061208e-15,0.00016350406305175,4.59868959963969e-06,2.77104388407504e-15,-7.11361457580255e-09,-5.88487265152434e-07,-2.67783605532496e-15,7.32112958086998e-09,-4.05929495424252e-15,-8.91360142631584e-15,-0.0643126860435776,2.68207233163014e-05,-1.01817466171831e-06,-0.000899273878806298,3.59831556282823e-09,-1.77084824224238e-15,1.32571352623666e-15,-1.42567849219014e-05,5.95239029333446e-15,-5.94266471510337e-05,5.40581955872176e-15,2.01841602360936e-17,9.91917263700092e-10,1.67421794185191e-08,5.3771884202982e-15,-2.8313051265616e-10,-1.47707014716883e-15,-4.91262302362207e-08,1.62826363625261e-15,-4.1929370633987e-16,1.35412803790872e-15,-2.38952839529301e-15,1.50327133830372e-15,-5.13280537217778e-07,-3.15250429169368e-15,-2.13747461568917e-15,-1.69547348572708e-15,-2.47975050588605e-16,-4.36095946308097e-15,-3.3295024513709e-15,1.10066069349464e-14,-1.67669319511628e-14,0.0901669634667323
"t29",-0.093297778526103,-0.0149599212782713,-0.0578673075378755,0.00691894365160598,-0.0335124933331384,-0.00021365783211317,0.129512640147306,-0.00578352963460802,-0.252457784407726,0.000255701208021145,0.00960976252231261,-0.000315881205441557,-0.00188946053687237,-0.000975834311874208,-0.00100908466229219,5.20044877724002e-06,0.035026695323272,0.00366283457635532,8.32824066289779e-06,-0.000710631288381953,-0.00086747889353693,4.81942643891978e-05,-0.00176558362860938,-0.000578051130885285,1.07019930549605e-05,-1.26665660798518e-06,-0.000144369048340587,-1.19572236577344e-05,3.07393574857686e-07,-0.00104263856977972,0.00211397868902712,-1.33351507257253e-08,-1.35959764469144e-06,-1.97723306834484e-06,-0.00151404174838159,-0.226305399199146,1.4773311091786e-05,0.00184357510526059,-0.000497481123957613,0.00544698192348993,1.03648237173527e-05,0.00543429751586935,-5.81458699000162e-05,0.00454188057735421,-3.29704611978049e-07,1.36088064262959e-05,-1.068033381825e-14,0.0958806261771032,5.75831735283873e-06,4.36253258223758e-16,9.46581382360458e-05,-0.0197354155872008,-3.98262104248326e-15,-0.0121356792675445,0.000754008992495549,0.00170588840854063,-0.0307388910334885,-8.73849374752288e-07,0.026706781496262,2.6785597138326e-06,-0.0124156721998155,5.16286499781837e-15,-0.0001023374883168,-1.24696368482139e-15,-8.49671918513146e-15,-2.19055741090353e-07,0.0693185326571705,-1.59138893191038e-14,-1.70294214653343e-05,-8.11127039318029e-06,-0.325770028851915,0.143131940627922,1.91319646007455e-14,-0.000182919698590613,-0.00035957036546484,-1.7819315658909e-07,1.06496358778109e-05,-1.55545040353505e-06,-3.69173174289018e-05,-0.000126112174061422,-1.1934066026256e-14,-0.000717237316945754,-2.05451089312372e-05,8.04066817316481e-15,3.6894559556933e-08,3.66718765857019e-06,4.89862829043971e-14,-5.32279931929452e-08,3.24513753566016e-14,1.09242089882214e-13,0.836710391837231,-0.000517501599777827,2.39651160751283e-05,0.0467172201560182,-3.5574264447451e-07,2.01025264523266e-14,-7.23385558568356e-16,-0.000166489786804595,-2.09473314866596e-14,-0.000497012947403328,-7.34487790852038e-15,-1.58843966957215e-15,6.26858692709944e-09,9.22486379983332e-08,-7.54692323532492e-15,-1.24886025922526e-09,1.08130930939701e-15,-2.09961648546815e-07,-4.90462485076151e-17,5.46895909385491e-15,-1.35147565868684e-14,3.22465305341359e-15,-5.49337549724743e-15,-1.76535707731781e-06,8.04928840333984e-15,1.36051332168041e-15,-2.2092993660097e-15,3.41702601768419e-15,3.36057133913896e-15,-6.05184382115409e-15,8.39894532916921e-15,-1.90461421435568e-14,0.0901669634667682
"t37",-0.0938631930742971,-0.0153902044349959,-0.0602841816548852,0.00725328198670005,-0.0352057973226888,-0.00022840708627249,0.140154977617871,-0.00630743384660728,-0.276453940724017,0.000290680926181272,0.0113300350364448,-0.000384961725677166,-0.00231742367488467,-0.00125082525334631,-0.00131935876662931,6.99439582324766e-06,0.0506861281635312,0.0055018109509666,1.46321147021543e-05,-0.00125723010416677,-0.00170948120915279,0.000123320275910858,-0.00594588790045155,-0.00202363102008869,6.18668106476773e-05,6.09324818197399e-06,0.000363649083680641,7.14573867506394e-06,-1.69046865240907e-07,0.000337998781594142,7.89139723277326e-06,-4.96691310951934e-10,-2.03750422531103e-07,-6.2904766621405e-07,-0.000617218172265094,-0.212654875842687,1.72354411671309e-05,0.0022971136378566,-0.000668770381392052,0.00753117399929357,1.8211908593537e-05,0.0100356578593762,-0.000110763924877149,0.0119200953363471,-1.06508474641621e-06,4.78094449596683e-05,-1.09426381337109e-13,0.800051936368509,6.63117351461773e-05,-1.81386110991303e-14,-0.00197440882042165,0.147026274656667,-2.8012657238759e-14,0.0571832909858156,-0.00300425005028242,-0.00503874666826582,0.0875556293445662,2.19468165054441e-06,-0.0574105290236552,-5.63099175105231e-06,0.0260768670087528,-1.10742320634928e-14,0.000202770349200711,-1.3404217727743e-14,3.97033517928786e-15,3.82792640639537e-07,-0.183562635868276,3.54377723733741e-14,1.83239784161252e-05,8.01262223849192e-06,0.303188873094414,-0.132230451525618,-2.06686955524102e-14,0.00013565679937689,0.000244763913387862,1.04681414938778e-07,-5.00526956295049e-06,5.86876088810432e-07,1.28765571335947e-05,3.58447474964271e-05,4.21225871658665e-15,0.000187840964198631,5.31203780971532e-06,-2.47869035790753e-16,-8.61400806227267e-09,-7.604352358442e-07,-5.87323950965558e-15,1.00523719975509e-08,-3.62317193573929e-15,-1.70907908596408e-14,-0.117068423389622,6.1959784673343e-05,-2.68880340046641e-06,-0.00436614692935303,3.06265517676489e-08,-5.08677174275344e-15,2.71180421727101e-15,1.45896312689749e-06,3.04776168149018e-15,-9.30661605672662e-06,6.00321604925633e-15,-7.07196342522841e-18,3.14227787854202e-10,6.37106723515956e-09,8.78115373718948e-17,-1.32426764501743e-10,-6.01783468608626e-16,-2.3513355327034e-08,3.00390354102828e-16,-9.17034579724123e-16,1.78499922317669e-15,-1.50601392754442e-16,1.28808344989278e-14,-2.80313918816008e-07,2.33809465802774e-15,-1.08131056180666e-15,-1.80889226860034e-15,1.99830607812885e-16,-8.02028924472632e-16,-4.50584193045941e-15,9.82165529371389e-15,-1.71383959133588e-14,0.0901669634667436
"t106",-0.0945080952607874,-0.0158921126147918,-0.0631386159736868,0.00765058617545131,-0.0372221334024958,-0.000246269067683898,0.153194114451959,-0.00695402987383056,-0.306183207512079,0.000335527628661973,0.0136072019017962,-0.00047898315343209,-0.00290295328876381,-0.00164043184760291,-0.00176561146174354,9.62849969352092e-06,0.0748520532613601,0.00840664248238084,2.54630810857795e-05,-0.00219942662530819,-0.00322926051697444,0.000270676504765472,-0.014632030033076,-0.00504668631829667,0.000175293652907413,2.48307961195947e-05,0.00171774117201145,6.63586316974101e-05,-1.65899388636098e-06,0.00488158553553886,-0.00777804353676272,4.77453741532774e-08,4.42513042628812e-06,5.52163300271e-06,0.00387967506754578,0.350246040568731,-1.95527606089616e-05,-0.00233837913711545,0.000603425770699365,-0.00650726352065698,-1.1231349715329e-05,-0.00581290063535055,6.17731510402282e-05,-0.00473015796388126,3.53603546349957e-07,-1.4885292631629e-05,2.32045872017692e-14,-0.155860612943186,-1.1592098153901e-05,4.5648125963982e-15,0.000198730333323216,-0.0083729170915562,2.0752864033516e-15,-0.00100883931116842,-7.75402580711448e-06,-0.00026684167765203,0.00534574412139652,2.08306077223571e-07,-0.00915075646970878,-9.71610709177803e-07,0.00451445502277436,-3.00991844736667e-15,4.39616053980377e-05,-1.09123754377034e-14,-1.13632454025954e-14,2.57951692263619e-07,-0.450707723578862,7.95029345700658e-14,-1.03228193775851e-05,-1.85855670901415e-06,-0.0504627362535193,0.0211860771656695,4.86962376932076e-15,-6.64250615443993e-06,-5.71693092016333e-06,1.17811624012083e-09,-2.53806365108213e-07,4.73349998422734e-08,1.15715044916758e-06,3.97687550999002e-06,-2.42582817840994e-15,2.22318796923944e-05,6.34624669469215e-07,-3.26241119294905e-15,-1.10169821066508e-09,-1.04024681456051e-07,5.3765241751386e-16,1.43940682125956e-09,8.09417414456716e-16,-3.68558920679347e-15,-0.0187901780228067,1.03992844437459e-05,-4.58728576477643e-07,-0.000775297593282924,5.52319873905781e-09,1.88932392921221e-15,-7.45422334486393e-15,3.07269825210415e-07,1.18295723281968e-14,-2.06564997652561e-06,1.45090071348534e-14,6.42430114525134e-15,7.39689455616156e-11,1.55227599468124e-09,-2.295808468439e-14,-3.44763944836113e-11,1.16171767513411e-14,-6.1881090023431e-09,-1.10838435101702e-14,-1.9735551151296e-14,-1.28479733023469e-15,3.44278167457018e-14,-0.707106781186543,-8.00751123530635e-08,-4.91509914767767e-14,6.44652350089617e-16,-3.78849297404817e-14,1.63528701522083e-14,4.9056352342776e-14,-7.04539351538181e-15,7.30591271726677e-15,-2.28962207556051e-14,0.0901669634667654
"t107",-0.0945080952607874,-0.0158921126147919,-0.0631386159736868,0.00765058617545199,-0.0372221334024963,-0.000246269067683419,0.153194114451959,-0.00695402987383011,-0.30618320751208,0.0003355276286627,0.0136072019017962,-0.000478983153432323,-0.00290295328876311,-0.0016404318476039,-0.00176561146174358,9.62849969404613e-06,0.0748520532613598,0.0084066424823805,2.54630810865134e-05,-0.00219942662530875,-0.0032292605169745,0.000270676504764277,-0.0146320300330759,-0.00504668631829709,0.000175293652908084,2.48307961202869e-05,0.00171774117200948,6.63586316972291e-05,-1.65899388643915e-06,0.00488158553553976,-0.00777804353676228,4.77453718264551e-08,4.42513042655664e-06,5.52163300115107e-06,0.00387967506754737,0.350246040568729,-1.95527606102732e-05,-0.00233837913711296,0.000603425770700439,-0.0065072635206555,-1.12313497176091e-05,-0.00581290063534904,6.17731510391879e-05,-0.00473015796387669,3.53603543837412e-07,-1.48852926288207e-05,2.25417139593719e-14,-0.155860612943196,-1.15920981562325e-05,5.78812540691344e-15,0.000198730333323179,-0.00837291709156587,1.54694032781341e-15,-0.00100883931117046,-7.75402580405177e-06,-0.000266841677653169,0.005345744121389,2.08306079829895e-07,-0.00915075646970808,-9.71610709175345e-07,0.0045144550227741,-3.18266507597176e-15,4.39616053966484e-05,-1.31009451886975e-14,-9.7532974114222e-15,2.5795169114036e-07,-0.450707723578854,8.07612281615442e-14,-1.03228193759894e-05,-1.85855670765182e-06,-0.0504627362535235,0.0211860771656723,2.45845618381722e-15,-6.642506148061e-06,-5.716930918803e-06,1.1781188490812e-09,-2.5380637847102e-07,4.73350037586243e-08,1.15715045101332e-06,3.97687550384014e-06,2.86630834261601e-16,2.22318796872862e-05,6.34624665417633e-07,-2.29740227213943e-18,-1.10169210469509e-09,-1.04024683640021e-07,-4.18136736092098e-15,1.43941598642578e-09,-1.9982563783758e-15,-2.25306820985377e-15,-0.0187901780227927,1.0399284432828e-05,-4.58728570721617e-07,-0.000775297593332537,5.52318030057595e-09,1.56674984606303e-15,5.46876441746516e-15,3.07269823127338e-07,-6.79737677157489e-15,-2.06565000755591e-06,-1.355776683696e-14,-4.31858630828696e-15,7.39345830245178e-11,1.55231756518396e-09,2.26079854738512e-14,-3.44924461834897e-11,-1.37768658397417e-14,-6.18810952645639e-09,1.41892199723366e-14,2.10916707438445e-14,1.47861366915073e-15,-3.45774645433839e-14,0.707106781186553,-8.00752035696485e-08,5.63643935522304e-14,-4.06333480706281e-16,3.15425608208936e-14,-1.66483062219872e-14,-5.22892912463029e-14,-3.48625809995846e-15,1.51501851063821e-14,-1.28769076128951e-14,0.09016696346672
"t70",-0.0943803783168271,-0.0157929176548164,-0.0625751147506216,0.00757219707124499,-0.0368243792280821,-0.000242750882173606,0.150628550074768,-0.00682688982757629,-0.300339553582396,0.000326739355975014,0.0131622220844164,-0.000460655190663861,-0.0027888657592653,-0.00156474826939403,-0.00167903591412922,9.11837130228189e-06,0.0701916123314583,0.00784752632782276,2.33926070138428e-05,-0.0020193609958682,-0.0029398703350006,0.000242796870902013,-0.0129956790157697,-0.00447745215283405,0.000154025580953866,2.13506605607044e-05,0.00146699713582734,5.54953827199152e-05,-1.38578888838413e-06,0.00405089104472289,-0.00636355528120266,3.8988573896115e-08,3.58761632490045e-06,4.41562843046635e-06,0.00307438055275521,0.25354355747618,-1.33942793071018e-05,-0.00156978361376438,0.000395005829966743,-0.0042181538327632,-6.63988324636112e-06,-0.00336633832796646,3.53092677285913e-05,-0.0023494290735314,1.60094902684899e-07,-6.49458151982688e-06,4.67226631628274e-15,-0.0485214914397187,-3.27542216868517e-06,-1.58068317481699e-15,2.97800883504908e-05,-0.000417146212076742,4.80939993538692e-15,5.35433880582432e-05,8.48336735872167e-07,6.73054888049668e-05,-0.00146857478515004,-7.60136774392882e-08,0.00469340940029282,5.23574043467048e-07,-0.00243768748443201,2.2600488934351e-15,-2.70981953714331e-05,1.57499331719631e-14,1.23426157231629e-14,-2.47589007392516e-07,0.515095926644626,-9.19237769883116e-14,1.68010036590049e-05,4.35121850842872e-06,0.145043065149236,-0.0624951337537998,-9.35638516319521e-15,5.25716503153771e-05,9.17521991728151e-05,3.80276494132158e-08,-1.79341455225175e-06,2.11382712453076e-07,4.65683692110769e-06,1.31347421709778e-05,5.44378019619253e-15,6.92282121794367e-05,1.9595201510108e-06,-7.06989797087875e-15,-3.20069261749383e-09,-2.84921637126597e-07,2.24427464567796e-14,3.79051604632537e-09,-2.2050371394619e-14,0.707106781186539,-0.0449767705478511,2.4006774690463e-05,-1.04520753729712e-06,-0.0017115350679718,1.20465198639237e-08,3.86925066036818e-15,-8.20100809376906e-16,5.96709286105007e-07,-6.23951502236859e-15,-3.86515104456317e-06,-8.9560617738848e-16,2.46011045808216e-15,1.32925997692813e-10,2.72654708201786e-09,2.15899381795576e-15,-5.8032719158841e-11,-1.57014804092575e-15,-1.03432947468678e-08,-1.87044221523002e-15,2.15541747185575e-15,2.39574346590303e-15,-1.20794556630239e-15,1.6232448123176e-16,-1.27313150008441e-07,5.84164692509923e-15,-8.00254875404496e-17,-2.97600455226225e-15,-3.45881359215771e-16,2.92848072458424e-15,-4.80104470410315e-15,9.23008312570676e-15,-1.75860892154836e-14,0.0901669634667354
"t71",-0.0943803783168271,-0.0157929176548164,-0.0625751147506216,0.00757219707124468,-0.0368243792280821,-0.000242750882173045,0.150628550074768,-0.0068268898275769,-0.300339553582396,0.000326739355975244,0.0131622220844164,-0.000460655190664653,-0.00278886575926528,-0.0015647482693941,-0.00167903591412896,9.11837130281321e-06,0.070191612331459,0.00784752632782376,2.33926070147403e-05,-0.00201936099586793,-0.002939870335001,0.000242796870902527,-0.0129956790157691,-0.00447745215283375,0.000154025580954613,2.13506605610653e-05,0.00146699713582732,5.54953827191908e-05,-1.38578888941561e-06,0.00405089104472267,-0.00636355528120318,3.89885735171288e-08,3.58761632466802e-06,4.41562843136367e-06,0.00307438055275669,0.253543557476176,-1.33942793068683e-05,-0.00156978361376313,0.000395005829968226,-0.00421815383276141,-6.63988324872227e-06,-0.00336633832796119,3.53092677320872e-05,-0.00234942907353416,1.600949030516e-07,-6.49458151838565e-06,2.79047202237375e-15,-0.048521491439719,-3.27542216868387e-06,-1.67503962025412e-15,2.97800883460071e-05,-0.000417146212079028,2.66607047826675e-15,5.35433880574001e-05,8.48336727355325e-07,6.73054888023138e-05,-0.00146857478515713,-7.60136733889494e-08,0.00469340940029624,5.23574046939734e-07,-0.00243768748443171,3.32369055203228e-15,-2.70981953626567e-05,1.64102924576844e-14,1.68806302565961e-14,-2.47589008712814e-07,0.515095926644626,-9.08179494711625e-14,1.68010036550635e-05,4.35121850580252e-06,0.145043065149229,-0.062495133753794,-7.21409214213045e-15,5.25716503068873e-05,9.17521991661866e-05,3.80276471899339e-08,-1.79341455869397e-06,2.11382717855977e-07,4.65683695216902e-06,1.31347421842024e-05,-2.14395052412331e-15,6.92282121496671e-05,1.95952015869682e-06,1.20074551120963e-14,-3.20073768058437e-09,-2.84921609745227e-07,-2.71795021748191e-14,3.79056123957025e-09,1.82917053108191e-14,-0.707106781186556,-0.0449767705476755,2.40067745612693e-05,-1.04520761766119e-06,-0.00171153506790966,1.2046528305793e-08,-8.77010146478448e-15,3.33695999966031e-15,5.96709275788281e-07,3.81035920036574e-15,-3.86515103646483e-06,4.73917454206553e-15,-6.0519757940667e-15,1.32929652956916e-10,2.72653975823896e-09,2.24876127261409e-15,-5.80168290879431e-11,2.40612950024697e-15,-1.03432993397828e-08,4.06889699281121e-16,-1.62984158598223e-15,-2.71115354807637e-15,7.27384499869748e-15,1.59520607238859e-15,-1.27313147490273e-07,-3.6548859840653e-15,-5.18330964598059e-16,-4.2431676283507e-15,3.4536337179337e-15,-5.54054387598874e-15,-1.43533250402855e-15,1.03393475483418e-14,-1.77796009579413e-14,0.0901669634667325
