,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
t15,9.992059,10.653133,7.7310033,-0.88101864,5.293241,4.6351027,1.4404994,6.985626,4.6798887,6.9523883,2.5841632,5.291909,5.2484627,3.4343617,1.6382042,2.9941957,5.874068,4.148273,6.754594,2.2541158,7.0509596,2.1661208,1.9585567,5.1908474,4.7229166,7.072558,7.2003055,5.9331307
t16,10.119627,10.700736,7.637724,-0.95223397,5.3661723,4.5488095,1.3586018,6.9965835,4.7094793,7.0203023,2.6268613,5.3033957,5.3244944,3.4192426,1.6427469,2.8861377,5.8300266,4.155962,6.68858,2.2278244,6.952161,2.203732,1.9979753,5.237291,4.7574134,7.0654054,7.23413,5.943087
t30,10.065083,10.602412,7.6616645,-0.9120278,5.294278,4.600668,1.4377729,7.0314217,4.723611,6.9502144,2.5566647,5.3226247,5.2609944,3.4503522,1.6748921,2.9154694,5.9209576,4.134984,6.757702,2.1981301,6.964821,2.127804,2.0061607,5.229927,4.7483373,7.091451,7.236158,5.9380846
t44,10.062061,10.616336,7.6744494,-0.9081977,5.3089266,4.594645,1.4300194,7.021631,4.708312,6.9648027,2.577203,5.306439,5.272566,3.4314628,1.660416,2.926512,5.9006224,4.152183,6.7431817,2.2126405,6.9797626,2.1474268,1.9914536,5.213509,4.7564783,7.073895,7.2215548,5.930297
t45,10.081395,10.620857,7.663513,-0.912515,5.3229074,4.577587,1.4215912,7.0278316,4.7080464,6.9786816,2.5888412,5.3018527,5.2853374,3.4236586,1.6551335,2.909765,5.8920846,4.1594586,6.7283854,2.212471,6.961043,2.1565616,1.992946,5.2152576,4.7642336,7.0665298,7.220296,5.926441
t35,10.0779295,10.658492,7.6851025,-0.90137947,5.3555894,4.5614724,1.4054984,7.013144,4.6768503,7.0123568,2.636141,5.2689757,5.3101315,3.389475,1.6198487,2.9245684,5.8428984,4.190361,6.693055,2.247428,6.977459,2.2030299,1.9634172,5.1902437,4.7717476,7.0328903,7.1925044,5.912181
t36,10.063486,10.620013,7.6821055,-0.8925701,5.320472,4.582553,1.4333177,7.0274434,4.6963024,6.9752326,2.597406,5.29099,5.2792616,3.4124131,1.6470512,2.9262009,5.889583,4.1706223,6.726416,2.2226827,6.9746704,2.158681,1.9804349,5.2005157,4.758336,7.0551605,7.2078958,5.916436
t56,10.113504,10.528778,7.5561447,-0.9537584,5.2144732,4.609234,1.462821,7.1024776,4.834417,6.8656116,2.4365396,5.442161,5.1939015,3.574562,1.7766494,2.8148735,6.0444384,4.0189934,6.8297358,2.0934556,6.836105,2.0003688,2.115242,5.361069,4.678906,7.2100797,7.349105,5.991195
t137,10.143139,10.40604,7.4483185,-0.95889825,5.0972524,4.624374,1.5098084,7.263796,4.953888,6.733834,2.2905574,5.6268654,5.0722766,3.7766669,1.8968111,2.6862712,6.20956,3.8311138,6.920095,1.9484688,6.6123013,1.8238164,2.2270036,5.5908732,4.5231256,7.3875623,7.5158033,6.056054
t252,10.141419,10.379495,7.44141,-0.95365334,5.0785565,4.626528,1.5204216,7.2963424,4.962798,6.7090683,2.2772074,5.657417,5.049669,3.8136504,1.9136035,2.6710382,6.228258,3.797914,6.933604,1.9222554,6.572529,1.8028499,2.2349622,5.6272926,4.487146,7.417934,7.5447416,6.062124
t253,10.15467,10.346287,7.4534802,-0.95629364,5.0504503,4.659114,1.5302106,7.3390684,4.945649,6.705221,2.280713,5.6895823,5.0839005,3.7928312,1.9187565,2.666074,6.278097,3.8215735,6.954588,1.9211894,6.5769343,1.7556611,2.2155595,5.6626105,4.5336614,7.387793,7.569731,6.0765266
t112,10.145976,10.532541,7.470205,-0.98384535,5.149061,4.6058316,1.4831887,7.109188,4.9264655,6.8221374,2.3317904,5.512518,5.124144,3.668261,1.8358384,2.7395272,6.1050906,3.9333935,6.8779793,2.0339394,6.7445273,1.9370699,2.2054052,5.432498,4.632177,7.296744,7.4111037,6.0528874
t82,10.1196785,10.528318,7.531535,-0.9573951,5.1868834,4.598404,1.4781327,7.1156244,4.861477,6.8540516,2.397339,5.473567,5.160904,3.6060216,1.8020604,2.791973,6.0713773,3.9936059,6.842065,2.068801,6.7953396,1.9719447,2.1413722,5.3881497,4.671336,7.2368264,7.3705144,6.0171013
t73,10.174356,10.541841,7.442022,-1.0134901,5.121856,4.605248,1.4861315,7.101206,4.9538445,6.8091507,2.3061688,5.543896,5.1105585,3.6928432,1.8638082,2.7111518,6.125811,3.9051955,6.8947043,2.010861,6.722413,1.9157791,2.2326632,5.450184,4.6202083,7.3214583,7.4374356,6.077336
t184,10.158279,10.289447,7.454432,-0.8822185,5.077099,4.6530538,1.5879897,7.3355875,4.9629006,6.6643467,2.2901022,5.7098804,5.062068,3.8139596,1.9654174,2.6884704,6.4050455,3.8034618,6.9828587,1.8771105,6.5679955,1.6363549,2.229762,5.676122,4.5313706,7.4545,7.585253,6.027083
t185,10.172641,10.292078,7.4451985,-0.9183241,5.061264,4.6649756,1.5650477,7.339032,4.972558,6.6744747,2.2802463,5.711731,5.0975685,3.7887175,1.959189,2.6724243,6.413986,3.8362122,6.988896,1.8898978,6.592843,1.6288328,2.2319872,5.680343,4.5911574,7.439572,7.5787992,6.0281
t226,10.175584,10.2918005,7.448992,-0.90903515,5.061018,4.6696053,1.5718482,7.343119,4.9660254,6.665699,2.2868035,5.713497,5.089564,3.80132,1.9670347,2.6757488,6.4060807,3.8170955,6.990746,1.8785628,6.5855207,1.6383588,2.2298253,5.680056,4.5642114,7.440241,7.586533,6.035088
t227,10.176568,10.268426,7.4299407,-0.92267245,5.02925,4.6716003,1.5651187,7.368549,4.9872127,6.6599045,2.2537184,5.7480245,5.068165,3.8260336,1.9650658,2.655558,6.411158,3.8015232,7.000268,1.8813431,6.566031,1.6299306,2.2460122,5.7203584,4.569424,7.4570494,7.6070013,6.0476537
t250,10.154615,10.30025,7.4541655,-0.90058166,5.0609612,4.6551595,1.5769159,7.349498,4.956693,6.6773734,2.2813406,5.716609,5.059014,3.814616,1.9486697,2.6829607,6.3818045,3.8033795,6.9745936,1.8934256,6.561007,1.6606112,2.225003,5.68736,4.5268373,7.433763,7.588939,6.047427
t251,10.167579,10.244054,7.4723887,-0.8659187,5.0635962,4.6829886,1.6066891,7.3903384,4.9399734,6.64363,2.3072252,5.7428775,5.0804844,3.8120859,1.9857779,2.6898997,6.4583116,3.7979257,7.003877,1.853806,6.5599318,1.586969,2.2101314,5.713658,4.532845,7.440492,7.6183248,6.03711
t98,10.16573,10.51032,7.4782767,-0.9987876,5.1563306,4.6317706,1.4835397,7.1204505,4.91633,6.802638,2.3536296,5.5140157,5.1566973,3.6525667,1.8617041,2.745327,6.1201444,3.9338114,6.890257,2.0086079,6.7663856,1.9253113,2.195496,5.4383416,4.643148,7.2857966,7.4274683,6.035328
t114,10.156671,10.468136,7.4473896,-0.94896114,5.097587,4.6200113,1.540455,7.1793222,4.954962,6.7881174,2.2855737,5.604854,5.0950785,3.716234,1.870561,2.709867,6.22539,3.908208,6.925179,1.993132,6.675307,1.8180776,2.230032,5.5222535,4.6411014,7.3448277,7.4742875,6.078911
t254,10.127524,10.300914,7.481492,-0.8811407,5.0672975,4.6418996,1.605655,7.3725553,4.9257283,6.714555,2.2904634,5.7216744,5.058327,3.7861025,1.9118761,2.715853,6.3704047,3.8404396,6.952362,1.9330436,6.5546317,1.6702527,2.195206,5.6995316,4.5446124,7.3978043,7.5839157,6.044508
t255,10.144438,10.352758,7.475918,-0.9130723,5.1037965,4.6401873,1.5736494,7.2928376,4.933554,6.7064304,2.3162363,5.670281,5.0928316,3.761765,1.9347904,2.7068694,6.3316007,3.8534834,6.955394,1.9116516,6.5950193,1.7086498,2.205098,5.6283007,4.5669765,7.4043365,7.5500245,6.030805
t109,10.183588,10.446534,7.470127,-1.005941,5.1406713,4.660472,1.4930155,7.18193,4.925382,6.7525086,2.348449,5.5573697,5.1576543,3.6868331,1.9075661,2.725641,6.172938,3.8898015,6.918156,1.9520833,6.735301,1.8730868,2.2022657,5.5029764,4.6076517,7.31614,7.4804764,6.0261974
t6,10.078468,10.679128,7.6923537,-0.89604485,5.373528,4.551038,1.3996606,7.0046196,4.662857,7.0316644,2.6627822,5.251931,5.324782,3.373064,1.6012655,2.9300854,5.813208,4.2043567,6.674207,2.2668977,6.983931,2.2308533,1.9504302,5.180181,4.7770023,7.0161753,7.1802397,5.908801
t43,11.823591,-2.2174077,7.0631027,4.5268307,5.9494557,3.2443342,4.153405,7.3342214,5.964875,7.389322,2.7180593,1.9680667,5.1378713,4.0036616,0.61528164,3.3605974,7.389456,2.0240092,5.007537,2.5562913,4.645087,5.011841,6.5540075,5.454146,6.879922,6.9109125,6.677674,4.8397923
t75,11.857649,-2.2721863,7.037261,4.561316,5.983946,3.2326458,4.1443896,7.3610964,5.955721,7.3133554,2.7473402,2.0049863,5.1283917,4.084477,0.69395256,3.338859,7.316736,2.0992749,4.9734793,2.5818713,4.652559,4.9292784,6.4866047,5.5172744,6.830005,6.85983,6.7102466,4.890684
t76,12.21118,-2.2843812,7.026456,4.961385,5.934731,3.1152763,3.857843,7.7782955,5.9091554,7.0199676,2.6360328,2.0197718,5.133309,4.4978747,0.99278766,3.3598895,7.032444,2.359074,5.065583,2.83459,4.444323,4.544266,6.1009192,5.8307195,6.759143,6.601226,6.941875,5.2095623
t72,11.828924,-2.242601,7.0546637,4.5292993,5.9593735,3.2478366,4.158641,7.334107,5.9618497,7.364451,2.7238376,1.9819155,5.1344733,4.029859,0.64196974,3.3490903,7.3657436,2.0487163,5.0008955,2.5580187,4.6528864,4.9851804,6.534226,5.4756,6.864438,6.892317,6.683055,4.8562245
t89,12.053761,-2.3521159,7.065369,4.866901,5.9765773,3.176667,3.9870317,7.688908,6.007385,7.1193056,2.7148106,2.0270066,5.139224,4.3617907,0.9105195,3.365291,7.0731144,2.3077111,4.9605613,2.8217576,4.5841794,4.6721554,6.4119062,5.6790333,6.851134,6.688179,6.92985,5.0565104
t118,12.119216,-2.3797872,7.083976,4.9399967,5.949743,3.1411326,3.9348814,7.7709255,6.0364275,7.0613084,2.6896923,1.9929656,5.1644673,4.4437914,0.9407387,3.384442,7.0186214,2.355793,4.969395,2.8999195,4.544563,4.613488,6.3219256,5.738919,6.835598,6.6327596,6.977459,5.113479
