"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121"
"t1",0.0102177434077177,-0.0546589904685281,0.000352708399215084,-0.0961363636610543,-0.0166574145623025,0.00739851970654542,0.0496989328589381,0.0013746691427826,0.0244670049567099,0.00954481569055242,0.000207821282611743,-0.00233411750984836,-9.93282755405285e-05,-0.000988376367833825,0.0166273653271176,-0.0220863110306113,0.0389197661115218,-0.105273803857083,-0.0127938519298224,0.0205624977180709,0.00919739718736003,0.0685363132929033,0.0243075818282099,-0.00278588540720196,0.00887971274150741,-0.130491017043654,-0.0170368284019898,0.00992745606121613,-0.0124643179846125,-0.142311133370097,-1.48819700762375e-15,0.00115946802614526,0.00107452987087072,0.442950054862333,-0.0110018480227497,0.140791984357032,-0.01197918251738,0.39585707499398,0.0645215162147839,0.733099079408266,0.000431313823676138,0.0431632948304968,0.00248794402062166,0.0273741072192693,0.000584819272807417,0.000190251691426539,-0.00866162410382169,0.0323109005110509,-2.54586454168667e-16,-0.00448914968272517,-0.00885765662053871,1.14952868677735e-07,-0.000696776650557342,-0.000111304378122591,-6.23613189023647e-05,9.12252913720506e-07,-0.000360842373156191,1.00141003954033e-05,0.00189315315327268,0.00142402367465316,5.78126326913586e-07,-0.00341686089291044,5.72753053281111e-05,1.80315199436977e-05,-4.51090675472693e-05,0.00108979072357597,-0.00232810744571471,0.000123437834929271,-0.000601615028053132,2.0983690085096e-15,0.0136546901959019,-4.24725713539405e-06,-0.00394159038146005,0.000898991219799026,0.000315503612778343,-0.000231127045155555,3.78045941398804e-05,1.35758161662735e-05,7.09941569666023e-16,2.04370542315061e-06,6.64164902207488e-17,-2.08981065149185e-17,4.64806283643318e-05,-5.11021480650092e-05,3.25739332447688e-07,-0.000367454032495521,-0.000589702696747143,1.11361656265635e-06,1.65777918375988e-16,2.84390041196604e-17,-6.43979501050922e-05,-2.49771007895078e-17,1.16305081147323e-16,0.000322974395849006,-0.000134029661477592,1.48532502449074e-16,1.56648332163506e-07,-0.00103418704658325,-8.76773044521831e-06,3.51761245527929e-16,-8.22891906046183e-17,5.23433845985391e-05,-5.22292346353907e-16,3.31766789486134e-17,1.98824320750617e-05,-8.5023544015965e-17,-3.61132631805146e-16,-3.44396411280306e-16,1.38706326879199e-15,0.00872413938879794,-7.98371537985409e-17,4.10079526334955e-06,-5.84109208323952e-16,4.14176774709789e-16,2.64058826776579e-16,2.26112816972958e-16,4.74295763708048e-16,-7.3896713396843e-17,0,2.33631276808939e-14,-2.55997925370333e-14
"t33",0.0130374426028877,-0.0801549279759355,0.000583433897458113,-0.206193217209996,-0.0554504990293677,0.0488206556048181,0.33280669810538,-0.0365506690076362,-0.238938924394664,-0.064880350569917,-0.000609929519631099,0.00584409323746808,0.000234198043091738,0.00141607478351592,-0.0124885993901558,0.0165093541394935,-0.0206829103691181,0.0496634752167958,0.00462305384107851,-0.0059849930659188,-0.00209070795478189,-0.0137313915551895,-0.00435091566473935,0.000453036747167409,-0.00126577433226169,0.015926897558181,0.00199542102572731,-0.00109655022442855,0.00132779256781117,0.013763916016826,1.04462247953614e-15,-4.57261523831155e-05,-3.99396112160233e-05,-0.0141156071872891,0.000264310866305791,-0.00147646768561963,0.000117602609848324,0.0063356353228277,0.00106972411186269,0.0131197373701578,1.3690167303694e-05,-0.869562894558967,-0.000785555777975324,-0.00809090224512624,-0.000102345010685199,-1.91305340513896e-05,0.000477086659276644,-0.00111039562366768,2.9560909481782e-15,8.1433178943669e-05,0.000145847185301618,-8.47276118673779e-11,-1.88045396635914e-06,-6.03704585855549e-07,-4.41701738588409e-07,1.1765151202033e-08,-0.00789021627569546,1.85719312941827e-07,4.50266005047166e-05,3.6913944628714e-05,2.20052999032994e-08,-0.0554213011553353,-1.72357875684802e-05,4.22932831597062e-07,-1.22819333635481e-06,3.30636165628158e-05,-7.12474406612551e-05,4.09974297519405e-06,-2.01568872496834e-05,1.41955088036102e-15,0.000464496428828508,-1.49423625788265e-07,-0.000144822859899689,3.43484741971715e-05,1.2096675956501e-05,-9.28806821552529e-06,1.56394828443362e-06,5.80716649390093e-07,2.89568364226014e-16,9.03709814421569e-08,-9.61687308154938e-16,-4.67962688308887e-16,2.14180382690567e-06,-2.35607466164106e-06,1.52265049312436e-08,-1.82864468316609e-05,-3.05345137340213e-05,5.82567482814515e-08,1.87156674220575e-15,2.23134948242238e-15,-3.56922605076683e-06,-4.71385246706253e-16,7.35579313652641e-16,1.91159442125807e-05,-8.08003098674335e-06,3.28653198852974e-16,9.51883074168297e-09,-6.30914484749019e-05,-5.37932455496953e-07,1.34841105655934e-16,-1.42433661217814e-15,3.38893005446363e-06,7.0743507560498e-16,-1.09690475761991e-16,1.30551648344628e-06,3.93321132766357e-16,5.65449621832857e-17,-7.99107163110821e-16,-3.51336993249715e-15,0.000585838199088771,2.64887459528524e-16,2.79280622457132e-07,-9.63772757354324e-16,-1.97342124578173e-16,-4.49769376271221e-16,6.19469844638951e-16,1.84582710258508e-15,9.43932430595338e-16,9.3344922903014e-18,2.344378562985e-14,-2.65980109842635e-14
"t37",0.0131158845288089,-0.0808651636433979,0.000589867757048719,-0.209267795289049,-0.0565365987015836,0.0499826249368321,0.340748636610934,-0.0376171751746855,-0.246352460808996,-0.0669762572461285,-0.000633016236467074,0.00607515521164105,0.000243624289467814,0.00148426986302471,-0.0133210596292544,0.0176129393820149,-0.0223987973978069,0.0541370923559607,0.00512994586299865,-0.00676384513164702,-0.00242564600296231,-0.0161890578337206,-0.00521282610937429,0.000551056746607756,-0.00157570142762344,0.0204552847936159,0.00258612666467033,-0.00144048614586142,0.00175952100651681,0.0186949494825351,2.38104019167868e-16,-8.83139092471273e-05,-7.96589967327835e-05,-0.0307729676756953,0.000691828573085084,-0.00743380016229789,0.000627216600873627,-0.016441941337287,-0.00267394202661329,-0.0302427649471394,-1.76333416552798e-05,0.291769346716235,0.000220513926114035,0.00224254530543132,2.46664827221e-05,3.52310319842139e-06,-4.78174941726335e-05,2.8759368186674e-05,-1.62376417656823e-15,5.35810870315112e-06,1.13116014079233e-05,-1.77568976197348e-11,-4.52305042396116e-07,-1.58222354798917e-07,-1.19681681315227e-07,-2.75781588401819e-08,0.773744836372811,1.03752130004911e-07,3.39224750872729e-05,3.38403205263054e-05,4.24196602038299e-08,-0.248562916745392,-8.30807034955126e-05,-1.39074368066573e-08,-3.44951445855781e-07,1.28124286270439e-05,-2.80558519900829e-05,1.81957121366117e-06,-9.03871606257069e-06,-5.69344606523772e-15,0.000211875336578431,-7.05633457574227e-08,-7.11610449202613e-05,1.74278891067849e-05,6.15433308820622e-06,-4.89271824200856e-06,8.40469963060508e-07,3.18966559303883e-07,-1.80552683105246e-15,5.0669873097037e-08,-1.1701878070458e-16,-1.29040484959423e-15,1.23037698395542e-06,-1.35389896845903e-06,8.81842645123535e-09,-1.09562215632243e-05,-1.86695442593562e-05,3.58018329584401e-08,2.52087027361765e-16,7.2199577254871e-16,-2.25523616760998e-06,-3.22214973645726e-16,1.04396148874357e-16,1.24424622218185e-05,-5.30137348197101e-06,-5.08377869648709e-16,6.2666526344735e-09,-4.16056957594379e-05,-3.55596523466727e-07,-2.45256580043765e-16,-1.60035902193305e-15,2.29050447038248e-06,-7.6402797274308e-16,8.15316053662748e-16,8.87348555226756e-07,2.08373451213593e-15,-6.85706824111962e-17,-2.85990271886027e-16,2.78512168087727e-15,0.000401715935389508,1.64598644721856e-16,1.92551436193711e-07,-3.19025833707286e-16,-7.73148717529648e-16,-4.22834305531329e-16,4.47437561420925e-16,-1.88978403747891e-16,-1.50312247202577e-15,7.09761808687271e-16,2.36417034108648e-14,-2.35364571327455e-14
"t39",0.0131233843342566,-0.0809329431390213,0.000590480893830174,-0.209560066639239,-0.0566395372552049,0.0500924625954689,0.341499336000469,-0.0377176523714973,-0.247050106508317,-0.06717333649186,-0.000635179774405784,0.00609678682714032,0.000244506380503414,0.00149062146006297,-0.0133977711117755,0.0177146243167337,-0.0225554970076042,0.0545440733742919,0.00517559098601132,-0.00683326654100273,-0.00245507927277662,-0.016403220699823,-0.00528731808189098,0.000559464429194272,-0.0016019877880488,0.0208337908668902,0.00263529768867694,-0.00146894334352253,0.00179510536650698,0.0190970882526162,-4.11564230567294e-16,-9.1398667767121e-05,-8.25119887433645e-05,-0.0319439834748947,0.000720775715083269,-0.0078044356630714,0.000658766933002157,-0.017567600106862,-0.00285799762803229,-0.032349724242485,-1.89938438911844e-05,0.321761695829716,0.000243986565997003,0.00248182785218057,2.73669272079232e-05,3.92664665668227e-06,-5.37534682867439e-05,3.26663133595109e-05,1.01004621058334e-15,6.20354252553189e-06,1.31391174677096e-05,-2.20808177371729e-11,-5.86147532778485e-07,-2.17074188416633e-07,-1.74311437019198e-07,3.07490671690569e-08,-0.615431963021354,1.11030217013555e-07,4.69747383310202e-05,5.16694698394639e-05,7.95784175776305e-08,-0.511772278852968,-0.000171856373936017,-2.97672048130958e-07,3.48341785138294e-08,6.2292540856235e-06,-1.42892441772732e-05,1.20481440078552e-06,-6.0887428874902e-06,-3.00857792509136e-15,0.000146634937535015,-5.13168632063923e-08,-5.43447367688688e-05,1.37713293499234e-05,4.8761486156992e-06,-4.00205641646678e-06,6.98772105610141e-07,2.69554309214345e-07,2.20389165431885e-15,4.34273632201986e-08,1.35367182108672e-15,-5.27689397743933e-16,1.07055887998561e-06,-1.17825851426949e-06,7.70934243660321e-09,-9.7532323199879e-06,-1.67812468663908e-05,3.22551937568021e-08,-4.84466940202043e-15,4.73369342367527e-15,-2.05590899848114e-06,-6.47885501331179e-17,8.07465524699894e-17,1.1471116199751e-05,-4.90127025535413e-06,1.47259797521698e-15,5.80049503305859e-09,-3.85328921939155e-05,-3.29603105498492e-07,4.40501581583128e-16,-4.06202392682154e-16,2.13838107714779e-06,-4.72538443617241e-16,-3.70069031131251e-16,8.2984920659142e-07,2.40638707903047e-15,-8.11579296408324e-17,-1.56155982541579e-15,6.14787160255525e-15,0.000376678064789869,5.86376306705994e-16,1.80837179867503e-07,1.21889657185866e-16,-2.61008942280335e-16,1.76677015601195e-15,7.56396239223821e-16,1.89372338548199e-15,7.86295662716471e-16,-1.76410023347991e-16,2.25232254097573e-14,-2.85325716564987e-14
"t40",0.0130976153770755,-0.0807001183700813,0.00058837517447208,-0.208556668000694,-0.0562862890301438,0.0497156822091545,0.338924197199007,-0.0373731462541217,-0.24465847787024,-0.0664977963913885,-0.000627767255890008,0.00602268526657227,0.000241484861204907,0.0014688792091018,-0.013135574582684,0.0173670748125746,-0.0220205831451155,0.0531555374043254,0.00502008079453573,-0.0065970867890484,-0.0023551391168288,-0.0156768691675692,-0.00503495453257428,0.000531010038860306,-0.00151316053986787,0.0195572245714874,0.00246955191182218,-0.00137309625978916,0.0016753136960134,0.0177452044781649,-1.16076640226015e-16,-8.1181746719399e-05,-7.30721995631556e-05,-0.0280793000171619,0.000625658581273125,-0.0065979921131444,0.000556122770541524,-0.0139859473456349,-0.00227263667965405,-0.0256558945784114,-1.47124608036112e-05,0.230521429393547,0.000172933712037534,0.00175776083774846,1.92263997353377e-05,2.71861441571016e-06,-3.62196621167037e-05,2.13151588828462e-05,-2.01579623870422e-15,3.82333368100291e-06,8.0220101549795e-06,-1.13248013335055e-11,-2.76202054653759e-07,-9.3106040046098e-08,-6.92933310395488e-08,7.6089258245304e-09,-0.150000135879702,-9.19103617863792e-09,-3.08345394933226e-05,-4.70390392829957e-05,-1.11782530210607e-07,0.820501094128135,0.00027716762903548,1.04266432898759e-06,-1.65859933250513e-06,3.42474281926413e-05,-7.26776439647283e-05,3.73473576578387e-06,-1.81932095687993e-05,7.58276328157375e-15,0.000413003132685714,-1.29079513464511e-07,-0.000121449361040346,2.82140676564444e-05,9.92036066663787e-06,-7.47808341325222e-06,1.24829579039049e-06,4.59879250193888e-07,-2.70373533385834e-16,7.1148352671682e-08,-3.89910012991559e-16,2.14972313231426e-15,1.6778456102193e-06,-1.84560524957461e-06,1.19136842493695e-08,-1.42697693102083e-05,-2.38316979441389e-05,4.54795186451242e-08,3.6071430496682e-15,-8.33684865675119e-15,-2.79382650295864e-06,4.11163866045921e-16,-2.66432731947551e-16,1.50410698533403e-05,-6.36899532242827e-06,-1.07241523737685e-15,7.50917832774754e-09,-4.97917568958635e-05,-4.24790987166904e-07,5.95627554870633e-16,2.10981131630731e-15,2.69268419395167e-06,-8.41781467794918e-16,3.96794665225747e-16,1.03910657407588e-06,-5.11912736920197e-15,-6.3687930268625e-16,6.80390184726062e-16,-4.38120958673532e-15,0.000467625770232392,-2.92954887077386e-15,2.23339074129473e-07,-2.03757744249151e-15,1.09166627916924e-15,-1.02982019655393e-15,-7.63959795834486e-16,-1.46363166248723e-15,-6.22972811191638e-16,-1.68823161345574e-16,2.38570484751584e-14,-2.2837613770412e-14
"t2",0.00974193634739177,-0.050289195522784,0.00031283904075328,-0.0770508619953763,-0.0101143413832105,0.0010365767127688,0.00631932162972942,0.00463146645252859,0.0292096506706877,0.00376529567550847,0.000822681898053519,-0.00690457930594861,-0.000272554203607932,-0.00192884776589009,0.0274661930659599,-0.0364548509659624,0.0604127473716248,-0.156420281355497,0.0291440668869402,0.0461634371848275,0.0118802945820383,0.156704196216147,0.0583883521908863,-0.00708015456732018,0.0249996416144809,-0.435842942196646,-0.0603068321933702,0.0386466612411244,-0.0519206043217569,-0.743784062344174,-5.2292035587869e-15,-0.00170492656911081,-0.00137321671463382,-0.40231665583906,0.00537107761954098,0.0597823081997099,-0.00670182822316788,-0.0342981168863646,-0.00513352438126372,-0.0471917237448992,1.65580964087437e-05,-0.00201684022314166,2.38916380906397e-05,0.00588819098205639,0.000132175954317216,4.61218285000397e-05,-0.00231674008679758,0.00940964337872597,3.80262310780749e-16,-0.00145064231181035,-0.00290071845078075,4.38403593299285e-08,-0.000276333087079428,-4.55760607222857e-05,-2.60441445794217e-05,4.0670088172934e-07,-7.25741871432047e-06,4.78285895831945e-06,0.000948083028601667,0.000721056202135415,2.96803167068702e-07,-0.000157272253585389,3.00962422415494e-05,9.49763791249195e-06,-2.4337829048892e-05,0.000604141381620013,-0.00129372650368514,7.02571114849601e-05,-0.000343337087077685,1.05570651905137e-15,0.00782922074480409,-2.46112054966717e-06,-0.0023161289113549,0.000535099881860348,0.000188011952042485,-0.000139922689534366,2.31140483888629e-05,8.39642475387119e-06,-1.69486428920568e-16,1.27865155676102e-06,3.08277717601189e-16,-1.4677877217418e-16,2.95035670521135e-05,-3.24434381291615e-05,2.07808711626792e-07,-0.000239677150688722,-0.000390112637572185,7.39400674597933e-07,7.92771728499993e-17,-2.83365165664291e-16,-4.36483421250851e-05,-2.87979322854708e-16,2.26257164987444e-16,0.000224092453790183,-9.36045215239772e-05,-3.19833411651552e-17,1.09709511763909e-07,-0.000725312788346461,-6.16152995639281e-06,2.11677462901641e-16,-6.44742499478149e-16,3.7489590490447e-05,8.76800570654854e-17,-1.37499562238019e-16,1.43108419441769e-05,-4.40722915643581e-17,1.73092359469841e-17,-4.75038212735731e-16,1.05384173438162e-15,0.00632891057881935,-7.2552870964072e-16,2.98956930435435e-06,-1.46577798727965e-15,-2.14696613104949e-16,-1.29044316754054e-17,2.72875514040309e-16,1.06553743864192e-15,-1.34099571785459e-16,4.08586363755764e-16,2.3245861460332e-14,-2.52398146646034e-14
"t13",0.0152686150133471,-0.142620566826499,0.0087870139334997,0.0752119412192947,-0.0313958213853393,-4.46524513386939e-05,-3.69344241026685e-05,0.000638952686283584,0.00272342345929981,-0.00101977204186441,0.000309902474648582,-0.00259940892973101,-0.000102952567439347,-0.000774287230737349,0.00880215078324679,-0.0108639685248496,0.0268462738449601,-0.0622249688026893,0.0186522008235231,0.0703421045547654,0.0120593040090426,0.493292380935023,-0.621951148731297,-0.549375715559326,-0.0228684359211725,0.136041831968487,0.0142439911356166,-0.00577904951627653,-0.00418174890266843,0.0310486670174983,-1.48693108615455e-16,-0.000182729847777991,-0.000137624248296778,-0.0295304411074173,-0.000129775072681781,0.00779561211051336,-0.000229515447600896,-0.00699436682266991,-0.000851780772565177,-0.00283148557652965,2.24867204023916e-05,-0.000282146815577554,6.84090851605137e-06,0.00362926973340497,8.0553130811991e-05,2.77144446316775e-05,-0.00137788290675526,0.00570701149658354,-1.12806976004889e-16,-0.0310078603985214,-0.00024471021357266,2.09833311274041e-08,-0.000132918817557281,-2.19432293677356e-05,-1.25361492373582e-05,1.95104337507054e-07,-9.61315739371558e-07,2.28217432599528e-06,0.000450708721681032,0.000342515634393171,1.40855400758763e-07,-2.25390902998733e-05,1.42979095632498e-05,4.50340924841756e-06,-1.15580339009323e-05,0.000319776250885615,-0.00403040394813662,3.17723045766909e-05,-0.00436284084278484,9.32087824959422e-16,0.00130610482354142,-1.19692407799228e-06,-0.0011008230580733,0.000252994228162584,8.88659780135209e-05,-6.59595491601638e-05,1.08853154080473e-05,3.95109860845339e-06,2.4340370205414e-16,6.01379982074414e-07,-1.92635431730829e-17,-2.38144841275456e-16,1.3923904666258e-05,-0.000443408383423359,9.76708144236903e-08,-0.000711995393234637,-0.000183153918340962,3.47179629113432e-07,2.53063339612423e-16,2.26446275318408e-16,-0.000563745909904797,-1.01473523852121e-16,1.87574340348151e-16,4.25155218252295e-05,-4.39419763519424e-05,1.80211115027764e-16,5.14929230445235e-08,-0.000340393663831135,-2.89111506634251e-06,3.16182316357126e-16,-2.32525205073512e-16,0.000454180776574903,-3.4791289304095e-16,2.90703461801637e-16,3.93517213984557e-05,7.6044725906009e-17,-9.60260976014002e-17,-5.43161521896983e-16,-1.01265644076864e-16,0.00123676512170202,-2.30326049457788e-16,1.46731981279275e-06,-7.75884005314963e-16,4.69863736265186e-17,-2.0818701168921e-16,3.69510998753542e-16,6.3126762423186e-16,-4.07790551409885e-17,1.21677667666196e-16,2.32304324650831e-14,-2.51581761985985e-14
"t42",0.0194506372633505,-0.21046637233333,0.0148106590352527,0.172357433405871,-0.132309761956389,-0.000932061546572227,-0.000820516910850968,-0.00306833455984297,-0.00907329732532351,0.0027947655295827,-0.000471154635946576,0.00346276025794478,0.000130247759543812,0.000616600520096713,-0.00348352466391708,0.00427517354574894,-0.00690202788519558,0.0136330108340739,-0.00278879160775861,-0.00754495054849814,-0.000899826899035854,-0.0337129540923176,0.0586599840044158,-0.0489943505408332,-7.9291845087883e-05,-5.62306506570027e-05,-4.97358575644994e-06,9.11198825304896e-07,2.29120127853032e-07,-1.61425240464671e-06,-1.04689356462827e-16,5.53303881179713e-06,4.65204996810095e-06,0.00128069128312825,7.99628524120054e-06,-0.000845011318591228,2.55474907666578e-05,0.00184270398086588,0.000227702139991126,0.000782002001710184,-8.19626322648931e-06,0.000241281580457754,-6.5965866362113e-06,-0.00352949406197418,-8.59521181919957e-05,-3.51725391824085e-05,0.002490037886561,-0.0172770838982617,1.08387742121385e-14,0.921090097816475,-0.0393366290759439,4.28335185637489e-08,-0.000213902768282302,-3.00325131998222e-05,-1.56954992201745e-05,1.90184046539282e-07,-9.3327107985824e-07,1.80802897807931e-06,0.000318834160214178,0.000236905916833233,9.48883188994879e-08,-1.50791527184903e-05,9.56279363299227e-06,2.92899931798149e-06,-7.4212560111796e-06,0.000218135475800912,-0.00279262084633869,6.57804341383833e-05,-0.204362378471492,4.57225600206932e-15,-0.000577759439628942,-2.44356318211756e-07,-0.000361782222793983,9.19340662533684e-05,3.24541821037252e-05,-2.50445818239192e-05,4.16838948489922e-06,1.51684809090941e-06,-1.2647545326706e-15,2.30535060058066e-07,-1.41566535447331e-15,-6.77553911393411e-16,6.62534326667088e-06,-0.0108440788774334,3.65129549622729e-08,-0.00026380432360634,-6.70988143608872e-05,1.26823117986752e-07,5.91650580290953e-16,-9.15974404383931e-16,-0.01012871634971,9.9497467282831e-17,1.32930923818806e-16,1.48350270924389e-05,-1.52498924264389e-05,8.37990961348002e-17,1.7828158567736e-08,-0.000117714180237948,-9.98107436022267e-07,-3.3520762534458e-18,2.33983493358819e-16,0.00211512217827922,-3.81223549228392e-16,8.76038326356899e-16,1.32826499289575e-05,3.62483045144327e-16,-7.34457964314789e-16,7.40661022553721e-16,-8.58450645559631e-16,0.00041517492001008,-7.35608403762161e-16,4.90695858968623e-07,2.83089614741832e-17,-6.66180518703797e-16,-6.31034255903363e-18,4.76777925735668e-16,-4.99427192821708e-16,-4.60214881454311e-17,-8.13556934542126e-16,2.38851650633095e-14,-2.39816141702032e-14
"t60",0.0198388207919653,-0.216707133379889,0.0153609312395013,0.181122935290239,-0.141281165611715,-0.00100990820714327,-0.0008892419031054,-0.00338808046884507,-0.010084844976103,0.00312054623213483,-0.000536713367059268,0.00396892882231187,0.000149676101011567,0.00072968134681025,-0.00442837200160392,0.00543882930294178,-0.00938057591797075,0.0191002184919039,-0.00426528954684109,-0.0127438211420107,-0.00178808199208422,-0.0750982017577379,0.148680413903089,-0.142652906731659,-0.000298704847604968,-0.000349764890440411,-3.81224065792312e-05,1.06590747976752e-05,4.05130644114825e-06,6.45463435591229e-05,2.00684221888695e-16,-5.04382459404479e-06,-3.92665602681222e-06,-0.00090323895876476,-4.31512486117811e-06,0.000283750815212689,-8.37650517872532e-06,-0.000251437122671582,-3.05481671541849e-05,-0.000100982178079057,7.49522000616695e-07,-4.91076793968093e-06,9.43279031043233e-08,4.90567282110887e-05,8.37761050789212e-07,1.04885982746396e-07,1.86672864897721e-05,-0.00029653481179923,1.20384247846256e-15,0.026924474467954,-0.00120968961005425,1.95545585737441e-09,-1.02284047017319e-05,-1.45783874773248e-06,-7.5870932253452e-07,7.9985919144781e-09,-3.90372570570493e-08,3.05064990628945e-08,-8.83497062931058e-06,-1.05905978964457e-05,-6.92206616217432e-09,1.24760331346365e-06,-7.95499317166501e-07,-4.30351663310243e-07,2.08638543572379e-06,-0.000142686627688027,0.00199878350032736,-0.000182150455911602,0.754928808940354,-2.95510016269539e-14,0.00474183505990867,-1.41185711387205e-06,-0.000738393767162447,0.000127475775780781,4.38903959586207e-05,-2.63437513751504e-05,3.981516719816e-06,1.35826726281081e-06,-1.45262905816001e-14,2.08841759398975e-07,3.16095759202831e-14,4.67913498914963e-15,6.89251911366617e-05,-0.517430068704974,6.32891705920074e-09,-0.000142314047585481,-3.7206065297178e-05,7.06778872480092e-08,3.27964848650372e-16,8.79168386155294e-15,-0.0641544995645434,-4.04113643637497e-16,2.15233849850311e-15,7.75295282574906e-06,-8.01062346797253e-06,2.39806028576732e-16,9.38003893566728e-09,-6.19782190464786e-05,-5.26024031374967e-07,-2.42179319504652e-16,-1.70813802680151e-15,0.00112299727420544,-2.92867684604007e-15,1.81169306731008e-16,7.06558528507624e-06,-8.6398221870785e-16,5.11110686429235e-16,-3.57934806108854e-15,-3.21270067094717e-15,0.000221553961650965,-5.85602031912785e-15,2.62417370291403e-07,-2.27102321633177e-15,-1.75356915632315e-15,-1.51851505770943e-15,3.64155506694937e-16,2.50234610083493e-15,-1.30063401558313e-15,8.65074474736868e-16,2.41106564669027e-14,-2.86448705861882e-14
"t65",0.0199061815756779,-0.217788537248102,0.0154561801525309,0.182637296552515,-0.142827591107562,-0.00102329989466739,-0.00090106407072545,-0.00344294657107534,-0.0102582706619063,0.00317636711129878,-0.000547918161750625,0.00405537361820477,0.000152993066073108,0.000748920068794252,-0.00458786797884579,0.00563524628513092,-0.009796251094686,0.0200146086934296,-0.00451045412977544,-0.0136009349213263,-0.00193310903093486,-0.0818171272100086,0.163215628344918,-0.157700645212707,-0.000333701082860871,-0.000396151539632872,-4.33473479830139e-05,1.21897885339407e-05,4.65008842210558e-06,7.48441432908481e-05,-1.26169313981737e-16,-6.58520943647088e-06,-5.1715627577631e-06,-0.0012168070811429,-6.05158970013366e-06,0.00043719615427867,-1.29789244492054e-05,-0.000513926206124151,-6.28681676992132e-05,-0.000211102090001118,1.83136509540271e-06,-3.19029867081877e-05,8.18399957069228e-07,0.000435966230421485,1.01301942480991e-05,3.8165165616485e-06,-0.000233167207405349,0.00137086279630284,-1.2561325483682e-15,-0.0554531886690826,0.00226698846260197,-1.15890714012777e-09,4.11743484685503e-06,3.94062059822125e-07,1.49669713807128e-07,5.58756089872452e-11,-4.01214722659275e-10,5.3080874689743e-09,-2.35747146033131e-06,-3.03161884087775e-06,-2.14751839008089e-09,3.95357284691889e-07,-2.52318882410312e-07,-1.49813488494234e-07,7.95037208436113e-07,-5.89068783671851e-05,0.0008301907513171,-7.95877547516655e-05,0.331335450037641,-1.3496824811786e-14,0.00209625989058692,-6.32316407565807e-07,-0.000333528949467521,5.73087290942779e-05,1.97071117817351e-05,-1.13798787002671e-05,1.61948562802189e-06,4.69775295727887e-07,2.73134537223911e-14,3.95890894256762e-08,-4.65185685383218e-14,-5.16378118358075e-15,-0.000101463904803293,0.82145519438838,4.4854735329556e-08,-0.000147725155031339,-3.51735446422376e-05,6.64934076134774e-08,1.78583978835596e-16,-2.56677795412195e-15,-0.207870364934817,-2.58309367621328e-15,4.53376559199568e-16,5.67824362506409e-06,-5.98276986902523e-06,-2.47014431802764e-16,7.04788898045935e-09,-4.66922628168041e-05,-3.97677260008574e-07,2.38021743107899e-16,1.04877747589416e-15,0.00086873336893054,6.8645663812111e-15,2.23044537940436e-15,5.49061586400493e-06,6.76697167198746e-16,-6.03811598905471e-18,-1.61194975418733e-17,-7.14961904700336e-16,0.000173318084329792,4.99167802860534e-15,2.06095103082679e-07,1.50917733944983e-16,2.50479163221222e-15,9.8362573134141e-16,-2.08055306331942e-16,-9.66265055932759e-16,2.42218614886935e-15,2.1220423386507e-15,2.18105596624061e-14,-3.13067305891693e-14
