,0,1,2,3,4,5,6,7,8,9,10,11
t1,0.21831892,0.52716565,14.012468,-0.03275673,1.0425698,1.9468569,-0.031567745,-0.32386225,-0.06983856,-0.4871668,-0.40669918,-0.11566114
t2,0.3158031,0.2734853,7.180385,-0.02861781,1.3019776,1.0785007,-0.014637084,-0.1312271,-0.002360282,-0.28324357,-0.17258246,-0.08972498
t3,0.21732065,0.3436996,8.208604,-0.028441906,0.65767884,0.6501186,-0.026949199,-0.22308327,0.026769128,-0.26132882,-0.15813828,-0.036187824
t4,-0.63095,0.26883125,-0.027012462,12.546347,2.5552084,-0.108800024,-0.04854362,5.2863455,20.774967,9.966123,13.152973,11.170869
t5,-0.44020274,0.20947875,-0.017313432,6.2409286,2.0666006,-0.08577601,-0.037999805,3.0422056,13.101788,6.91736,8.446372,6.4839334
t6,0.5538409,0.60339785,16.350935,-0.041075435,1.6068567,2.7160602,-0.030293519,-0.48271427,-0.09975836,-0.5695988,-0.47624135,-0.051175606
t7,0.5420713,0.64763784,17.614897,-0.04125147,1.6885277,3.1933415,-0.03032342,-0.52811724,-0.11257661,-0.6124474,-0.5323061,-0.051986374
t8,-0.010717375,0.6637517,16.42873,-0.02301624,0.8421588,3.4647238,-0.035747726,-0.40564352,-0.0375375,-0.57279223,-0.5778662,-0.14144045
t9,0.22873496,0.52840626,13.7381,-0.024497466,0.8324157,3.0506558,-0.026062347,-0.3749444,-0.04306318,-0.47670698,-0.4653545,-0.0871491
t10,0.05093492,0.58852226,15.4144945,-0.026782287,0.7736876,3.347618,-0.031016186,-0.43034738,-0.06905218,-0.534511,-0.5300755,-0.072820604
t11,-0.024482997,0.6498973,13.81539,-0.0055111973,0.40056065,2.3814776,-0.063769914,-0.2433056,2.7783983,-0.5166498,-0.45326942,-0.49885786
t12,-0.067340136,0.13541527,0.074161656,2.8917346,0.07215524,6.7137117,-0.0022669835,-0.287261,-0.056242436,-0.0040825102,-0.044187397,4.4785304
t13,-0.270374,0.4898053,-0.012817397,0.1030101,3.062257,-0.039179746,-0.013586137,5.0050664,11.442548,0.73051727,3.7271929,7.0792804
t14,-0.71002513,0.15438521,-0.027006865,13.509053,2.7561345,-0.07759589,-0.06961978,5.248156,21.851553,10.246973,13.535927,12.080968
t15,-0.71195585,0.19165269,-0.0279166,13.97678,2.80186,-0.084135644,-0.06006924,5.5108705,21.962982,10.80991,14.146903,12.31701
t16,-0.1018232,0.32328296,-0.003413628,6.5444403,0.12610388,-0.019098694,-0.06484355,0.13099422,11.602918,-0.007967686,-0.003519904,-0.5924064
t17,-0.023885798,0.7505328,14.695449,-0.00022696423,0.4378328,2.6773758,-0.077401236,-0.26348507,4.1507225,-0.57851416,-0.49676937,-0.647932
t18,-0.039407995,0.16180074,0.20892194,2.8812811,0.046470117,7.001052,0.4608893,-0.39758962,-0.05983521,-0.021079168,-0.063963436,4.818813
t19,-0.045190137,0.19038574,2.445155,2.7487705,0.0321067,8.456005,1.6210419,-0.6524705,-0.12824287,-0.09265536,-0.27172577,5.188697
t20,-0.4518291,0.20451115,-0.017821595,5.9395137,2.5458302,-0.08313557,-0.04677312,2.4512913,13.788121,7.7227883,9.275308,6.2364244
t21,-0.08365743,0.3835571,5.0061526,-0.024602413,0.69885004,-0.029728208,-0.03475731,-0.26704022,0.43118125,-0.16326843,-0.056590818,0.80764747
t22,-0.06268615,0.31928772,7.048171,2.2530916,0.004109434,10.68677,1.6931624,-0.73451054,-0.18314356,-0.24673907,-0.41255373,5.7810626
t23,-0.023091473,0.4309883,9.645046,1.231275,0.5735584,11.611372,2.102463,-0.92234766,-0.20074171,-0.3464648,-0.55447525,5.581122
t24,5.697129,0.6037671,1.9516077,-0.009213501,7.640128,0.46582803,8.186938,-0.4306864,-0.18314059,-0.42973703,-0.3468612,-0.1457964
t25,-0.6834775,0.24706566,-0.027804622,13.579096,2.8865356,-0.08083783,-0.06248768,5.2771325,21.991951,10.389577,14.217327,11.613415
t26,-0.59909976,0.21673404,-0.023941228,11.746052,2.5247524,-0.07251195,-0.053626284,4.3214555,19.27931,8.729719,12.481691,10.330978
t27,-0.040669255,0.5306418,4.7369123,4.8819118,0.44092336,0.42651874,-0.08918647,-0.06918581,11.117437,-0.29387575,-0.19606742,-0.9828382
t28,-0.07008816,0.16742411,0.613023,3.170396,0.074021004,8.5338125,0.22155309,-0.47530478,-0.09289566,-0.01420995,-0.11752807,5.6229177
t29,-0.041592784,0.3253209,6.616093,1.9333907,0.0021342898,10.963643,1.6103047,-0.80639493,-0.17602804,-0.2376004,-0.4159453,5.8423753
t30,-0.068162136,0.4001639,-0.0011612134,7.426906,0.55045533,-0.012525918,-0.07837233,-0.064875886,13.438719,-0.06997167,-0.08036542,-0.9007671
t31,-0.04731093,0.29054666,5.4297447,2.1647847,0.012618267,10.563725,1.3730075,-0.7439677,-0.15857555,-0.19488642,-0.35692438,5.8006763
t32,-0.07878094,0.16915539,0.5072774,3.1707978,0.08525938,8.46793,0.01534811,-0.4453005,-0.090329245,-0.0056082024,-0.10621284,5.6511297
t33,-0.5989886,0.10879473,-0.023445481,10.21654,1.9154143,-0.08904755,-0.047867637,5.3506703,17.749903,9.744762,10.346706,10.242027
t34,-0.48945242,0.2170476,-0.017733794,6.109963,2.314492,-0.0842245,-0.05067846,2.4025714,13.691313,7.8186965,9.933888,6.683504
t35,-0.4810516,0.20749475,-0.017707415,6.1436343,2.4468002,-0.078683004,-0.051099855,2.2070858,13.86699,7.74116,10.058849,6.677351
t36,-0.07603077,0.16392414,0.87341917,3.64195,0.0589775,8.150894,0.3583865,-0.4938651,-0.082860865,-0.021590376,-0.10276007,5.8713055
t37,-0.59546036,0.13928904,-0.022983143,10.143785,1.8857585,-0.08667062,-0.049439844,5.1027627,17.445059,9.16684,10.565064,10.380571
t38,-0.08439087,0.18213186,0.6968114,3.6894124,0.07654067,8.00567,0.12268914,-0.46707386,-0.08271472,-0.014363544,-0.1087077,5.8417244
t39,-0.5925111,0.1406539,-0.022912793,10.211442,1.7619038,-0.0870044,-0.051131587,5.073956,17.368526,9.281506,10.57886,10.205947
t40,-0.5665605,0.11784158,-0.021801602,9.557946,1.8750417,-0.081817485,-0.045677215,4.8344617,16.598995,8.936744,9.972364,9.626357
t41,-0.07519071,0.42299622,-0.0006366853,7.4324155,0.68301857,-0.0073252907,-0.090828046,-0.102802105,13.985715,-0.09499162,-0.130234,-1.0150539
