,0,1,2,3,4,5,6,7,8,9,10,11
t1,8.518196,2.7012117,9.734048,4.8931365,3.9626431,5.913535,4.441582,6.6592793,6.1528625,3.4322195,5.014841,7.5934405
t2,8.639778,2.7029243,9.711075,5.0010724,3.884759,5.874058,4.570883,6.584796,6.1805744,3.336459,5.165436,7.441179
t3,8.567349,2.7281063,9.685171,4.964743,3.9323754,5.8309207,4.541391,6.5808234,6.1345134,3.3721013,5.10092,7.513246
t4,6.477155,-1.1503407,4.354979,5.2412724,7.044376,4.7636647,3.404357,7.801926,1.5284411,4.2339525,2.6751425,9.699634
t5,6.29861,-1.2389711,4.6517196,5.4340043,6.833244,4.8779044,3.2866282,7.9240584,1.5997739,4.361753,3.0242565,9.192426
t6,8.471435,2.7233608,9.648817,4.9042654,3.9162793,5.8640428,4.490799,6.6166415,6.099499,3.5165892,5.0260563,7.6956286
t7,8.529307,2.697621,9.700632,4.919136,3.9867108,5.917922,4.424578,6.6721616,6.116471,3.4550796,4.9936304,7.6277966
t8,8.462893,2.6505578,9.758071,4.780076,4.064052,5.999654,4.253296,6.7840343,6.105629,3.4398348,5.2143855,7.5540876
t9,8.514763,2.6517897,9.725106,4.846669,4.07224,5.982919,4.3489485,6.767864,6.098292,3.3552659,5.2438784,7.4711576
t10,8.486881,2.7241397,9.772889,4.8321486,4.042509,5.9113793,4.3203135,6.7043734,6.142277,3.419678,5.1094933,7.559216
t11,8.474834,2.7828808,9.830803,4.8431783,3.8106947,5.791407,4.4443054,6.564307,6.268073,3.413761,5.27929,7.479852
t12,11.650323,5.9471493,9.844799,0.42447788,3.822251,4.3297906,8.110653,2.4217978,7.5138354,6.861235,5.330031,4.375738
t13,5.3542457,-0.9569379,5.2063923,6.2224207,6.4849105,4.2589073,4.2630816,9.377072,0.8992976,5.1695437,2.9503844,7.8491855
t14,6.490712,-1.1399658,4.459026,5.3103476,6.975544,4.854901,3.3290932,7.7900367,1.561395,4.230539,2.735541,9.516625
t15,6.561713,-1.1501479,4.458362,5.3032937,6.975826,4.887551,3.3011985,7.7845097,1.5802733,4.2335434,2.7420945,9.576326
t16,7.0317025,2.4317622,10.273931,4.4241533,0.8390388,6.2623653,0.09367108,11.085173,8.76258,0.565438,6.184237,5.6671767
t17,8.393852,2.7375274,9.773727,4.7659216,3.8797238,5.8451505,4.3762074,6.6429505,6.2006345,3.4109428,5.276609,7.5464826
t18,12.035156,5.8357234,10.035385,-0.050455254,4.08283,4.3679495,8.195529,2.1228154,7.2435217,6.474551,5.6363034,4.130806
t19,11.961588,5.908193,10.010981,-0.06966714,4.055395,4.337069,8.074554,2.1862886,7.1562114,6.5187664,5.6594534,4.1801295
t20,6.249785,-1.2376238,4.7394176,5.4329734,6.756823,4.9062734,3.2572994,7.906785,1.6379558,4.423928,3.0643299,9.135487
t21,8.622942,2.7100427,9.547898,5.1075244,3.8773844,5.797161,4.670341,6.524394,6.0451174,3.4289906,5.0737114,7.630581
t22,11.429083,5.9433417,9.772347,0.36557677,3.711107,4.2377343,7.404588,2.3916175,7.248035,6.6301355,5.3261943,4.3774195
t23,11.5148735,5.972333,9.843912,0.29349127,3.7536113,4.2483296,7.505452,2.36988,7.2433105,6.665604,5.341717,4.366935
t24,10.721705,3.1304004,4.151996,5.369899,6.274199,3.4935014,5.701313,2.0575354,7.6830416,6.8365474,3.6664834,3.0989373
