"accepted_species","traits"
"t201",0
"t238",0
"t248",1
"t293",1
"t317",0
"t394",0
"t420",1
"t422",1
"t436",0
"t464",1
"t465",1
"t466",1
"t475",0
"t481",1
"t489",1
"t508",1
"t525",1
"t528",0
"t534",0
"t535",1
"t537",NA
"t538",0
"t539",0
"t544",1
"t554",0
"t574",0
"t579",0
"t592",0
"t594",1
"t602",NA
"t603",NA
"t605",0
"t608",0
"t610",1
"t615",0
"t617",NA
"t626",0
"t633",1
"t635",1
"t640",0
"t645",0
"t651",1
"t657",0
"t659",0
"t664",1
"t666",0
"t669",0
"t676",0
"t677",0
"t687",1
"t699",1
"t700",0
"t701",1
"t702",0
"t708",0
"t710",NA
"t715",0
"t722",0
"t726",1
"t730",1
"t731",1
"t736",1
"t737",0
"t738",1
"t748",1
"t749",0
"t759",0
"t761",1
"t769",NA
"t775",0
"t777",0
"t782",0
"t783",0
"t784",0
"t787",0
"t788",0
"t793",1
"t795",1
"t797",0
"t798",1
"t801",0
"t809",0
"t811",0
"t816",1
"t818",0
"t819",0
"t820",1
"t821",0
"t822",0
"t825",0
"t826",1
"t828",1
"t829",1
"t840",NA
"t842",0
"t845",1
"t846",1
"t847",NA
"t851",0
"t853",NA
"t854",1
"t862",NA
"t866",1
"t871",1
"t872",NA
"t874",0
"t876",0
"t881",0
"t883",0
"t886",1
"t887",0
"t891",0
"t893",1
"t895",1
"t899",0
"t903",1
"t904",1
"t911",1
"t915",0
"t918",0
"t919",0
"t922",0
"t926",0
"t929",0
"t936",0
"t937",1
"t938",0
"t939",1
"t940",0
"t943",1
"t945",0
"t948",0
"t952",1
"t954",1
"t957",0
"t959",1
"t966",0
"t967",0
"t969",0
"t971",0
"t973",NA
"t976",NA
"t978",0
"t983",1
"t984",1
"t989",NA
"t992",1
"t993",1
"t994",0
"t997",NA
"t998",0
"t1000",1
"t1003",NA
"t1004",1
"t1005",1
"t1008",0
"t1011",0
"t1013",0
"t1014",0
"t1016",0
"t1017",1
"t1019",0
"t1021",1
"t1022",1
"t1023",1
"t1024",1
"t1028",1
"t1032",NA
"t1033",0
"t1037",NA
"t1038",0
"t1040",0
"t1042",0
"t1043",0
"t1045",1
"t1048",0
"t1051",0
"t1052",1
"t1054",0
"t1055",1
"t1056",0
"t1060",0
"t1061",NA
"t1063",1
"t1065",NA
"t1067",1
"t1068",0
"t1069",NA
"t1070",1
"t1071",NA
"t1073",NA
"t1074",1
"t1075",0
"t1078",1
"t1080",1
"t1081",0
"t1082",1
"t1083",NA
"t1084",1
"t1086",0
"t1087",0
"t1090",NA
"t1094",NA
"t1098",0
"t1099",1
"t1101",1
"t1102",1
"t1103",NA
"t1104",NA
"t1105",1
"t1107",1
"t1108",1
"t1109",NA
"t1111",1
"t1112",0
"t1113",1
"t1116",0
"t1117",0
"t1120",0
"t1122",0
"t1123",1
"t1128",0
"t1129",1
"t1130",1
"t1133",0
"t1134",1
"t1135",0
"t1136",1
"t1138",1
"t1139",0
"t1140",1
"t1143",0
"t1144",1
"t1146",0
"t1147",0
"t1148",0
"t1150",0
"t1151",0
"t1153",1
"t1154",1
"t1156",0
"t1159",1
"t1162",1
"t1164",1
"t1165",1
"t1166",1
"t1170",0
"t1171",0
"t1172",0
"t1174",0
"t1175",1
"t1176",0
"t1178",1
"t1180",0
"t1181",1
"t1182",1
"t1186",1
"t1189",0
"t1190",0
"t1192",0
"t1193",0
"t1194",NA
"t1197",0
"t1198",1
"t1199",1
"t1200",0
"t1201",0
"t1202",NA
"t1203",0
"t1205",0
"t1207",0
"t1210",0
"t1211",1
"t1214",1
"t1217",1
"t1218",0
"t1221",0
"t1222",0
"t1223",1
"t1224",1
"t1229",0
"t1231",1
"t1232",1
"t1233",1
"t1235",0
"t1236",NA
"t1237",0
"t1239",1
"t1240",NA
"t1243",0
"t1245",0
"t1248",1
"t1249",1
"t1250",0
"t1251",1
"t1252",0
"t1254",0
"t1256",1
"t1260",0
"t1261",1
"t1264",0
"t1266",NA
"t1267",1
"t1268",0
"t1271",0
"t1272",0
"t1273",0
"t1275",1
"t1276",1
"t1278",1
"t1279",NA
"t1282",0
"t1283",1
"t1284",0
"t1285",1
"t1286",0
"t1287",0
"t1288",0
"t1289",0
"t1290",1
"t1291",0
"t1293",1
"t1294",0
"t1297",0
"t1298",1
"t1299",0
"t1300",0
"t1301",0
"t1302",0
"t1304",0
"t1305",1
"t1306",0
"t1309",NA
"t1311",0
"t1312",0
"t1315",1
"t1316",1
"t1317",0
"t1318",1
"t1319",1
"t1323",1
"t1326",1
"t1330",1
"t1331",0
"t1332",0
"t1333",NA
"t1334",1
"t1335",1
"t1337",0
"t1338",0
"t1339",1
"t1341",1
"t1344",0
"t1345",1
"t1347",0
"t1348",1
"t1349",0
"t1350",0
"t1351",1
"t1353",1
"t1355",1
"t1356",1
"t1359",NA
"t1361",0
"t1362",0
"t1363",1
"t1364",0
"t1365",1
"t1366",1
"t1367",0
"t1368",0
"t1369",0
"t1370",1
"t1372",0
"t1373",0
"t1375",0
"t1377",0
"t1378",1
"t1381",NA
"t1383",1
"t1384",1
"t1385",0
"t1386",0
"t1387",0
"t1388",0
"t1390",0
"t1391",1
"t1393",0
"t1395",1
"t1396",1
"t1397",1
"t1398",1
"t1399",0
"t1400",0
"t1402",0
"t1404",1
"t1405",0
"t1406",1
"t1408",1
"t1409",1
"t1411",1
"t1412",1
"t1413",1
"t1414",0
"t1416",NA
"t1417",1
"t1419",1
"t1420",0
"t1423",1
"t1425",1
"t1427",1
"t1428",NA
"t1429",NA
"t1430",1
"t1431",1
"t1433",1
"t1434",1
"t1435",1
"t1436",1
"t1437",1
"t1438",1
"t1439",0
"t1440",0
"t1441",0
"t1442",0
"t1443",1
"t1444",1
"t1445",0
"t1447",0
"t1450",0
"t1451",NA
"t1452",1
"t1454",1
"t1457",1
"t1459",0
"t1460",0
"t1462",1
"t1463",0
"t1464",0
"t1465",1
"t1466",1
"t1467",0
"t1469",1
"t1470",NA
"t1471",0
"t1472",1
"t1473",0
"t1474",0
"t1477",1
"t1478",NA
"t1479",0
"t1480",0
"t1481",1
"t1482",0
"t1484",1
"t1485",0
"t1486",0
"t1487",0
"t1492",1
"t1493",1
"t1495",1
"t1496",1
"t1497",0
"t1499",0
"t1500",0
"t1501",0
"t1502",1
"t1503",0
"t1504",1
"t1506",1
"t1508",1
"t1509",0
"t1510",NA
"t1511",1
"t1512",0
"t1513",1
"t1514",0
"t1515",0
"t1516",NA
"t1520",1
"t1521",0
"t1523",1
"t1525",1
"t1526",1
"t1527",0
"t1528",1
"t1529",NA
"t1530",0
"t1531",0
"t1532",1
"t1533",NA
"t1534",0
"t1535",0
"t1536",1
"t1539",0
"t1540",0
"t1541",NA
"t1542",1
"t1543",1
"t1544",NA
"t1547",0
"t1548",NA
"t1549",1
"t1550",1
"t1551",0
"t1552",0
"t1553",0
"t1554",NA
"t1557",1
"t1558",0
"t1559",0
"t1560",0
"t1562",1
"t1563",1
"t1564",0
"t1568",0
"t1569",1
"t1570",1
"t1571",0
"t1572",0
"t1573",1
"t1574",1
"t1575",0
"t1576",1
"t1577",1
"t1578",1
"t1579",NA
"t1580",1
"t1581",0
"t1582",0
"t1583",0
"t1584",1
"t1585",0
"t1586",0
"t1587",0
"t1590",NA
"t1591",1
"t1593",1
"t1594",NA
"t1595",0
"t1596",1
"t1597",0
"t1598",1
"t1600",0
"t1601",0
"t1602",1
"t1603",1
"t1605",0
"t1606",0
"t1607",NA
"t1608",0
"t1609",0
"t1610",0
"t1612",1
"t1613",1
"t1614",0
"t1615",1
"t1616",1
"t1617",1
"t1618",0
"t1619",0
"t1621",1
"t1622",1
"t1623",1
"t1624",1
"t1625",0
"t1626",1
"t1627",1
"t1629",NA
"t1630",1
"t1631",0
"t1632",0
"t1633",0
"t1634",0
"t1635",0
"t1636",NA
"t1637",NA
"t1638",1
"t1639",0
"t1640",0
"t1641",0
"t1642",1
"t1643",0
"t1644",1
"t1645",1
"t1646",1
"t1647",1
"t1648",0
"t1649",0
"t1650",1
"t1652",1
"t1653",1
"t1654",1
"t1655",1
"t1656",1
"t1657",1
"t1658",1
"t1659",1
"t1660",0
"t1661",1
"t1662",1
"t1663",0
"t1666",0
"t1667",1
"t1668",0
"t1669",1
"t1671",0
"t1672",NA
"t1673",1
"t1674",0
"t1675",1
"t1676",1
"t1678",1
"t1681",1
"t1682",0
"t1683",0
"t1684",NA
"t1685",NA
"t1686",1
"t1687",0
"t1688",1
"t1689",0
"t1690",0
"t1691",0
"t1693",1
"t1694",0
"t1695",1
"t1696",1
"t1697",0
"t1698",1
"t1700",1
"t1701",1
"t1702",NA
"t1703",0
"t1704",NA
"t1705",1
"t1706",1
"t1707",0
"t1708",1
"t1709",1
"t1710",1
"t1711",0
"t1712",0
"t1713",NA
"t1714",1
"t1716",1
"t1717",1
"t1718",1
"t1719",1
"t1720",0
"t1721",0
"t1722",0
"t1723",1
"t1724",NA
"t1725",NA
"t1726",NA
"t1727",0
"t1728",0
"t1729",1
"t1730",1
"t1731",NA
"t1732",0
"t1733",1
"t1734",NA
"t1735",0
"t1737",1
"t1738",1
"t1740",1
"t1741",1
"t1742",0
"t1743",0
"t1744",0
"t1745",NA
"t1746",1
"t1749",1
"t1750",1
"t1751",0
"t1752",1
"t1753",1
"t1755",0
"t1756",0
"t1757",0
"t1758",1
"t1759",NA
"t1760",1
"t1761",1
"t1762",1
"t1763",NA
"t1764",1
"t1765",0
"t1766",1
"t1768",1
"t1769",1
"t1770",NA
"t1772",1
"t1773",1
"t1774",1
"t1775",0
"t1776",1
"t1777",0
"t1778",1
"t1780",NA
"t1781",0
"t1782",0
"t1783",1
"t1784",1
"t1786",NA
"t1787",1
"t1788",NA
"t1789",1
"t1790",0
"t1791",0
"t1792",1
"t1793",NA
"t1794",1
"t1795",NA
"t1796",1
"t1797",1
"t1798",1
"t1800",0
"t1801",0
"t1802",1
"t1803",1
"t1804",0
"t1805",0
"t1806",1
"t1807",NA
"t1808",1
"t1809",1
"t1810",1
"t1811",1
"t1812",1
"t1813",1
"t1814",1
"t1815",0
"t1816",0
"t1817",1
"t1818",1
"t1819",1
"t1820",1
"t1821",0
"t1822",0
"t1823",1
"t1824",1
"t1825",0
"t1827",1
"t1828",1
"t1829",1
"t1830",0
"t1831",0
"t1832",1
"t1833",0
"t1834",1
"t1835",1
"t1836",1
"t1838",1
"t1839",1
"t1840",0
"t1841",1
"t1842",1
"t1844",1
"t1845",0
"t1846",1
"t1847",NA
"t1848",1
"t1849",0
"t1850",1
"t1851",1
"t1854",1
"t1855",1
"t1856",NA
"t1857",0
"t1858",1
"t1859",1
"t1860",1
"t1861",1
"t1862",1
"t1863",1
"t1864",1
"t1865",1
"t1866",1
"t1868",1
"t1869",1
"t1870",0
"t1872",0
"t1873",1
"t1874",1
"t1876",1
"t1877",1
"t1878",1
"t1879",1
"t1880",1
"t1881",1
"t1882",1
"t1883",1
"t1884",1
"t1885",1
"t1886",1
"t1887",1
"t1888",1
"t1889",NA
"t1890",0
"t1891",0
"t1892",1
"t1893",1
"t1894",0
"t1895",1
"t1896",0
"t1897",1
"t1898",0
"t1899",1
"t1900",1
"t1901",1
"t1902",1
"t1903",1
"t1904",1
"t1905",1
"t1906",1
"t1907",0
"t1908",1
"t1909",0
"t1910",0
"t1911",1
"t1912",1
"t1913",1
"t1914",1
"t1915",1
"t1916",1
"t1918",1
"t1919",0
"t1921",0
"t1922",0
"t1923",1
"t1924",0
"t1925",0
"t1926",1
"t1927",1
"t1928",1
"t1929",1
"t1930",NA
"t1931",NA
"t1932",NA
"t1933",0
"t1934",0
"t1935",1
"t1936",1
"t1937",1
"t1938",1
"t1939",0
"t1940",0
"t1941",1
"t1942",1
"t1943",0
"t1944",0
"t1945",0
"t1946",0
"t1947",0
"t1948",0
"t1949",0
"t1950",0
"t1951",0
"t1952",0
"t1953",1
"t1954",1
"t1955",1
"t1958",1
"t1959",1
"t1960",1
"t1961",1
"t1962",1
"t1963",NA
"t1964",1
"t1965",1
"t1966",0
"t1967",0
"t1968",1
"t1969",1
"t1970",1
"t1971",1
"t1972",0
"t1973",0
"t1974",NA
"t1975",0
"t1976",0
"t1977",1
"t1978",1
"t1979",0
"t1980",0
"t1981",0
"t1982",1
"t1983",1
"t1984",1
"t1986",1
"t1987",0
"t1988",0
"t1989",0
"t1990",0
"t1991",0
"t1992",0
"t1993",1
"t1994",1
"t1995",1
"t1996",1
"t1997",1
"t1998",1
"t1999",1
"t2000",1
"t2001",1
"t2002",0
"t2003",NA
"t2004",1
"t2006",1
"t2007",1
"t2008",NA
"t2009",1
"t2010",0
"t2011",0
"t2012",1
"t2013",1
"t2014",1
"t2015",1
"t2016",1
"t2017",0
"t2018",NA
"t2019",NA
"t2020",0
"t2021",1
"t2022",1
"t2023",1
"t2024",0
"t2025",0
"t2026",0
"t2027",0
"t2028",1
"t2029",1
"t2030",1
"t2031",1
"t2032",1
"t2033",1
"t2034",1
"t2035",NA
"t2036",0
"t2037",NA
"t2038",1
"t2039",1
"t2040",1
"t2041",1
"t2042",1
"t2043",1
"t2044",1
"t2045",1
"t2047",1
"t2048",1
"t2049",1
"t2050",1
"t2051",1
"t2052",1
"t2053",0
"t2054",0
"t2055",NA
"t2056",1
"t2057",1
"t2058",1
"t2059",0
"t2060",0
"t2061",1
"t2062",1
"t2063",1
"t2064",1
"t2065",0
"t2066",0
"t2067",1
"t2068",NA
"t2069",0
"t2070",0
"t2071",1
"t2072",1
"t2074",1
"t2075",NA
"t2076",1
"t2077",1
"t2078",NA
"t2079",1
"t2080",1
"t2081",1
"t2082",1
"t2083",0
"t2084",0
"t2085",1
"t2086",1
"t2087",0
"t2088",0
"t2089",NA
"t2090",1
"t2091",1
"t2092",1
"t2093",1
"t2094",1
"t2095",0
"t2096",0
