accepted_species,estimate
t206,-0.14526282
t235,-0.47904894
t359,-0.41771662
t360,-0.41771662
t357,-0.41771662
t398,-0.40994352
t306,-0.49588653
t227,-0.47017467
t220,-0.47017467
t338,-0.10694416
t342,-0.10694416
t343,-0.10694416
t390,-0.10694416
t391,-0.10694416
t286,-0.10694416
t335,-0.122172706
t356,-0.12678234
t405,-0.12678234
t406,-0.12678234
t366,-0.12678234
t427,-0.074401766
t432,-0.074401766
t433,-0.074401766
t414,-0.120490015
t383,-0.12678234
t373,-0.10694416
t374,-0.10694416
t369,-0.10694416
t353,-0.10694416
t354,-0.10694416
t271,0.010112406
t229,-0.11105776
t250,-0.08014335
t361,-0.33934227
t362,-0.33934227
t379,-0.33934227
t380,-0.33934227
t228,-0.12071712
t188,-0.06490275
t194,-0.06490275
t197,-0.06490275
t243,-0.06490275
t244,-0.06490275
t186,-0.06490275
t187,-0.06490275
t177,-0.058652632
