,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t2,-0.7222996,5.6084633,-0.062174495,6.7129254,0.9452521,-0.25211093,-0.043103326,9.162179,-0.14169899,-0.0050314874,0.017426228,0.39219147,2.6082687,-0.07190941,1.8171917,3.8285177,-0.017608339,-0.54252696,4.5136876,-0.021277975,-0.020685798,-0.43867895,0.011942902,0.370183,0.22220206
t7,-0.86457926,7.358952,-0.020198802,8.677488,1.1558634,-0.29615372,-0.041131046,10.886212,-0.1719569,-0.0031463404,0.06564042,0.54532754,2.53422,-0.07877841,2.086215,4.8551407,-0.020844,-0.6483314,5.2901907,-0.101899795,0.25354844,-0.518236,0.015439566,0.80410594,-0.0180308
t8,-0.83431196,7.0859637,-0.01754113,8.419377,1.1241183,-0.28852603,-0.035064742,10.517298,-0.16800396,-0.002781956,0.060510658,0.5613795,2.5010946,-0.0759511,2.0164347,4.673785,-0.020267427,-0.63396436,5.1175666,-0.10222608,0.19004722,-0.50179434,0.015033874,0.7052097,-0.009116808
t9,-0.9336066,9.164262,0.10010337,11.455706,1.2883223,-0.3830624,-0.04855134,11.288855,-0.18550964,-0.0027297551,0.18624064,0.6629717,1.853423,-0.07277732,2.3454783,6.1330323,-0.021982854,-0.751473,5.3121505,-0.2330685,1.5776229,-0.5957213,0.017389514,2.3350317,0.22742322
t10,-0.86047137,8.442706,0.12978093,10.577816,1.192937,-0.35111395,-0.044694826,10.437471,-0.17148754,-0.0022418075,0.1706944,0.61727357,1.7970793,-0.0696917,2.1656272,5.5717425,-0.02025619,-0.70517284,4.8800077,-0.21946377,1.3959243,-0.5488148,0.016071673,2.0783088,0.32263607
t28,-0.03415047,2.6851163,2.620037,4.9257226,0.69651556,1.0167396,-0.10285,4.4734397,-0.025842464,-0.00014284195,0.40469906,0.017933369,3.5549817,-0.18239714,0.8940041,-0.09383024,-0.0034784882,-0.84661907,0.13438953,-0.5607809,4.001331,0.21464679,0.008905819,-0.027043067,11.562169
t35,-0.13276047,4.273096,2.9706233,6.6254883,0.8868214,0.52875036,-0.13505745,5.953963,-0.047490116,-0.00038395252,0.45865715,0.016977698,3.9576225,-0.21196197,1.1910452,-0.011158071,-0.0057987934,-1.0072932,0.11247729,-0.5970624,4.5142426,-0.059596974,0.0116,0.17283604,12.317516
t205,5.5812054,-0.07241802,12.957784,0.27656037,0.19580814,11.742036,7.9805737,-0.45093518,13.797738,-0.06876688,0.11497226,0.024484385,1.8258789,-0.32503933,0.27658203,-0.42591402,1.7983196,-0.027981102,0.61960965,-0.5830078,7.8426223,8.807986,9.799779,-0.10139597,18.772335
t206,5.5596113,-0.07080695,12.941873,0.27468744,0.19487065,11.727775,7.941805,-0.4503985,13.781154,-0.06870987,0.114522964,0.02421059,1.8200203,-0.32511583,0.27700493,-0.42274693,1.8065109,-0.027550673,0.6158727,-0.5816954,7.8402295,8.794777,9.765757,-0.10376897,18.756247
t210,5.4823775,-0.07918064,12.886382,0.34591508,0.20756878,11.614205,7.7110248,-0.43434796,13.613393,-0.06732797,0.11502402,0.027003277,1.9227738,-0.32506257,0.27683938,-0.43275324,1.7482891,-0.04935315,0.61178714,-0.582176,7.9763856,8.895743,9.570169,-0.1207666,19.06907
t211,5.571482,-0.08060133,12.99078,0.28040862,0.2092968,11.755113,7.864711,-0.44486624,13.805233,-0.06808915,0.1098846,0.026689691,1.871311,-0.3294687,0.27800092,-0.42761508,1.8231065,-0.03708101,0.6145513,-0.5839572,7.9961066,8.940805,9.73899,-0.11531514,19.056257
t119,3.8411784,-0.07194595,9.500383,1.5390189,0.31604627,8.304873,3.6798263,-0.19464228,8.643513,-0.044157695,0.21970777,0.03825659,3.2908816,-0.27518892,0.25968176,-0.39949426,0.7296322,-0.37443614,0.48511922,-0.60700697,7.032554,7.2155356,4.4777846,-0.21458676,18.306597
t101,5.447081,-0.084831946,12.839465,0.27131495,0.20124993,11.642792,7.842022,-0.43784368,13.615766,-0.06752833,0.10403853,0.0252407,1.7983518,-0.32288936,0.28595215,-0.42171198,1.8376349,-0.024049688,0.611328,-0.5676009,7.806621,8.8423195,9.704346,-0.11244631,18.739323
