,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t2,7.7065897,9.202313,6.03517,0.4569959,5.745554,7.203478,5.904586,6.3992786,4.7235494,4.9501276,4.8074536,4.626464,6.694422,7.2964067,6.4850464,5.0980554,5.2915316,6.1256075,2.427041,7.5972233,3.2970138,4.09949,6.278312,5.8400607,3.3665485
t7,7.663306,9.224841,6.0374427,0.50100344,5.765707,7.2374825,5.8527417,6.33947,4.660929,4.900252,4.73992,4.6525917,6.7237725,7.295857,6.5285583,5.1128283,5.2828045,6.1313577,2.4872398,7.5360494,3.2749057,4.0950093,6.2472687,5.831225,3.384572
t8,7.6290956,9.226941,6.149369,0.47334296,5.687583,7.320746,5.78463,6.341332,4.619504,4.9371214,4.786712,4.6633906,6.7285786,7.336268,6.588091,5.1484056,5.3231626,6.1664643,2.4453037,7.6297603,3.2565894,4.076727,6.31468,5.79016,3.340858
t9,7.6926384,9.214239,6.0307164,0.51905286,5.7723413,7.242057,5.8597574,6.3369136,4.6621537,4.9233055,4.7412586,4.6650805,6.7348423,7.2750835,6.5269103,5.0992823,5.3069334,6.1278276,2.4944127,7.5433416,3.2610226,4.1169267,6.2928653,5.8455286,3.393855
t10,7.717689,9.199713,5.997492,0.54703885,5.7805433,7.226217,5.8702507,6.370636,4.6908946,4.915192,4.705858,4.642849,6.7466125,7.282233,6.5167313,5.1151896,5.2701488,6.099268,2.4927323,7.513095,3.2905009,4.1126223,6.261473,5.8695416,3.4131925
t28,7.509381,8.87778,11.521477,-1.2017993,4.204762,8.82738,5.026722,6.2678704,4.4164453,5.8430533,5.2146735,4.67137,6.858236,6.7715607,5.482124,4.4060006,5.132445,5.331803,1.6261044,8.042693,3.7509606,5.5021777,7.5748005,4.2226706,4.0365195
t35,7.499109,8.881339,11.516227,-1.2026525,4.2115693,8.825269,5.039264,6.264273,4.4147954,5.838584,5.2141232,4.670422,6.8591795,6.7707887,5.4948196,4.4081974,5.12483,5.3336234,1.6287724,8.043776,3.7494795,5.4934063,7.56903,4.2324657,4.034209
t205,7.396391,9.001609,11.893197,-1.4506775,4.004895,9.239907,4.9934993,6.1733136,4.4550796,6.107791,5.579999,4.989114,6.7094307,6.566091,5.327403,4.2353125,5.2609425,4.9394784,1.4773533,8.354407,4.131483,5.78965,7.5339108,4.264892,4.323172
t206,7.452346,8.968219,11.8388815,-1.3949022,4.0420604,9.176904,4.955723,6.2063484,4.4571404,6.0794034,5.5179415,4.972543,6.742225,6.613471,5.3174896,4.266021,5.269266,4.9698915,1.5024171,8.3086,4.1072264,5.7798724,7.5571575,4.2250443,4.2781544
t210,7.483293,9.004561,11.818954,-1.3837581,4.0331826,9.157566,4.955327,6.2018685,4.4934835,6.0514393,5.4648027,4.979537,6.6776843,6.572472,5.3027444,4.21582,5.2879505,4.985714,1.5685172,8.347081,4.091445,5.753182,7.5462866,4.2818093,4.3361344
t211,7.412573,8.979006,11.837694,-1.422486,4.0535026,9.1669,4.9962273,6.183959,4.447229,6.138226,5.516682,4.947962,6.7643538,6.602089,5.3751493,4.2727013,5.2303414,5.034186,1.4989201,8.297578,4.063798,5.7250752,7.47958,4.2149963,4.237994
t119,7.5155764,8.8998575,11.709119,-1.2701162,4.117439,8.945698,4.963491,6.2468157,4.4183846,5.9291983,5.3264737,4.7976236,6.838545,6.7380757,5.4102225,4.378469,5.1766133,5.2042017,1.5779651,8.066683,3.8758805,5.5870476,7.520469,4.16999,4.068999
t101,7.42761,8.941717,11.820705,-1.418402,4.020241,9.1667185,4.9872084,6.234318,4.4370255,6.078195,5.5422106,4.9511323,6.7510386,6.6112523,5.3230166,4.2896442,5.2646556,4.9337244,1.5023985,8.315162,4.133735,5.8152027,7.5681424,4.2114773,4.2930665
t161,7.50727,8.948794,11.8010845,-1.3126535,4.073634,9.036749,4.9316278,6.2141013,4.446859,5.965742,5.394722,4.901958,6.7754116,6.665803,5.352396,4.3069835,5.2283278,5.114058,1.5530205,8.181395,3.9646761,5.647493,7.54222,4.2071342,4.177521
t162,7.489933,8.942473,11.78154,-1.3167797,4.0805674,9.020532,4.9581933,6.2160544,4.4323883,5.9553766,5.3779964,4.867524,6.7892475,6.665604,5.3844223,4.321478,5.199213,5.1459084,1.5674491,8.1774025,3.9324718,5.616434,7.519716,4.21389,4.1606216
t93,7.517729,8.902612,11.722279,-1.2765806,4.108292,8.966436,4.961151,6.247431,4.4194627,5.931695,5.3328347,4.8095384,6.8303776,6.724506,5.4067554,4.3687763,5.181329,5.1952925,1.5845742,8.098199,3.8862848,5.594589,7.5258055,4.17538,4.091333
t94,7.5097384,8.95329,11.816431,-1.3192878,4.0647726,9.049679,4.9271407,6.213028,4.4495645,5.971971,5.4007354,4.914582,6.7679925,6.6550274,5.344699,4.299413,5.2337418,5.102467,1.5574269,8.198617,3.9768374,5.65306,7.5400248,4.2078953,4.1911025
t143,7.549152,8.913945,11.774524,-1.2722678,4.086341,8.991581,4.916157,6.2451987,4.4360113,5.927301,5.349112,4.86864,6.802632,6.703917,5.3520174,4.3409915,5.220279,5.1412644,1.5791377,8.1383915,3.9344783,5.631042,7.5592227,4.1770344,4.138296
t144,7.4575086,8.961039,11.834065,-1.3882234,4.0413103,9.159937,4.9559264,6.2117977,4.4522233,6.06777,5.5094905,4.963542,6.7485332,6.620607,5.3207045,4.274851,5.264553,4.9745846,1.5058374,8.292462,4.1001787,5.77657,7.5595827,4.2190127,4.2687087
t65,7.5182796,8.877478,11.626535,-1.2455859,4.15003,8.895223,4.9910502,6.267238,4.410402,5.892793,5.2746286,4.7371125,6.8591437,6.763829,5.4493923,4.4044495,5.1532254,5.2661886,1.6070758,8.038422,3.8194306,5.5492125,7.5385637,4.169888,4.032553
t132,7.5826187,8.876716,11.861959,-1.2887228,4.011543,9.083683,4.8256416,6.2594695,4.3980145,5.9370594,5.528796,5.0019417,6.8385377,6.731194,5.2554913,4.3587174,5.2781672,4.7936893,1.4418741,8.15585,4.2208986,5.966679,7.7229466,4.099028,4.229788
t150,7.5024433,8.889964,11.848313,-1.3533874,3.983485,9.107761,4.889107,6.256676,4.398946,5.9963074,5.578914,4.9938545,6.795415,6.675058,5.2733617,4.336238,5.2760105,4.784097,1.4264001,8.233253,4.220069,5.9590125,7.6868625,4.1559157,4.2830873
t151,7.5319176,8.907205,11.879851,-1.3405924,3.9911716,9.165529,4.8519444,6.234632,4.403782,5.9867887,5.6014757,5.0374703,6.803793,6.683624,5.252733,4.320476,5.290431,4.7240243,1.40799,8.242856,4.28649,6.0129976,7.717917,4.1433296,4.3028235
t122,7.533812,8.889869,11.713201,-1.2637252,4.113618,8.958925,4.9499235,6.259703,4.420473,5.9147253,5.3338213,4.8142314,6.8347216,6.738837,5.3910747,4.3755126,5.1936493,5.170655,1.5769475,8.086643,3.906485,5.624947,7.5639973,4.166584,4.093289
t86,7.515906,8.846159,11.641631,-1.2300124,4.180633,8.88477,5.0176363,6.292107,4.399058,5.8447013,5.272765,4.738299,6.8795943,6.7948756,5.455097,4.4264174,5.14133,5.226863,1.5994346,8.026388,3.8508508,5.5913897,7.6073055,4.1783643,4.046995
t117,7.4606986,8.923387,11.983652,-1.4478699,3.9548378,9.3341255,4.940263,6.253565,4.4284153,5.9868455,5.684223,5.022141,6.7208486,6.605792,5.2156,4.288332,5.289345,4.6974077,1.4623948,8.335569,4.3226004,6.009736,7.764827,4.216978,4.369609
t212,7.508644,8.920742,11.908148,-1.3677362,3.9840226,9.261568,4.8626966,6.2208323,4.401357,6.011664,5.6897483,5.064364,6.790397,6.664614,5.2411656,4.3033457,5.3004274,4.6761293,1.3878536,8.297687,4.341625,6.0489235,7.7472854,4.1605263,4.3399644
t213,7.5298505,8.878985,11.986776,-1.4113561,3.9823337,9.356799,4.901107,6.2802978,4.413424,5.9418006,5.674265,5.0290775,6.7779946,6.674382,5.17207,4.331043,5.3195205,4.6634455,1.4622141,8.267784,4.3574452,6.052857,7.8372345,4.154136,4.329519
t177,7.5866737,8.868863,11.850033,-1.2861884,4.052335,9.110026,4.858609,6.2758355,4.413727,5.9146852,5.496817,4.9615374,6.831627,6.7425933,5.255511,4.364614,5.277778,4.8758955,1.4847018,8.139712,4.164419,5.889767,7.727535,4.1193233,4.1989956
t178,7.5947065,8.882715,11.938539,-1.3150828,4.02981,9.233296,4.8283405,6.259036,4.4129734,5.939829,5.585501,5.027978,6.830587,6.7325997,5.2105913,4.3477354,5.3016777,4.7581763,1.4513929,8.182071,4.28286,5.991239,7.777171,4.100488,4.239853
t183,7.544083,8.877469,11.977766,-1.391509,3.9861324,9.312431,4.887759,6.281806,4.4162083,5.924261,5.6380625,5.0239043,6.7825828,6.6828136,5.1755443,4.3354197,5.3145785,4.686914,1.4699687,8.243692,4.334674,6.0351024,7.829205,4.1456933,4.313811
t186,7.534357,8.87931,12.000975,-1.3792616,3.9543228,9.318477,4.8544097,6.2445865,4.3662996,5.932204,5.6743693,5.015776,6.833585,6.70638,5.221767,4.372977,5.2696505,4.6411033,1.4203345,8.216326,4.375835,6.091691,7.798563,4.094642,4.276017
t187,7.549629,8.856941,11.9917,-1.3830733,3.9730668,9.304938,4.8628073,6.282009,4.3843207,5.9246716,5.648119,5.0155425,6.8269477,6.712165,5.198411,4.372374,5.28762,4.651858,1.435608,8.216677,4.362218,6.076055,7.820392,4.1013675,4.2757063
t31,7.523628,8.866506,11.562124,-1.2203112,4.17503,8.861468,5.0048156,6.278063,4.410211,5.8767786,5.2439246,4.6986494,6.867237,6.77876,5.4647098,4.4161406,5.1448092,5.3044653,1.6205279,8.027026,3.781533,5.5266905,7.545345,4.18134,4.019815
t12,7.7542243,9.223883,5.992228,0.594544,5.8117266,7.2344418,5.877607,6.30533,4.653073,4.9643593,4.7378044,4.6805277,6.744049,7.228015,6.5188384,5.0672703,5.312343,6.121834,2.5482376,7.5162463,3.2478278,4.167644,6.323649,5.8556275,3.4154427
t13,7.7505183,9.243893,6.0366898,0.58179665,5.790207,7.2567415,5.8579483,6.2866306,4.629969,4.982353,4.772012,4.6848416,6.7265964,7.233494,6.533577,5.068397,5.328369,6.1515803,2.549745,7.5407467,3.2375727,4.1719966,6.346729,5.8211665,3.386668
t6,7.7917757,9.368191,5.705366,0.7430441,5.9170766,7.1139207,5.9101815,6.1417522,4.639159,5.0318775,4.735647,4.5902853,6.617932,7.2556543,6.538312,5.165124,5.2393346,6.2103486,2.6664515,7.255096,3.2799335,4.112835,6.309395,5.812464,3.3315532
t30,8.157933,9.655262,4.698527,1.4765939,6.403884,6.6211176,6.5520167,5.856777,4.915378,5.3109326,4.8377795,4.474658,6.3666635,6.873424,6.1917696,4.965419,4.867619,6.0345373,3.2359996,6.9693317,3.4573874,4.407043,6.243041,5.8374424,3.468074
t44,8.048539,9.542555,4.698046,1.5165328,6.448482,6.7175198,6.5977473,5.813722,4.931437,5.2563696,4.8579082,4.521275,6.430084,6.924439,6.1644073,4.9530725,4.856904,6.0190606,3.3110125,7.086933,3.4713652,4.534128,6.253145,5.816921,3.498167
t57,8.07046,9.549999,4.6337395,1.5733007,6.4183555,6.736563,6.6428065,5.763955,4.9203663,5.282399,4.86587,4.5599356,6.423281,6.9003854,6.125704,4.9094114,4.82723,5.979741,3.3609512,7.07198,3.4423866,4.5347023,6.2915826,5.778242,3.537154
t58,7.9748697,9.480629,4.665628,1.5964814,6.4046555,6.758213,6.6752253,5.740647,4.952801,5.2586737,4.8864427,4.5545535,6.451642,6.9296904,6.1215677,4.939717,4.8089204,5.965816,3.3923993,7.15415,3.4683697,4.61077,6.298337,5.797995,3.5313265
t41,8.114758,9.597847,4.7018657,1.4565802,6.405597,6.6988287,6.5793014,5.866696,4.929082,5.248232,4.887663,4.5057406,6.426218,6.9254203,6.1451435,4.9891443,4.8369994,5.996274,3.237086,7.0253367,3.4863443,4.449897,6.2393723,5.8242784,3.5054061
t64,8.038938,9.5360365,4.701602,1.5291116,6.408992,6.7395735,6.618847,5.8009677,4.9174714,5.239036,4.858817,4.546795,6.4517546,6.9434295,6.1453013,4.966913,4.845849,5.9947066,3.3224723,7.0936837,3.452489,4.5406365,6.261021,5.797128,3.5197344
t66,8.0029955,9.507315,4.692162,1.552229,6.4174995,6.736782,6.637846,5.779439,4.937207,5.248161,4.8679028,4.5376143,6.447621,6.9368773,6.144905,4.961562,4.8347645,5.992394,3.3498647,7.127414,3.4667728,4.577621,6.2698526,5.8084135,3.5132442
t67,7.959016,9.472186,4.678849,1.5901983,6.4028335,6.7510643,6.6719613,5.7442684,4.960476,5.2565303,4.887657,4.5431914,6.4516325,6.933534,6.1289077,4.952117,4.809174,5.969692,3.3871434,7.166682,3.4765048,4.617517,6.2960052,5.8101015,3.5211287
