accepted_species,estimate
t259,-0.46744722
t260,-0.46744722
t317,-0.46744722
t338,-0.46744722
t348,-0.46744722
t349,-0.46744722
t379,-0.46744722
t409,-0.46744722
t410,-0.46744722
t343,-0.46744722
t344,-0.46744722
t339,-0.46744722
t406,-0.46744722
t407,-0.46744722
t327,-0.46744722
t328,-0.46744722
t361,-0.46744722
t362,-0.46744722
t360,-0.46744722
t346,-0.7795807
t377,-0.7440743
t401,-0.7440743
t368,-0.46744722
t369,-0.46744722
t438,-0.46744722
t439,-0.46744722
t471,-0.46744722
t472,-0.46744722
t449,-0.46744722
t444,-0.46744722
t459,-0.46744722
t460,-0.46744722
t396,-0.46744722
t381,-0.46744722
t414,-0.46744722
t431,-0.46744722
t477,-0.46744722
t478,-0.46744722
t265,-0.46744722
t255,-0.45157012
t256,-0.45157012
t249,-0.45157012
t271,-0.45157012
t280,-0.45157012
t429,-0.45157012
t430,-0.45157012
t355,-0.41831726
t356,-0.41831726
t318,-0.41831726
