"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90"
"t23",-0.0748692735833751,-0.0471782111832378,-0.0322099919792861,0.483792344718999,-0.0361691292413463,0.00955831986979147,-0.0118545304939292,0.0151181345299112,-0.00506916436528718,0.015083437549915,-0.000206983233431381,-0.0021819116777785,0.00119131464873066,-0.000338874065748389,-0.0104687305352866,0.0026202637136797,-0.00385400397867202,0.00156854902277086,-0.000103080037840218,0.000185074619212213,-0.0160697855070992,0.00219713213887358,-0.000484626437924025,3.22822489444418e-05,-0.000260341339738037,0.000333465830103177,-0.00302392398183467,0.000185790107634698,-0.00103714880063494,-2.72935958980252e-07,0.00142289810935477,-0.0012210138894326,0.000823783023526625,-0.00166032399966958,-0.000317017496261157,0.00709401819492431,-0.283161558856324,-0.000365362097529751,0.00173767676448254,0.000729706695023088,4.65431712495868e-06,-9.54130887677567e-17,3.81753867151353e-06,1.68681286761823e-16,2.10706501444288e-16,4.61761813079014e-05,-8.87860072015129e-05,-0.000118078620575985,-5.86787333283723e-15,0.40423991131114,-0.707106781186541,-5.63106487195261e-05,-1.0595460070683e-16,-3.99491155499827e-05,5.96827653111026e-05,4.16283026629229e-06,-0.000146607551881293,-6.50479265167814e-17,-9.29946761408331e-06,3.47731722091375e-17,5.43815179428519e-06,2.42058100238003e-16,8.46555909019245e-06,-5.66005962147451e-06,-4.0808979183633e-17,-8.21988993962457e-17,-1.10163660371718e-14,-2.11342906340198e-17,-4.25381993528634e-17,-4.67255502675941e-17,0.000192905913076596,-3.14595608586238e-17,-2.62564621246197e-05,-2.2475042310466e-18,-1.04357242920273e-16,5.12618340184455e-17,5.7392346540001e-06,7.92564966628939e-17,2.80410880976571e-17,2.73597112470289e-17,1.43852989814961e-17,-3.31155989410886e-19,2.81820836782097e-17,6.00307796048822e-18,-5.69506923297228e-17,-1.45176108922285e-17,-8.30848288201724e-18,4.15411668172203e-17,-4.61982931651992e-17,7.20538076455866e-17
"t24",-0.0748692735833751,-0.0471782111832375,-0.0322099919792862,0.483792344719,-0.0361691292413462,0.00955831986979174,-0.0118545304939298,0.0151181345299113,-0.00506916436528744,0.0150834375499152,-0.000206983233431416,-0.00218191167777824,0.00119131464873064,-0.000338874065748497,-0.0104687305352866,0.00262026371367936,-0.00385400397867233,0.00156854902277078,-0.00010308003784034,0.000185074619211995,-0.0160697855071,0.00219713213887353,-0.000484626437923941,3.22822489443954e-05,-0.00026034133973825,0.00033346583010312,-0.0030239239818348,0.000185790107635198,-0.00103714880063503,-2.72935958756353e-07,0.00142289810935469,-0.0012210138894325,0.000823783023527253,-0.00166032399967154,-0.000317017496260889,0.00709401819492222,-0.283161558856325,-0.000365362097531616,0.0017376767644827,0.000729706695021976,4.65431712358946e-06,8.32981445332847e-16,3.81753867087634e-06,-2.70936812201096e-16,1.78745667774177e-15,4.61761813050534e-05,-8.8786007202424e-05,-0.000118078620578306,-8.42592852585651e-15,0.404239911311115,0.707106781186554,-5.63106487184211e-05,1.65057441993872e-15,-3.99491155532259e-05,5.96827653123672e-05,4.16283026905955e-06,-0.000146607551880828,-1.17232211433556e-16,-9.29946761302121e-06,3.5631560512574e-16,5.43815179491446e-06,-1.53209028200004e-16,8.46555909026132e-06,-5.66005962159148e-06,9.3285362326077e-17,-6.97574107033228e-18,-1.03935160703852e-14,1.32136152350173e-16,1.17998910101415e-17,1.88425515471326e-16,0.000192905913075277,1.70138311868488e-18,-2.62564621244603e-05,-5.64851484031928e-16,-9.57542675840646e-16,8.9294718245583e-17,5.73923465470099e-06,5.05551187332021e-17,-3.18244767923403e-17,-2.67852469708009e-17,-1.36744474811114e-16,8.99405034506572e-17,-7.31372888989965e-17,-6.27685716168476e-17,2.15781872036204e-17,-2.15013824905781e-17,-2.88207504561441e-18,2.47443227796663e-17,1.70309023945486e-16,2.13688929486465e-16
"t22",-0.0748310375615443,-0.0471361990024022,-0.0321653689554854,0.482887141182545,-0.0360887576318257,0.009534520005671,-0.011822153426247,0.0150709129707234,-0.00505242939182682,0.0150211436310224,-0.000206116929469748,-0.0021713706904669,0.00118543608340792,-0.00033699535138584,-0.010398287940773,0.0025998214232039,-0.00382271989235796,0.00155547568256449,-0.000102098411158813,0.000183001131874202,-0.0158855742860722,0.00217066450703421,-0.000478534479013682,3.18188056877218e-05,-0.000256399867515565,0.000328184678550701,-0.00296884016879501,0.000182298901159941,-0.00101629977486195,-2.66599687207712e-07,0.00138884473615329,-0.00118576727966137,0.000798483446821527,-0.00159327935903744,-0.000304132477500632,0.00673106482802444,-0.267289647264053,-0.000343625023898264,0.00163130025579687,0.000684319322414377,4.32260420651471e-06,1.28945661265052e-16,3.47627794756522e-06,9.84972125813153e-17,-2.08144302176351e-15,3.79042001395361e-05,-6.81473503188321e-05,-5.82123589894476e-05,-2.89254876485944e-15,-0.820401684101476,-1.53210777398272e-14,-0.000114300971471084,-1.44953058183737e-15,-4.74854766269867e-05,7.00069175394018e-05,4.76506090151285e-06,-0.000162825634407403,7.44218865859653e-17,-1.00776589602944e-05,-3.95771256019853e-16,5.8530293617584e-06,-1.25189023646763e-16,9.10443297365157e-06,-6.0478857182682e-06,-1.52434960452555e-16,1.95547731890048e-17,-1.10881107758823e-14,-5.57687980066436e-17,6.3514392298585e-17,-1.33027097200864e-16,0.000202518259961465,7.74044233712473e-17,-2.74958666938794e-05,-5.1432500965807e-16,1.27368441688247e-15,-2.15028210446503e-16,5.98620555481899e-06,-4.91164845341286e-18,-1.18029282270573e-16,4.85658294329744e-17,3.89796844487882e-17,-8.00512662799949e-17,-5.4428763382145e-17,-1.11574864240015e-16,-7.7533093326284e-18,-1.66822817236171e-16,-1.24151596819877e-17,-1.00519539873528e-16,1.89425260020049e-17,2.3189779399598e-16
"t10",-0.0738265009008632,-0.0460276504922953,-0.0309812129879644,0.458730613327769,-0.0339351727444266,0.00889479978017494,-0.0109494267528567,0.0137921769816837,-0.00459830468162129,0.0133140413302058,-0.00018236106100163,-0.00188007362082471,0.00102278163248988,-0.000284629337781753,-0.00840622814158312,0.00201400608503352,-0.00292267195231345,0.0011783284983402,-7.3351531961503e-05,0.000120951611058146,-0.010354329106015,0.0013698325760816,-0.000292930465604441,1.73569505942646e-05,-0.000132083211548142,0.00016000442531178,-0.00115490311552227,6.63766532014373e-05,-0.000310662315273658,-4.18435400919914e-08,0.000167402111206291,0.000184010616691196,-0.000216409866354393,0.00164311187365971,0.000321330221146516,-0.0159336261091512,0.876162292188188,0.00141244689718971,-0.00751860710544028,-0.00336911417630749,-4.15256376449377e-05,-8.09424844076442e-16,0.000497464651020263,2.747096340954e-17,3.54084033868492e-16,0.000244071889643391,-0.00039218764111044,-0.000378696237894656,-2.25427102963882e-14,0.0110107572143148,6.66133814775094e-16,-0.000238543091920927,3.88368757724069e-18,-0.000110514697144781,0.000161477099524344,1.0743394775601e-05,-0.000351172338702034,1.60105997518416e-17,-2.05228571798974e-05,-3.11136412525742e-17,1.16706606808516e-05,8.10017288136689e-17,1.81078848246872e-05,-1.17546037626129e-05,6.11537304893094e-17,-9.40412369174432e-18,-2.06128924538309e-14,4.25499041311669e-17,-1.34940054780401e-16,9.13163538943585e-17,0.000363039019902577,-8.56412973879517e-17,-4.85933198445241e-05,8.61342552813402e-16,-9.36909072517088e-17,6.31263862695575e-17,1.03234706376183e-05,5.11236920010711e-17,-1.87148564225278e-17,1.19005601285357e-17,7.55777579425342e-17,-7.69370527210645e-17,7.43183136252271e-17,6.33442107357613e-17,1.4514036603866e-16,-9.2683506268406e-17,4.98076726805653e-18,8.8001451273234e-17,-7.46298068286445e-17,6.52456658182535e-17
"t59",-0.0431949359319632,-0.227387147898071,0.0490872419632622,-0.0406540213209887,-0.0039312793829952,0.00147326469861539,-0.00175101096272329,0.000151813593991024,0.000399358797455437,-0.400920768693168,-0.00500853284703259,-0.00419833802834157,0.00213846796862785,-0.000179038147789206,-0.0141023284165375,0.0018386065494083,-0.0807398495436786,0.000256090356580134,-0.000109613592598271,0.000231279009131315,-0.0205316977781018,0.00295802003140185,-0.000687075423407439,5.79575318393417e-05,-0.000545517192848997,0.000305585977226652,-0.365009015229808,-0.308014498351733,0.00184101177338924,7.30210893702347e-08,-0.000212078892658555,-0.000328425637070211,0.000302272540313884,-0.187882070338087,0.00329097101122085,-0.000108773863090844,1.8335562362512e-05,3.57679205845526e-06,-1.58524913167234e-05,-2.51456269244939e-05,-1.19014949225344e-06,6.08934470034363e-17,3.28021901569542e-05,-5.17621140054837e-16,5.01373251965302e-16,3.44731092178918e-05,-6.17278817259297e-05,-7.01829133969034e-05,-4.8397557527514e-15,1.11484125952799e-05,-1.38777878078145e-16,-5.22719887196308e-05,3.08579459650354e-16,-2.90489034734778e-05,4.31870999430408e-05,2.98894689637942e-06,-0.0010725642296843,2.07160854961256e-16,-6.54188700626003e-06,-4.99593483065765e-16,3.89035604475635e-05,6.32999630731416e-16,5.95752302954437e-06,-3.98644519813072e-06,-7.17507147142962e-16,5.51718868331836e-16,-7.14052188361444e-15,1.18533188049341e-15,-2.71824758592102e-15,2.06007506169155e-15,5.62793194482279e-05,5.72011863482355e-15,-1.86441367077568e-05,0.707106781186548,-4.07291003365574e-14,-4.3754564540362e-15,1.68758979998191e-06,2.40211228714283e-15,-2.08430724428191e-15,-1.60902742161549e-15,1.7833750558516e-15,-3.89850109860796e-16,-3.52110748920973e-16,1.52779678569937e-16,3.8268830834539e-16,-5.37853129871687e-16,2.72013248027214e-16,1.59482860449092e-16,-4.12703196586555e-16,2.22894948674601e-16
"t60",-0.0431949359319632,-0.227387147898071,0.0490872419632625,-0.0406540213209888,-0.0039312793829947,0.00147326469861536,-0.00175101096272323,0.000151813593991135,0.000399358797455368,-0.400920768693168,-0.00500853284703255,-0.00419833802834161,0.00213846796862779,-0.000179038147789216,-0.0141023284165376,0.00183860654940836,-0.0807398495436785,0.000256090356580307,-0.000109613592598549,0.000231279009131729,-0.0205316977781017,0.00295802003140185,-0.000687075423407201,5.79575318392744e-05,-0.000545517192848952,0.000305585977226621,-0.365009015229809,-0.308014498351733,0.00184101177338926,7.3021089345349e-08,-0.000212078892658596,-0.000328425637070414,0.000302272540314209,-0.187882070338087,0.00329097101122101,-0.000108773863090878,1.83355623639136e-05,3.57679205825366e-06,-1.5852491316736e-05,-2.51456269240133e-05,-1.19014949213898e-06,-4.56523177269035e-16,3.28021901579801e-05,4.59571982797621e-16,-1.1902497978296e-16,3.44731092185285e-05,-6.17278817262456e-05,-7.01829133967802e-05,-3.94171777449713e-15,1.11484125954603e-05,-7.49400541621981e-16,-5.22719887194061e-05,-2.12338917334975e-16,-2.90489034738151e-05,4.31870999428196e-05,2.98894689611282e-06,-0.00107256422968452,-2.7794587346529e-16,-6.54188700597286e-06,3.4618851239718e-16,3.89035604470227e-05,-7.58189531218483e-16,5.95752302940364e-06,-3.98644519705266e-06,8.76754608189211e-16,-6.69247432223745e-16,-7.71773711409419e-15,-1.20399138145296e-15,2.541626939012e-15,-2.01179313719048e-15,5.62793194487952e-05,-5.76199346660174e-15,-1.86441367007808e-05,-0.707106781186547,4.04007174888338e-14,4.25005409353081e-15,1.68758980246596e-06,-2.37487187738063e-15,2.13309502423339e-15,1.6356998947742e-15,-1.83927053492437e-15,3.5482396102654e-16,7.3514370956266e-17,-4.95501537447499e-16,-1.29677050442789e-16,7.06319662969992e-16,-1.91048011510184e-16,-8.13300482919784e-17,2.40409918804266e-16,1.59850033167959e-16
"t68",-0.0422696885045852,-0.218836486148577,0.0461898754366756,-0.0373844903583109,-0.00355337543240331,0.00131378838148111,-0.00154217729946143,0.000130955327885401,0.000341172532914789,-0.326693888201368,-0.00406781170729624,-0.00327681312188228,0.00165807162246522,-0.000133312374902264,-0.00962728414380576,0.00114731962673451,-0.0489494820418999,0.000152092476285153,-5.7472933811454e-05,9.70720237770464e-05,-0.00827143547113782,0.00107757150733687,-0.000225886402073947,1.1656124502834e-05,-7.72615883110144e-05,2.6514087606606e-05,0.0420837246132653,0.0517312100465895,-0.000541573831844871,-4.62532155139824e-08,0.000152846977295807,0.000473940980772518,-0.000539107984460253,0.906491796031998,-0.0163203976475889,0.00225007706059623,-0.0035790947774258,0.000184809999129292,-0.000525287122410576,-0.000698906194602987,-1.49413341404422e-05,2.78813189898703e-16,0.000244448585776218,3.204250146312e-16,1.66584514560476e-15,0.000153420264534457,-0.000254253708519221,-0.000256508924557012,-1.4856564889058e-14,3.7935987912005e-05,1.33226762955019e-15,-0.000169085653884542,-2.30688726944689e-16,-8.1706984991973e-05,0.000119868676832312,8.05133767258015e-06,-0.00274425465408141,7.241060224589e-17,-1.57347900139889e-05,1.10697848808591e-16,9.15130934647872e-05,3.14148069820671e-16,1.39766358061937e-05,-9.12865271495338e-06,-2.73008249260949e-16,1.38413674552326e-16,-1.62472192851269e-14,4.36966641615155e-17,1.53550360374062e-16,3.69750467165353e-17,0.000118333199770301,-7.64099917090869e-17,-3.86100852483785e-05,1.12996920766063e-16,3.4668017081234e-16,3.18694865172751e-17,3.40400229341913e-06,7.28031092747354e-17,-4.14283124860685e-18,-5.88456990041219e-17,1.26556153303585e-16,3.90892458567659e-17,3.22711822426827e-17,-4.4195855811363e-17,-4.65155483909854e-16,-2.1405778170645e-16,-1.24353918855711e-16,1.37141235291387e-18,-5.72797782149333e-17,5.44162791044127e-18
"t14",-0.0423773497535162,-0.219784266299215,0.0464894351363198,-0.0376976078414717,-0.0035874087715847,0.00132743671936106,-0.00155918881582756,0.000132510573574662,0.000345324397379027,-0.330827676657074,-0.00411917447685471,-0.00331500162406285,0.0016769293033718,-0.00013449692802253,-0.00961577165034155,0.00112539881369625,-0.0476466157941535,0.00014714522546647,-5.29461019905718e-05,7.64389398849581e-05,-0.00624179077796425,0.000713202695477332,-0.00012380223336513,-3.87531129842303e-06,0.000109271441715412,-0.000102768049106509,0.360709491230142,0.373972266659353,-0.00351900380646073,-5.23830205561975e-07,0.00256955955411477,-0.00178148545778111,0.00117143177476167,-0.231124923458955,0.00387507529677286,0.000356173242714149,-0.000880923305295878,5.39887080318878e-05,-0.000163715741204526,-0.000225006746054431,-5.90361267710866e-06,-1.25404592448663e-15,0.000116597354399263,-2.88108495463304e-15,-0.707106781186548,9.09427555282929e-05,-0.000155922266781746,-0.000165793228560222,1.58287618649093e-14,2.52995485477414e-05,5.82867087928207e-16,-0.000115281118540416,1.66078149766641e-15,-5.91585904645905e-05,8.72796608763915e-05,5.93687208138217e-06,-0.00206746339072062,5.41851089141577e-16,-1.21585954155324e-05,-7.88663155182236e-16,7.13530377361531e-05,-3.57804302372989e-16,1.0909314093782e-05,-7.19467707821703e-06,-1.38481358084056e-16,-1.56271279082306e-16,-1.30776212215785e-14,-1.59317070460051e-17,-8.86062823106995e-17,-1.00667660323526e-16,9.64292188489882e-05,2.50137541240772e-16,-3.16463637280477e-05,4.08541240530369e-16,-1.25967034294462e-16,4.70354954652154e-17,2.81795901324906e-06,3.65650729546644e-16,-1.9842384228237e-16,1.52894820803901e-16,-7.43811104590852e-17,-1.03197488187065e-17,2.14850028134053e-16,1.8876804162008e-16,-9.32520632355262e-17,-1.24384632671915e-16,4.8063135005704e-17,-1.04269296501162e-16,9.13635386300928e-17,1.79984067959325e-16
"t15",-0.0423773497535163,-0.219784266299215,0.0464894351363198,-0.0376976078414718,-0.00358740877158503,0.00132743671936114,-0.00155918881582762,0.000132510573574718,0.000345324397378902,-0.330827676657075,-0.00411917447685475,-0.00331500162406276,0.00167692930337166,-0.000134496928022719,-0.00961577165034172,0.00112539881369637,-0.0476466157941531,0.000147145225466612,-5.29461019904104e-05,7.64389398851956e-05,-0.00624179077796394,0.000713202695477123,-0.000123802233364631,-3.87531129868168e-06,0.000109271441715368,-0.000102768049107568,0.360709491230143,0.373972266659354,-0.00351900380646017,-5.23830205000988e-07,0.00256955955411446,-0.00178148545778041,0.00117143177476141,-0.231124923458957,0.00387507529677363,0.000356173242711723,-0.000880923305296655,5.39887080292362e-05,-0.000163715741205082,-0.000225006746053938,-5.90361267833382e-06,1.64503961495797e-15,0.00011659735439612,2.65544764682586e-15,0.707106781186546,9.0942755528934e-05,-0.000155922266786262,-0.00016579322856203,-3.52593622677068e-14,2.52995485441852e-05,-9.15933995315754e-16,-0.000115281118540894,-1.1011845143866e-15,-5.91585904635724e-05,8.72796608764069e-05,5.93687208028154e-06,-0.00206746339072014,-6.61967405523638e-16,-1.21585954157833e-05,7.76488685442596e-16,7.13530377362716e-05,3.21913461344535e-16,1.09093140934505e-05,-7.19467707818529e-06,1.89179767249746e-16,3.82470579898472e-17,-1.31511582344636e-14,1.19574767055503e-16,3.33550571249326e-17,1.69140138055743e-16,9.64292188495975e-05,-1.64490491747771e-16,-3.16463637277574e-05,-5.57015406861323e-16,5.94842466741551e-17,4.12467197529059e-17,2.81795901193489e-06,-2.75012567563e-16,-1.0418243492592e-16,-8.50509504334028e-17,-1.28078233703606e-16,7.55053029515513e-18,-1.09742173536809e-17,1.63437470808308e-16,2.27850258419865e-16,8.23102788192258e-18,-4.39384002078175e-17,1.43105868595665e-16,-1.76723927510926e-17,2.21300311472212e-16
"t36",-0.0463177502302847,-0.260904700096559,0.0634828606662966,-0.0627343299415785,-0.00738872524705889,0.00348007247451509,-0.00573886244008787,0.00286043131101646,-0.00413015188382449,0.260335504529913,0.00288401663648627,0.000311478438859078,-5.56248077568655e-05,-3.35411418680429e-05,-0.00720481611787527,0.00255908811416587,-0.274968278921488,-0.00536339919446777,2.76039400224247e-05,1.21367852432205e-05,-0.00144705120362987,0.00029862888563166,-8.24579303250368e-05,8.73439281114032e-06,-8.36660404566533e-05,4.63295605360277e-05,-0.0406090242687931,0.0341725296406892,0.00012971755691686,-2.13166961937106e-08,0.000132158382683319,-0.000163768561331322,0.000113521154881439,-0.00230985541338503,1.88323327198549e-06,0.000133889078454074,-0.000264317560351029,1.50429924672777e-05,-4.44304666869441e-05,-6.02799257851521e-05,-1.46017473999297e-06,2.56581641956285e-16,2.65242654787766e-05,2.91422182562958e-17,-1.73440440286124e-16,1.66222246606925e-05,-2.6093690186611e-05,-2.13543202717671e-05,-1.44017564714594e-15,2.24233475571572e-06,-3.33066907387547e-16,-5.07868704059746e-06,4.07018988569401e-16,2.04087720111857e-05,-3.96028736242132e-05,-5.38182654876572e-06,0.676244636610128,-2.36578491885908e-15,-1.77404723267487e-05,2.70313039797869e-16,0.554161254287621,3.58799033257396e-14,5.58471761288856e-06,-6.29419252054437e-06,-1.39608292517326e-16,-4.11294435225821e-16,-9.17622004776086e-15,-1.49046213493929e-16,9.68020184411615e-18,3.60457972046552e-16,6.54580069166627e-05,2.54756012763568e-16,-2.08711938171641e-05,-5.46269219487295e-16,6.99375613021027e-16,-4.68537457652354e-16,1.78283355893191e-06,5.55518976407912e-16,-2.63747727343357e-16,-7.94783828991635e-17,9.59332251969765e-16,1.05114439316568e-16,1.67193105403063e-16,6.93920735835369e-17,-5.17099190318651e-16,9.21559415649891e-17,-1.459983013322e-16,1.73982480078013e-16,-5.45759074373544e-17,1.08733057195608e-16
