"accepted_species","trait_ARD"
"t1","0"
"t2","0"
"t3","0"
"t5","0"
"t6","0"
"t7","0"
"t8","0"
"t9","1"
"t10","0"
"t11","0"
"t13","0"
"t14","0"
"t19","1"
"t20","1"
"t26","0"
"t27","0"
"t23","0"
"t22",NA
"t39","0"
"t40","0"
"t49","0"
"t50","0"
"t41","0"
"t36","0"
"t33","0"
"t55","0"
"t69","0"
"t159","0"
"t160","0"
"t196","1"
"t207","1"
"t249","1"
"t252","0"
"t303","1"
"t340","1"
"t341","1"
"t231","1"
"t163","1"
"t109","0"
"t145","0"
"t328","1"
"t329","0"
"t314","1"
"t315","1"
"t151","0"
"t152","0"
"t219","0"
"t220","0"
"t210","0"
"t211","0"
"t204","0"
"t95","0"
"t88","0"
"t86","0"
"t212","0"
"t336","0"
"t337","0"
"t367","0"
"t368","0"
"t294","0"
"t373","0"
"t374","0"
"t369","0"
"t370",NA
"t123",NA
"t101",NA
"t130","0"
"t131","0"
"t52","0"
"t58","0"
"t395","1"
"t396","1"
"t288","0"
"t247",NA
"t164","0"
"t165","0"
"t148","0"
"t169","0"
"t353","1"
"t354","1"
"t237","0"
"t238","0"
"t344","0"
"t345","0"
"t275","0"
"t255","0"
"t257","0"
"t258","0"
"t112","0"
"t113","0"
"t96","0"
"t75","0"
"t74","0"
"t42","0"
"t124","0"
"t175","0"
"t176","0"
"t184","0"
"t281","0"
"t282","0"
"t279","0"
"t316","0"
"t326","0"
"t327","0"
"t260","0"
"t261","0"
"t229","0"
"t230","0"
"t156",NA
"t157","0"
"t140","0"
"t393","0"
"t394","0"
"t300",NA
"t232","0"
"t241","0"
"t242","0"
"t235","0"
"t236","0"
"t221","0"
"t201","0"
"t202","0"
"t138","0"
"t225","0"
"t363","0"
"t364","0"
"t317","0"
"t215","0"
"t119","0"
"t233","1"
"t301","0"
"t302",NA
"t280","0"
"t63","0"
"t21","0"
"t29","0"
"t30","0"
"t25","0"
"t46","0"
"t54","0"
"t76","1"
"t365",NA
"t366","0"
"t217","0"
"t285","0"
"t342","1"
"t343","1"
"t293","0"
"t381","0"
"t382","0"
"t322","0"
"t338","1"
"t339","0"
"t192","0"
"t266","1"
"t331","1"
"t332","1"
"t320","1"
"t321","1"
"t251","1"
"t185",NA
"t178","1"
"t126","1"
"t127","1"
"t143","1"
"t144","1"
"t136","1"
"t141","1"
"t142","1"
"t83","1"
"t107","1"
"t108","1"
"t106",NA
"t68","0"
"t222","0"
"t259","1"
"t270",NA
"t271","1"
"t248","1"
"t289","0"
"t397","0"
"t398","0"
"t304","0"
"t305",NA
"t265",NA
"t290","0"
"t385","0"
"t386",NA
"t351",NA
"t352","0"
"t387","0"
"t388",NA
"t346","0"
"t335","0"
"t250","0"
"t272","0"
"t273","0"
"t253","0"
"t371","0"
"t372","0"
"t333","0"
"t323","0"
"t324","0"
"t239","0"
"t355","1"
"t356","1"
"t350","1"
"t334","1"
"t132","0"
"t133","0"
"t66","0"
"t70","0"
"t71","0"
"t81","0"
"t82","0"
"t45","0"
"t59","0"
"t60","0"
"t61","0"
"t62",NA
"t53","0"
"t34","0"
"t35","0"
