,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,ARD,mcar,ultrametric,binary,-0.155863662250414,0.04708838769019068,0.12000000000000002,0.1387383973523434,0.1266758446084033,0.10846194310893673,0.12800957946745076,0.14816282713371348,0.050635075123798126,0.12603162031245949,0.09480267540167008,0.09896897119047579,0.11592827095690021
1,ARD,phyloNa,ultrametric,binary,-0.155863662250414,0.0062109944179298115,0.15022222222222223,0.030943132061166834,0.03192358645670035,0.010693640113480838,0.021826819432139093,0.0037761914113609864,0.09426725216594685,0.061874002582319246,0.10024124401864923,0.0022195747615365194,0.004829779133210571
2,ARD,mcar,with_extinct,binary,0.19822701897351,0.07046785378127077,0.08040019766278557,0.1879219940983271,0.17606994212047528,0.15148415862466882,0.17325194825563528,0.16160903346042238,0.13903655890267264,0.16222142437708914,0.1633075922281544,0.15103041187326507,0.15207211060848413
3,ARD,phyloNa,with_extinct,binary,0.19822701897351,0.17608747663455782,0.23593909220601503,0.2742974420222258,0.25211229640533733,0.2668940495080567,0.27539696447082257,0.24808675915981537,0.2068452691925721,0.2111935276237153,0.24389541927256367,0.2162468272066671,0.206502174648701
4,ARD,mcar,ultrametric,binary,-0.481388353540886,0.00047386654181847423,0.07130864197530865,0.03633223814966014,0.02057853159384892,0.017104449873537174,0.025622658451016207,0.03083539794526106,0.00697593092758407,0.022611343658595025,0.026990619563096025,0.043230945620338856,0.0008905170118413099
5,ARD,phyloNa,ultrametric,binary,-0.481388353540886,0.0006156871450882728,0.07866666666666668,0.08827826501470797,0.0759907847435182,0.0910078903890409,0.13448536251744922,0.14151632575577927,0.013073050043112442,0.1581710936237877,0.1029607790140132,0.08415061372872648,0.07150563138962315
6,ARD,mcar,with_extinct,binary,0.384463445943195,0.13007896021327492,0.08999010501452329,0.15283844254391799,0.10759824655084949,0.1212643734480056,0.126051261238702,0.1366121939106579,0.21365973698135146,0.1028983625388931,0.10801151485913534,0.08306709597716495,0.13409785586971515
7,ARD,phyloNa,with_extinct,binary,0.384463445943195,0.27347927690968643,0.3236904820979774,0.34849190050365314,0.2527502756615323,0.33598855580275916,0.34706879264566226,0.3751002879535257,0.4223205459994417,0.2538868922580645,0.2157603608022362,0.3699341323055478,0.12794993973980368
8,ARD,mcar,ultrametric,binary,0.0017240529655235,0.09895745145760647,0.15891358024691357,0.10621109231157129,0.14205711269140353,0.12155638604211935,0.08441727385599093,0.07981605041768594,0.10114763569831098,0.11865839013888405,0.13107940836089577,0.10207914894784179,0.11226041148847103
9,ARD,phyloNa,ultrametric,binary,0.0017240529655235,0.05775338512830373,0.02777777777777777,0.2292368004120744,0.14038061443132432,0.45039699160508173,0.023023402282895043,0.054569622779805,0.0007004401575889012,0.07022017708281002,0.7534333492156753,0.00040863125700837927,0.0660011518719066
10,ARD,mcar,with_extinct,binary,0.0076551472344055,0.0878654203731008,0.1786788371772127,0.1526998265656858,0.15612711430793288,0.13344040457874906,0.12976880572080168,0.1648041836484481,0.13256443060141196,0.15340603656652263,0.1693295131735472,0.14090310655712526,0.1432444122988793
11,ARD,phyloNa,with_extinct,binary,0.0076551472344055,0.07865420731346656,0.11259114865352683,0.11371011516739762,0.10317223199804686,0.10760308379359074,0.09339768591079481,0.09946600227534803,0.08258765611554164,0.11684133642835481,0.14106612410139152,0.07944191486102045,0.11972242067446386
12,ARD,mcar,ultrametric,binary,0.450656911545015,0.1420348245142264,0.15817283950617284,0.1661216109918598,0.18304474298894863,0.18584688276400574,0.20535718380147108,0.16285204115426863,0.1966855090386029,0.24207773097578142,0.2763458030118487,0.09440126064184785,0.14213920980150735
13,ARD,phyloNa,ultrametric,binary,0.450656911545015,0.13872711626201395,0.28938271604938276,0.28254596292416745,0.3327744279123165,0.24535761333151446,0.3924684028126582,0.4223801750556001,0.09729516295446519,0.26682837624494404,0.28566250828545414,0.17911388892236377,0.31864617854934757
