,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t4,8.295736,2.1870246,5.3755,6.6543026,6.7609196,7.407664,5.937368,4.048002,4.3958073,7.224176,6.5299077,4.468817,5.416006,6.123378,6.1630144,5.3341236,4.3130593,5.9907794,6.1885552,3.3467798,6.3161135,5.230327,3.2072122,3.0527577,5.857683,5.167573,5.3365765,4.4549403,4.323436,5.2681,5.2376494,5.805592,7.000361,3.5936372,4.8848658,4.8227305,3.7318938,4.5601125,4.985043,6.301449,4.3807054,5.3631454,6.467193,3.4865768,4.5237083,4.2510867,4.3466,3.9521315,4.0509233
t5,8.23935,2.157499,5.401821,6.6383514,6.768572,7.418462,5.923052,4.0464044,4.38214,7.2372704,6.555038,4.472578,5.412955,6.1219115,6.153919,5.3465047,4.2946763,5.990912,6.169093,3.3255515,6.301912,5.24926,3.1981976,3.0121694,5.8936462,5.1686916,5.328032,4.4185033,4.3505664,5.2558837,5.2342215,5.799099,7.001979,3.582559,4.9015403,4.839038,3.746115,4.54169,5.007883,6.2581058,4.3456106,5.3450737,6.4231586,3.4935784,4.4942293,4.229697,4.3828316,3.981913,4.0426645
t6,8.402993,2.1751606,5.326201,6.6023097,6.82674,7.51309,5.9985356,4.0735664,4.4138575,7.2693553,6.563964,4.461401,5.415331,6.101321,6.234017,5.283558,4.280484,6.0024586,6.260323,3.309054,6.256783,5.165046,3.1327164,3.1026175,5.832353,5.14803,5.400152,4.497846,4.332901,5.337412,5.2858644,5.786211,7.058306,3.5377378,4.8926177,4.778742,3.763922,4.5493317,5.002865,6.3426476,4.4080544,5.3964496,6.5174804,3.4224467,4.5214443,4.2872586,4.3177443,3.9254265,3.9785984
t7,8.243794,2.1456544,5.3905773,6.6398525,6.764662,7.411601,5.9171386,4.048604,4.3869967,7.238785,6.562252,4.468551,5.4191494,6.124074,6.1479826,5.3449645,4.298455,5.9931498,6.162726,3.3202267,6.309485,5.2537384,3.201819,3.0052445,5.8898983,5.175487,5.3215656,4.4159703,4.352246,5.248777,5.2280316,5.803561,7.000722,3.5829165,4.907365,4.847014,3.7489154,4.542441,5.0106173,6.2515078,4.340492,5.358995,6.416685,3.4973912,4.493417,4.2451763,4.381478,3.98567,4.046369
t24,8.007606,2.1754365,5.5402527,6.6922317,6.6861377,7.2588577,5.8252335,3.9949687,4.328304,7.17878,6.5167575,4.506375,5.38841,6.1514077,6.050182,5.4487295,4.3100615,5.9569583,6.047413,3.3724253,6.3550034,5.3605537,3.2953954,2.900437,5.9875402,5.176655,5.2361393,4.308091,4.369566,5.1489606,5.1809177,5.8097215,6.9184585,3.6583877,4.8886347,4.900136,3.6986678,4.5317545,4.998291,6.160711,4.2731047,5.2482476,6.3182487,3.5947442,4.4682927,4.1232667,4.4765863,4.041521,4.1337914
t25,8.353909,2.2123418,5.379752,6.6403933,6.777916,7.408409,5.9706287,4.0411716,4.3798113,7.2256227,6.5261555,4.492796,5.388922,6.1158175,6.1846194,5.336149,4.2841377,5.977029,6.2062087,3.3399534,6.2820807,5.200843,3.1770954,3.0673697,5.8617926,5.1336746,5.3713,4.4669075,4.333569,5.2942486,5.2747817,5.7786603,7.0207744,3.5709007,4.8675714,4.7905674,3.7350068,4.55317,4.9840126,6.327086,4.385472,5.350163,6.4947786,3.4631262,4.516544,4.242953,4.348495,3.9220443,4.020296
t22,7.9439073,2.1643708,5.582956,6.7034707,6.666554,7.2178845,5.7902284,3.9818292,4.316971,7.168677,6.5140133,4.5104327,5.3869157,6.1613393,6.0190525,5.4754314,4.318038,5.951933,6.0107417,3.3803551,6.3698573,5.3981757,3.3244646,2.863853,6.0151706,5.186962,5.2044573,4.270458,4.3781404,5.114701,5.1591883,5.8164134,6.894143,3.6800325,4.8919144,4.9236426,3.688298,4.5274596,5.0018477,6.123427,4.249119,5.226087,6.2789197,3.6261034,4.4577594,4.097885,4.505148,4.067926,4.160881
t29,8.158928,2.2075958,5.4765234,6.675283,6.720125,7.3067923,5.8904634,4.0117354,4.3464456,7.19155,6.5120473,4.506606,5.382849,6.1364517,6.1071544,5.4052653,4.298301,5.9604025,6.115041,3.3657897,6.3263106,5.2897882,3.248004,2.9750192,5.935169,5.1513696,5.2957163,4.379606,4.350618,5.211543,5.2252636,5.794543,6.960096,3.624811,4.8721514,4.8485155,3.7082148,4.5429325,4.985251,6.2390985,4.324109,5.282107,6.401689,3.5393877,4.4928184,4.164702,4.4213357,3.9827027,4.08789
t30,8.062066,2.1989453,5.512059,6.686687,6.7001,7.2745686,5.8578057,4.001802,4.3351984,7.181439,6.5098596,4.508788,5.383412,6.143974,6.077385,5.429766,4.3042355,5.9568033,6.079432,3.3730187,6.342615,5.325951,3.2738738,2.937539,5.9624095,5.161677,5.2655363,4.3437066,4.3584704,5.1791744,5.204067,5.8017426,6.937403,3.6439352,4.8773546,4.8731856,3.7006865,4.538082,4.988758,6.19869,4.2994347,5.2607923,6.3571935,3.5685673,4.4819484,4.1395593,4.44946,4.010221,4.1129584
t23,7.952069,2.1658244,5.576104,6.702237,6.668653,7.225414,5.7948976,3.983658,4.31827,7.1697526,6.5143785,4.5097585,5.3873587,6.1598415,6.0231767,5.4717994,4.316914,5.952619,6.015724,3.379363,6.3681235,5.3925614,3.320488,2.8689473,6.0116215,5.1856956,5.208725,4.276041,4.376954,5.119618,5.161901,5.8156085,6.8973246,3.6770546,4.8916926,4.9208446,3.689917,4.5279775,5.0013733,6.128649,4.2520566,5.229023,6.2845473,3.6217964,4.4590383,4.101106,4.5014963,4.064661,4.157288
t33,1.9774523,1.1963925,8.243085,6.2169967,7.363429,2.626526,5.17421,3.4028862,4.3999043,7.7086287,6.7902617,4.8383994,4.992175,6.7157974,6.0542073,5.6291146,4.771555,6.0046763,5.734105,2.9735665,5.6244397,5.952429,3.6155705,2.9522214,5.8996387,5.240304,5.03884,3.7945783,4.6834936,4.752121,5.0666327,5.592482,7.01893,3.7573931,4.716128,4.4819484,3.400414,4.6868606,5.4041576,6.0456147,4.4995,5.1160603,6.093206,3.7589736,4.437504,4.26499,4.313613,3.7101753,4.1932573
