,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,3.648056,-0.051780447,-0.36840945,-0.3306183,6.958194,-0.06439649,0.13243568,-0.1210631,7.048355,-0.2124928,2.57609,0.5860906,0.5593608,7.909034,1.0369849,0.73711026,7.0328717,2.192584,6.315404,1.8493437,10.261036
t2,1.0083716,-0.15999009,-0.033718977,-0.13240595,1.9923187,-0.15501201,0.10981592,-0.10015007,2.6925154,-0.13252017,0.9043895,0.21126069,0.265913,2.7348523,-0.0339727,0.25375566,2.6521106,0.7014222,2.3497891,0.53031754,4.317856
t5,0.17235382,-0.6299111,9.478906,-1.4721099,-0.3155215,-0.07386776,0.35876077,0.99074966,-0.069828786,-0.03917923,1.2073988,6.178185,0.3059004,-1.3394327,-0.05381121,0.29530594,-1.1404301,0.09872869,-0.00645421,-0.89160305,1.1148188
t8,0.5770968,-1.1539775,14.49693,-2.4216259,-0.50732857,-0.025042197,0.6101042,1.9874021,-0.119316265,-0.084400244,1.7819661,9.708398,0.43880236,-2.0853906,-0.056915917,0.54714704,-1.790304,0.025928305,-0.012678977,-1.4014027,1.4071268
t38,0.07721629,-0.793767,8.8421,-1.3291457,-0.3348737,1.5139076,0.6614319,0.42069867,1.1753073,0.2562628,-0.22132277,5.506004,0.2820853,-0.041419927,1.8133438,0.20839527,-0.64544576,0.06507794,-0.024280502,-0.957882,3.74751
t66,0.0039456175,-0.6743209,5.330575,-0.8467547,-0.22136427,1.6849322,3.0863886,-0.013137215,2.2160199,0.44263273,-0.42114425,3.2957835,0.22540233,3.8997257,2.8579566,0.04564676,0.4538127,0.021194173,-0.027005093,-0.5349036,4.429698
t89,0.013909471,-0.68473417,1.2303362,-0.58106726,-0.034262184,2.342926,4.88397,-0.036544353,4.284736,-0.09792148,-0.55051684,0.09034728,0.23772533,8.034585,3.3077862,0.20999019,3.9321253,0.034215145,1.8697654,-0.27635625,5.5850368
t90,1.2541387,-0.5966944,-0.29556036,-0.7964515,4.4706917,4.1240354,6.6412725,-0.085382044,9.388877,-0.17760482,-0.31682822,0.6495687,0.41583273,15.00743,5.202023,0.7285212,7.939214,1.0336137,7.0242805,-0.14035247,10.606304
t19,0.010855609,-0.64856094,7.9014387,-1.1814716,-0.27965906,0.7002401,0.113758355,0.41336265,0.46129817,0.016493483,-0.0271238,4.9079523,0.25872678,-0.47310227,0.6317497,0.2188435,-0.8231379,0.028469078,-0.003215309,-0.85622656,2.4136548
t195,0.14447297,-0.0815501,-0.05916811,-0.38373595,-0.004771835,5.9985166,0.35275668,-0.13684899,7.165309,-0.1171548,6.1528907,0.27657574,0.486724,5.8608484,5.5778546,0.4991802,1.2098287,5.2897325,11.301488,6.909628,8.157273
